date,index_code,index_name,open,high,low,close,ohlc_source,ohlc_available,volume,turnover_value,transactions,turnover_source,volume_available
20250324,TPEX,TPEx,254.2,255.74,251.22,251.22,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/03&response=json,True,,,,,False
20250325,TPEX,TPEx,251.86,254.28,251.12,251.54,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/03&response=json,True,,,,,False
20250326,TPEX,TPEx,251.67,252.87,251.41,252.11,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/03&response=json,True,,,,,False
20250327,TPEX,TPEx,251.54,251.54,248.52,248.71,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/03&response=json,True,,,,,False
20250328,TPEX,TPEx,248.54,248.54,241.74,242.96,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/03&response=json,True,,,,,False
20250331,TPEX,TPEx,241.44,241.44,230.4,230.4,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/03&response=json,True,,,,,False
20250401,TPEX,TPEx,230.8,236.17,230.8,235.78,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250402,TPEX,TPEx,235.86,237.6,234.96,237.38,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250407,TPEX,TPEx,232.45,232.45,214.18,214.38,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250408,TPEX,TPEx,211.01,211.01,197.7,200.03,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250409,TPEX,TPEx,198.27,198.27,183.97,185.14,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250410,TPEX,TPEx,188.34,202.31,188.34,202.06,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250411,TPEX,TPEx,200.39,204.94,193.45,204.94,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250414,TPEX,TPEx,205.9,213.37,205.9,208.61,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250415,TPEX,TPEx,209.06,216.63,209.06,216.48,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250416,TPEX,TPEx,216.3,216.84,212.87,212.87,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250417,TPEX,TPEx,212.53,213.25,209.68,212.08,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250418,TPEX,TPEx,212.19,213.33,211.68,212.13,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250421,TPEX,TPEx,212.13,212.21,206.22,206.22,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250422,TPEX,TPEx,205.81,207.7,203.68,203.68,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250423,TPEX,TPEx,204.67,211.93,204.67,211.5,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250424,TPEX,TPEx,211.74,213.66,211.74,212.75,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250425,TPEX,TPEx,213.58,217.99,213.58,216.92,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250428,TPEX,TPEx,217.18,219.48,217.18,219.41,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250429,TPEX,TPEx,219.54,222.51,219.45,222.51,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250430,TPEX,TPEx,222.59,223.62,219.98,219.98,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/04&response=json,True,,,,,False
20250502,TPEX,TPEx,220.58,224.08,220.58,223.89,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250505,TPEX,TPEx,224.07,225.4,216.25,219.39,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250506,TPEX,TPEx,219.25,221.81,218.74,221.42,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250507,TPEX,TPEx,221.63,222.34,219.55,219.55,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250508,TPEX,TPEx,219.82,223.03,219.82,222.69,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250509,TPEX,TPEx,222.93,224.04,221.59,223.55,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250512,TPEX,TPEx,223.89,226.59,223.89,226.06,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250513,TPEX,TPEx,226.85,230.78,226.85,228.18,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250514,TPEX,TPEx,228.59,231.56,228.59,231.47,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250515,TPEX,TPEx,231.51,232.09,230.13,230.13,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250516,TPEX,TPEx,230.19,231.66,230.19,230.92,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250519,TPEX,TPEx,231.01,231.01,227.08,227.08,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250520,TPEX,TPEx,227.44,229.89,227.44,227.74,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250521,TPEX,TPEx,227.89,230.26,227.89,230.26,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250522,TPEX,TPEx,230.09,230.09,227.59,228.98,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250523,TPEX,TPEx,229.19,230.65,228.58,228.79,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250526,TPEX,TPEx,228.88,229.24,227.67,227.67,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250527,TPEX,TPEx,227.82,229.1,226.1,226.26,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250528,TPEX,TPEx,226.76,229.07,225.19,225.84,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250529,TPEX,TPEx,226.2,227.89,226.2,227.27,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/05&response=json,True,,,,,False
20250602,TPEX,TPEx,226.93,226.93,221.29,222.04,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250603,TPEX,TPEx,222.37,223.97,222.36,222.5,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250604,TPEX,TPEx,222.94,226.24,222.94,226.24,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250605,TPEX,TPEx,226.29,228.51,226.29,227.23,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250606,TPEX,TPEx,227.14,227.51,226.47,227.31,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250609,TPEX,TPEx,227.5,228.49,226.61,227.9,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250610,TPEX,TPEx,227.96,230.82,227.96,230.82,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250611,TPEX,TPEx,230.99,234.08,230.99,234.01,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250612,TPEX,TPEx,234.02,235.52,234.02,234.77,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250613,TPEX,TPEx,234.48,234.48,231.18,231.18,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250616,TPEX,TPEx,230.95,231.32,229.96,231.2,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250617,TPEX,TPEx,231.22,233.53,231.09,231.15,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250618,TPEX,TPEx,231.19,232.65,231.19,231.79,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250619,TPEX,TPEx,231.74,231.99,228.56,228.56,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250620,TPEX,TPEx,228.63,229.38,225.11,226.55,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250623,TPEX,TPEx,226.1,226.34,222.48,226.34,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250624,TPEX,TPEx,226.62,231.31,226.62,231.31,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250625,TPEX,TPEx,231.67,233.64,231.67,233.17,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250626,TPEX,TPEx,233.33,234.86,233.18,233.22,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250627,TPEX,TPEx,233.27,234.42,233.11,233.63,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250630,TPEX,TPEx,233.68,234.43,231.35,231.35,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/06&response=json,True,,,,,False
20250701,TPEX,TPEx,231.4,233.89,231.4,232.21,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250702,TPEX,TPEx,232.0,233.48,231.83,232.92,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250703,TPEX,TPEx,233.13,235.31,233.13,234.6,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250704,TPEX,TPEx,234.36,235.36,231.57,231.61,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250707,TPEX,TPEx,231.48,231.95,228.8,228.94,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250708,TPEX,TPEx,228.68,228.68,226.44,228.22,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250709,TPEX,TPEx,228.1,230.89,227.66,230.79,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250710,TPEX,TPEx,230.73,232.23,230.73,231.02,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250711,TPEX,TPEx,231.03,232.92,231.03,232.49,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250714,TPEX,TPEx,232.36,232.62,230.58,230.59,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250715,TPEX,TPEx,230.51,232.44,230.51,232.32,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250716,TPEX,TPEx,232.14,234.15,232.14,232.86,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250717,TPEX,TPEx,232.59,235.79,232.59,235.66,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250718,TPEX,TPEx,235.94,237.59,235.08,235.29,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250721,TPEX,TPEx,235.17,235.86,234.52,234.59,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250722,TPEX,TPEx,234.51,235.17,228.76,228.76,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250723,TPEX,TPEx,228.89,232.16,228.89,232.16,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250724,TPEX,TPEx,232.05,233.45,231.67,232.93,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250725,TPEX,TPEx,232.88,233.5,232.04,232.77,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250728,TPEX,TPEx,232.92,234.16,232.02,233.45,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250729,TPEX,TPEx,233.39,233.81,230.8,231.16,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250730,TPEX,TPEx,231.34,232.38,230.36,231.45,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250731,TPEX,TPEx,231.56,232.91,231.56,232.0,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/07&response=json,True,,,,,False
20250801,TPEX,TPEx,231.39,234.03,228.4,234.03,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250804,TPEX,TPEx,233.75,233.95,231.78,233.87,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250805,TPEX,TPEx,234.24,237.38,234.24,237.03,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250806,TPEX,TPEx,236.97,237.23,236.05,236.05,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250807,TPEX,TPEx,236.45,240.12,236.45,239.54,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250808,TPEX,TPEx,239.59,241.29,239.59,239.79,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250811,TPEX,TPEx,239.81,240.3,238.79,240.2,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250812,TPEX,TPEx,240.32,242.47,240.32,242.36,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250813,TPEX,TPEx,242.77,246.09,242.13,243.33,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250814,TPEX,TPEx,243.65,245.94,243.65,245.53,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250815,TPEX,TPEx,245.68,246.63,244.35,246.07,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250818,TPEX,TPEx,246.01,248.55,246.01,248.34,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250819,TPEX,TPEx,248.51,249.93,246.43,246.97,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250820,TPEX,TPEx,246.73,246.73,241.04,241.32,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250821,TPEX,TPEx,241.77,246.94,241.77,245.68,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250822,TPEX,TPEx,245.59,246.97,244.07,244.14,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250825,TPEX,TPEx,244.96,248.55,244.96,247.48,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
