research_id,artifact_version,advisory_status,model_id,input_artifact_id,source_path,row_scope,strategy_key,strategy_key_columns,input_rows,checked_rows,unique_stocks,stocks_with_multiple_events,max_rows_per_stock,overlap_pair_count,approved_for_daily_values,production_readiness_values,promotion_evidence_status,required_followup,approved_for_daily,production_readiness,generated_at
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_split_entry_outcome_backtest_detail,output/latest/research_backtest/w_bottom_split_entry_outcome_backtest_detail_latest.csv,mature_true_rows,w_bottom_neckline_volume_breakout_confirmation|baseline_current_detector|post_confirmation_next_open|fixed_5d_close_positive_return|w_bottom_split_entry_outcome_backtest_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,24544,142,130,11,3,6,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_split_entry_outcome_backtest_detail,output/latest/research_backtest/w_bottom_split_entry_outcome_backtest_detail_latest.csv,mature_true_rows,w_bottom_neckline_volume_breakout_confirmation|baseline_current_detector|post_confirmation_next_open|fixed_10d_close_positive_return|w_bottom_split_entry_outcome_backtest_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,24544,139,128,10,3,6,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_split_entry_outcome_backtest_detail,output/latest/research_backtest/w_bottom_split_entry_outcome_backtest_detail_latest.csv,mature_true_rows,w_bottom_neckline_volume_breakout_confirmation|baseline_current_detector|post_confirmation_next_open|fixed_20d_close_positive_return|w_bottom_split_entry_outcome_backtest_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,24544,132,122,9,3,6,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_split_entry_outcome_backtest_detail,output/latest/research_backtest/w_bottom_split_entry_outcome_backtest_detail_latest.csv,mature_true_rows,w_bottom_neckline_volume_breakout_confirmation|baseline_current_detector|post_confirmation_next_open|fixed_30d_close_positive_return|w_bottom_split_entry_outcome_backtest_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,24544,127,117,9,3,8,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_split_entry_outcome_backtest_detail,output/latest/research_backtest/w_bottom_split_entry_outcome_backtest_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|variant_nearest_micro_45d_event_replay|right_low_signal_next_open|fixed_10d_close_positive_return|w_bottom_split_entry_outcome_backtest_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,24544,1646,864,451,8,3,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_split_entry_outcome_backtest_detail,output/latest/research_backtest/w_bottom_split_entry_outcome_backtest_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|variant_nearest_micro_45d_event_replay|right_low_signal_next_open|fixed_20d_close_positive_return|w_bottom_split_entry_outcome_backtest_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,24544,1577,837,430,8,207,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_split_entry_outcome_backtest_detail,output/latest/research_backtest/w_bottom_split_entry_outcome_backtest_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|variant_nearest_micro_45d_event_replay|right_low_signal_next_open|fixed_30d_close_positive_return|w_bottom_split_entry_outcome_backtest_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,24544,1521,817,412,8,420,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_split_entry_outcome_backtest_detail,output/latest/research_backtest/w_bottom_split_entry_outcome_backtest_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|variant_nearest_micro_45d_event_replay|right_low_signal_next_open|fixed_40d_close_positive_return|w_bottom_split_entry_outcome_backtest_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,24544,1456,790,395,8,519,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_split_entry_outcome_backtest_detail,output/latest/research_backtest/w_bottom_split_entry_outcome_backtest_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|variant_nearest_micro_45d_event_replay|right_low_signal_next_open|reach_neckline_close_before_right_low_stop_40d|w_bottom_split_entry_outcome_backtest_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,24544,1456,790,395,8,141,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_split_entry_outcome_backtest_detail,output/latest/research_backtest/w_bottom_split_entry_outcome_backtest_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|variant_nearest_micro_45d_event_replay|right_low_signal_next_open|volume_breakout_close_before_right_low_stop_40d|w_bottom_split_entry_outcome_backtest_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,24544,1456,790,395,8,252,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_split_entry_outcome_backtest_detail,output/latest/research_backtest/w_bottom_split_entry_outcome_backtest_detail_latest.csv,mature_true_rows,w_bottom_neckline_volume_breakout_confirmation|variant_nearest_micro_45d_event_replay|neckline_volume_breakout_next_open|fixed_5d_close_positive_return|w_bottom_split_entry_outcome_backtest_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,24544,207,175,26,3,14,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_split_entry_outcome_backtest_detail,output/latest/research_backtest/w_bottom_split_entry_outcome_backtest_detail_latest.csv,mature_true_rows,w_bottom_neckline_volume_breakout_confirmation|variant_nearest_micro_45d_event_replay|neckline_volume_breakout_next_open|fixed_10d_close_positive_return|w_bottom_split_entry_outcome_backtest_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,24544,204,173,25,3,14,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_split_entry_outcome_backtest_detail,output/latest/research_backtest/w_bottom_split_entry_outcome_backtest_detail_latest.csv,mature_true_rows,w_bottom_neckline_volume_breakout_confirmation|variant_nearest_micro_45d_event_replay|neckline_volume_breakout_next_open|fixed_20d_close_positive_return|w_bottom_split_entry_outcome_backtest_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,24544,193,166,22,3,14,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_split_entry_outcome_backtest_detail,output/latest/research_backtest/w_bottom_split_entry_outcome_backtest_detail_latest.csv,mature_true_rows,w_bottom_neckline_volume_breakout_confirmation|variant_nearest_micro_45d_event_replay|neckline_volume_breakout_next_open|fixed_30d_close_positive_return|w_bottom_split_entry_outcome_backtest_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,24544,182,155,22,3,18,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_split_entry_outcome_backtest_detail,output/latest/research_backtest/w_bottom_split_entry_outcome_backtest_detail_latest.csv,mature_true_rows,w_bottom_neckline_volume_breakout_confirmation|variant_nearest_micro_45d_event_replay|post_confirmation_next_open|fixed_5d_close_positive_return|w_bottom_split_entry_outcome_backtest_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,24544,149,132,14,3,10,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_split_entry_outcome_backtest_detail,output/latest/research_backtest/w_bottom_split_entry_outcome_backtest_detail_latest.csv,mature_true_rows,w_bottom_neckline_volume_breakout_confirmation|variant_nearest_micro_45d_event_replay|post_confirmation_next_open|fixed_10d_close_positive_return|w_bottom_split_entry_outcome_backtest_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,24544,146,130,13,3,10,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_split_entry_outcome_backtest_detail,output/latest/research_backtest/w_bottom_split_entry_outcome_backtest_detail_latest.csv,mature_true_rows,w_bottom_neckline_volume_breakout_confirmation|variant_nearest_micro_45d_event_replay|post_confirmation_next_open|fixed_20d_close_positive_return|w_bottom_split_entry_outcome_backtest_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,24544,142,126,13,3,11,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_split_entry_outcome_backtest_detail,output/latest/research_backtest/w_bottom_split_entry_outcome_backtest_detail_latest.csv,mature_true_rows,w_bottom_neckline_volume_breakout_confirmation|variant_nearest_micro_45d_event_replay|post_confirmation_next_open|fixed_30d_close_positive_return|w_bottom_split_entry_outcome_backtest_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,24544,133,117,13,3,12,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_early_entry_parameter_grid_detail,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|baseline_current_detector|right_low_signal_next_open|fixed_10d_close_positive_return|w_bottom_early_entry_parameter_grid_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,28960,1878,976,513,7,4,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_early_entry_parameter_grid_detail,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|baseline_current_detector|right_low_signal_next_open|take_profit_10pct_close_40d|w_bottom_early_entry_parameter_grid_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,28960,1643,891,444,7,498,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_early_entry_parameter_grid_detail,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|baseline_current_detector|right_low_signal_next_open|tp10_or_neutral_after_5pct_close_40d|w_bottom_early_entry_parameter_grid_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,28960,1171,743,277,6,234,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_early_entry_parameter_grid_detail,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|baseline_current_detector|right_low_signal_next_open|fixed_20d_close_positive_return|w_bottom_early_entry_parameter_grid_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,28960,1789,950,481,7,242,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_early_entry_parameter_grid_detail,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|baseline_current_detector|right_low_signal_next_open|fixed_30d_close_positive_return|w_bottom_early_entry_parameter_grid_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,28960,1718,923,462,7,482,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_early_entry_parameter_grid_detail,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|baseline_current_detector|right_low_signal_next_open|fixed_40d_close_positive_return|w_bottom_early_entry_parameter_grid_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,28960,1643,891,444,7,579,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_early_entry_parameter_grid_detail,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|baseline_current_detector|right_low_signal_next_open|reach_neckline_close_before_right_low_stop_40d|w_bottom_early_entry_parameter_grid_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,28960,1643,891,444,7,156,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_early_entry_parameter_grid_detail,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|baseline_current_detector|right_low_signal_next_open|volume_breakout_close_before_right_low_stop_40d|w_bottom_early_entry_parameter_grid_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,28960,1643,891,444,7,265,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_early_entry_parameter_grid_detail,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|variant_nearest_micro_45d_event_replay|right_low_signal_next_open|fixed_10d_close_positive_return|w_bottom_early_entry_parameter_grid_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,28960,1646,864,451,8,3,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
w_bottom_research_overlap_guardrails,w_bottom_research_overlap_guardrails_20260708,warning_research_variant_only,w_bottom_right_side,w_bottom_early_entry_parameter_grid_detail,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,mature_true_rows,w_bottom_right_low_early_entry|variant_nearest_micro_45d_event_replay|right_low_signal_next_open|take_profit_10pct_close_40d|w_bottom_early_entry_parameter_grid_20260626,surface_id|event_set_id|entry_rule_id|outcome_rule_id|parameter_set_id,28960,1456,790,395,8,437,false,not_production_ready_research_only,blocked_requires_same_stock_non_overlap_artifact,publish_same_stock_non_overlap_basis_before_promotion_evidence,False,not_production_ready_research_only,2026-07-08 19:18:42 Asia/Taipei
