model_id,confirmation_model_id,research_id,source_research_id,research_variant_id,parameter_set_id,advisory_status,filter_id,filter_description,segment_dimension,segment_value,segment_source,has_taxonomy,baseline_filter_id,sample_size,mature_sample_size,win_count,win_rate,avg_a_return_pct,median_a_return_pct,baseline_sample_size,baseline_mature_sample_size,baseline_win_rate,baseline_avg_a_return_pct,baseline_median_a_return_pct,delta_sample_size,sample_retention_rate,delta_win_rate_pct,delta_avg_a_return_pct,delta_median_a_return_pct,smooth_count,sharp_v_count,wv_multiple_turn_count,slope_break_count,tdcc_any_age7_count,stability_signal,sample_warning,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_sharp_v,Baseline excluding sharp V low reversals.,signal_month,2026-01,time,false,observation_to_volume_confirmation,6,6,0,0.00%,-5.2655,-1.9085,7,7,14.29%,-2.5352,-1.7857,-1,85.71%,-14.2857,-2.7302,-0.1228,1,0,4,1,0,not_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,smooth_only,Baseline keeping only smooth rounded W-like paths.,signal_month,2026-01,time,false,observation_to_volume_confirmation,1,1,0,0.00%,-1.3216,-1.3216,7,7,14.29%,-2.5352,-1.7857,-6,14.29%,-14.2857,1.2136,0.4641,1,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Baseline: candidates that started in the right-side observation zone and later confirmed by neckline volume breakout.,signal_month,2026-02,time,false,observation_to_volume_confirmation,9,9,3,33.33%,-1.0041,-3.3898,9,9,33.33%,-1.0041,-3.3898,0,100.00%,0.0000,0.0000,0.0000,1,0,5,3,1,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_multiple_turn,Baseline excluding WV/WVV multiple-turn paths.,signal_month,2026-02,time,false,observation_to_volume_confirmation,4,4,2,50.00%,2.8680,3.2309,9,9,33.33%,-1.0041,-3.3898,-5,44.44%,16.6667,3.8720,6.6207,1,0,0,3,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_slope_break,Baseline excluding slope-break or discontinuous paths.,signal_month,2026-02,time,false,observation_to_volume_confirmation,6,6,2,33.33%,-2.0181,-6.7698,9,9,33.33%,-1.0041,-3.3898,-3,66.67%,0.0000,-1.0140,-3.3800,1,0,5,0,1,not_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_or_slope_break,Baseline excluding WV/WVV and slope-break paths.,signal_month,2026-02,time,false,observation_to_volume_confirmation,1,1,1,100.00%,8.4000,8.4000,9,9,33.33%,-1.0041,-3.3898,-8,11.11%,66.6667,9.4041,11.7898,1,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_sharp_v,Baseline excluding sharp V low reversals.,signal_month,2026-02,time,false,observation_to_volume_confirmation,9,9,3,33.33%,-1.0041,-3.3898,9,9,33.33%,-1.0041,-3.3898,0,100.00%,0.0000,0.0000,0.0000,1,0,5,3,1,mixed_flat_to_slightly_better,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,smooth_only,Baseline keeping only smooth rounded W-like paths.,signal_month,2026-02,time,false,observation_to_volume_confirmation,1,1,1,100.00%,8.4000,8.4000,9,9,33.33%,-1.0041,-3.3898,-8,11.11%,66.6667,9.4041,11.7898,1,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Baseline: candidates that started in the right-side observation zone and later confirmed by neckline volume breakout.,signal_month,2026-03,time,false,observation_to_volume_confirmation,5,5,1,20.00%,-2.6914,-3.0717,5,5,20.00%,-2.6914,-3.0717,0,100.00%,0.0000,0.0000,0.0000,0,0,4,1,0,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_multiple_turn,Baseline excluding WV/WVV multiple-turn paths.,signal_month,2026-03,time,false,observation_to_volume_confirmation,1,1,0,0.00%,-2.2472,-2.2472,5,5,20.00%,-2.6914,-3.0717,-4,20.00%,-20.0000,0.4442,0.8245,0,0,0,1,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_slope_break,Baseline excluding slope-break or discontinuous paths.,signal_month,2026-03,time,false,observation_to_volume_confirmation,4,4,1,25.00%,-2.8025,-3.4108,5,5,20.00%,-2.6914,-3.0717,-1,80.00%,5.0000,-0.1111,-0.3392,0,0,4,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_or_slope_break,Baseline excluding WV/WVV and slope-break paths.,signal_month,2026-03,time,false,observation_to_volume_confirmation,0,0,0,,,,5,5,20.00%,-2.6914,-3.0717,-5,0.00%,,,,0,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_sharp_v,Baseline excluding sharp V low reversals.,signal_month,2026-03,time,false,observation_to_volume_confirmation,5,5,1,20.00%,-2.6914,-3.0717,5,5,20.00%,-2.6914,-3.0717,0,100.00%,0.0000,0.0000,0.0000,0,0,4,1,0,mixed_flat_to_slightly_better,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,smooth_only,Baseline keeping only smooth rounded W-like paths.,signal_month,2026-03,time,false,observation_to_volume_confirmation,0,0,0,,,,5,5,20.00%,-2.6914,-3.0717,-5,0.00%,,,,0,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Baseline: candidates that started in the right-side observation zone and later confirmed by neckline volume breakout.,signal_month,2026-04,time,false,observation_to_volume_confirmation,6,5,3,60.00%,1.9723,0.7519,6,5,60.00%,1.9723,0.7519,0,100.00%,0.0000,0.0000,0.0000,1,0,4,1,0,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_multiple_turn,Baseline excluding WV/WVV multiple-turn paths.,signal_month,2026-04,time,false,observation_to_volume_confirmation,2,2,1,50.00%,2.9343,2.9343,6,5,60.00%,1.9723,0.7519,-4,33.33%,-10.0000,0.9620,2.1824,1,0,0,1,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_slope_break,Baseline excluding slope-break or discontinuous paths.,signal_month,2026-04,time,false,observation_to_volume_confirmation,5,4,3,75.00%,3.2440,2.4238,6,5,60.00%,1.9723,0.7519,-1,83.33%,15.0000,1.2717,1.6719,1,0,4,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_or_slope_break,Baseline excluding WV/WVV and slope-break paths.,signal_month,2026-04,time,false,observation_to_volume_confirmation,1,1,1,100.00%,8.9831,8.9831,6,5,60.00%,1.9723,0.7519,-5,16.67%,40.0000,7.0108,8.2312,1,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_sharp_v,Baseline excluding sharp V low reversals.,signal_month,2026-04,time,false,observation_to_volume_confirmation,6,5,3,60.00%,1.9723,0.7519,6,5,60.00%,1.9723,0.7519,0,100.00%,0.0000,0.0000,0.0000,1,0,4,1,0,mixed_flat_to_slightly_better,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,smooth_only,Baseline keeping only smooth rounded W-like paths.,signal_month,2026-04,time,false,observation_to_volume_confirmation,1,1,1,100.00%,8.9831,8.9831,6,5,60.00%,1.9723,0.7519,-5,16.67%,40.0000,7.0108,8.2312,1,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Baseline: candidates that started in the right-side observation zone and later confirmed by neckline volume breakout.,signal_month,2026-05,time,false,observation_to_volume_confirmation,12,12,5,41.67%,5.9814,0.0000,12,12,41.67%,5.9814,0.0000,0,100.00%,0.0000,0.0000,0.0000,0,1,8,3,1,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_multiple_turn,Baseline excluding WV/WVV multiple-turn paths.,signal_month,2026-05,time,false,observation_to_volume_confirmation,4,4,2,50.00%,0.0133,-0.4328,12,12,41.67%,5.9814,0.0000,-8,33.33%,8.3333,-5.9681,-0.4328,0,1,0,3,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_slope_break,Baseline excluding slope-break or discontinuous paths.,signal_month,2026-05,time,false,observation_to_volume_confirmation,9,9,4,44.44%,8.3175,0.0000,12,12,41.67%,5.9814,0.0000,-3,75.00%,2.7778,2.3361,0.0000,0,1,8,0,1,directionally_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_or_slope_break,Baseline excluding WV/WVV and slope-break paths.,signal_month,2026-05,time,false,observation_to_volume_confirmation,1,1,1,100.00%,3.1343,3.1343,12,12,41.67%,5.9814,0.0000,-11,8.33%,58.3333,-2.8471,3.1343,0,1,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_sharp_v,Baseline excluding sharp V low reversals.,signal_month,2026-05,time,false,observation_to_volume_confirmation,11,11,4,36.36%,6.2402,0.0000,12,12,41.67%,5.9814,0.0000,-1,91.67%,-5.3030,0.2588,0.0000,0,0,8,3,1,not_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,smooth_only,Baseline keeping only smooth rounded W-like paths.,signal_month,2026-05,time,false,observation_to_volume_confirmation,0,0,0,,,,12,12,41.67%,5.9814,0.0000,-12,0.00%,,,,0,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Baseline: candidates that started in the right-side observation zone and later confirmed by neckline volume breakout.,signal_month,2026-06,time,false,observation_to_volume_confirmation,5,2,0,0.00%,-3.6973,-3.6973,5,2,0.00%,-3.6973,-3.6973,0,100.00%,0.0000,0.0000,0.0000,0,1,2,2,0,baseline,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_multiple_turn,Baseline excluding WV/WVV multiple-turn paths.,signal_month,2026-06,time,false,observation_to_volume_confirmation,3,1,0,0.00%,-1.6568,-1.6568,5,2,0.00%,-3.6973,-3.6973,-2,60.00%,0.0000,2.0405,2.0405,0,1,0,2,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_slope_break,Baseline excluding slope-break or discontinuous paths.,signal_month,2026-06,time,false,observation_to_volume_confirmation,3,1,0,0.00%,-5.7377,-5.7377,5,2,0.00%,-3.6973,-3.6973,-2,60.00%,0.0000,-2.0404,-2.0404,0,1,2,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_or_slope_break,Baseline excluding WV/WVV and slope-break paths.,signal_month,2026-06,time,false,observation_to_volume_confirmation,1,0,0,,,,5,2,0.00%,-3.6973,-3.6973,-4,20.00%,,,,0,1,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_sharp_v,Baseline excluding sharp V low reversals.,signal_month,2026-06,time,false,observation_to_volume_confirmation,4,2,0,0.00%,-3.6973,-3.6973,5,2,0.00%,-3.6973,-3.6973,-1,80.00%,0.0000,0.0000,0.0000,0,0,2,2,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,smooth_only,Baseline keeping only smooth rounded W-like paths.,signal_month,2026-06,time,false,observation_to_volume_confirmation,0,0,0,,,,5,2,0.00%,-3.6973,-3.6973,-5,0.00%,,,,0,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Baseline: candidates that started in the right-side observation zone and later confirmed by neckline volume breakout.,signal_quarter,2026Q1,time,false,observation_to_volume_confirmation,21,21,5,23.81%,-1.9162,-2.2472,21,21,23.81%,-1.9162,-2.2472,0,100.00%,0.0000,0.0000,0.0000,2,1,13,5,1,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_multiple_turn,Baseline excluding WV/WVV multiple-turn paths.,signal_quarter,2026Q1,time,false,observation_to_volume_confirmation,8,8,3,37.50%,2.4954,-1.5537,21,21,23.81%,-1.9162,-2.2472,-13,38.10%,13.6905,4.4117,0.6935,2,1,0,5,0,directionally_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_slope_break,Baseline excluding slope-break or discontinuous paths.,signal_quarter,2026Q1,time,false,observation_to_volume_confirmation,16,16,4,25.00%,-2.4550,-3.4108,21,21,23.81%,-1.9162,-2.2472,-5,76.19%,1.1905,-0.5388,-1.1637,2,1,13,0,1,not_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
