date,stock_id,stock_name,market,close,volume,start_5d_avg_volume_ratio_vs_prev20,start_day_volume_ratio_vs_prev20,return_5d_pct,return_10d_pct,return_20d_pct,rsi14,macd_hist,tdcc_available,tdcc_all_thresholds_up,tdcc_high_thresholds_up,tdcc_high_up_streak,derived_market_regime,market_abnormal_status,market_abnormal_risk_level,is_disposition,is_attention,is_periodic_trading,disposition_period,execution_risk_note,matched_rules,best_d5_rule,best_d5_hit_rate_pct,best_d10_rule,best_d10_hit_rate_pct,best_d10_selected_stock_days,best_d20_rule,best_d20_hit_rate_pct,model_effect_allowed,core_weight_change_allowed,research_caveat,research_priority
20260703,1301,台塑,TWSE,62.1,190058976.0,1.5,3.52,18.97,20.12,22.24,73.7,1.1286,True,True,True,3.0,mild_bull,normal,A_normal,False,False,False,,,day_vol_ge_2 + tdcc_high_up + rsi_50_75 + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + macd_hist_pos + kd_bullish_not_overheated + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + kd_bullish_not_overheated + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + close_above_ema23 + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + return_10d_20_50; day_vol_ge_2 + tdcc_all_up + kd_bullish_not_overheated + return_10d_20_50; day_vol_ge_2 + tdcc_all_up + macd_hist_pos + kd_bullish_not_overheated + return_10d_20_50,day_vol_ge_2 + tdcc_all_up + rsi_50_75 + return_10d_20_50,40.0,day_vol_ge_2 + tdcc_high_up + rsi_50_75 + return_10d_20_50,52.26,243.0,day_vol_ge_2 + rsi_50_75 + return_10d_20_50,61.94,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,2484,希華,TWSE,96.4,117755286.0,1.32,2.52,25.52,35.39,89.76,71.55,1.8844,True,True,True,1.0,mild_bull,normal,A_normal,False,False,False,,,day_vol_ge_2 + tdcc_high_up + rsi_50_75 + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + close_above_ema23 + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + return_10d_20_50; day_vol_ge_2 + tdcc_all_up + rsi_50_75 + return_10d_20_50; day_vol_ge_2 + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + market_bull + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + market_bull + rsi_50_75 + return_10d_20_50,day_vol_ge_2 + tdcc_all_up + rsi_50_75 + return_10d_20_50,40.0,day_vol_ge_2 + tdcc_high_up + rsi_50_75 + return_10d_20_50,52.26,243.0,day_vol_ge_2 + rsi_50_75 + return_10d_20_50,61.94,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,1409,新纖,TWSE,31.0,79612192.0,1.22,2.83,18.77,21.09,13.55,66.77,-0.0586,True,True,True,1.0,mild_bull,normal,A_normal,False,False,False,,,day_vol_ge_2 + tdcc_high_up + rsi_50_75 + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + kd_bullish_not_overheated + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + close_above_ema23 + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + return_10d_20_50; day_vol_ge_2 + tdcc_all_up + kd_bullish_not_overheated + return_10d_20_50; day_vol_ge_2 + tdcc_all_up + rsi_50_75 + return_10d_20_50; day_vol_ge_2 + kd_bullish_not_overheated + return_10d_20_50; day_vol_ge_2 + market_bull + rsi_50_75 + return_10d_20_50,day_vol_ge_2 + tdcc_all_up + rsi_50_75 + return_10d_20_50,40.0,day_vol_ge_2 + tdcc_high_up + rsi_50_75 + return_10d_20_50,52.26,243.0,day_vol_ge_2 + rsi_50_75 + return_10d_20_50,61.94,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,6525,捷敏-KY,TWSE,183.0,10745731.0,1.06,2.65,25.34,27.97,53.14,73.66,2.3016,True,True,True,1.0,mild_bull,normal,A_normal,False,False,False,,,day_vol_ge_2 + tdcc_high_up + rsi_50_75 + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + macd_hist_pos + kd_bullish_not_overheated + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + kd_bullish_not_overheated + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + close_above_ema23 + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + return_10d_20_50; day_vol_ge_2 + tdcc_all_up + kd_bullish_not_overheated + return_10d_20_50; day_vol_ge_2 + tdcc_all_up + macd_hist_pos + kd_bullish_not_overheated + return_10d_20_50,day_vol_ge_2 + tdcc_all_up + rsi_50_75 + return_10d_20_50,40.0,day_vol_ge_2 + tdcc_high_up + rsi_50_75 + return_10d_20_50,52.26,243.0,day_vol_ge_2 + rsi_50_75 + return_10d_20_50,61.94,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,4743,合一,TPEx,57.3,11230000.0,2.4,5.66,19.0,19.37,14.14,75.94,0.87,True,True,True,2.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_2 + tdcc_high_up + bb_width_not_extreme + return_20d_10_60; vol5_avg_ge_2 + tdcc_all_up + bb_width_not_extreme + return_20d_10_60; vol5_avg_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_20d_10_60; vol5_avg_ge_2 + market_bull + tdcc_high_up + bb_width_not_extreme + return_20d_10_60; day_vol_ge_2 + market_bull + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30; day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_20d_10_60; day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30; day_vol_ge_2 + tdcc_high_streak2 + kd_bullish_not_overheated + bb_width_not_extreme + return_20d_10_60,vol5_avg_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_20d_10_60,43.56,vol5_avg_ge_2 + tdcc_high_up + bb_width_not_extreme + return_20d_10_60,51.25,240.0,vol5_avg_ge_2 + tdcc_high_up + bb_width_not_extreme + return_20d_10_60,,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,4532,瑞智,TWSE,29.1,6401926.0,3.02,2.09,22.27,22.53,14.57,79.62,0.5404,True,True,True,2.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_1_5 + tdcc_high_up + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + tdcc_high_up + return_10d_20_50; vol5_avg_ge_1_5 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + close_above_ema23 + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + tdcc_high_up + macd_hist_pos + return_10d_20_50,vol5_avg_ge_1_5 + tdcc_high_streak2 + close_above_ema23 + return_10d_20_50,39.35,vol5_avg_ge_1_5 + tdcc_high_up + close_above_ema23 + return_10d_20_50,51.09,959.0,day_vol_ge_2 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50,61.26,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,1314,中石化,TWSE,9.88,294715987.0,2.81,7.2,23.96,26.99,19.76,84.0,0.1611,True,True,True,2.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_1_5 + tdcc_high_up + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + tdcc_high_up + return_10d_20_50; vol5_avg_ge_1_5 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + close_above_ema23 + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + tdcc_high_up + macd_hist_pos + return_10d_20_50,vol5_avg_ge_1_5 + tdcc_high_streak2 + close_above_ema23 + return_10d_20_50,39.35,vol5_avg_ge_1_5 + tdcc_high_up + close_above_ema23 + return_10d_20_50,51.09,959.0,day_vol_ge_2 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50,61.26,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,2645,長榮航太,TWSE,216.5,7042493.0,2.71,2.86,26.98,27.35,31.21,82.47,4.0478,True,True,True,4.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_1_5 + tdcc_high_up + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + tdcc_high_up + return_10d_20_50; vol5_avg_ge_1_5 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + close_above_ema23 + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + tdcc_high_up + macd_hist_pos + return_10d_20_50,vol5_avg_ge_1_5 + tdcc_high_streak2 + close_above_ema23 + return_10d_20_50,39.35,vol5_avg_ge_1_5 + tdcc_high_up + close_above_ema23 + return_10d_20_50,51.09,959.0,day_vol_ge_2 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50,61.26,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,1710,東聯,TWSE,18.85,43260099.0,2.61,3.25,33.69,38.1,22.4,87.32,0.5278,True,True,True,2.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_1_5 + tdcc_high_up + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + tdcc_high_up + return_10d_20_50; vol5_avg_ge_1_5 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + close_above_ema23 + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + tdcc_high_up + macd_hist_pos + return_10d_20_50,vol5_avg_ge_1_5 + tdcc_high_streak2 + close_above_ema23 + return_10d_20_50,39.35,vol5_avg_ge_1_5 + tdcc_high_up + close_above_ema23 + return_10d_20_50,51.09,959.0,day_vol_ge_2 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50,61.26,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,4707,磐亞,TPEx,33.8,16905000.0,2.61,2.72,22.69,46.96,60.19,80.8,0.8634,True,True,True,1.0,mild_bull,attention,C_attention,False,True,False,,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,vol5_avg_ge_1_5 + tdcc_high_up + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + tdcc_high_up + return_10d_20_50; vol5_avg_ge_1_5 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + close_above_ema23 + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + tdcc_high_up + macd_hist_pos + return_10d_20_50,day_vol_ge_2 + tdcc_all_up + close_above_ema23 + return_10d_20_50,37.04,vol5_avg_ge_1_5 + tdcc_high_up + close_above_ema23 + return_10d_20_50,51.09,959.0,day_vol_ge_2 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50,61.26,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
