model_id,confirmation_model_id,research_id,source_research_id,research_variant_id,parameter_set_id,advisory_status,source_audit_scope,case_review_tag,manual_case_id,stock_id,stock_name,signal_date,source_pattern_family,rule_id,rule_window_days,selector_method,baseline_current_left_peak_date,human_left_peak_date,left_low_date,neckline_date,right_low_date,candidate_left_peak_date,candidate_left_peak_price,candidate_days_before_left_low,candidate_drop_to_left_low_pct,candidate_left_descent_wrong_direction_rate_pct,candidate_anchor_delta_vs_current_days,candidate_anchor_delta_vs_human_days,candidate_matches_current_left_peak,candidate_matches_human_left_peak,candidate_anchor_changed_from_current,candidate_inside_current_45d_window,candidate_selection_status,candidate_selection_reason,transition_status,slope_curvature_category,price_level_bucket,anchor_issue_type,recommended_next_research_action,manual_review_status,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2305,全友,20260105,standard_double_bottom_w,current_detector_left_peak,45,current_detector_output,20250826,,20251105,20251114,20251121,20250826,13.3,41,-24.812,39.0244,0,,true,false,false,true,selected,selected_current_detector_left_peak,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,no_anchor_issue_detected,no_immediate_anchor_action,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2305,全友,20260105,standard_double_bottom_w,highest_high_45d_before_left_low,45,highest_high_before_left_low,20250826,,20251105,20251114,20251121,20250826,13.3,41,-24.812,39.0244,0,,true,false,false,true,selected,selected_highest_high_in_45d_window,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,no_anchor_issue_detected,no_immediate_anchor_action,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2305,全友,20260105,standard_double_bottom_w,highest_high_90d_before_left_low,90,highest_high_before_left_low,20250826,,20251105,20251114,20251121,20250826,13.3,41,-24.812,39.0244,0,,true,false,false,true,selected,selected_highest_high_in_90d_window,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,no_anchor_issue_detected,no_immediate_anchor_action,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2305,全友,20260105,standard_double_bottom_w,nearest_micro_pressure_45d_min15_before_left_low,45,nearest_micro_pressure_before_left_low,20250826,,20251105,20251114,20251121,20251007,11.55,17,-13.4199,29.4118,24,,false,false,true,true,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,no_anchor_issue_detected,no_immediate_anchor_action,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2305,全友,20260105,standard_double_bottom_w,nearest_micro_pressure_90d_min15_before_left_low,90,nearest_micro_pressure_before_left_low,20250826,,20251105,20251114,20251121,20251007,11.55,17,-13.4199,29.4118,24,,false,false,true,true,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,no_anchor_issue_detected,no_immediate_anchor_action,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2504,國產,20260105,standard_double_bottom_w,current_detector_left_peak,45,current_detector_output,20250812,,20251013,20251110,20251208,20250812,39.0,37,-14.1026,37.8378,0,,true,false,false,true,selected,selected_current_detector_left_peak,not_observation_near_neckline_or_above,wv_multiple_turn_risk,low_level,no_anchor_issue_detected,no_immediate_anchor_action,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2504,國產,20260105,standard_double_bottom_w,highest_high_45d_before_left_low,45,highest_high_before_left_low,20250812,,20251013,20251110,20251208,20250812,39.0,37,-14.1026,37.8378,0,,true,false,false,true,selected,selected_highest_high_in_45d_window,not_observation_near_neckline_or_above,wv_multiple_turn_risk,low_level,no_anchor_issue_detected,no_immediate_anchor_action,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2504,國產,20260105,standard_double_bottom_w,highest_high_90d_before_left_low,90,highest_high_before_left_low,20250812,,20251013,20251110,20251208,20250613,46.7,79,-28.2655,44.3038,-42,,false,false,true,false,selected,selected_highest_high_in_90d_window,not_observation_near_neckline_or_above,wv_multiple_turn_risk,low_level,no_anchor_issue_detected,no_immediate_anchor_action,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2504,國產,20260105,standard_double_bottom_w,nearest_micro_pressure_45d_min15_before_left_low,45,nearest_micro_pressure_before_left_low,20250812,,20251013,20251110,20251208,20250814,39.0,35,-14.1026,37.1429,2,,false,false,true,true,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,not_observation_near_neckline_or_above,wv_multiple_turn_risk,low_level,no_anchor_issue_detected,no_immediate_anchor_action,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2504,國產,20260105,standard_double_bottom_w,nearest_micro_pressure_90d_min15_before_left_low,90,nearest_micro_pressure_before_left_low,20250812,,20251013,20251110,20251208,20250814,39.0,35,-14.1026,37.1429,2,,false,false,true,true,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,not_observation_near_neckline_or_above,wv_multiple_turn_risk,low_level,no_anchor_issue_detected,no_immediate_anchor_action,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2615,萬海,20260105,standard_double_bottom_w,current_detector_left_peak,45,current_detector_output,20250724,,20250930,20251030,20251219,20250724,93.7,43,-22.0918,30.2326,0,,true,false,false,true,selected,selected_current_detector_left_peak,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,higher_pre_left_low_peak_outside_45d_window,review_left_anchor_window_or_structural_start_rule,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2615,萬海,20260105,standard_double_bottom_w,highest_high_45d_before_left_low,45,highest_high_before_left_low,20250724,,20250930,20251030,20251219,20250724,93.7,43,-22.0918,30.2326,0,,true,false,false,true,selected,selected_highest_high_in_45d_window,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,higher_pre_left_low_peak_outside_45d_window,review_left_anchor_window_or_structural_start_rule,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2615,萬海,20260105,standard_double_bottom_w,highest_high_90d_before_left_low,90,highest_high_before_left_low,20250724,,20250930,20251030,20251219,20250523,133.5,86,-45.3184,33.7209,-43,,false,false,true,false,selected,selected_highest_high_in_90d_window,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,higher_pre_left_low_peak_outside_45d_window,review_left_anchor_window_or_structural_start_rule,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2615,萬海,20260105,standard_double_bottom_w,nearest_micro_pressure_45d_min15_before_left_low,45,nearest_micro_pressure_before_left_low,20250724,,20250930,20251030,20251219,20250901,84.4,16,-13.5071,37.5,27,,false,false,true,true,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,higher_pre_left_low_peak_outside_45d_window,review_left_anchor_window_or_structural_start_rule,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2615,萬海,20260105,standard_double_bottom_w,nearest_micro_pressure_90d_min15_before_left_low,90,nearest_micro_pressure_before_left_low,20250724,,20250930,20251030,20251219,20250901,84.4,16,-13.5071,37.5,27,,false,false,true,true,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,higher_pre_left_low_peak_outside_45d_window,review_left_anchor_window_or_structural_start_rule,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,6409,旭隼,20260105,standard_double_bottom_w,current_detector_left_peak,45,current_detector_output,20250721,,20250926,20251107,20251229,20250721,1300.0,45,-30.0,35.5556,0,,true,false,false,true,selected,selected_current_detector_left_peak,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,auto_left_peak_near_search_window_edge,manual_confirm_left_start_before_using_as_positive,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,6409,旭隼,20260105,standard_double_bottom_w,highest_high_45d_before_left_low,45,highest_high_before_left_low,20250721,,20250926,20251107,20251229,20250721,1300.0,45,-30.0,35.5556,0,,true,false,false,true,selected,selected_highest_high_in_45d_window,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,auto_left_peak_near_search_window_edge,manual_confirm_left_start_before_using_as_positive,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,6409,旭隼,20260105,standard_double_bottom_w,highest_high_90d_before_left_low,90,highest_high_before_left_low,20250721,,20250926,20251107,20251229,20250516,1545.0,89,-41.1003,34.8315,-44,,false,false,true,false,selected,selected_highest_high_in_90d_window,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,auto_left_peak_near_search_window_edge,manual_confirm_left_start_before_using_as_positive,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,6409,旭隼,20260105,standard_double_bottom_w,nearest_micro_pressure_45d_min15_before_left_low,45,nearest_micro_pressure_before_left_low,20250721,,20250926,20251107,20251229,20250829,1055.0,16,-13.7441,37.5,29,,false,false,true,true,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,auto_left_peak_near_search_window_edge,manual_confirm_left_start_before_using_as_positive,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,6409,旭隼,20260105,standard_double_bottom_w,nearest_micro_pressure_90d_min15_before_left_low,90,nearest_micro_pressure_before_left_low,20250721,,20250926,20251107,20251229,20250829,1055.0,16,-13.7441,37.5,29,,false,false,true,true,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,auto_left_peak_near_search_window_edge,manual_confirm_left_start_before_using_as_positive,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2347,聯強,20260106,standard_double_bottom_w,current_detector_left_peak,45,current_detector_output,20250724,,20250820,20250829,20251119,20250724,69.4,19,-17.147,15.7895,0,,true,false,false,true,selected,selected_current_detector_left_peak,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,no_anchor_issue_detected,no_immediate_anchor_action,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2347,聯強,20260106,standard_double_bottom_w,highest_high_45d_before_left_low,45,highest_high_before_left_low,20250724,,20250820,20250829,20251119,20250618,74.0,45,-22.2973,33.3333,-26,,false,false,true,true,selected,selected_highest_high_in_45d_window,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,no_anchor_issue_detected,no_immediate_anchor_action,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2347,聯強,20260106,standard_double_bottom_w,highest_high_90d_before_left_low,90,highest_high_before_left_low,20250724,,20250820,20250829,20251119,20250516,74.3,66,-22.611,39.3939,-47,,false,false,true,false,selected,selected_highest_high_in_90d_window,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,no_anchor_issue_detected,no_immediate_anchor_action,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2347,聯強,20260106,standard_double_bottom_w,nearest_micro_pressure_45d_min15_before_left_low,45,nearest_micro_pressure_before_left_low,20250724,,20250820,20250829,20251119,20250808,67.8,8,-15.1917,0.0,11,,false,false,true,true,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,no_anchor_issue_detected,no_immediate_anchor_action,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2347,聯強,20260106,standard_double_bottom_w,nearest_micro_pressure_90d_min15_before_left_low,90,nearest_micro_pressure_before_left_low,20250724,,20250820,20250829,20251119,20250808,67.8,8,-15.1917,0.0,11,,false,false,true,true,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,no_anchor_issue_detected,no_immediate_anchor_action,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2379,瑞昱,20260106,standard_double_bottom_w,current_detector_left_peak,45,current_detector_output,20251009,,20251113,20251203,20251230,20251009,563.0,21,-13.5879,28.5714,0,,true,false,false,true,selected,selected_current_detector_left_peak,observation_to_price_only_confirmation,wv_multiple_turn_risk,mid_level,no_anchor_issue_detected,no_immediate_anchor_action,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2379,瑞昱,20260106,standard_double_bottom_w,highest_high_45d_before_left_low,45,highest_high_before_left_low,20251009,,20251113,20251203,20251230,20251009,563.0,21,-13.5879,28.5714,0,,true,false,false,true,selected,selected_highest_high_in_45d_window,observation_to_price_only_confirmation,wv_multiple_turn_risk,mid_level,no_anchor_issue_detected,no_immediate_anchor_action,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,w_bottom_left_anchor_pattern_family_audit,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_model_candidate,,,2379,瑞昱,20260106,standard_double_bottom_w,highest_high_90d_before_left_low,90,highest_high_before_left_low,20251009,,20251113,20251203,20251230,20250723,593.0,71,-17.9595,43.662,-50,,false,false,true,false,selected,selected_highest_high_in_90d_window,observation_to_price_only_confirmation,wv_multiple_turn_risk,mid_level,no_anchor_issue_detected,no_immediate_anchor_action,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
