generated_at,model_id,model_name_zh,research_artifact_id,artifact_version,source_timing_artifact_id,anomaly_exclusion_basis,decision_basis,sensitivity_basis,feature_time_basis,feature_time_basis_zh,feature_information_cutoff,candidate_confirmation_rule_id,pending_window_days,exit_clock_id,entry_rule_id,stop_rule_id,win_definition,neutral_definition,failure_definition,high_return_definition,monthly_revenue_scope,financial_statement_scope,financial_statement_fields_excluded,same_stock_non_overlap_applied,same_stock_overlap_pair_count,same_stock_revenue_period_repeat_count,timing_expected_accepted_trade_count,timing_accepted_trade_count_parity_status,anomaly_interpretation_status,feature_context_revenue_anomaly_candidate_count,feature_context_candidate_values_retained_in_feature_evidence,sample_count_context,combination_policy,approved_for_daily,production_change,promotion_readiness,row_type,feature_order,feature_id,feature_family,feature_rule,feature_column,feature_observed_column,feature_independence_status,equivalent_to_feature_id,feature_observed_count,feature_coverage_pct,feature_hit_count,evidence_interpretation,accepted_trade_count,win_count,neutral_count,failure_count,win_rate_pct,neutral_rate_pct,failure_rate_pct,avg_realized_return_pct,median_realized_return_pct,high_return_8_count,high_return_8_rate_pct,loss_5_count,loss_5_rate_pct,feature_hit_rate_within_observed_pct,high_return_group_count,high_return_feature_observed_count,high_return_feature_hit_count,high_return_feature_hit_rate_pct,high_return_feature_hit_rate_within_observed_pct,win_group_count,win_feature_observed_count,win_feature_hit_count,win_feature_hit_rate_pct,win_feature_hit_rate_within_observed_pct,failure_group_count,failure_feature_observed_count,failure_feature_hit_count,failure_feature_hit_rate_pct,failure_feature_hit_rate_within_observed_pct,high_return_minus_failure_hit_rate_pct,high_return_minus_failure_hit_rate_within_observed_pct,delta_vs_baseline_win_rate_pct,delta_vs_baseline_failure_rate_pct,delta_vs_baseline_avg_return_pct,delta_vs_baseline_median_return_pct,delta_vs_baseline_high_return_8_rate_pct,delta_vs_baseline_loss_5_rate_pct,high_return_feature_value_count,high_return_feature_mean,high_return_feature_median,win_feature_value_count,win_feature_mean,win_feature_median,failure_feature_value_count,failure_feature_mean,failure_feature_median,high_return_minus_failure_feature_mean,high_return_minus_failure_feature_median,candidate_threshold_sensitivity_direction_status
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,excluding_abs_ge80_anomaly_candidates_sensitivity_only,False,True,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1688,pass,candidate_threshold_sensitivity_only_not_anomaly_disposition,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,120,tdcc_four_thresholds_sync_up,tdcc,TDCC history is available and four thresholds increase together evaluated at signal_date_close,feature__tdcc_four_thresholds_sync_up,feature_observed__tdcc_four_thresholds_sync_up,duplicate_mask_not_independent_evidence,tdcc_all_thresholds_up,299,17.7133,69,mixed_or_low_discrimination_research_only,69.0,21.0,14.0,34.0,30.4348,20.2899,49.2754,0.63,0.0,16.0,23.1884,20.0,28.9855,23.0769,466.0,80.0,16.0,3.4335,20.0,573.0,104.0,21.0,3.6649,20.1923,878.0,144.0,34.0,3.8724,23.6111,-0.4389,-3.6111,-3.5107,-2.7388,-2.6649,0.7406,-4.4182,-4.4861,,,,,,,,,,,,not_applicable
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,excluding_abs_ge80_anomaly_candidates_sensitivity_only,False,True,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1688,pass,candidate_threshold_sensitivity_only_not_anomaly_disposition,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,130,tdcc_consecutive_up_ge1,tdcc,TDCC consecutive up weeks >= 1 evaluated at signal_date_close,feature__tdcc_consecutive_up_ge1,feature_observed__tdcc_consecutive_up_ge1,distinct_observed_mask,,299,17.7133,154,mixed_or_low_discrimination_research_only,154.0,52.0,27.0,75.0,33.7662,17.5325,48.7013,0.9836,0.1131,38.0,24.6753,48.0,31.1688,51.505,466.0,80.0,38.0,8.1545,47.5,573.0,104.0,52.0,9.075,50.0,878.0,144.0,75.0,8.5421,52.0833,-0.3876,-4.5833,-0.1793,-3.3129,-2.3113,0.8537,-2.9313,-2.3028,,,,,,,,,,,,not_applicable
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,excluding_abs_ge80_anomaly_candidates_sensitivity_only,False,True,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1688,pass,candidate_threshold_sensitivity_only_not_anomaly_disposition,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,140,tdcc_consecutive_up_ge2,tdcc,TDCC consecutive up weeks >= 2 evaluated at signal_date_close,feature__tdcc_consecutive_up_ge2,feature_observed__tdcc_consecutive_up_ge2,distinct_observed_mask,,299,17.7133,90,failure_associated_risk_feature_candidate,90.0,27.0,16.0,47.0,30.0,17.7778,52.2222,0.3782,-0.6043,19.0,21.1111,29.0,32.2222,30.1003,466.0,80.0,19.0,4.0773,23.75,573.0,104.0,27.0,4.712,25.9615,878.0,144.0,47.0,5.3531,32.6389,-1.2758,-8.8889,-3.9455,0.208,-2.9167,0.1363,-6.4955,-1.2494,,,,,,,,,,,,not_applicable
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,excluding_abs_ge80_anomaly_candidates_sensitivity_only,False,True,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1688,pass,candidate_threshold_sensitivity_only_not_anomaly_disposition,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,200,technical_macd_hist_gt0,technical,MACD histogram > 0 on signal date evaluated at signal_date_close,feature__technical_macd_hist_gt0,feature_observed__technical_macd_hist_gt0,distinct_observed_mask,,1492,88.3886,1019,mixed_or_low_discrimination_research_only,1019.0,346.0,146.0,527.0,33.9549,14.3278,51.7174,3.1608,-0.5618,274.0,26.8891,329.0,32.2866,68.2976,466.0,432.0,274.0,58.7983,63.4259,573.0,529.0,346.0,60.3839,65.4064,878.0,755.0,527.0,60.0228,69.8013,-1.2245,-6.3754,0.0094,-0.2968,-0.1341,0.1788,-0.7175,-1.185,,,,,,,,,,,,not_applicable
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,excluding_abs_ge80_anomaly_candidates_sensitivity_only,False,True,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1688,pass,candidate_threshold_sensitivity_only_not_anomaly_disposition,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,210,technical_rsi14_ge60,technical,RSI14 >= 60 on signal date evaluated at signal_date_close,feature__technical_rsi14_ge60,feature_observed__technical_rsi14_ge60,distinct_observed_mask,,1688,100.0,671,positive_discriminator_single_feature_candidate,671.0,243.0,85.0,343.0,36.2146,12.6677,51.1177,3.4373,-0.5618,192.0,28.614,217.0,32.3398,39.7512,466.0,466.0,192.0,41.2017,41.2017,573.0,573.0,243.0,42.4084,42.4084,878.0,878.0,343.0,39.0661,39.0661,2.1356,2.1356,2.2691,-0.8965,0.1424,0.1788,1.0074,-1.1318,,,,,,,,,,,,not_applicable
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,excluding_abs_ge80_anomaly_candidates_sensitivity_only,False,True,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1688,pass,candidate_threshold_sensitivity_only_not_anomaly_disposition,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,220,technical_rsi14_40_70,technical,40 <= RSI14 <= 70 on signal date evaluated at signal_date_close,feature__technical_rsi14_40_70,feature_observed__technical_rsi14_40_70,distinct_observed_mask,,1688,100.0,1337,positive_discriminator_single_feature_candidate,1337.0,468.0,180.0,689.0,35.0037,13.463,51.5333,3.76,-0.5682,383.0,28.6462,438.0,32.7599,79.2062,466.0,466.0,383.0,82.1888,82.1888,573.0,573.0,468.0,81.6754,81.6754,878.0,878.0,689.0,78.4738,78.4738,3.715,3.715,1.0582,-0.4809,0.4651,0.1724,1.0396,-0.7117,,,,,,,,,,,,not_applicable
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,excluding_abs_ge80_anomaly_candidates_sensitivity_only,False,True,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1688,pass,candidate_threshold_sensitivity_only_not_anomaly_disposition,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,230,technical_kd_bullish_not_overheated,technical,K > D and K < 80 on signal date evaluated at signal_date_close,feature__technical_kd_bullish_not_overheated,feature_observed__technical_kd_bullish_not_overheated,distinct_observed_mask,,1688,100.0,984,failure_associated_risk_feature_candidate,984.0,315.0,133.0,536.0,32.0122,13.5163,54.4715,2.5639,-1.4154,254.0,25.813,342.0,34.7561,58.2938,466.0,466.0,254.0,54.5064,54.5064,573.0,573.0,315.0,54.9738,54.9738,878.0,878.0,536.0,61.0478,61.0478,-6.5414,-6.5414,-1.9333,2.4573,-0.731,-0.6748,-1.7936,1.2845,,,,,,,,,,,,not_applicable
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,excluding_abs_ge80_anomaly_candidates_sensitivity_only,False,True,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1688,pass,candidate_threshold_sensitivity_only_not_anomaly_disposition,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,240,technical_kdj_bullish_not_extreme,technical,"K > D, J > K, and J < 100 on signal date; J = 3K - 2D evaluated at signal_date_close",feature__technical_kdj_bullish_not_extreme,feature_observed__technical_kdj_bullish_not_extreme,distinct_observed_mask,,1688,100.0,976,failure_associated_risk_feature_candidate,976.0,318.0,129.0,529.0,32.582,13.2172,54.2008,2.7662,-1.4293,260.0,26.6393,344.0,35.2459,57.8199,466.0,466.0,260.0,55.794,55.794,573.0,573.0,318.0,55.4974,55.4974,878.0,878.0,529.0,60.2506,60.2506,-4.4566,-4.4566,-1.3635,2.1866,-0.5287,-0.6887,-0.9673,1.7743,,,,,,,,,,,,not_applicable
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,excluding_abs_ge80_anomaly_candidates_sensitivity_only,False,True,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1688,pass,candidate_threshold_sensitivity_only_not_anomaly_disposition,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,250,technical_kdj_j_ge100,technical_risk,KDJ J >= 100 on signal date; J = 3K - 2D evaluated at signal_date_close,feature__technical_kdj_j_ge100,feature_observed__technical_kdj_j_ge100,distinct_observed_mask,,1688,100.0,155,mixed_or_low_discrimination_research_only,155.0,49.0,29.0,77.0,31.6129,18.7097,49.6774,2.1582,0.0,32.0,20.6452,42.0,27.0968,9.1825,466.0,466.0,32.0,6.867,6.867,573.0,573.0,49.0,8.5515,8.5515,878.0,878.0,77.0,8.7699,8.7699,-1.9029,-1.9029,-2.3326,-2.3368,-1.1367,0.7406,-6.9614,-6.3748,,,,,,,,,,,,not_applicable
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,excluding_abs_ge80_anomaly_candidates_sensitivity_only,False,True,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1688,pass,candidate_threshold_sensitivity_only_not_anomaly_disposition,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,260,technical_bb_width_not_extreme,technical,Bollinger Band width rank over 120 days <= 80% evaluated at signal_date_close,feature__technical_bb_width_not_extreme,feature_observed__technical_bb_width_not_extreme,distinct_observed_mask,,1688,100.0,937,positive_discriminator_single_feature_candidate,937.0,329.0,134.0,474.0,35.1121,14.301,50.587,3.4245,-0.3623,268.0,28.6019,309.0,32.9776,55.5095,466.0,466.0,268.0,57.5107,57.5107,573.0,573.0,329.0,57.4171,57.4171,878.0,878.0,474.0,53.9863,53.9863,3.5244,3.5244,1.1666,-1.4272,0.1296,0.3783,0.9953,-0.494,,,,,,,,,,,,not_applicable
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,excluding_abs_ge80_anomaly_candidates_sensitivity_only,False,True,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1688,pass,candidate_threshold_sensitivity_only_not_anomaly_disposition,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,270,technical_close_above_ma20_ema23,technical,feature-date close is above both MA20 and EMA23 evaluated at signal_date_close,feature__technical_close_above_ma20_ema23,feature_observed__technical_close_above_ma20_ema23,distinct_observed_mask,,1608,95.2607,1221,positive_discriminator_single_feature_candidate,1221.0,430.0,160.0,631.0,35.217,13.104,51.679,3.8143,-0.6218,344.0,28.1736,405.0,33.1695,75.9328,466.0,446.0,344.0,73.8197,77.13,573.0,552.0,430.0,75.0436,77.8986,878.0,831.0,631.0,71.8679,75.9326,1.9518,1.1974,1.2715,-0.3352,0.5194,0.1188,0.567,-0.3021,,,,,,,,,,,,not_applicable
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,excluding_abs_ge80_anomaly_candidates_sensitivity_only,False,True,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1688,pass,candidate_threshold_sensitivity_only_not_anomaly_disposition,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,280,technical_ema23_slope_positive,technical,EMA23 five-day slope is positive evaluated at signal_date_close,feature__technical_ema23_slope_positive,feature_observed__technical_ema23_slope_positive,distinct_observed_mask,,1545,91.5284,1109,positive_discriminator_single_feature_candidate,1109.0,403.0,139.0,567.0,36.339,12.5338,51.1271,4.1492,-0.5195,328.0,29.5762,366.0,33.0027,71.7799,466.0,440.0,328.0,70.3863,74.5455,573.0,540.0,403.0,70.3316,74.6296,878.0,790.0,567.0,64.5786,71.7722,5.8077,2.7733,2.3935,-0.8871,0.8543,0.2211,1.9696,-0.4689,,,,,,,,,,,,not_applicable
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,excluding_abs_ge80_anomaly_candidates_sensitivity_only,False,True,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1688,pass,candidate_threshold_sensitivity_only_not_anomaly_disposition,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,290,technical_obv_above_ma20,technical,OBV is above its MA20 evaluated at signal_date_close,feature__technical_obv_above_ma20,feature_observed__technical_obv_above_ma20,distinct_observed_mask,,1688,100.0,1230,mixed_or_low_discrimination_research_only,1230.0,424.0,166.0,640.0,34.4715,13.4959,52.0325,3.1668,-0.7406,345.0,28.0488,414.0,33.6585,72.8673,466.0,466.0,345.0,74.0343,74.0343,573.0,573.0,424.0,73.9965,73.9965,878.0,878.0,640.0,72.8929,72.8929,1.1414,1.1414,0.526,0.0183,-0.1281,0.0,0.4422,0.1869,,,,,,,,,,,,not_applicable
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,excluding_abs_ge80_anomaly_candidates_sensitivity_only,False,True,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1688,pass,candidate_threshold_sensitivity_only_not_anomaly_disposition,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,300,technical_ma20_above_ma60,technical,MA20 > MA60 on signal date evaluated at signal_date_close,feature__technical_ma20_above_ma60,feature_observed__technical_ma20_above_ma60,distinct_observed_mask,,1291,76.481,700,positive_discriminator_single_feature_candidate,700.0,263.0,95.0,342.0,37.5714,13.5714,48.8571,4.5972,0.2127,218.0,31.1429,227.0,32.4286,54.2215,466.0,370.0,218.0,46.7811,58.9189,573.0,455.0,263.0,45.8988,57.8022,878.0,651.0,342.0,38.9522,52.5346,7.8289,6.3843,3.6259,-3.1571,1.3023,0.9533,3.5363,-1.043,,,,,,,,,,,,not_applicable
2026-07-13 19:06:34 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,excluding_abs_ge80_anomaly_candidates_sensitivity_only,False,True,signal_date_close,候選訊號日收盤已知,signal_date_close_before_pending_confirmation,range23_highest_close_breakout,3,confirmation_d20_close,confirmation_close_next_trading_day_open,no_stop_in_fixed_feature_contrast,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,monthly_revenue_point_in_time_only,excluded_no_formal_point_in_time_layer,quarterly_or_annual_financial_statements|EPS|gross_margin|operating_margin|operating_income|non_operating_income|net_income,True,0,0,1688,pass,candidate_threshold_sensitivity_only_not_anomaly_disposition,102,True,reported_not_a_disqualifier_non_overlap_and_revenue_period_dedup_enforced,single_features_only_no_arbitrary_condition_stacking,False,none,blocked_pending_root_cause_anomaly_candidate_review,binary_feature,400,shape_range23_width_le10,price_shape,previous 23-day range width <= 10% evaluated at signal_date_close,feature__shape_range23_width_le10,feature_observed__shape_range23_width_le10,distinct_observed_mask,,1688,100.0,412,failure_associated_risk_feature_candidate,412.0,81.0,90.0,241.0,19.6602,21.8447,58.4951,-0.2245,-1.5657,53.0,12.8641,119.0,28.8835,24.4076,466.0,466.0,53.0,11.3734,11.3734,573.0,573.0,81.0,14.1361,14.1361,878.0,878.0,241.0,27.4487,27.4487,-16.0753,-16.0753,-14.2853,6.4809,-3.5194,-0.8251,-14.7425,-4.5881,,,,,,,,,,,,not_applicable
