rule_name,rule_family,source_type,target_window,entry_basis,target_return_pct,selected_stock_days,hit_stock_days,hit_rate_pct,coverage_of_all_hits_pct,selected_unique_stocks,hit_unique_stocks,median_next_open_to_high_return_pct,avg_next_open_to_high_return_pct,avg_signal_close_to_next_open_gap_pct,tdcc_available_rate_pct,top_market_regime_counts,top_theme_status_counts,sample_status,source_tdcc_dataset_id
mainstream_overheated__vol2__market_bull__rsi50_75,theme_market_technical,latest_theme_plus_strict_market,D+7,D+1_open,10.0,1378,482,34.98,0.69,211,149,6.26,9.81,0.57,34.25,strong_bull=1117; mild_bull=261,mainstream_overheated=1378,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__market_bull__kd_good,theme_market_technical,latest_theme_plus_strict_market,D+7,D+1_open,10.0,1049,365,34.8,0.52,209,133,6.55,9.94,0.77,35.46,strong_bull=839; mild_bull=210,mainstream_overheated=1049,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol3__market_bull,theme_market_volume,latest_theme_plus_strict_market,D+7,D+1_open,10.0,492,168,34.15,0.24,132,72,6.66,10.27,0.89,35.98,strong_bull=370; mild_bull=122,mainstream_overheated=492,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__market_bull__bb_ok,theme_market_technical,latest_theme_plus_strict_market,D+7,D+1_open,10.0,791,260,32.87,0.37,191,114,6.14,9.32,0.62,40.33,strong_bull=625; mild_bull=166,mainstream_overheated=791,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
all_stock__vol2__tdcc_all_up,tdcc_volume,strict_tdcc,D+7,D+1_open,10.0,2099,633,30.16,0.91,544,246,4.95,8.97,0.64,100.0,strong_bull=1118; range_or_unclear=617; mild_bull=341; weak_or_correction=23,unlabeled=1563; mainstream_overheated=416; mainstream_supported=109; non_mainstream=11,ok_initial_sample,tdcc-20260717-98c564c5bc4ab725
all_stock__vol2__tdcc_high_up,tdcc_volume,strict_tdcc,D+7,D+1_open,10.0,2670,784,29.36,1.12,653,299,5.0,8.72,0.59,100.0,strong_bull=1395; range_or_unclear=801; mild_bull=450; weak_or_correction=24,unlabeled=2044; mainstream_overheated=487; mainstream_supported=128; non_mainstream=11,ok_initial_sample,tdcc-20260717-98c564c5bc4ab725
mainstream_supported__vol2__market_bull,theme_market_volume,latest_theme_plus_strict_market,D+7,D+1_open,10.0,363,102,28.1,0.15,48,28,4.4,8.73,0.78,41.87,strong_bull=282; mild_bull=81,mainstream_supported=363,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
all_stock__vol2__tdcc_high_streak2,tdcc_volume,strict_tdcc,D+7,D+1_open,10.0,1212,331,27.31,0.47,322,134,4.67,8.25,0.72,100.0,strong_bull=589; range_or_unclear=398; mild_bull=210; weak_or_correction=15,unlabeled=923; mainstream_overheated=217; mainstream_supported=67; non_mainstream=5,ok_initial_sample,tdcc-20260717-98c564c5bc4ab725
all_stock__vol2__market_strong_bull,market_volume,strict_market,D+7,D+1_open,10.0,14424,3860,26.76,5.54,1749,966,4.48,8.11,0.62,30.92,strong_bull=14424,unlabeled=12215; mainstream_overheated=1890; mainstream_supported=282; non_mainstream=37,ok_initial_sample,tdcc-20260717-98c564c5bc4ab725
all_stock__vol2__market_bull,market_volume,strict_market,D+7,D+1_open,10.0,18028,4782,26.53,6.86,1816,1062,4.48,8.09,0.57,31.91,strong_bull=14424; mild_bull=3604,unlabeled=15247; mainstream_overheated=2370; mainstream_supported=363; non_mainstream=48,ok_initial_sample,tdcc-20260717-98c564c5bc4ab725
non_mainstream__vol2__tdcc_high_up,non_mainstream_tdcc,latest_theme_plus_strict_tdcc,D+7,D+1_open,10.0,11,2,18.18,0.0,2,1,3.33,4.98,-0.05,100.0,strong_bull=6; range_or_unclear=3; mild_bull=2,non_mainstream=11,insufficient_sample,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__ret1w10_30_ret2w20_50__tdcc_high_up,theme_tdcc_momentum,latest_theme_plus_strict_tdcc,D+8,D+1_open,10.0,134,66,49.25,0.09,58,33,9.66,14.59,1.19,100.0,strong_bull=86; range_or_unclear=30; mild_bull=18,mainstream_overheated=134,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__ret2w20_50__tdcc_high_up,theme_tdcc_momentum,latest_theme_plus_strict_tdcc,D+8,D+1_open,10.0,190,87,45.79,0.11,69,41,8.79,13.36,1.11,100.0,strong_bull=109; range_or_unclear=50; mild_bull=31,mainstream_overheated=190,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__market_bull__tdcc_high_up,theme_market_tdcc_volume,latest_theme_plus_strict_market_tdcc,D+8,D+1_open,10.0,333,145,43.54,0.19,100,57,8.25,12.74,0.81,100.0,strong_bull=252; mild_bull=81,mainstream_overheated=333,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__market_bull__tdcc_all_up,theme_market_tdcc_volume,latest_theme_plus_strict_market_tdcc,D+8,D+1_open,10.0,289,124,42.91,0.16,84,48,7.99,12.72,0.72,100.0,strong_bull=222; mild_bull=67,mainstream_overheated=289,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__tdcc_high_sum_pos,theme_tdcc_volume,latest_theme_plus_strict_tdcc,D+8,D+1_open,10.0,575,245,42.61,0.32,128,80,8.25,11.87,0.79,100.0,strong_bull=284; range_or_unclear=182; mild_bull=100; weak_or_correction=9,mainstream_overheated=575,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__tdcc_all_up,theme_tdcc_volume,latest_theme_plus_strict_tdcc,D+8,D+1_open,10.0,416,176,42.31,0.23,101,61,8.13,12.09,0.81,100.0,strong_bull=222; range_or_unclear=123; mild_bull=67; weak_or_correction=4,mainstream_overheated=416,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__tdcc_high_up,theme_tdcc_volume,latest_theme_plus_strict_tdcc,D+8,D+1_open,10.0,487,203,41.68,0.26,114,70,8.04,11.9,0.82,100.0,strong_bull=252; range_or_unclear=150; mild_bull=81; weak_or_correction=4,mainstream_overheated=487,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__tdcc_streak1,theme_tdcc_volume,latest_theme_plus_strict_tdcc,D+8,D+1_open,10.0,487,203,41.68,0.26,114,70,8.04,11.9,0.82,100.0,strong_bull=252; range_or_unclear=150; mild_bull=81; weak_or_correction=4,mainstream_overheated=487,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__market_bull,theme_market_volume,latest_theme_plus_strict_market,D+8,D+1_open,10.0,2370,923,38.95,1.19,231,184,7.22,11.19,0.76,34.43,strong_bull=1890; mild_bull=480,mainstream_overheated=2370,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__market_bull__rsi50_75,theme_market_technical,latest_theme_plus_strict_market,D+8,D+1_open,10.0,1378,528,38.32,0.68,211,156,6.83,10.79,0.57,34.25,strong_bull=1117; mild_bull=261,mainstream_overheated=1378,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__market_bull__kd_good,theme_market_technical,latest_theme_plus_strict_market,D+8,D+1_open,10.0,1049,400,38.13,0.52,209,141,7.3,10.84,0.77,35.46,strong_bull=839; mild_bull=210,mainstream_overheated=1049,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__market_bull__macd,theme_market_technical,latest_theme_plus_strict_market,D+8,D+1_open,10.0,1969,750,38.09,0.97,222,163,6.97,11.36,0.77,36.72,strong_bull=1591; mild_bull=378,mainstream_overheated=1969,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol3__market_bull,theme_market_volume,latest_theme_plus_strict_market,D+8,D+1_open,10.0,492,182,36.99,0.23,132,75,7.29,11.04,0.89,35.98,strong_bull=370; mild_bull=122,mainstream_overheated=492,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__market_bull__bb_ok,theme_market_technical,latest_theme_plus_strict_market,D+8,D+1_open,10.0,791,280,35.4,0.36,191,119,6.69,10.15,0.62,40.33,strong_bull=625; mild_bull=166,mainstream_overheated=791,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
all_stock__vol2__tdcc_all_up,tdcc_volume,strict_tdcc,D+8,D+1_open,10.0,2099,677,32.25,0.87,544,259,5.31,9.64,0.64,100.0,strong_bull=1118; range_or_unclear=617; mild_bull=341; weak_or_correction=23,unlabeled=1563; mainstream_overheated=416; mainstream_supported=109; non_mainstream=11,ok_initial_sample,tdcc-20260717-98c564c5bc4ab725
all_stock__vol2__tdcc_high_up,tdcc_volume,strict_tdcc,D+8,D+1_open,10.0,2670,844,31.61,1.09,653,314,5.35,9.37,0.59,100.0,strong_bull=1395; range_or_unclear=801; mild_bull=450; weak_or_correction=24,unlabeled=2044; mainstream_overheated=487; mainstream_supported=128; non_mainstream=11,ok_initial_sample,tdcc-20260717-98c564c5bc4ab725
mainstream_supported__vol2__market_bull,theme_market_volume,latest_theme_plus_strict_market,D+8,D+1_open,10.0,363,111,30.58,0.14,48,30,4.8,9.55,0.78,41.87,strong_bull=282; mild_bull=81,mainstream_supported=363,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
all_stock__vol2__market_strong_bull,market_volume,strict_market,D+8,D+1_open,10.0,14424,4195,29.08,5.41,1749,1004,4.87,8.81,0.62,30.92,strong_bull=14424,unlabeled=12215; mainstream_overheated=1890; mainstream_supported=282; non_mainstream=37,ok_initial_sample,tdcc-20260717-98c564c5bc4ab725
all_stock__vol2__tdcc_high_streak2,tdcc_volume,strict_tdcc,D+8,D+1_open,10.0,1212,352,29.04,0.45,322,145,4.88,8.8,0.72,100.0,strong_bull=589; range_or_unclear=398; mild_bull=210; weak_or_correction=15,unlabeled=923; mainstream_overheated=217; mainstream_supported=67; non_mainstream=5,ok_initial_sample,tdcc-20260717-98c564c5bc4ab725
all_stock__vol2__market_bull,market_volume,strict_market,D+8,D+1_open,10.0,18028,5208,28.89,6.72,1816,1096,4.87,8.79,0.57,31.91,strong_bull=14424; mild_bull=3604,unlabeled=15247; mainstream_overheated=2370; mainstream_supported=363; non_mainstream=48,ok_initial_sample,tdcc-20260717-98c564c5bc4ab725
non_mainstream__vol2__tdcc_high_up,non_mainstream_tdcc,latest_theme_plus_strict_tdcc,D+8,D+1_open,10.0,11,3,27.27,0.0,2,1,3.33,5.72,-0.05,100.0,strong_bull=6; range_or_unclear=3; mild_bull=2,non_mainstream=11,insufficient_sample,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__ret1w10_30_ret2w20_50__tdcc_high_up,theme_tdcc_momentum,latest_theme_plus_strict_tdcc,D+9,D+1_open,10.0,134,69,51.49,0.08,58,35,10.47,16.01,1.19,100.0,strong_bull=86; range_or_unclear=30; mild_bull=18,mainstream_overheated=134,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__ret2w20_50__tdcc_high_up,theme_tdcc_momentum,latest_theme_plus_strict_tdcc,D+9,D+1_open,10.0,190,91,47.89,0.11,69,44,9.29,14.69,1.11,100.0,strong_bull=109; range_or_unclear=50; mild_bull=31,mainstream_overheated=190,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__market_bull__tdcc_high_up,theme_market_tdcc_volume,latest_theme_plus_strict_market_tdcc,D+9,D+1_open,10.0,333,152,45.65,0.18,100,59,8.73,14.01,0.81,100.0,strong_bull=252; mild_bull=81,mainstream_overheated=333,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__tdcc_high_sum_pos,theme_tdcc_volume,latest_theme_plus_strict_tdcc,D+9,D+1_open,10.0,575,261,45.39,0.31,128,83,8.73,12.89,0.79,100.0,strong_bull=284; range_or_unclear=182; mild_bull=100; weak_or_correction=9,mainstream_overheated=575,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__market_bull__tdcc_all_up,theme_market_tdcc_volume,latest_theme_plus_strict_market_tdcc,D+9,D+1_open,10.0,289,130,44.98,0.15,84,50,8.4,13.86,0.72,100.0,strong_bull=222; mild_bull=67,mainstream_overheated=289,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__tdcc_all_up,theme_tdcc_volume,latest_theme_plus_strict_tdcc,D+9,D+1_open,10.0,416,186,44.71,0.22,101,63,8.41,13.13,0.81,100.0,strong_bull=222; range_or_unclear=123; mild_bull=67; weak_or_correction=4,mainstream_overheated=416,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__tdcc_high_up,theme_tdcc_volume,latest_theme_plus_strict_tdcc,D+9,D+1_open,10.0,487,214,43.94,0.25,114,72,8.4,13.0,0.82,100.0,strong_bull=252; range_or_unclear=150; mild_bull=81; weak_or_correction=4,mainstream_overheated=487,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__tdcc_streak1,theme_tdcc_volume,latest_theme_plus_strict_tdcc,D+9,D+1_open,10.0,487,214,43.94,0.25,114,72,8.4,13.0,0.82,100.0,strong_bull=252; range_or_unclear=150; mild_bull=81; weak_or_correction=4,mainstream_overheated=487,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__market_bull,theme_market_volume,latest_theme_plus_strict_market,D+9,D+1_open,10.0,2370,994,41.94,1.17,231,188,7.82,12.15,0.76,34.43,strong_bull=1890; mild_bull=480,mainstream_overheated=2370,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__market_bull__rsi50_75,theme_market_technical,latest_theme_plus_strict_market,D+9,D+1_open,10.0,1378,570,41.36,0.67,211,160,7.37,11.76,0.57,34.25,strong_bull=1117; mild_bull=261,mainstream_overheated=1378,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__market_bull__kd_good,theme_market_technical,latest_theme_plus_strict_market,D+9,D+1_open,10.0,1049,433,41.28,0.51,209,145,7.87,11.7,0.77,35.46,strong_bull=839; mild_bull=210,mainstream_overheated=1049,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__market_bull__macd,theme_market_technical,latest_theme_plus_strict_market,D+9,D+1_open,10.0,1969,806,40.93,0.95,222,166,7.53,12.37,0.77,36.72,strong_bull=1591; mild_bull=378,mainstream_overheated=1969,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol3__market_bull,theme_market_volume,latest_theme_plus_strict_market,D+9,D+1_open,10.0,492,195,39.63,0.23,132,77,7.53,11.87,0.89,35.98,strong_bull=370; mild_bull=122,mainstream_overheated=492,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
mainstream_overheated__vol2__market_bull__bb_ok,theme_market_technical,latest_theme_plus_strict_market,D+9,D+1_open,10.0,791,307,38.81,0.36,191,125,7.3,10.97,0.62,40.33,strong_bull=625; mild_bull=166,mainstream_overheated=791,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
all_stock__vol2__tdcc_all_up,tdcc_volume,strict_tdcc,D+9,D+1_open,10.0,2099,714,34.02,0.84,544,267,5.55,10.3,0.64,100.0,strong_bull=1118; range_or_unclear=617; mild_bull=341; weak_or_correction=23,unlabeled=1563; mainstream_overheated=416; mainstream_supported=109; non_mainstream=11,ok_initial_sample,tdcc-20260717-98c564c5bc4ab725
all_stock__vol2__tdcc_high_up,tdcc_volume,strict_tdcc,D+9,D+1_open,10.0,2670,892,33.41,1.05,653,322,5.6,10.01,0.59,100.0,strong_bull=1395; range_or_unclear=801; mild_bull=450; weak_or_correction=24,unlabeled=2044; mainstream_overheated=487; mainstream_supported=128; non_mainstream=11,ok_initial_sample,tdcc-20260717-98c564c5bc4ab725
mainstream_supported__vol2__market_bull,theme_market_volume,latest_theme_plus_strict_market,D+9,D+1_open,10.0,363,118,32.51,0.14,48,31,5.49,10.25,0.78,41.87,strong_bull=282; mild_bull=81,mainstream_supported=363,provisional_latest_theme_label,tdcc-20260717-98c564c5bc4ab725
all_stock__vol2__market_strong_bull,market_volume,strict_market,D+9,D+1_open,10.0,14424,4474,31.02,5.27,1749,1023,5.26,9.49,0.62,30.92,strong_bull=14424,unlabeled=12215; mainstream_overheated=1890; mainstream_supported=282; non_mainstream=37,ok_initial_sample,tdcc-20260717-98c564c5bc4ab725
all_stock__vol2__market_bull,market_volume,strict_market,D+9,D+1_open,10.0,18028,5560,30.84,6.55,1816,1122,5.24,9.46,0.57,31.91,strong_bull=14424; mild_bull=3604,unlabeled=15247; mainstream_overheated=2370; mainstream_supported=363; non_mainstream=48,ok_initial_sample,tdcc-20260717-98c564c5bc4ab725
all_stock__vol2__tdcc_high_streak2,tdcc_volume,strict_tdcc,D+9,D+1_open,10.0,1212,365,30.12,0.43,322,149,5.11,9.31,0.72,100.0,strong_bull=589; range_or_unclear=398; mild_bull=210; weak_or_correction=15,unlabeled=923; mainstream_overheated=217; mainstream_supported=67; non_mainstream=5,ok_initial_sample,tdcc-20260717-98c564c5bc4ab725
non_mainstream__vol2__tdcc_high_up,non_mainstream_tdcc,latest_theme_plus_strict_tdcc,D+9,D+1_open,10.0,11,3,27.27,0.0,2,1,3.33,5.78,-0.05,100.0,strong_bull=6; range_or_unclear=3; mild_bull=2,non_mainstream=11,insufficient_sample,tdcc-20260717-98c564c5bc4ab725
