label_type,rule_family,rule_name,target_window,entry_basis,target_return_pct,selected_stock_days,hit_stock_days,hit_rate_pct,coverage_of_all_hits_pct,selected_unique_stocks,hit_unique_stocks,median_next_open_to_high_return_pct,avg_next_open_to_high_return_pct,avg_signal_close_to_next_open_gap_pct,median_signal_close_to_next_open_gap_pct,avg_return_5d_pct,avg_return_10d_pct,avg_return_20d_pct,sample_status
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_bb,D+1,D+1_open,10.0,126,5,3.97,0.26,68,5,2.13,3.51,0.59,0.33,19.95,27.39,24.42,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_bb,D+1,D+1_open,10.0,181,6,3.31,0.31,79,6,2.5,3.47,0.71,0.56,20.1,27.89,25.61,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret20_20_80,D+1,D+1_open,10.0,2096,52,2.48,2.68,288,45,2.28,3.18,1.03,0.62,19.4,29.02,36.35,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_macd,D+1,D+1_open,10.0,1696,42,2.48,2.16,277,36,2.33,3.21,1.06,0.71,19.86,30.67,32.29,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50,D+1,D+1_open,10.0,1818,44,2.42,2.27,285,37,2.34,3.19,1.05,0.67,19.65,30.42,32.06,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_macd,D+1,D+1_open,10.0,1143,26,2.27,1.34,264,22,2.33,3.21,1.08,0.74,19.73,29.64,30.83,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50,D+1,D+1_open,10.0,1228,26,2.12,1.34,275,22,2.34,3.18,1.07,0.71,19.7,29.46,30.7,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_supported__start5d_vol_ge2,D+1,D+1_open,10.0,144,3,2.08,0.15,13,1,1.28,2.2,0.52,0.2,5.77,6.67,7.65,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30,D+1,D+1_open,10.0,2693,50,1.86,2.58,336,43,2.1,2.96,0.85,0.5,17.22,22.04,23.95,provisional_latest_label_only
provisional_latest_stock_label,volume_only,all_stock__start5d_vol_ge3,D+1,D+1_open,10.0,7246,129,1.78,6.65,1351,111,1.5,2.53,0.64,0.2,13.96,17.47,18.04,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge3,D+1,D+1_open,10.0,1421,25,1.76,1.29,274,22,1.81,2.83,0.68,0.31,16.29,20.24,22.45,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_pos,D+1,D+1_open,10.0,5257,79,1.5,4.07,370,59,1.73,2.63,0.71,0.4,12.8,18.57,19.94,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret20_under50_macd,D+1,D+1_open,10.0,4856,73,1.5,3.76,370,55,1.67,2.57,0.66,0.37,11.51,16.3,16.18,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_ema23_ok,D+1,D+1_open,10.0,5004,73,1.46,3.76,372,57,1.7,2.58,0.63,0.36,10.49,15.09,16.37,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_bb_not_extreme,D+1,D+1_open,10.0,1796,26,1.45,1.34,316,22,1.55,2.47,0.69,0.43,7.19,8.28,9.08,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_kd,D+1,D+1_open,10.0,429,6,1.4,0.31,189,6,2.22,3.03,1.33,0.89,17.47,25.48,23.05,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_kd,D+1,D+1_open,10.0,2324,32,1.38,1.65,340,28,1.66,2.55,0.7,0.37,11.35,12.87,12.91,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_bb,D+1,D+1_open,10.0,1460,20,1.37,1.03,285,18,1.47,2.42,0.64,0.39,9.18,10.77,10.23,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge2,D+1,D+1_open,10.0,6821,93,1.36,4.79,380,68,1.63,2.54,0.7,0.39,10.53,15.3,17.41,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_rsi50_75,D+1,D+1_open,10.0,3749,51,1.36,2.63,365,40,1.69,2.53,0.57,0.35,8.55,12.45,14.1,provisional_latest_label_only
provisional_latest_stock_label,volume_only,all_stock__start5d_vol_ge2,D+1,D+1_open,10.0,29505,379,1.28,19.54,1905,288,1.24,2.17,0.57,0.21,8.44,12.04,12.73,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_kd_good,D+1,D+1_open,10.0,2839,36,1.27,1.86,358,32,1.64,2.51,0.69,0.36,10.52,11.44,11.95,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_kd,D+1,D+1_open,10.0,315,4,1.27,0.21,169,4,2.36,3.13,1.35,0.94,19.3,25.08,23.21,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__day_vol_ge2,D+1,D+1_open,10.0,10600,133,1.25,6.86,403,99,1.54,2.47,0.74,0.4,9.09,11.34,14.2,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_kd_bb,D+1,D+1_open,10.0,1119,14,1.25,0.72,278,13,1.58,2.45,0.74,0.46,9.2,8.61,8.48,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__prev5d_vol_ge2,D+1,D+1_open,10.0,5280,64,1.21,3.3,367,52,1.56,2.46,0.66,0.38,8.1,15.94,18.46,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,non_mainstream__start5d_vol_ge2,D+1,D+1_open,10.0,190,2,1.05,0.1,9,1,1.75,2.58,0.72,0.33,9.06,10.63,10.58,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_kd,D+10,D+1_open,10.0,315,160,50.79,0.19,169,98,10.17,14.52,1.35,0.94,19.3,25.08,23.21,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret20_20_80,D+10,D+1_open,10.0,2096,1063,50.72,1.23,288,210,10.23,14.49,1.03,0.62,19.4,29.02,36.35,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50,D+10,D+1_open,10.0,1228,619,50.41,0.72,275,189,10.11,14.55,1.07,0.71,19.7,29.46,30.7,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50,D+10,D+1_open,10.0,1818,915,50.33,1.06,285,203,10.09,14.54,1.05,0.67,19.65,30.42,32.06,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_macd,D+10,D+1_open,10.0,1143,573,50.13,0.66,264,179,10.05,14.59,1.08,0.74,19.73,29.64,30.83,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_macd,D+10,D+1_open,10.0,1696,850,50.12,0.98,277,196,10.05,14.59,1.06,0.71,19.86,30.67,32.29,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_kd,D+10,D+1_open,10.0,429,207,48.25,0.24,189,113,9.43,14.14,1.33,0.89,17.47,25.48,23.05,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30,D+10,D+1_open,10.0,2693,1197,44.45,1.39,336,261,8.46,13.03,0.85,0.5,17.22,22.04,23.95,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_bb,D+10,D+1_open,10.0,126,54,42.86,0.06,68,36,7.65,13.29,0.59,0.33,19.95,27.39,24.42,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge3,D+10,D+1_open,10.0,1421,596,41.94,0.69,274,182,7.92,12.27,0.68,0.31,16.29,20.24,22.45,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_pos,D+10,D+1_open,10.0,5257,2144,40.78,2.48,370,294,7.64,12.25,0.71,0.4,12.8,18.57,19.94,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret20_under50_macd,D+10,D+1_open,10.0,4856,1938,39.91,2.24,370,293,7.34,12.12,0.66,0.37,11.51,16.3,16.18,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_ema23_ok,D+10,D+1_open,10.0,5004,1995,39.87,2.31,372,299,7.39,12.03,0.63,0.36,10.49,15.09,16.37,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__prev5d_vol_ge2,D+10,D+1_open,10.0,5280,2085,39.49,2.41,367,295,7.36,11.84,0.66,0.38,8.1,15.94,18.46,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge2,D+10,D+1_open,10.0,6821,2675,39.22,3.1,380,320,7.3,11.62,0.7,0.39,10.53,15.3,17.41,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_rsi50_75,D+10,D+1_open,10.0,3749,1460,38.94,1.69,365,288,7.17,11.63,0.57,0.35,8.55,12.45,14.1,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_bb,D+10,D+1_open,10.0,181,70,38.67,0.08,79,40,6.76,12.07,0.71,0.56,20.1,27.89,25.61,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_kd,D+10,D+1_open,10.0,2324,877,37.74,1.02,340,240,6.91,11.61,0.7,0.37,11.35,12.87,12.91,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_kd_good,D+10,D+1_open,10.0,2839,1070,37.69,1.24,358,265,7.04,11.31,0.69,0.36,10.52,11.44,11.95,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__day_vol_ge2,D+10,D+1_open,10.0,10600,3931,37.08,4.55,403,375,6.76,10.88,0.74,0.4,9.09,11.34,14.2,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_bb_not_extreme,D+10,D+1_open,10.0,1796,640,35.63,0.74,316,206,6.65,10.51,0.69,0.43,7.19,8.28,9.08,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_kd_bb,D+10,D+1_open,10.0,1119,398,35.57,0.46,278,160,6.61,10.21,0.74,0.46,9.2,8.61,8.48,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_bb,D+10,D+1_open,10.0,1460,489,33.49,0.57,285,177,6.32,10.24,0.64,0.39,9.18,10.77,10.23,provisional_latest_label_only
provisional_latest_stock_label,volume_only,all_stock__start5d_vol_ge3,D+10,D+1_open,10.0,7246,2420,33.4,2.8,1351,762,5.66,10.1,0.64,0.2,13.96,17.47,18.04,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,non_mainstream__start5d_vol_ge2,D+10,D+1_open,10.0,190,62,32.63,0.07,9,8,6.15,12.72,0.72,0.33,9.06,10.63,10.58,provisional_latest_label_only
provisional_latest_stock_label,volume_only,all_stock__start5d_vol_ge2,D+10,D+1_open,10.0,29505,8860,30.03,10.26,1905,1287,5.03,9.31,0.57,0.21,8.44,12.04,12.73,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_supported__start5d_vol_ge2,D+10,D+1_open,10.0,144,32,22.22,0.04,13,7,4.28,8.35,0.52,0.2,5.77,6.67,7.65,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_bb,D+2,D+1_open,10.0,126,25,19.84,0.16,68,22,4.19,5.7,0.59,0.33,19.95,27.39,24.42,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_bb,D+2,D+1_open,10.0,181,32,17.68,0.2,79,26,3.97,5.55,0.71,0.56,20.1,27.89,25.61,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_kd,D+2,D+1_open,10.0,315,55,17.46,0.34,169,44,4.36,5.6,1.35,0.94,19.3,25.08,23.21,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_macd,D+2,D+1_open,10.0,1696,291,17.16,1.82,277,134,4.19,5.47,1.06,0.71,19.86,30.67,32.29,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50,D+2,D+1_open,10.0,1818,308,16.94,1.92,285,139,4.1,5.42,1.05,0.67,19.65,30.42,32.06,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_macd,D+2,D+1_open,10.0,1143,192,16.8,1.2,264,107,4.34,5.48,1.08,0.74,19.73,29.64,30.83,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret20_20_80,D+2,D+1_open,10.0,2096,352,16.79,2.2,288,143,3.95,5.35,1.03,0.62,19.4,29.02,36.35,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_kd,D+2,D+1_open,10.0,429,72,16.78,0.45,189,58,4.19,5.49,1.33,0.89,17.47,25.48,23.05,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50,D+2,D+1_open,10.0,1228,203,16.53,1.27,275,111,4.22,5.42,1.07,0.71,19.7,29.46,30.7,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30,D+2,D+1_open,10.0,2693,378,14.04,2.36,336,173,3.33,4.85,0.85,0.5,17.22,22.04,23.95,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge3,D+2,D+1_open,10.0,1421,187,13.16,1.17,274,100,3.05,4.59,0.68,0.31,16.29,20.24,22.45,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,non_mainstream__start5d_vol_ge2,D+2,D+1_open,10.0,190,24,12.63,0.15,9,7,2.85,4.42,0.72,0.33,9.06,10.63,10.58,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_pos,D+2,D+1_open,10.0,5257,613,11.66,3.83,370,216,2.82,4.35,0.71,0.4,12.8,18.57,19.94,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret20_under50_macd,D+2,D+1_open,10.0,4856,545,11.22,3.4,370,213,2.7,4.25,0.66,0.37,11.51,16.3,16.18,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_ema23_ok,D+2,D+1_open,10.0,5004,561,11.21,3.5,372,221,2.7,4.24,0.63,0.36,10.49,15.09,16.37,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_kd,D+2,D+1_open,10.0,2324,256,11.02,1.6,340,148,2.62,4.19,0.7,0.37,11.35,12.87,12.91,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge2,D+2,D+1_open,10.0,6821,742,10.88,4.64,380,243,2.67,4.18,0.7,0.39,10.53,15.3,17.41,provisional_latest_label_only
provisional_latest_stock_label,volume_only,all_stock__start5d_vol_ge3,D+2,D+1_open,10.0,7246,775,10.7,4.84,1351,440,2.54,4.08,0.64,0.2,13.96,17.47,18.04,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_kd_good,D+2,D+1_open,10.0,2839,303,10.67,1.89,358,163,2.61,4.13,0.69,0.36,10.52,11.44,11.95,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_bb_not_extreme,D+2,D+1_open,10.0,1796,191,10.63,1.19,316,117,2.48,4.03,0.69,0.43,7.19,8.28,9.08,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_rsi50_75,D+2,D+1_open,10.0,3749,391,10.43,2.44,365,186,2.65,4.1,0.57,0.35,8.55,12.45,14.1,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__prev5d_vol_ge2,D+2,D+1_open,10.0,5280,548,10.38,3.42,367,203,2.64,4.1,0.66,0.38,8.1,15.94,18.46,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_kd_bb,D+2,D+1_open,10.0,1119,116,10.37,0.72,278,82,2.42,3.97,0.74,0.46,9.2,8.61,8.48,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__day_vol_ge2,D+2,D+1_open,10.0,10600,1073,10.12,6.7,403,294,2.51,4.03,0.74,0.4,9.09,11.34,14.2,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_bb,D+2,D+1_open,10.0,1460,139,9.52,0.87,285,94,2.38,3.87,0.64,0.39,9.18,10.77,10.23,provisional_latest_label_only
provisional_latest_stock_label,volume_only,all_stock__start5d_vol_ge2,D+2,D+1_open,10.0,29505,2402,8.14,15.0,1905,904,2.06,3.54,0.57,0.21,8.44,12.04,12.73,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_supported__start5d_vol_ge2,D+2,D+1_open,10.0,144,11,7.64,0.07,13,3,1.99,3.57,0.52,0.2,5.77,6.67,7.65,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_kd,D+20,D+1_open,10.0,315,207,65.71,0.16,169,123,15.85,23.12,1.35,0.94,19.3,25.08,23.21,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_macd,D+20,D+1_open,10.0,1143,734,64.22,0.55,264,212,15.85,23.11,1.08,0.74,19.73,29.64,30.83,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50,D+20,D+1_open,10.0,1228,787,64.09,0.59,275,223,15.59,22.9,1.07,0.71,19.7,29.46,30.7,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50,D+20,D+1_open,10.0,1818,1163,63.97,0.88,285,233,15.61,23.12,1.05,0.67,19.65,30.42,32.06,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_macd,D+20,D+1_open,10.0,1696,1084,63.92,0.82,277,224,15.78,23.37,1.06,0.71,19.86,30.67,32.29,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret20_20_80,D+20,D+1_open,10.0,2096,1329,63.41,1.0,288,240,15.47,23.05,1.03,0.62,19.4,29.02,36.35,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_kd,D+20,D+1_open,10.0,429,271,63.17,0.2,189,137,15.53,22.25,1.33,0.89,17.47,25.48,23.05,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_bb,D+20,D+1_open,10.0,126,74,58.73,0.06,68,44,12.46,21.25,0.59,0.33,19.95,27.39,24.42,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30,D+20,D+1_open,10.0,2693,1554,57.71,1.17,336,292,12.82,20.45,0.85,0.5,17.22,22.04,23.95,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge3,D+20,D+1_open,10.0,1421,795,55.95,0.6,274,216,12.59,19.91,0.68,0.31,16.29,20.24,22.45,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_pos,D+20,D+1_open,10.0,5257,2930,55.74,2.21,370,318,12.05,19.79,0.71,0.4,12.8,18.57,19.94,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret20_under50_macd,D+20,D+1_open,10.0,4856,2668,54.94,2.01,370,317,11.66,19.41,0.66,0.37,11.51,16.3,16.18,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__prev5d_vol_ge2,D+20,D+1_open,10.0,5280,2882,54.58,2.17,367,321,11.42,18.78,0.66,0.38,8.1,15.94,18.46,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_ema23_ok,D+20,D+1_open,10.0,5004,2702,54.0,2.04,372,319,11.33,18.77,0.63,0.36,10.49,15.09,16.37,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge2,D+20,D+1_open,10.0,6821,3628,53.19,2.74,380,339,11.03,18.28,0.7,0.39,10.53,15.3,17.41,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_kd,D+20,D+1_open,10.0,2324,1229,52.88,0.93,340,272,10.84,18.52,0.7,0.37,11.35,12.87,12.91,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_rsi50_75,D+20,D+1_open,10.0,3749,1970,52.55,1.49,365,307,10.85,18.18,0.57,0.35,8.55,12.45,14.1,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_bb,D+20,D+1_open,10.0,181,95,52.49,0.07,79,49,10.39,19.25,0.71,0.56,20.1,27.89,25.61,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__day_vol_ge2,D+20,D+1_open,10.0,10600,5503,51.92,4.15,403,390,10.65,17.39,0.74,0.4,9.09,11.34,14.2,provisional_latest_label_only
