generated_at,model_id,artifact_id,artifact_version,analysis_basis,row_type,feature_order,feature_id,feature_family,feature_rule,success_group_count,failure_group_count,success_observed_count,failure_observed_count,success_hit_count,failure_hit_count,success_hit_rate_pct,failure_hit_rate_pct,success_minus_failure_hit_rate_pct_points,feature_hit_event_count,strict_success_share_when_feature_hit_pct,feature_miss_event_count,strict_success_share_when_feature_miss_pct,success_mean,success_median,failure_mean,failure_median,success_minus_failure_mean,standardized_mean_difference,contrast_scope,sample_policy,approved_for_daily,production_change,promotion_readiness
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,160,macd_hist_gt0,technical,MACD histogram > 0,329,1170,312,890,298,843,95.5128,94.7191,0.7937,1141,26.1174,61,22.9508,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,170,rsi14_40_70,technical,40 <= RSI14 <= 70,329,1170,328,1080,224,856,68.2927,79.2593,-10.9666,1080,20.7407,328,31.7073,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,180,rsi14_ge60,technical,RSI14 >= 60,329,1170,328,1080,258,728,78.6585,67.4074,11.2511,986,26.1663,422,16.5877,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,190,kdj_j_ge100,technical_risk,KDJ J >= 100,329,1170,329,1096,92,339,27.9635,30.9307,-2.9672,431,21.3457,994,23.8431,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,200,return20_0_25,price_momentum,20-day close return between 0% and 25%,329,1170,329,1170,281,1136,85.4103,97.094,-11.6837,1417,19.8306,82,58.5366,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,210,range23_le15,price_shape,previous 23-day range width <= 15%,329,1170,329,1170,152,880,46.2006,75.2137,-29.0131,1032,14.7287,467,37.9015,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,220,position120_low_le40,price_position,close position in previous 120-day range <= 40%,329,1170,319,1005,30,252,9.4044,25.0746,-15.6702,282,10.6383,1042,27.7351,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,230,position120_mid_40_75,price_position,40% < close position in previous 120-day range <= 75%,329,1170,319,1005,78,368,24.4514,36.6169,-12.1655,446,17.4888,878,27.4487,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,240,position120_high_gt75,price_position,close position in previous 120-day range > 75%,329,1170,319,1005,211,385,66.1442,38.3085,27.8357,596,35.4027,728,14.8352,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,250,solid_red_candle,candle,solid red candle,329,1170,329,1170,224,738,68.0851,63.0769,5.0082,962,23.2848,537,19.5531,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,300,tdcc_high_thresholds_up,tdcc,TDCC high thresholds increasing,329,1170,90,175,26,77,28.8889,44.0,-15.1111,103,25.2427,162,39.5062,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,310,tdcc_consecutive_up_ge1,tdcc,TDCC consecutive up weeks >= 1,329,1170,90,175,35,96,38.8889,54.8571,-15.9682,131,26.7176,134,41.0448,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,320,market_bull,market_regime,market regime is strong_bull or mild_bull,329,1170,329,1170,298,1095,90.5775,93.5897,-3.0122,1393,21.3927,106,29.2453,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,330,market_correction_or_high_risk,market_regime_risk,market regime is correction or high_risk,329,1170,329,1170,31,75,9.4225,6.4103,3.0122,106,29.2453,1393,21.3927,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,400,revenue_latest_ge50,monthly_revenue,latest monthly revenue YoY >= 50%,329,1170,329,1170,82,230,24.924,19.6581,5.2659,312,26.2821,1187,20.8088,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,410,revenue_cumulative_ge30,monthly_revenue,cumulative monthly revenue YoY >= 30%,329,1170,329,1170,122,359,37.0821,30.6838,6.3983,481,25.3638,1018,20.334,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,420,revenue_two_month_yoy_ge15,monthly_revenue,latest and previous monthly revenue YoY >= 15%,329,1170,329,1168,156,537,47.4164,45.976,1.4404,693,22.5108,804,21.5174,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,430,revenue_lag_0_14,revenue_freshness,0-14 trading days after latest available revenue source,329,1170,329,1170,189,795,57.4468,67.9487,-10.5019,984,19.2073,515,27.1845,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,440,revenue_lag_15_30,revenue_freshness,15-30 trading days after latest available revenue source,329,1170,329,1170,69,221,20.9726,18.8889,2.0837,290,23.7931,1209,21.5054,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,450,revenue_lag_31_60,revenue_freshness,31-60 trading days after latest available revenue source,329,1170,329,1170,48,131,14.5897,11.1966,3.3931,179,26.8156,1320,21.2879,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,460,revenue_lag_61_90,revenue_freshness,61-90 trading days after latest available revenue source,329,1170,329,1170,16,20,4.8632,1.7094,3.1538,36,44.4444,1463,21.3944,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,470,revenue_lag_91_126,revenue_freshness,91-126 trading days after latest available revenue source,329,1170,329,1170,7,3,2.1277,0.2564,1.8713,10,70.0,1489,21.6253,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,10,revenue_lag_trading_days,revenue_freshness,compare revenue_lag_trading_days between strict-success and first-mature-failure events,329,1170,329,1170,,,,,,,,,,19.769,12.0,13.4573,9.0,6.3117,0.3646,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,20,revenue_latest_yoy_pct,monthly_revenue,compare revenue_latest_yoy_pct between strict-success and first-mature-failure events,329,1170,329,1169,,,,,,,,,,43.9028,25.02,31.5365,27.56,12.3663,0.1183,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,30,revenue_cumulative_yoy_pct,monthly_revenue,compare revenue_cumulative_yoy_pct between strict-success and first-mature-failure events,329,1170,329,1170,,,,,,,,,,42.3598,24.38,26.8179,21.195,15.5419,0.1516,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,40,revenue_latest_yoy_delta_1m,monthly_revenue,compare revenue_latest_yoy_delta_1m_pct_points between strict-success and first-mature-failure events,329,1170,329,1168,,,,,,,,,,14.9947,1.85,-1.4453,1.63,16.44,0.1023,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,100,return_5d_pct,price_momentum,compare return_5d_pct between strict-success and first-mature-failure events,329,1170,329,1170,,,,,,,,,,10.6376,9.4241,7.4146,5.8965,3.223,0.5222,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,110,return_20d_pct,price_momentum,compare return_20d_pct between strict-success and first-mature-failure events,329,1170,329,1170,,,,,,,,,,14.8488,12.1076,7.2155,5.5266,7.6333,0.9202,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,120,volume_ratio_prev20,volume,compare volume_ratio_prev20 between strict-success and first-mature-failure events,329,1170,329,1170,,,,,,,,,,2.8115,2.0101,3.0037,2.032,-0.1922,-0.0591,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,130,range_width_23d_pct,price_shape,compare range_width_23d_pct between strict-success and first-mature-failure events,329,1170,329,1170,,,,,,,,,,18.7906,15.7718,11.7943,10.1852,6.9963,0.8078,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,140,range_width_60d_pct,price_shape,compare range_width_60d_pct between strict-success and first-mature-failure events,329,1170,319,1005,,,,,,,,,,42.1392,35.9023,34.2818,24.7672,7.8574,0.2671,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,150,close_position_120d_pct,price_position,compare close_position_120d_pct between strict-success and first-mature-failure events,329,1170,319,1005,,,,,,,,,,82.805,88.172,64.379,63.3987,18.426,0.6408,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,160,signal_body_pct,candle,compare signal_body_pct between strict-success and first-mature-failure events,329,1170,329,1170,,,,,,,,,,4.1313,3.6199,3.242,2.2832,0.8893,0.3003,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,170,close_location_pct,candle_advisory,compare close_location_pct between strict-success and first-mature-failure events,329,1170,321,1150,,,,,,,,,,78.7075,84.8485,75.6799,83.3333,3.0276,0.1208,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,200,rsi14,technical,compare rsi14 between strict-success and first-mature-failure events,329,1170,328,1080,,,,,,,,,,66.4525,66.1652,64.0185,63.171,2.434,0.3244,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,210,macd_hist,technical,compare macd_hist between strict-success and first-mature-failure events,329,1170,312,890,,,,,,,,,,2.0429,0.5507,0.6033,0.2301,1.4396,0.3705,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,220,kd_k_value,technical,compare k_value between strict-success and first-mature-failure events,329,1170,329,1122,,,,,,,,,,68.2485,69.098,66.5746,67.1712,1.6739,0.143,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,230,kd_d_value,technical,compare d_value between strict-success and first-mature-failure events,329,1170,329,1096,,,,,,,,,,57.8274,56.9224,54.9632,54.8396,2.8642,0.2209,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-14 14:39:01 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,240,kdj_j_value,technical,compare kdj_j_value between strict-success and first-mature-failure events,329,1170,329,1096,,,,,,,,,,89.0906,90.8664,89.772,92.0395,-0.6814,-0.0403,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
