model_id,confirmation_model_id,overlay_model_id,research_id,source_research_id,research_variant_id,advisory_status,surface_id,event_set_id,outcome_rule_id,diagnostic_type,segment_id,segment_description,sample_size,evaluated_sample_size,mature_sample_size,win_count,neutral_count,loss_count,incomplete_count,win_rate_excl_neutral_pct,neutral_rate_evaluated_pct,loss_rate_excl_neutral_pct,avg_return_pct,median_return_pct,baseline_segment_id,baseline_evaluated_sample_size,baseline_win_rate_excl_neutral_pct,baseline_neutral_rate_evaluated_pct,delta_win_rate_pct_vs_all,delta_neutral_rate_pct_vs_all,avg_price_position_252_pct,median_price_position_252_pct,avg_second_arc_volume_ratio,median_second_arc_volume_ratio,avg_red_ratio_delta_pct,median_red_ratio_delta_pct,avg_neckline_distance_pct,median_neckline_distance_pct,avg_signal_rebound_from_right_low_pct,median_signal_rebound_from_right_low_pct,sample_warning,research_interpretation,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,smooth_rounded_w_like,Path quality is smooth rounded W-like.,54,39,39,12,0,27,15,30.7692,0.0000,69.2308,-0.6105,-2.1277,all_rows,305,34.0984,0.0000,-3.3291,0.0000,24.2187,21.2180,1.5732,1.3940,2.6610,1.8924,-5.0033,-4.7339,5.1491,4.4370,medium_mature_sample_research_only,not_better_than_all_same_event,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,exclude_wv_multiple_turn,Exclude WV/WVV multiple-turn path category.,184,124,124,40,0,84,60,32.2581,0.0000,67.7419,-0.3382,-0.8317,all_rows,305,34.0984,0.0000,-1.8403,0.0000,24.3920,22.0898,1.6669,1.4511,1.7929,1.3963,-5.7467,-4.7858,5.6956,4.7704,medium_mature_sample_research_only,not_better_than_all_same_event,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,sharp_v_bottom_risk,Path category is sharp V bottom risk.,26,16,16,8,0,8,10,50.0000,0.0000,50.0000,1.1877,4.4765,all_rows,305,34.0984,0.0000,15.9016,0.0000,32.5275,32.0909,1.6693,1.5646,1.0815,2.7272,-10.7231,-10.7822,9.3751,8.8252,directional_only_below_promotion_review_size,too_small_for_parameter_decision,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,slope_break_discontinuous,Path category has a slope break discontinuity.,104,69,69,20,0,49,35,28.9855,0.0000,71.0145,-0.5381,-0.7246,all_rows,305,34.0984,0.0000,-5.1129,0.0000,22.4481,19.4193,1.7150,1.4582,1.5200,0.8817,-4.8885,-4.4761,5.0596,4.6028,medium_mature_sample_research_only,not_better_than_all_same_event,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,second_arc_volume_gte1_5,Second arc average volume is at least 1.5x first arc.,224,159,159,51,0,108,65,32.0755,0.0000,67.9245,-0.2651,-0.8602,all_rows,305,34.0984,0.0000,-2.0229,0.0000,24.7269,23.6923,2.0654,1.8445,1.6267,2.3202,-7.7873,-6.5582,6.4099,5.1629,medium_mature_sample_research_only,not_better_than_all_same_event,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,second_red_ratio_gt_first,Second arc red-candle ratio is greater than first arc.,252,163,163,60,0,103,89,36.8098,0.0000,63.1902,0.9083,1.7708,all_rows,305,34.0984,0.0000,2.7115,0.0000,24.1479,22.2116,1.7392,1.5026,10.0067,8.3471,-6.2972,-5.1120,6.8291,5.9947,medium_mature_sample_research_only,mixed_small_win_improvement,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,second_red_delta_gte10,Second arc red-candle ratio is at least 10 pct points above first arc.,109,68,68,24,0,44,41,35.2941,0.0000,64.7059,1.0738,-0.2331,all_rows,305,34.0984,0.0000,1.1958,0.0000,22.7694,21.4286,1.8137,1.5081,16.8550,14.4231,-6.0196,-4.9180,6.6664,6.0680,medium_mature_sample_research_only,mixed_small_win_improvement,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,right_rebound_5_20,Signal close is 5% to 20% above right low.,244,151,151,62,0,89,93,41.0596,0.0000,58.9404,0.7598,1.4563,all_rows,305,34.0984,0.0000,6.9612,0.0000,25.5781,24.1503,1.6256,1.4802,3.0487,2.9245,-5.7855,-3.8742,8.5508,8.0501,medium_mature_sample_research_only,candidate_improves_win_without_more_neutral,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,below_neckline_5_to_30,Signal close is 5% to 30% below neckline.,277,181,181,55,0,126,96,30.3867,0.0000,69.6133,-0.6245,-1.3453,all_rows,305,34.0984,0.0000,-3.7116,0.0000,24.6945,23.1579,1.6783,1.5121,-0.6883,-1.3228,-10.9748,-9.3750,5.4099,4.2827,medium_mature_sample_research_only,not_better_than_all_same_event,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,near_neckline_m5_to_0,Signal close is within 5% below neckline.,163,109,109,40,0,69,54,36.6972,0.0000,63.3028,0.8830,1.3959,all_rows,305,34.0984,0.0000,2.5989,0.0000,24.7825,22.6667,1.6826,1.4226,3.5257,3.7152,-2.7062,-2.7730,7.0380,6.1017,medium_mature_sample_research_only,mixed_small_win_improvement,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,core_mainstream_price_le40,core_mainstream and price_position_252_pct <= 40.,179,114,114,45,0,69,65,39.4737,0.0000,60.5263,1.2598,2.5389,all_rows,305,34.0984,0.0000,5.3753,0.0000,22.2198,21.5827,1.6113,1.5081,2.6068,2.3363,-7.3676,-5.8091,7.4072,6.7909,medium_mature_sample_research_only,candidate_improves_win_without_more_neutral,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,core_mainstream_price_le40_red_ratio_gt_first,"core_mainstream, price <= 40, and second arc red ratio > first arc.",108,68,68,28,0,40,40,41.1765,0.0000,58.8235,1.9628,4.2006,all_rows,305,34.0984,0.0000,7.0781,0.0000,21.9896,21.4734,1.6570,1.5618,9.7184,8.0295,-6.3683,-4.7883,7.8335,7.2677,medium_mature_sample_research_only,candidate_improves_win_without_more_neutral,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,core_mainstream_price_le40_red_delta_gte10,"core_mainstream, price <= 40, and second arc red delta >= 10 pct points.",48,29,29,11,0,18,19,37.9310,0.0000,62.0690,1.6457,2.0161,all_rows,305,34.0984,0.0000,3.8327,0.0000,20.1004,19.1745,1.7191,1.5934,16.1358,14.4216,-5.2756,-4.6090,7.3168,6.8361,directional_only_below_promotion_review_size,too_small_for_parameter_decision,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,core_mainstream_price_le40_volume_gte1_5,"core_mainstream, price <= 40, and second arc volume >= 1.5x first arc.",92,62,62,20,0,42,30,32.2581,0.0000,67.7419,0.4536,0.2572,all_rows,305,34.0984,0.0000,-1.8403,0.0000,21.5806,20.9814,1.8942,1.7786,4.3029,4.6073,-7.3736,-6.2652,7.4830,6.8484,medium_mature_sample_research_only,not_better_than_all_same_event,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,core_mainstream_price_le40_smooth,"core_mainstream, price <= 40, and smooth rounded W-like path.",17,14,14,6,0,8,3,42.8571,0.0000,57.1429,0.4569,0.2407,all_rows,305,34.0984,0.0000,8.7588,0.0000,22.7942,20.7459,1.5323,1.3896,3.1152,2.2222,-5.2733,-5.1916,5.4928,5.4054,low_mature_sample_research_only,too_small_for_parameter_decision,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,core_mainstream_price_le40_exclude_wv,"core_mainstream, price <= 40, and exclude WV/WVV.",61,41,41,17,0,24,20,41.4634,0.0000,58.5366,1.0785,1.7708,all_rows,305,34.0984,0.0000,7.3651,0.0000,22.7732,22.0238,1.5716,1.4801,3.2988,2.2222,-6.3159,-4.5524,6.6397,6.0274,medium_mature_sample_research_only,candidate_improves_win_without_more_neutral,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,tp10_or_neutral_after_5pct_close_40d,segment_rate,all_rows,All evaluated early-entry rows.,470,305,217,73,88,144,165,33.6406,28.8525,66.3594,0.0978,1.8265,all_rows,305,33.6406,28.8525,0.0000,0.0000,24.8791,22.9759,1.6740,1.4811,1.1164,1.1721,-7.4954,-5.9108,6.2954,5.0844,medium_mature_sample_research_only,baseline_reference,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,tp10_or_neutral_after_5pct_close_40d,outcome_profile,outcome_win,Rows whose result is win.,73,73,73,73,0,0,0,100.0000,0.0000,0.0000,12.7729,11.4993,all_rows,305,33.6406,28.8525,66.3594,-28.8525,28.2918,26.5193,1.6507,1.5081,1.4961,1.6551,-6.5955,-5.1471,6.8062,5.5882,medium_mature_sample_research_only,outcome_profile_reference,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,tp10_or_neutral_after_5pct_close_40d,outcome_profile,outcome_neutral,Rows whose result is neutral.,88,88,0,0,88,0,0,,100.0000,,3.0831,3.7037,all_rows,305,33.6406,28.8525,,71.1475,23.4465,19.0371,1.9575,1.5026,2.5490,2.7319,-7.5259,-5.9168,5.9831,5.2377,tiny_mature_sample_research_only,outcome_profile_reference,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,tp10_or_neutral_after_5pct_close_40d,outcome_profile,outcome_loss,Rows whose result is loss.,144,144,144,0,0,144,0,0.0000,0.0000,100.0000,-8.1520,-7.5841,all_rows,305,33.6406,28.8525,-33.6406,-28.8525,27.5757,26.3983,1.6700,1.5415,-0.6693,-1.1237,-8.2652,-6.4990,5.8362,4.5250,medium_mature_sample_research_only,outcome_profile_reference,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,tp10_or_neutral_after_5pct_close_40d,segment_rate,core_mainstream,Taxonomy segment is core_mainstream.,218,148,100,43,48,57,70,43.0000,32.4324,57.0000,1.4814,3.1322,all_rows,305,33.6406,28.8525,9.3594,3.5800,27.2629,25.0482,1.6074,1.4739,1.9476,1.8808,-7.6555,-5.8824,7.2626,6.5263,medium_mature_sample_research_only,improves_win_but_neutral_watch,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,tp10_or_neutral_after_5pct_close_40d,segment_rate,non_mainstream,Taxonomy segment is not core_mainstream.,252,157,117,30,40,87,95,25.6410,25.4777,74.3590,-1.2064,-0.4545,all_rows,305,33.6406,28.8525,-7.9995,-3.3748,22.8170,21.5635,1.7316,1.4831,0.3974,0.0909,-7.3569,-5.9270,5.4586,4.4824,medium_mature_sample_research_only,reduces_neutral_only,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,tp10_or_neutral_after_5pct_close_40d,segment_rate,price_position_le_25,price_position_252_pct <= 25.,262,156,102,32,54,70,106,31.3725,34.6154,68.6275,-0.4332,2.3399,all_rows,305,33.6406,28.8525,-2.2680,5.7629,14.7263,15.1446,1.7127,1.4824,2.3417,1.9413,-7.4015,-5.7639,5.9248,4.8814,medium_mature_sample_research_only,not_better_than_all_same_event,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,tp10_or_neutral_after_5pct_close_40d,segment_rate,price_position_le_40,price_position_252_pct <= 40.,402,247,172,58,75,114,155,33.7209,30.3644,66.2791,0.2681,2.5568,all_rows,305,33.6406,28.8525,0.0804,1.5119,20.7161,19.9548,1.6741,1.4824,1.8069,1.5232,-7.2154,-5.7165,6.3247,5.2195,medium_mature_sample_research_only,mixed_small_win_improvement,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,tp10_or_neutral_after_5pct_close_40d,segment_rate,bottom_quartile_level,Signal is in the bottom-quartile price bucket.,261,155,101,32,54,69,106,31.6832,34.8387,68.3168,-0.4148,2.3810,all_rows,305,33.6406,28.8525,-1.9574,5.9863,14.6869,15.0142,1.7136,1.4815,2.3854,1.9820,-7.3785,-5.7187,5.9358,4.9159,medium_mature_sample_research_only,not_better_than_all_same_event,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,tp10_or_neutral_after_5pct_close_40d,segment_rate,bottom_or_low_level,Signal is bottom-quartile or low-level.,443,280,196,67,84,129,163,34.1837,30.0000,65.8163,0.2503,2.3181,all_rows,305,33.6406,28.8525,0.5431,1.1475,22.9743,22.0779,1.6759,1.4833,1.2268,1.3736,-7.3812,-5.8824,6.2902,5.1471,medium_mature_sample_research_only,mixed_small_win_improvement,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,tp10_or_neutral_after_5pct_close_40d,segment_rate,smooth_rounded_w_like,Path quality is smooth rounded W-like.,54,39,34,10,5,24,15,29.4118,12.8205,70.5882,-0.3741,-0.4950,all_rows,305,33.6406,28.8525,-4.2288,-16.0319,24.2187,21.2180,1.5732,1.3940,2.6610,1.8924,-5.0033,-4.7339,5.1491,4.4370,medium_mature_sample_research_only,reduces_neutral_only,false,not_production_ready_research_only,2026-06-26 16:15:03 Asia/Taipei
