model_id,confirmation_model_id,research_id,source_research_id,research_variant_id,parameter_set_id,advisory_status,sample_mode,stock_id,stock_name,signal_date,initial_stage,confirmation_stage,transition_status,slope_curvature_category,slope_issue_reasons,path_start_date,path_end_date,path_days,full_path_significant_turn_count,full_path_abrupt_slope_change_count,full_path_direction_switch_count,full_path_max_abs_daily_return_pct,full_path_max_abs_smoothed_slope_change_pct,left_descent_days,first_rebound_days,second_decline_days,right_rebound_days,left_descent_wrong_direction_rate,first_rebound_wrong_direction_rate,second_decline_wrong_direction_rate,right_rebound_wrong_direction_rate,first_low_pre3_avg_slope_pct,first_low_post3_avg_slope_pct,first_low_slope_reversal_change_pct,first_low_sharp_v_flag,second_low_pre3_avg_slope_pct,second_low_post3_avg_slope_pct,second_low_slope_reversal_change_pct,second_low_sharp_v_flag,observation_stage_eligible,confirmation_stage_eligible,price_confirmation_only,a_mature,a_return_pct,c_mature,c_return_pct,tdcc_any_age7,tdcc_any_age14,manual_review_status,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,9937,全國,20260106,right_side_observation_zone,price_confirmed_without_volume,observation_to_price_only_confirmation,slope_break_discontinuous,too_many_direction_switches,20250827,20260106,83,3,0,9,4.4925,1.972,41,32,6,7,10.0,9.6774,0.0,0.0,-0.4039,0.0395,0.4434,false,-0.8707,0.1571,1.0277,false,true,false,true,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,2027,大成鋼,20260107,right_side_observation_zone,late_confirmation_not_w,observation_late_confirmation_not_w,wv_multiple_turn_risk,too_many_significant_turns,20250910,20260107,75,6,0,13,6.99,2.4669,42,12,15,9,29.2683,18.1818,7.1429,25.0,0.4139,-0.6926,-1.1065,false,-0.846,0.4154,1.2614,false,true,false,false,false,,false,,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,2359,所羅門,20260107,right_side_observation_zone,late_confirmation_not_w,observation_late_confirmation_not_w,wv_multiple_turn_risk,too_many_significant_turns,20250911,20260107,74,7,2,9,9.9206,5.0547,41,13,17,6,15.0,25.0,25.0,0.0,-1.5715,0.2692,1.8407,false,-0.1245,0.5711,0.6956,false,true,false,false,false,,false,,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,3027,盛達,20260107,right_side_observation_zone,volume_confirmed_neckline_breakout,observation_to_volume_confirmation,wv_multiple_turn_risk,too_many_significant_turns,20250826,20260107,85,8,1,21,9.8434,3.9519,42,22,16,8,19.5122,38.0952,40.0,57.1429,-0.5469,-0.3737,0.1732,false,1.0042,-0.2741,-1.2784,false,true,true,false,true,-9.5324,true,-11.2875,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,3062,建漢,20260107,right_side_observation_zone,late_confirmation_not_w,observation_late_confirmation_not_w,wv_multiple_turn_risk,too_many_significant_turns,20250808,20260107,97,9,2,21,9.9065,5.3116,37,14,43,6,16.6667,15.3846,33.3333,20.0,-0.152,0.3111,0.4631,false,-0.3837,-0.2806,0.1031,false,true,false,false,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,4938,和碩,20260107,right_side_observation_zone,late_confirmation_not_w,observation_late_confirmation_not_w,wv_multiple_turn_risk,too_many_significant_turns,20250805,20260107,100,6,0,16,7.6923,2.3752,27,26,34,16,19.2308,16.0,6.0606,26.6667,0.5586,-0.0199,-0.5785,false,-0.4555,-0.1342,0.3214,false,true,false,false,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,6994,富威電力,20260107,right_side_observation_zone,right_low_support_failed,observation_support_failed,wv_multiple_turn_risk,too_many_significant_turns,20251014,20260107,57,8,0,8,6.7524,2.7566,8,11,33,8,14.2857,0.0,25.0,14.2857,-1.0631,0.6236,1.6867,false,-0.2939,-0.0034,0.2905,false,true,false,false,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,1906,寶隆,20260108,right_side_observation_zone,right_low_support_failed,observation_support_failed,smooth_rounded_w_like,smooth_enough_for_manual_review,20251002,20260108,64,3,0,7,4.4,2.5686,32,6,25,4,16.129,0.0,4.1667,0.0,-0.7189,0.469,1.1879,false,-0.0437,0.2376,0.2813,false,true,false,false,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,2017,官田鋼,20260108,near_neckline_at_signal,price_confirmed_without_volume,not_observation_near_neckline_or_above,wv_multiple_turn_risk,too_many_significant_turns,20250820,20260108,90,9,0,11,9.952,3.278,46,7,36,4,4.4444,16.6667,20.0,33.3333,-0.7757,0.815,1.5907,false,0.0535,1.6123,1.5588,false,false,false,true,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,3592,瑞鼎,20260108,right_side_observation_zone,price_confirmed_without_volume,observation_to_price_only_confirmation,wv_multiple_turn_risk,too_many_significant_turns,20250919,20260108,72,7,0,9,5.1163,1.9912,41,18,12,4,5.0,23.5294,36.3636,33.3333,-1.2831,0.9568,2.2399,false,-0.1352,0.2792,0.4144,false,true,false,true,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,4961,天鈺,20260108,near_neckline_at_signal,price_confirmed_without_volume,not_observation_near_neckline_or_above,wv_multiple_turn_risk,too_many_significant_turns,20250919,20260108,72,6,1,10,10.0,3.6782,41,18,12,4,2.5,29.4118,18.1818,0.0,-0.2204,-0.1109,0.1095,false,-0.2268,2.5381,2.7649,false,false,false,true,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,5871,中租-KY,20260108,right_side_observation_zone,right_low_support_failed,observation_support_failed,wv_multiple_turn_risk,too_many_significant_turns,20250922,20260108,71,7,0,11,3.2864,1.6434,27,36,7,4,11.5385,22.8571,16.6667,0.0,-0.854,0.6029,1.4569,false,-1.5261,0.4379,1.9641,false,true,false,false,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,6176,瑞儀,20260108,right_side_observation_zone,late_confirmation_not_w,observation_late_confirmation_not_w,wv_multiple_turn_risk,too_many_significant_turns,20251008,20260108,61,7,0,7,3.4043,1.7686,42,11,7,4,12.1951,20.0,33.3333,33.3333,-0.3304,-0.2851,0.0453,false,-1.224,0.3009,1.5249,false,true,false,false,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,6414,樺漢,20260108,right_side_observation_zone,late_confirmation_not_w,observation_late_confirmation_not_w,wv_multiple_turn_risk,too_many_significant_turns,20250828,20260108,84,5,0,15,5.3191,1.5783,40,9,6,32,10.2564,25.0,40.0,38.7097,-0.4694,-0.2736,0.1958,false,0.0957,0.676,0.5804,false,true,false,false,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,6592,和潤企業,20260108,right_side_observation_zone,right_low_support_failed,observation_support_failed,wv_multiple_turn_risk,too_many_significant_turns,20250905,20260108,78,5,0,9,4.6926,1.6365,34,14,29,4,9.0909,23.0769,10.7143,0.0,-1.0819,0.6844,1.7663,false,-0.7672,0.3933,1.1605,false,true,false,false,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,8374,羅昇,20260108,right_side_observation_zone,price_confirmed_without_volume,observation_to_price_only_confirmation,wv_multiple_turn_risk,too_many_significant_turns,20250909,20260108,77,9,6,11,9.9751,4.2002,43,13,10,14,7.1429,41.6667,11.1111,7.6923,-2.2343,-0.1731,2.0612,false,-0.4468,0.7927,1.2395,false,true,false,true,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,2393,億光,20260109,right_side_observation_zone,price_confirmed_without_volume,observation_to_price_only_confirmation,wv_multiple_turn_risk,too_many_significant_turns,20251007,20260109,63,6,0,7,4.6555,1.6122,38,18,5,5,8.1081,35.2941,25.0,0.0,0.286,-0.0203,-0.3064,false,0.1992,0.8628,0.6636,false,true,false,true,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,3022,威強電,20260109,right_side_observation_zone,right_low_support_failed,observation_support_failed,slope_break_discontinuous,too_many_direction_switches,20251022,20260109,55,4,0,9,5.1282,1.8666,22,22,9,5,19.0476,19.0476,0.0,50.0,-1.6251,0.0904,1.7155,false,0.261,-0.2847,-0.5457,false,true,false,false,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,3714,富采,20260109,already_above_neckline_at_signal,price_confirmed_without_volume,not_observation_near_neckline_or_above,wv_multiple_turn_risk,too_many_significant_turns,20250925,20260109,69,8,0,10,7.6807,2.8852,37,15,5,15,8.3333,7.1429,25.0,14.2857,-1.2115,0.6281,1.8396,false,-0.9424,0.5919,1.5343,false,false,false,true,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,6901,鑽石投資,20260109,right_side_observation_zone,price_confirmed_without_volume,observation_to_price_only_confirmation,slope_break_discontinuous,too_many_direction_switches,20251117,20260109,38,3,0,13,5.3892,3.3589,17,11,8,5,37.5,30.0,28.5714,25.0,-0.4849,0.956,1.4409,false,0.0542,0.5253,0.4712,false,true,false,true,false,,false,,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,1310,台苯,20260112,right_side_observation_zone,late_confirmation_not_w,observation_late_confirmation_not_w,sharp_v_bottom_risk,first_low_sharp_v,20251027,20260112,54,6,0,12,8.774,3.4381,8,20,18,11,0.0,36.8421,11.7647,40.0,-1.3736,1.9663,3.3399,true,0.3049,1.1499,0.845,false,true,false,false,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,4919,新唐,20260112,already_above_neckline_at_signal,volume_confirmed_neckline_breakout,near_neckline_or_above_volume_confirmation,wv_multiple_turn_risk,too_many_significant_turns,20250909,20260112,79,7,1,17,7.7966,4.0517,43,16,14,9,28.5714,13.3333,23.0769,12.5,-1.1074,-0.3988,0.7086,false,-0.0635,-0.1038,-0.0403,false,false,true,false,true,-0.6711,true,-3.7829,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,5388,中磊,20260112,right_side_observation_zone,price_confirmed_without_volume,observation_to_price_only_confirmation,slope_break_discontinuous,too_many_direction_switches,20250923,20260112,72,4,0,15,8.1736,2.9972,36,11,23,5,17.1429,10.0,18.1818,25.0,-0.7675,0.2821,1.0497,false,0.0852,-0.0765,-0.1617,false,true,false,true,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,6550,北極星藥業-KY,20260112,right_side_observation_zone,price_confirmed_without_volume,observation_to_price_only_confirmation,wv_multiple_turn_risk,too_many_significant_turns,20250910,20260112,78,7,1,15,9.9834,3.8229,44,19,7,11,13.9535,33.3333,16.6667,20.0,-1.1124,1.3182,2.4306,false,-0.7209,0.4764,1.1973,false,true,false,true,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,8222,寶一,20260112,near_neckline_at_signal,price_confirmed_without_volume,not_observation_near_neckline_or_above,wv_multiple_turn_risk,too_many_significant_turns,20251013,20260112,61,5,2,11,9.9762,4.0165,46,8,6,4,17.7778,14.2857,0.0,0.0,-0.1842,0.7621,0.9463,false,-0.7568,1.9872,2.744,false,false,false,true,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,8454,富邦媒,20260112,right_side_observation_zone,right_low_support_failed,observation_support_failed,wv_multiple_turn_risk,too_many_significant_turns,20251009,20260112,62,6,0,11,4.8626,2.0341,45,5,10,5,25.0,25.0,11.1111,0.0,-0.4085,-0.1779,0.2307,false,-0.5326,0.3993,0.9319,false,true,false,false,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,1454,台富,20260113,right_side_observation_zone,late_confirmation_not_w,observation_late_confirmation_not_w,slope_break_discontinuous,too_many_direction_switches,20251014,20260113,60,4,0,8,3.321,1.655,42,6,11,4,19.5122,20.0,0.0,0.0,-0.5687,-0.0201,0.5487,false,-0.7718,0.8462,1.618,false,true,false,false,false,,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_path_quality_filter_audit,w_bottom_observation_confirmation_audit,warning_research_variant_only,w_bottom_path_quality_filter_audit_20260625,warning_research_variant_only,dedup_approx_20_trading_days,2547,日勝生,20260113,right_side_observation_zone,volume_confirmed_neckline_breakout,observation_to_volume_confirmation,slope_break_discontinuous,too_many_direction_switches,20250905,20260113,81,3,0,13,3.7209,1.5351,23,47,8,6,4.5455,17.3913,28.5714,0.0,-0.6137,0.3155,0.9292,false,-0.8617,0.2623,1.124,false,true,true,false,true,-1.7857,false,,false,false,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 12:09:17 Asia/Taipei
