signal_id,signal_date,stock_id,stock_name,category,score,rank,priority,sector,sub_theme,tdcc_status,warrant_status,close_at_signal,benchmark_index,market_regime,is_construction_recognition,recognition_type,revenue_signal_type,updated_at,available_days_after_signal,break_high_after_signal,failed_breakout,gap_up_failed,volume_follow_through,close_d1,return_d1,max_high_d1,mfe_d1,max_drawdown_d1,mae_d1,close_d2,return_d2,max_high_d2,mfe_d2,max_drawdown_d2,mae_d2,close_d5,return_d5,max_high_d5,mfe_d5,max_drawdown_d5,mae_d5,close_d10,return_d10,max_high_d10,mfe_d10,max_drawdown_d10,mae_d10,close_d20,return_d20,max_high_d20,mfe_d20,max_drawdown_d20,mae_d20,hit_3pct_d5,hit_5pct_d10,hit_10pct_d20,twse_close_d1,twse_return_d1,relative_return_vs_twse_d1,twse_close_d2,twse_return_d2,relative_return_vs_twse_d2,twse_close_d5,twse_return_d5,relative_return_vs_twse_d5,twse_close_d10,twse_return_d10,relative_return_vs_twse_d10,twse_close_d20,twse_return_d20,relative_return_vs_twse_d20,tpex_close_d1,tpex_return_d1,relative_return_vs_tpex_d1,tpex_close_d2,tpex_return_d2,relative_return_vs_tpex_d2,tpex_close_d5,tpex_return_d5,relative_return_vs_tpex_d5,tpex_close_d10,tpex_return_d10,relative_return_vs_tpex_d10,tpex_close_d20,tpex_return_d20,relative_return_vs_tpex_d20,relative_return_vs_benchmark_d1,relative_return_vs_benchmark_d2,relative_return_vs_benchmark_d5,relative_return_vs_benchmark_d10,relative_return_vs_benchmark_d20
20260523_2542_pattern,20260523,2542,興富發,pattern,86.0,3.0,,,,strong_accumulation,no_signal,43.65,TWSE,strong_bull,True,營建認列型,營建認列型 / 交屋認列型,2026-05-23 22:40:48 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_2548_pattern,20260523,2548,華固,pattern,116.0,3.0,,,,distribution_warning,no_signal,123.5,TWSE,strong_bull,True,營建認列型,營建認列型 / 交屋認列型,2026-05-23 22:40:48 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_2606_pattern,20260523,2606,裕民,pattern,86.0,2.0,,,,strong_accumulation,no_signal,65.0,TWSE,strong_bull,False,,,2026-05-23 22:40:48 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_2615_pattern,20260523,2615,萬海,pattern,94.0,3.0,,,,mild_accumulation,no_signal,81.2,TWSE,strong_bull,False,,,2026-05-23 22:40:48 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_2645_pattern,20260523,2645,長榮航太,pattern,102.0,2.0,,,,mild_accumulation,no_signal,162.5,TWSE,strong_bull,False,,,2026-05-23 22:40:48 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_2851_pattern,20260523,2851,中再保,pattern,78.0,3.0,,,,mild_accumulation,,35.55,TWSE,strong_bull,False,,,2026-05-23 22:40:48 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_2881_pattern,20260523,2881,富邦金,pattern,104.0,3.0,,,,strong_accumulation,no_signal,96.1,TWSE,strong_bull,False,,,2026-05-23 22:40:48 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_2882_pattern,20260523,2882,國泰金,pattern,118.0,2.0,,,,mild_accumulation,no_signal,78.7,TWSE,strong_bull,False,,,2026-05-23 22:40:48 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_2883_pattern,20260523,2883,凱基金,pattern,112.0,2.0,,,,strong_accumulation,no_signal,21.4,TWSE,strong_bull,False,,,2026-05-23 22:40:48 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_2887_pattern,20260523,2887,台新新光金,pattern,84.0,1.0,,,,distribution_warning,no_signal,23.85,TWSE,strong_bull,False,,,2026-05-23 22:40:48 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_2891_pattern,20260523,2891,中信金,pattern,110.0,3.0,,,,mild_accumulation,no_signal,57.5,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3010_pattern,20260523,3010,華立,pattern,92.0,2.0,,,,distribution_warning,no_signal,135.0,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3011_pattern,20260523,3011,今皓,pattern,124.0,2.0,,,,distribution_warning,,13.45,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3013_pattern,20260523,3013,晟銘電,pattern,104.0,1.0,,,,distribution_warning,no_signal,100.5,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3019_pattern,20260523,3019,亞光,pattern,82.0,3.0,,,,strong_accumulation,no_signal,151.5,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3022_pattern,20260523,3022,威強電,pattern,96.0,2.0,,,,mild_accumulation,no_signal,69.9,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3023_pattern,20260523,3023,信邦,pattern,102.0,3.0,,,,distribution_warning,no_signal,313.5,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3035_pattern,20260523,3035,智原,pattern,96.0,3.0,,,,mild_accumulation,no_signal,208.0,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3041_pattern,20260523,3041,揚智,pattern,110.0,3.0,,,,mild_accumulation,,24.85,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3042_pattern,20260523,3042,晶技,pattern,110.0,1.0,,,,distribution_warning,no_signal,160.0,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3043_pattern,20260523,3043,科風,pattern,100.0,1.0,,,,distribution_warning,,21.25,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3045_pattern,20260523,3045,台灣大,pattern,82.0,2.0,,,,mild_accumulation,no_signal,113.5,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3051_pattern,20260523,3051,力特,pattern,114.0,1.0,,,,distribution_warning,,25.65,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3059_pattern,20260523,3059,華晶科,pattern,116.0,3.0,,,,mild_accumulation,no_signal,43.2,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3062_pattern,20260523,3062,建漢,pattern,120.0,3.0,,,,distribution_warning,no_signal,28.4,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3066_pattern,20260523,3066,李洲,pattern,110.0,3.0,,,,neutral,,20.7,TPEX,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3149_pattern,20260523,3149,正達,pattern,120.0,3.0,,,,distribution_warning,,56.6,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3169_pattern,20260523,3169,亞信,pattern,104.0,2.0,,,,distribution_warning,,118.0,TPEX,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3211_pattern,20260523,3211,順達,pattern,112.0,3.0,,,,distribution_warning,,353.0,TPEX,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3217_pattern,20260523,3217,優群,pattern,96.0,3.0,,,,mild_accumulation,,199.0,TPEX,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3227_pattern,20260523,3227,原相,pattern,94.0,3.0,,,,mild_accumulation,,229.0,TPEX,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3231_pattern,20260523,3231,緯創,pattern,102.0,3.0,,,,distribution_warning,no_signal,140.0,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3257_pattern,20260523,3257,虹冠電,pattern,118.0,2.0,,,,mild_accumulation,,56.5,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3289_pattern,20260523,3289,宜特,pattern,68.0,3.0,,,,distribution_warning,,163.5,TPEX,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3294_pattern,20260523,3294,英濟,pattern,96.0,3.0,,,,mild_accumulation,,40.65,TPEX,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3312_pattern,20260523,3312,弘憶股,pattern,104.0,2.0,,,,mild_accumulation,no_signal,46.85,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3324_pattern,20260523,3324,雙鴻,pattern,110.0,1.0,,,,distribution_warning,,1000.0,TPEX,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3338_pattern,20260523,3338,泰碩,pattern,120.0,3.0,,,,mild_accumulation,,72.8,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3362_pattern,20260523,3362,先進光,pattern,100.0,2.0,,,,distribution_warning,,121.0,TPEX,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3374_pattern,20260523,3374,精材,pattern,76.0,3.0,,,,distribution_warning,,244.5,TPEX,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3376_pattern,20260523,3376,新日興,pattern,108.0,1.0,,,,distribution_warning,no_signal,209.5,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3379_pattern,20260523,3379,彬台,pattern,128.0,2.0,,,,distribution_warning,,41.5,TPEX,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3380_pattern,20260523,3380,明泰,pattern,110.0,1.0,,,,distribution_warning,no_signal,32.7,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3390_pattern,20260523,3390,旭軟,pattern,92.0,2.0,,,,mild_accumulation,,28.35,TPEX,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3406_pattern,20260523,3406,玉晶光,pattern,112.0,3.0,,,,mild_accumulation,no_signal,577.0,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3413_pattern,20260523,3413,京鼎,pattern,110.0,3.0,,,,mild_accumulation,no_signal,326.5,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3483_pattern,20260523,3483,力致,pattern,122.0,2.0,,,,mild_accumulation,,92.0,TPEX,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3491_pattern,20260523,3491,昇達科,pattern,98.0,2.0,,,,distribution_warning,,1850.0,TPEX,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3515_pattern,20260523,3515,華擎,pattern,118.0,2.0,,,,distribution_warning,no_signal,224.5,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3533_pattern,20260523,3533,嘉澤,pattern,104.0,1.0,,,,mild_accumulation,no_signal,2525.0,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3535_pattern,20260523,3535,晶彩科,pattern,104.0,1.0,,,,distribution_warning,,124.5,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3545_pattern,20260523,3545,敦泰,pattern,108.0,3.0,,,,mild_accumulation,no_signal,61.2,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3550_pattern,20260523,3550,聯穎,pattern,110.0,2.0,,,,mild_accumulation,,20.9,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3551_pattern,20260523,3551,世禾,pattern,128.0,2.0,,,,mild_accumulation,,197.0,TPEX,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3580_pattern,20260523,3580,友威科,pattern,102.0,2.0,,,,distribution_warning,,100.0,TPEX,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3592_pattern,20260523,3592,瑞鼎,pattern,102.0,3.0,,,,mild_accumulation,no_signal,266.0,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3596_pattern,20260523,3596,智易,pattern,104.0,2.0,,,,mild_accumulation,no_signal,184.0,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3663_pattern,20260523,3663,鑫科,pattern,98.0,3.0,,,,distribution_warning,,83.7,TPEX,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3680_pattern,20260523,3680,家登,pattern,90.0,3.0,,,,strong_accumulation,,544.0,TPEX,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3689_pattern,20260523,3689,湧德,pattern,118.0,1.0,,,,distribution_warning,,121.0,TPEX,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3694_pattern,20260523,3694,海華,pattern,106.0,3.0,,,,distribution_warning,no_signal,71.8,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3701_pattern,20260523,3701,大眾控,pattern,122.0,1.0,,,,distribution_warning,no_signal,54.8,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3704_pattern,20260523,3704,合勤控,pattern,94.0,3.0,,,,mild_accumulation,,41.4,TWSE,strong_bull,False,,,2026-05-23 22:40:49 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3706_pattern,20260523,3706,神達,pattern,110.0,3.0,,,,distribution_warning,no_signal,83.5,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3714_pattern,20260523,3714,富采,pattern,102.0,1.0,,,,distribution_warning,,74.0,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_3717_pattern,20260523,3717,聯嘉投控,pattern,100.0,2.0,,,,distribution_warning,,23.75,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_4166_pattern,20260523,4166,友霖,pattern,112.0,1.0,,,,mild_accumulation,,24.4,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_4306_pattern,20260523,4306,炎洲,pattern,104.0,2.0,,,,mild_accumulation,,13.8,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_4510_pattern,20260523,4510,高鋒,pattern,120.0,3.0,,,,mild_accumulation,,47.6,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_4526_pattern,20260523,4526,東台,pattern,120.0,2.0,,,,mild_accumulation,no_signal,38.05,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_4555_pattern,20260523,4555,氣立,pattern,116.0,3.0,,,,distribution_warning,,46.6,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_4562_pattern,20260523,4562,穎漢,pattern,114.0,3.0,,,,distribution_warning,,40.8,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_4571_pattern,20260523,4571,鈞興-KY,pattern,108.0,3.0,,,,distribution_warning,no_signal,216.0,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_4729_pattern,20260523,4729,熒茂,pattern,108.0,3.0,,,,distribution_warning,,24.05,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_4739_pattern,20260523,4739,康普,pattern,82.0,3.0,,,,mild_accumulation,no_signal,94.6,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_4743_pattern,20260523,4743,合一,pattern,96.0,2.0,,,,strong_accumulation,,53.9,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_4749_pattern,20260523,4749,新應材,pattern,120.0,3.0,,,,mild_accumulation,,1090.0,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_4903_pattern,20260523,4903,聯光通,pattern,116.0,1.0,,,,distribution_warning,,45.3,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
