model_id,confirmation_model_id,research_id,source_research_id,research_variant_id,parameter_set_id,advisory_status,audit_scope,case_review_tag,manual_case_id,stock_id,stock_name,signal_date,user_interval_start,user_interval_end,transition_status,slope_curvature_category,price_level_bucket,effective_mainstream_label,human_pattern_type,computed_pattern_family,human_left_peak_date,human_left_low_date,human_neckline_date,human_right_low_date,auto_left_peak_date,auto_left_peak_price,auto_left_low_date,auto_left_low_price,auto_neckline_date,auto_neckline_price,auto_right_low_date,auto_right_low_price,second_low_gap_pct,first_drop_pct,neckline_depth_from_left_low_pct,neckline_depth_from_right_low_pct,auto_left_peak_days_before_left_low,auto_selected_at_search_window_edge,highest_pre_left_low_90_date,highest_pre_left_low_90_price,highest_pre_left_low_90_days_before_low,highest_pre_left_low_90_diff_vs_auto_peak_pct,higher_pre_left_low_90_outside_current_window,human_auto_left_peak_delta_trading_days,human_auto_left_low_delta_trading_days,human_auto_neckline_delta_trading_days,human_auto_right_low_delta_trading_days,anchor_issue_type,anchor_issue_reason,recommended_next_research_action,chart_path,manual_review_status,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,9937,全國,20260106,,,observation_to_price_only_confirmation,slope_break_discontinuous,bottom_quartile_level,non_mainstream,,standard_double_bottom_w,,,,,20250827,62.5,20251105,56.1,20251218,61.0,20251226,56.2,0.1783,-10.24,8.7344,8.5409,40,false,20250722,67.9,65,8.64,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,2027,大成鋼,20260107,,,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,non_mainstream,,standard_double_bottom_w,,,,,20250910,43.0,20251119,35.0,20251204,39.15,20251224,34.7,-0.8571,-18.6047,11.8571,12.8242,41,false,20250811,43.45,62,1.0465,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,2359,所羅門,20260107,,,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,core_mainstream,,standard_double_bottom_w,,,,,20250911,154.0,20251119,118.0,20251205,147.0,20251230,124.5,5.5085,-23.3766,24.5763,18.0723,40,false,20250827,175.5,50,13.961,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,3027,盛達,20260107,,,observation_to_volume_confirmation,wv_multiple_turn_risk,bottom_quartile_level,core_mainstream,,standard_double_bottom_w,,,,,20250826,29.25,20251105,22.6,20251204,25.85,20251226,22.5,-0.4425,-22.735,14.3805,14.8889,41,false,20250618,33.55,90,14.7009,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,3062,建漢,20260107,,,observation_late_confirmation_not_w,wv_multiple_turn_risk,mid_level,core_mainstream,,standard_double_bottom_w,,,,,20250808,28.2,20251007,23.0,20251030,29.4,20251230,23.1,0.4348,-18.4397,27.8261,27.2727,36,false,20250724,28.6,47,1.4184,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,4938,和碩,20260107,,,observation_late_confirmation_not_w,wv_multiple_turn_risk,bottom_quartile_level,core_mainstream,,standard_double_bottom_w,,,,,20250805,82.8,20250911,69.0,20251029,79.8,20251215,67.5,-2.1739,-16.6667,15.6522,18.2222,26,false,20250516,89.3,81,7.8502,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,6994,富威電力,20260107,,,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,non_mainstream,,standard_double_bottom_w,,,,,20251014,102.0,20251028,89.6,20251111,106.0,20251226,91.2,1.7857,-12.1569,18.3036,16.2281,7,false,20250616,128.0,86,25.4902,true,,,,,higher_pre_left_low_peak_outside_45d_window,A higher pre-left-low peak exists outside the current 45-trading-day left-peak search window.,review_left_anchor_window_or_structural_start_rule,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,1906,寶隆,20260108,,,observation_support_failed,smooth_rounded_w_like,mid_level,non_mainstream,,standard_double_bottom_w,,,,,20251002,13.8,20251121,11.8,20251128,12.85,20260105,11.6,-1.6949,-14.4928,8.8983,10.7759,31,false,20251002,13.8,31,0.0,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,2017,官田鋼,20260108,,,not_observation_near_neckline_or_above,wv_multiple_turn_risk,low_level,non_mainstream,,standard_double_bottom_w,,,,,20250820,10.6,20251105,8.42,20251113,9.06,20260105,8.33,-1.0689,-20.566,7.601,8.7635,45,true,20250819,10.6,46,0.0,false,,,,,auto_left_peak_near_search_window_edge,"Auto left peak is near the 45-trading-day search boundary, so the structural start may be truncated.",manual_confirm_left_start_before_using_as_positive,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,3592,瑞鼎,20260108,,,observation_to_price_only_confirmation,wv_multiple_turn_risk,bottom_quartile_level,core_mainstream,,standard_double_bottom_w,,,,,20250919,304.5,20251124,205.5,20251217,241.0,20260105,209.0,1.7032,-32.5123,17.2749,15.311,40,false,20250724,364.5,77,19.7044,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,4961,天鈺,20260108,,,not_observation_near_neckline_or_above,wv_multiple_turn_risk,bottom_quartile_level,core_mainstream,,standard_double_bottom_w,,,,,20250919,179.0,20251124,136.5,20251217,151.0,20260105,134.5,-1.4652,-23.743,10.6227,12.2677,40,false,20250718,191.5,81,6.9832,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,5871,中租-KY,20260108,,,observation_support_failed,wv_multiple_turn_risk,low_level,non_mainstream,,standard_double_bottom_w,,,,,20250922,120.0,20251105,100.0,20251224,112.5,20260105,102.5,2.5,-16.6667,12.5,9.7561,26,false,20250703,131.0,79,9.1667,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,6176,瑞儀,20260108,,,observation_late_confirmation_not_w,wv_multiple_turn_risk,bottom_quartile_level,core_mainstream,,standard_double_bottom_w,,,,,20251008,142.5,20251210,114.5,20251224,133.0,20260105,118.5,3.4934,-19.6491,16.1572,12.2363,41,false,20250828,146.0,64,2.4561,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,6414,樺漢,20260108,,,observation_late_confirmation_not_w,wv_multiple_turn_risk,high_level,core_mainstream,,standard_double_bottom_w,,,,,20250828,331.5,20251105,276.5,20251117,301.0,20251124,279.0,0.9042,-16.5913,8.8608,7.8853,39,false,20250828,331.5,39,0.0,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,6592,和潤企業,20260108,,,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,non_mainstream,,standard_double_bottom_w,,,,,20250905,71.2,20251105,59.5,20251124,64.7,20260105,58.5,-1.6807,-16.4326,8.7395,10.5983,33,false,20250814,72.2,49,1.4045,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,8374,羅昇,20260108,,,observation_to_price_only_confirmation,wv_multiple_turn_risk,low_level,core_mainstream,,standard_double_bottom_w,,,,,20250909,110.5,20251119,74.6,20251205,91.6,20251218,75.7,1.4745,-32.4887,22.7882,21.004,42,false,20250826,121.5,51,9.9548,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,2393,億光,20260109,,,observation_to_price_only_confirmation,wv_multiple_turn_risk,bottom_quartile_level,core_mainstream,,standard_double_bottom_w,,,,,20251007,64.5,20251203,51.1,20251229,58.8,20260105,53.8,5.2838,-20.7752,15.0685,9.2937,37,false,20250730,79.0,80,22.4806,true,,,,,higher_pre_left_low_peak_outside_45d_window,A higher pre-left-low peak exists outside the current 45-trading-day left-peak search window.,review_left_anchor_window_or_structural_start_rule,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,3022,威強電,20260109,,,observation_support_failed,slope_break_discontinuous,bottom_quartile_level,core_mainstream,,standard_double_bottom_w,,,,,20251022,70.8,20251121,62.1,20251222,69.9,20260105,63.0,1.4493,-12.2881,12.5604,10.9524,21,false,20250704,81.8,90,15.5367,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,3714,富采,20260109,,,not_observation_near_neckline_or_above,wv_multiple_turn_risk,mid_level,core_mainstream,,standard_double_bottom_w,,,,,20250925,41.5,20251124,30.6,20251212,34.85,20251218,31.7,3.5948,-26.2651,13.8889,9.9369,36,false,20250925,41.5,36,0.0,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,6901,鑽石投資,20260109,,,observation_to_price_only_confirmation,slope_break_discontinuous,bottom_quartile_level,non_mainstream,,standard_double_bottom_w,,,,,20251117,18.55,20251209,15.6,20251223,17.8,20260105,15.8,1.2821,-15.903,14.1026,12.6582,16,false,20250805,21.75,80,17.2507,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,1310,台苯,20260112,,,observation_late_confirmation_not_w,sharp_v_bottom_risk,mid_level,non_mainstream,,standard_double_bottom_w,,,,,20251027,9.15,20251105,8.13,20251202,9.98,20251226,8.35,2.706,-11.1475,22.7552,19.521,7,false,20250819,10.5,46,14.7541,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,4919,新唐,20260112,,,near_neckline_or_above_volume_confirmation,wv_multiple_turn_risk,bottom_quartile_level,core_mainstream,,standard_double_bottom_w,,,,,20250909,68.4,20251119,49.8,20251210,54.5,20251230,50.0,0.4016,-27.193,9.4378,9.0,42,false,20250703,75.1,89,9.7953,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,5388,中磊,20260112,,,observation_to_price_only_confirmation,slope_break_discontinuous,bottom_quartile_level,core_mainstream,,standard_double_bottom_w,,,,,20250923,106.0,20251119,79.1,20251203,85.3,20260106,77.2,-2.402,-25.3774,7.8382,10.4922,35,false,20250804,113.0,67,6.6038,false,,,,,no_anchor_issue_detected,No left-anchor issue detected by this audit.,no_immediate_anchor_action,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,6550,北極星藥業-KY,20260112,,,observation_to_price_only_confirmation,wv_multiple_turn_risk,bottom_quartile_level,non_mainstream,,standard_double_bottom_w,,,,,20250910,39.15,20251121,28.8,20251217,33.9,20251226,29.75,3.2986,-26.4368,17.7083,13.9496,43,true,20250825,44.55,54,13.7931,false,,,,,auto_left_peak_near_search_window_edge,"Auto left peak is near the 45-trading-day search boundary, so the structural start may be truncated.",manual_confirm_left_start_before_using_as_positive,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,8222,寶一,20260112,,,not_observation_near_neckline_or_above,wv_multiple_turn_risk,bottom_quartile_level,core_mainstream,,standard_double_bottom_w,,,,,20251013,50.4,20251218,39.8,20251230,44.1,20260107,39.9,0.2513,-21.0317,10.804,10.5263,45,true,20250828,60.5,70,20.0397,true,,,,,higher_pre_left_low_peak_outside_45d_window,A higher pre-left-low peak exists outside the current 45-trading-day left-peak search window.,review_left_anchor_window_or_structural_start_rule,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_pattern_family_audit,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_left_anchor_pattern_family_audit_20260625,warning_research_variant_only,current_model_candidate,,,8454,富邦媒,20260112,,,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,core_mainstream,,standard_double_bottom_w,,,,,20251009,259.0,20251216,207.0,20251222,221.0,20260106,201.5,-2.657,-20.0772,6.7633,9.6774,44,true,20250729,287.0,90,10.8108,false,,,,,auto_left_peak_near_search_window_edge,"Auto left peak is near the 45-trading-day search boundary, so the structural start may be truncated.",manual_confirm_left_start_before_using_as_positive,,pending_research_review,false,not_production_ready_research_only,2026-06-25 13:36:49 Asia/Taipei
