model_id,confirmation_model_id,research_id,source_research_id,research_variant_id,parameter_set_id,advisory_status,base_scope_id,base_scope_description,segment_dimension,segment_value,filter_id,filter_description,price_position_max_pct,sample_size,mature_sample_size,win_count,win_rate_pct,avg_a_return_pct,median_a_return_pct,baseline_sample_size,baseline_mature_sample_size,baseline_win_rate_pct,baseline_avg_a_return_pct,baseline_median_a_return_pct,delta_sample_size,sample_retention_rate_pct,delta_win_rate_pct,delta_avg_a_return_pct,delta_median_a_return_pct,volume_confirmation_count,tdcc_any_age7_count,smooth_count,sharp_v_count,wv_multiple_turn_count,slope_break_count,bottom_quartile_count,low_level_count,mid_level_count,high_level_count,avg_price_position_252_pct,median_price_position_252_pct,stability_signal,sample_warning,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Candidates that started as right-side observation and later confirmed by neckline volume breakout.,overall,all,baseline_no_price_level_filter,"Baseline rows inside the base scope and segment, without an additional price-position filter.",,44,40,13,32.5000,0.8501,-1.7857,44,40,32.5000,0.8501,-1.7857,0,100.0000,0.0000,0.0000,0.0000,44,2,3,3,27,11,20,18,6,0,26.9060,25.8890,baseline,sample_size_ok_for_research_review,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Candidates that started as right-side observation and later confirmed by neckline volume breakout.,overall,all,price_position_252_le_40,Keep only rows with price_position_252_pct <= 40.0.,40.0,38,34,12,35.2941,1.2789,-1.7212,44,40,32.5000,0.8501,-1.7857,-6,86.3636,2.7941,0.4289,0.0645,38,2,1,3,25,9,20,18,0,0,23.6291,24.7222,directionally_improved,sample_size_ok_for_research_review,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Candidates that started as right-side observation and later confirmed by neckline volume breakout.,signal_quarter,2026Q1,baseline_no_price_level_filter,"Baseline rows inside the base scope and segment, without an additional price-position filter.",,21,21,5,23.8095,-1.9162,-2.2472,21,21,23.8095,-1.9162,-2.2472,0,100.0000,0.0000,0.0000,0.0000,21,1,2,1,13,5,11,7,3,0,25.9966,25.0000,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Candidates that started as right-side observation and later confirmed by neckline volume breakout.,signal_quarter,2026Q1,price_position_252_le_40,Keep only rows with price_position_252_pct <= 40.0.,40.0,18,18,5,27.7778,-1.6883,-2.1392,21,21,23.8095,-1.9162,-2.2472,-3,85.7143,3.9683,0.2279,0.1080,18,1,1,1,12,4,11,7,0,0,22.1187,20.6105,directionally_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Candidates that started as right-side observation and later confirmed by neckline volume breakout.,signal_quarter,2026Q2,baseline_no_price_level_filter,"Baseline rows inside the base scope and segment, without an additional price-position filter.",,23,19,8,42.1053,3.9075,0.0000,23,19,42.1053,3.9075,0.0000,0,100.0000,0.0000,0.0000,0.0000,23,1,1,2,14,6,9,11,3,0,27.7364,26.3158,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Candidates that started as right-side observation and later confirmed by neckline volume breakout.,signal_quarter,2026Q2,price_position_252_le_40,Keep only rows with price_position_252_pct <= 40.0.,40.0,20,16,7,43.7500,4.6170,0.0000,23,19,42.1053,3.9075,0.0000,-3,86.9565,1.6447,0.7095,0.0000,20,1,0,2,13,5,9,11,0,0,24.9885,25.8890,directionally_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Candidates that started as right-side observation and later confirmed by neckline volume breakout.,effective_mainstream_label,core_mainstream,baseline_no_price_level_filter,"Baseline rows inside the base scope and segment, without an additional price-position filter.",,24,22,11,50.0000,2.0895,0.3760,24,22,50.0000,2.0895,0.3760,0,100.0000,0.0000,0.0000,0.0000,24,1,3,3,14,4,9,10,5,0,30.6398,31.2372,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Candidates that started as right-side observation and later confirmed by neckline volume breakout.,effective_mainstream_label,core_mainstream,price_position_252_le_40,Keep only rows with price_position_252_pct <= 40.0.,40.0,19,17,10,58.8235,2.9594,0.7519,24,22,50.0000,2.0895,0.3760,-5,79.1667,8.8235,0.8699,0.3760,19,1,1,3,13,2,9,10,0,0,26.3368,27.0191,directionally_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Candidates that started as right-side observation and later confirmed by neckline volume breakout.,effective_mainstream_label,non_mainstream,baseline_no_price_level_filter,"Baseline rows inside the base scope and segment, without an additional price-position filter.",,20,18,2,11.1111,-0.6648,-3.4108,20,18,11.1111,-0.6648,-3.4108,0,100.0000,0.0000,0.0000,0.0000,20,1,0,0,13,7,11,8,1,0,22.4256,24.7222,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Candidates that started as right-side observation and later confirmed by neckline volume breakout.,effective_mainstream_label,non_mainstream,price_position_252_le_40,Keep only rows with price_position_252_pct <= 40.0.,40.0,19,17,2,11.7647,-0.4015,-3.0717,20,18,11.1111,-0.6648,-3.4108,-1,95.0000,0.6536,0.2633,0.3392,19,1,0,0,12,7,11,8,0,0,20.9214,24.4444,directionally_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_volume_exclude_wv,Observation-to-volume-confirmation candidates excluding WV/WVV multiple-turn paths.,overall,all,baseline_no_price_level_filter,"Baseline rows inside the base scope and segment, without an additional price-position filter.",,17,15,6,40.0000,1.6152,-1.6568,17,15,40.0000,1.6152,-1.6568,0,100.0000,0.0000,0.0000,0.0000,17,0,3,3,0,11,7,6,4,0,28.3433,27.0191,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_volume_exclude_wv,Observation-to-volume-confirmation candidates excluding WV/WVV multiple-turn paths.,overall,all,price_position_252_le_40,Keep only rows with price_position_252_pct <= 40.0.,40.0,13,11,5,45.4545,2.0974,-1.6568,17,15,40.0000,1.6152,-1.6568,-4,76.4706,5.4545,0.4822,0.0000,13,0,1,3,0,9,7,6,0,0,22.6539,24.0143,directionally_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_volume_exclude_wv,Observation-to-volume-confirmation candidates excluding WV/WVV multiple-turn paths.,signal_quarter,2026Q1,baseline_no_price_level_filter,"Baseline rows inside the base scope and segment, without an additional price-position filter.",,8,8,3,37.5000,2.4954,-1.5537,8,8,37.5000,2.4954,-1.5537,0,100.0000,0.0000,0.0000,0.0000,8,0,2,1,0,5,4,2,2,0,27.5542,22.4252,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_volume_exclude_wv,Observation-to-volume-confirmation candidates excluding WV/WVV multiple-turn paths.,signal_quarter,2026Q1,price_position_252_le_40,Keep only rows with price_position_252_pct <= 40.0.,40.0,6,6,3,50.0000,4.1125,3.2309,8,8,37.5000,2.4954,-1.5537,-2,75.0000,12.5000,1.6171,4.7845,6,0,1,1,0,4,4,2,0,0,20.6077,16.2721,directionally_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_volume_exclude_wv,Observation-to-volume-confirmation candidates excluding WV/WVV multiple-turn paths.,signal_quarter,2026Q2,baseline_no_price_level_filter,"Baseline rows inside the base scope and segment, without an additional price-position filter.",,9,7,3,42.8571,0.6093,-1.6568,9,7,42.8571,0.6093,-1.6568,0,100.0000,0.0000,0.0000,0.0000,9,0,1,2,0,6,3,4,2,0,29.0448,27.0191,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_volume_exclude_wv,Observation-to-volume-confirmation candidates excluding WV/WVV multiple-turn paths.,signal_quarter,2026Q2,price_position_252_le_40,Keep only rows with price_position_252_pct <= 40.0.,40.0,7,5,2,40.0000,-0.3207,-1.6568,9,7,42.8571,0.6093,-1.6568,-2,77.7778,-2.8571,-0.9300,0.0000,7,0,0,2,0,5,3,4,0,0,24.4079,25.7576,not_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_volume_exclude_wv,Observation-to-volume-confirmation candidates excluding WV/WVV multiple-turn paths.,effective_mainstream_label,core_mainstream,baseline_no_price_level_filter,"Baseline rows inside the base scope and segment, without an additional price-position filter.",,10,9,6,66.6667,4.5533,6.1947,10,9,66.6667,4.5533,6.1947,0,100.0000,0.0000,0.0000,0.0000,10,0,3,3,0,4,3,3,4,0,33.5419,33.9781,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_volume_exclude_wv,Observation-to-volume-confirmation candidates excluding WV/WVV multiple-turn paths.,effective_mainstream_label,core_mainstream,price_position_252_le_40,Keep only rows with price_position_252_pct <= 40.0.,40.0,6,5,5,100.0000,7.9645,8.2474,10,9,66.6667,4.5533,6.1947,-4,60.0000,33.3333,3.4112,2.0527,6,0,1,3,0,2,3,3,0,0,24.6807,25.5167,directionally_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_volume_exclude_wv,Observation-to-volume-confirmation candidates excluding WV/WVV multiple-turn paths.,effective_mainstream_label,non_mainstream,baseline_no_price_level_filter,"Baseline rows inside the base scope and segment, without an additional price-position filter.",,7,6,0,0.0000,-2.7919,-2.0164,7,6,0.0000,-2.7919,-2.0164,0,100.0000,0.0000,0.0000,0.0000,7,0,0,0,0,7,4,3,0,0,20.9167,22.2222,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,observation_volume_exclude_wv,Observation-to-volume-confirmation candidates excluding WV/WVV multiple-turn paths.,effective_mainstream_label,non_mainstream,price_position_252_le_40,Keep only rows with price_position_252_pct <= 40.0.,40.0,7,6,0,0.0000,-2.7919,-2.0164,7,6,0.0000,-2.7919,-2.0164,0,100.0000,0.0000,0.0000,0.0000,7,0,0,0,0,7,4,3,0,0,20.9167,22.2222,mixed_flat_to_slightly_better,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,core_mainstream_observation_volume_exclude_wv,Core-mainstream observation-to-volume-confirmation candidates excluding WV/WVV paths.,overall,all,baseline_no_price_level_filter,"Baseline rows inside the base scope and segment, without an additional price-position filter.",,10,9,6,66.6667,4.5533,6.1947,10,9,66.6667,4.5533,6.1947,0,100.0000,0.0000,0.0000,0.0000,10,0,3,3,0,4,3,3,4,0,33.5419,33.9781,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,core_mainstream_observation_volume_exclude_wv,Core-mainstream observation-to-volume-confirmation candidates excluding WV/WVV paths.,overall,all,price_position_252_le_40,Keep only rows with price_position_252_pct <= 40.0.,40.0,6,5,5,100.0000,7.9645,8.2474,10,9,66.6667,4.5533,6.1947,-4,60.0000,33.3333,3.4112,2.0527,6,0,1,3,0,2,3,3,0,0,24.6807,25.5167,directionally_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,core_mainstream_observation_volume_exclude_wv,Core-mainstream observation-to-volume-confirmation candidates excluding WV/WVV paths.,signal_quarter,2026Q1,baseline_no_price_level_filter,"Baseline rows inside the base scope and segment, without an additional price-position filter.",,5,5,3,60.0000,5.1564,8.2474,5,5,60.0000,5.1564,8.2474,0,100.0000,0.0000,0.0000,0.0000,5,0,2,1,0,2,2,1,2,0,32.5585,36.9104,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,core_mainstream_observation_volume_exclude_wv,Core-mainstream observation-to-volume-confirmation candidates excluding WV/WVV paths.,signal_quarter,2026Q1,price_position_252_le_40,Keep only rows with price_position_252_pct <= 40.0.,40.0,3,3,3,100.0000,10.1645,8.4000,5,5,60.0000,5.1564,8.2474,-2,60.0000,40.0000,5.0081,0.1526,3,0,1,1,0,1,2,1,0,0,22.0017,16.2651,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,core_mainstream_observation_volume_exclude_wv,Core-mainstream observation-to-volume-confirmation candidates excluding WV/WVV paths.,signal_quarter,2026Q2,baseline_no_price_level_filter,"Baseline rows inside the base scope and segment, without an additional price-position filter.",,5,4,3,75.0000,3.7994,4.6645,5,4,75.0000,3.7994,4.6645,0,100.0000,0.0000,0.0000,0.0000,5,0,1,2,0,2,1,2,2,0,34.5254,31.0458,baseline,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,core_mainstream_observation_volume_exclude_wv,Core-mainstream observation-to-volume-confirmation candidates excluding WV/WVV paths.,signal_quarter,2026Q2,price_position_252_le_40,Keep only rows with price_position_252_pct <= 40.0.,40.0,3,2,2,100.0000,4.6645,4.6645,5,4,75.0000,3.7994,4.6645,-2,60.0000,25.0000,0.8651,0.0000,3,0,0,2,0,1,1,2,0,0,27.3597,27.0191,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,core_mainstream_observation_volume_exclude_wv,Core-mainstream observation-to-volume-confirmation candidates excluding WV/WVV paths.,effective_mainstream_label,core_mainstream,baseline_no_price_level_filter,"Baseline rows inside the base scope and segment, without an additional price-position filter.",,10,9,6,66.6667,4.5533,6.1947,10,9,66.6667,4.5533,6.1947,0,100.0000,0.0000,0.0000,0.0000,10,0,3,3,0,4,3,3,4,0,33.5419,33.9781,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_price_level_filter_grid,w_bottom_price_level_audit,warning_research_variant_only,w_bottom_price_level_filter_grid_20260625,warning_research_variant_only,core_mainstream_observation_volume_exclude_wv,Core-mainstream observation-to-volume-confirmation candidates excluding WV/WVV paths.,effective_mainstream_label,core_mainstream,price_position_252_le_40,Keep only rows with price_position_252_pct <= 40.0.,40.0,6,5,5,100.0000,7.9645,8.2474,10,9,66.6667,4.5533,6.1947,-4,60.0000,33.3333,3.4112,2.0527,6,0,1,3,0,2,3,3,0,0,24.6807,25.5167,directionally_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:51:19 Asia/Taipei
