entry_basis,target_window,target_return_pct,filter_metric,filter_rule,threshold,selected_stock_days,hit_stock_days,hit_rate_pct,median_next_open_to_high_return_pct,avg_signal_close_to_next_open_gap_pct,median_signal_close_to_next_open_gap_pct,selected_unique_stocks,hit_unique_stocks,coverage_of_all_hits_pct,base_hit_rate_pct
D+1_open,D+1,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=5,5.0,704,17,2.41,1.47,0.59,0.0,455,17,0.28,1.2
D+1_open,D+1,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,468899,5897,1.26,0.81,0.9,0.0,2216,732,96.56,1.2
D+1_open,D+1,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,368686,5620,1.52,0.82,1.07,0.0,2215,650,92.03,1.2
D+1_open,D+1,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1,1.0,292759,5393,1.84,0.84,1.27,0.0,2214,553,88.31,1.2
D+1_open,D+1,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,105396,636,0.6,0.87,0.37,0.12,1971,430,10.41,1.2
D+1_open,D+1,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,54367,406,0.75,0.97,0.42,0.15,1962,301,6.65,1.2
D+1_open,D+1,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=2,2.0,20627,210,1.02,1.15,0.5,0.19,1791,175,3.44,1.2
D+1_open,D+1,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=3,3.0,2508,25,1.0,1.23,0.51,0.14,635,25,0.41,1.2
D+1_open,D+1,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=5,5.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,1.2
D+1_open,D+2,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.5,0.5,411031,15580,3.79,1.2,1.01,0.0,2216,1640,83.58,3.65
D+1_open,D+2,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.8,0.8,314665,13009,4.13,1.17,1.23,0.0,2216,1583,69.79,3.65
D+1_open,D+2,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1,1.0,266768,11595,4.35,1.15,1.4,0.0,2215,1542,62.2,3.65
D+1_open,D+2,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.2,1.2,103868,5541,5.33,1.46,0.43,0.14,1974,1279,29.72,3.65
D+1_open,D+2,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.5,1.5,70974,4329,6.1,1.56,0.48,0.16,1973,1186,23.22,3.65
D+1_open,D+2,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=2,2.0,42256,2973,7.04,1.71,0.55,0.19,1972,1030,15.95,3.65
D+1_open,D+2,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=3,3.0,19910,1667,8.37,1.97,0.67,0.24,1950,796,8.94,3.65
D+1_open,D+2,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=5,5.0,7784,778,9.99,2.31,0.73,0.24,1757,503,4.17,3.65
D+1_open,D+2,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,463654,16919,3.65,1.2,0.91,0.0,2216,1656,90.76,3.65
D+1_open,D+2,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,362580,14154,3.9,1.18,1.09,0.0,2215,1619,75.93,3.65
D+1_open,D+2,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1,1.0,291362,12150,4.17,1.16,1.29,0.0,2214,1563,65.18,3.65
D+1_open,D+2,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,108881,5585,5.13,1.48,0.4,0.13,1972,1258,29.96,3.65
D+1_open,D+2,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,60444,3762,6.22,1.68,0.48,0.17,1968,1078,20.18,3.65
D+1_open,D+2,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=2,2.0,26423,2063,7.81,2.01,0.56,0.2,1881,818,11.07,3.65
D+1_open,D+2,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=3,3.0,6607,672,10.17,2.44,0.6,0.18,1324,399,3.6,3.65
D+1_open,D+2,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=5,5.0,704,90,12.78,2.37,0.59,0.0,455,68,0.48,3.65
D+1_open,D+2,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,468899,16947,3.61,1.2,0.9,0.0,2216,1656,90.91,3.65
D+1_open,D+2,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,368686,14039,3.81,1.18,1.07,0.0,2215,1610,75.31,3.65
D+1_open,D+2,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1,1.0,292759,11845,4.05,1.15,1.27,0.0,2214,1539,63.54,3.65
D+1_open,D+2,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,105396,5109,4.85,1.46,0.37,0.12,1971,1201,27.41,3.65
D+1_open,D+2,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,54367,3156,5.8,1.66,0.42,0.15,1962,979,16.93,3.65
D+1_open,D+2,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=2,2.0,20627,1500,7.27,1.94,0.5,0.19,1791,669,8.05,3.65
D+1_open,D+2,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=3,3.0,2508,196,7.81,2.16,0.51,0.14,635,146,1.05,3.65
D+1_open,D+2,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=5,5.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,3.65
D+1_open,D+3,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.5,0.5,411031,24169,5.88,1.46,1.01,0.0,2216,1726,80.32,5.89
D+1_open,D+3,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.8,0.8,314665,19103,6.07,1.4,1.23,0.0,2216,1680,63.48,5.89
D+1_open,D+3,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1,1.0,266768,16446,6.16,1.35,1.4,0.0,2215,1642,54.65,5.89
D+1_open,D+3,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.2,1.2,103868,9125,8.79,1.86,0.43,0.14,1974,1434,30.32,5.89
D+1_open,D+3,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.5,1.5,70974,6973,9.82,1.97,0.48,0.16,1973,1347,23.17,5.89
D+1_open,D+3,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=2,2.0,42256,4707,11.14,2.15,0.55,0.19,1972,1197,15.64,5.89
D+1_open,D+3,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=3,3.0,19910,2578,12.95,2.46,0.67,0.24,1950,948,8.57,5.89
D+1_open,D+3,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=5,5.0,7784,1164,14.95,2.84,0.73,0.24,1757,650,3.87,5.89
D+1_open,D+3,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,463654,26871,5.8,1.48,0.91,0.0,2216,1734,89.3,5.89
D+1_open,D+3,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,362580,21534,5.94,1.42,1.09,0.0,2215,1699,71.56,5.89
D+1_open,D+3,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1,1.0,291362,17744,6.09,1.39,1.29,0.0,2214,1653,58.97,5.89
D+1_open,D+3,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,108881,9417,8.65,1.9,0.4,0.13,1972,1388,31.29,5.89
D+1_open,D+3,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,60444,6185,10.23,2.14,0.48,0.17,1968,1221,20.55,5.89
D+1_open,D+3,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=2,2.0,26423,3302,12.5,2.54,0.56,0.2,1881,943,10.97,5.89
D+1_open,D+3,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=3,3.0,6607,1035,15.67,3.04,0.6,0.18,1324,483,3.44,5.89
D+1_open,D+3,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=5,5.0,704,122,17.33,2.88,0.59,0.0,455,96,0.41,5.89
D+1_open,D+3,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,468899,27003,5.76,1.49,0.9,0.0,2216,1733,89.73,5.89
D+1_open,D+3,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,368686,21508,5.83,1.42,1.07,0.0,2215,1697,71.47,5.89
D+1_open,D+3,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1,1.0,292759,17388,5.94,1.38,1.27,0.0,2214,1640,57.78,5.89
D+1_open,D+3,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,105396,8799,8.35,1.89,0.37,0.12,1971,1355,29.24,5.89
D+1_open,D+3,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,54367,5338,9.82,2.14,0.42,0.15,1962,1119,17.74,5.89
D+1_open,D+3,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=2,2.0,20627,2462,11.94,2.48,0.5,0.19,1791,786,8.18,5.89
D+1_open,D+3,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=3,3.0,2508,341,13.6,2.81,0.51,0.14,635,200,1.13,5.89
D+1_open,D+3,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=5,5.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,5.89
D+1_open,D+4,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.5,0.5,411031,31692,7.71,1.67,1.01,0.0,2216,1784,78.84,7.87
D+1_open,D+4,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.8,0.8,314665,24295,7.72,1.56,1.23,0.0,2216,1747,60.44,7.87
D+1_open,D+4,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1,1.0,266768,20523,7.69,1.49,1.4,0.0,2215,1706,51.05,7.87
D+1_open,D+4,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.2,1.2,103868,11983,11.54,2.2,0.43,0.14,1974,1513,29.81,7.87
D+1_open,D+4,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.5,1.5,70974,9041,12.74,2.32,0.48,0.16,1973,1433,22.49,7.87
D+1_open,D+4,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=2,2.0,42256,6020,14.25,2.52,0.55,0.19,1972,1301,14.98,7.87
D+1_open,D+4,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=3,3.0,19910,3271,16.43,2.89,0.67,0.24,1950,1048,8.14,7.87
D+1_open,D+4,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=5,5.0,7784,1450,18.63,3.26,0.73,0.24,1757,738,3.61,7.87
D+1_open,D+4,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,463654,35622,7.68,1.7,0.91,0.0,2216,1785,88.61,7.87
D+1_open,D+4,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,362580,27894,7.69,1.61,1.09,0.0,2215,1752,69.39,7.87
D+1_open,D+4,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1,1.0,291362,22497,7.72,1.54,1.29,0.0,2214,1716,55.96,7.87
D+1_open,D+4,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,108881,12608,11.58,2.26,0.4,0.13,1972,1469,31.36,7.87
D+1_open,D+4,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,60444,8151,13.49,2.55,0.48,0.17,1968,1288,20.28,7.87
D+1_open,D+4,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=2,2.0,26423,4262,16.13,3.0,0.56,0.2,1881,1007,10.6,7.87
D+1_open,D+4,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=3,3.0,6607,1296,19.62,3.5,0.6,0.18,1324,535,3.22,7.87
D+1_open,D+4,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=5,5.0,704,149,21.16,3.47,0.59,0.0,455,117,0.37,7.87
D+1_open,D+4,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,468899,35931,7.66,1.71,0.9,0.0,2216,1785,89.38,7.87
D+1_open,D+4,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,368686,28001,7.59,1.62,1.07,0.0,2215,1755,69.66,7.87
D+1_open,D+4,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1,1.0,292759,22166,7.57,1.53,1.27,0.0,2214,1706,55.14,7.87
D+1_open,D+4,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,105396,11893,11.28,2.25,0.37,0.12,1971,1434,29.59,7.87
D+1_open,D+4,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,54367,7181,13.21,2.55,0.42,0.15,1962,1205,17.86,7.87
D+1_open,D+4,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=2,2.0,20627,3218,15.6,2.96,0.5,0.19,1791,862,8.01,7.87
D+1_open,D+4,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=3,3.0,2508,431,17.19,3.36,0.51,0.14,635,214,1.07,7.87
D+1_open,D+4,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=5,5.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,7.87
D+1_open,D+5,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.5,0.5,411031,38487,9.36,1.84,1.01,0.0,2216,1809,77.96,9.67
D+1_open,D+5,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.8,0.8,314665,28924,9.19,1.7,1.23,0.0,2216,1785,58.59,9.67
D+1_open,D+5,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1,1.0,266768,24129,9.04,1.6,1.4,0.0,2215,1756,48.88,9.67
D+1_open,D+5,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.2,1.2,103868,14496,13.96,2.5,0.43,0.14,1974,1579,29.36,9.67
D+1_open,D+5,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.5,1.5,70974,10785,15.2,2.63,0.48,0.16,1973,1491,21.85,9.67
D+1_open,D+5,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=2,2.0,42256,7110,16.83,2.86,0.55,0.19,1972,1374,14.4,9.67
D+1_open,D+5,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=3,3.0,19910,3788,19.03,3.22,0.67,0.24,1950,1114,7.67,9.67
D+1_open,D+5,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=5,5.0,7784,1661,21.34,3.53,0.73,0.24,1757,790,3.36,9.67
D+1_open,D+5,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,463654,43596,9.4,1.88,0.91,0.0,2216,1809,88.31,9.67
D+1_open,D+5,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,362580,33622,9.27,1.76,1.09,0.0,2215,1783,68.11,9.67
D+1_open,D+5,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1,1.0,291362,26735,9.18,1.67,1.29,0.0,2214,1748,54.16,9.67
D+1_open,D+5,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,108881,15338,14.09,2.56,0.4,0.13,1972,1519,31.07,9.67
D+1_open,D+5,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,60444,9872,16.33,2.9,0.48,0.17,1968,1348,20.0,9.67
D+1_open,D+5,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=2,2.0,26423,5052,19.12,3.36,0.56,0.2,1881,1054,10.23,9.67
D+1_open,D+5,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=3,3.0,6607,1493,22.6,3.96,0.6,0.18,1324,574,3.02,9.67
D+1_open,D+5,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=5,5.0,704,165,23.44,3.72,0.59,0.0,455,125,0.33,9.67
D+1_open,D+5,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,468899,44043,9.39,1.89,0.9,0.0,2216,1809,89.22,9.67
D+1_open,D+5,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,368686,33914,9.2,1.78,1.07,0.0,2215,1784,68.7,9.67
D+1_open,D+5,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1,1.0,292759,26445,9.03,1.67,1.27,0.0,2214,1739,53.57,9.67
D+1_open,D+5,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,105396,14610,13.86,2.56,0.37,0.12,1971,1491,29.6,9.67
D+1_open,D+5,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,54367,8751,16.1,2.92,0.42,0.15,1962,1253,17.73,9.67
D+1_open,D+5,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=2,2.0,20627,3879,18.81,3.37,0.5,0.19,1791,917,7.86,9.67
D+1_open,D+5,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=3,3.0,2508,510,20.33,3.8,0.51,0.14,635,234,1.03,9.67
D+1_open,D+5,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=5,5.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,9.67
D+1_open,D+6,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.5,0.5,411031,44754,10.89,1.98,1.01,0.0,2216,1824,77.48,11.31
D+1_open,D+6,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.8,0.8,314665,33224,10.56,1.82,1.23,0.0,2216,1806,57.52,11.31
D+1_open,D+6,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1,1.0,266768,27429,10.28,1.71,1.4,0.0,2215,1785,47.48,11.31
D+1_open,D+6,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.2,1.2,103868,16702,16.08,2.78,0.43,0.14,1974,1621,28.91,11.31
D+1_open,D+6,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.5,1.5,70974,12269,17.29,2.92,0.48,0.16,1973,1542,21.24,11.31
D+1_open,D+6,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=2,2.0,42256,8023,18.99,3.16,0.55,0.19,1972,1431,13.89,11.31
D+1_open,D+6,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=3,3.0,19910,4228,21.24,3.5,0.67,0.24,1950,1165,7.32,11.31
D+1_open,D+6,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=5,5.0,7784,1831,23.52,3.97,0.73,0.24,1757,821,3.17,11.31
D+1_open,D+6,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,463654,50952,10.99,2.03,0.91,0.0,2216,1825,88.21,11.31
D+1_open,D+6,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,362580,38921,10.73,1.9,1.09,0.0,2215,1805,67.38,11.31
D+1_open,D+6,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1,1.0,291362,30549,10.48,1.78,1.29,0.0,2214,1773,52.89,11.31
D+1_open,D+6,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,108881,17796,16.34,2.86,0.4,0.13,1972,1551,30.81,11.31
D+1_open,D+6,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,60444,11319,18.73,3.23,0.48,0.17,1968,1400,19.6,11.31
D+1_open,D+6,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=2,2.0,26423,5728,21.68,3.72,0.56,0.2,1881,1096,9.92,11.31
D+1_open,D+6,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=3,3.0,6607,1644,24.88,4.35,0.6,0.18,1324,602,2.85,11.31
D+1_open,D+6,10.0,start_5d_avg_volume_ratio,start_5d_avg_volume_ratio_vs_prev20>=5,5.0,704,179,25.43,4.34,0.59,0.0,455,135,0.31,11.31
D+1_open,D+6,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.5,0.5,468899,51550,10.99,2.04,0.9,0.0,2216,1825,89.24,11.31
D+1_open,D+6,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=0.8,0.8,368686,39342,10.67,1.92,1.07,0.0,2215,1806,68.11,11.31
D+1_open,D+6,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1,1.0,292759,30345,10.37,1.78,1.27,0.0,2214,1766,52.53,11.31
D+1_open,D+6,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.2,1.2,105396,17031,16.16,2.86,0.37,0.12,1971,1529,29.48,11.31
D+1_open,D+6,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=1.5,1.5,54367,10130,18.63,3.26,0.42,0.15,1962,1305,17.54,11.31
D+1_open,D+6,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=2,2.0,20627,4445,21.55,3.75,0.5,0.19,1791,961,7.7,11.31
D+1_open,D+6,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=3,3.0,2508,570,22.73,4.18,0.51,0.14,635,250,0.99,11.31
D+1_open,D+6,10.0,prev_5d_avg_volume_ratio,prev_5d_avg_volume_ratio_vs_prev20>=5,5.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,11.31
D+1_open,D+7,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.5,0.5,411031,50494,12.28,2.1,1.01,0.0,2216,1841,77.1,12.83
D+1_open,D+7,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=0.8,0.8,314665,37142,11.8,1.92,1.23,0.0,2216,1821,56.71,12.83
D+1_open,D+7,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1,1.0,266768,30429,11.41,1.8,1.4,0.0,2215,1798,46.46,12.83
D+1_open,D+7,10.0,start_day_volume_ratio,start_day_volume_ratio_vs_prev20>=1.2,1.2,103868,18678,17.98,3.03,0.43,0.14,1974,1648,28.52,12.83
