research_id,artifact_version,source_research_id,source_artifact_version,advisory_status,model_id,matrix_family,condition_set_id,condition_set_label,condition_timing,promotion_guard,high_window_days,high_window_gate,low_base_gate,consolidation_gate,limit_up_gate,volume_gate,risk_gate,follow_through_gate,baseline_sample_size,sample_size,coverage_pct,win_count,neutral_count,loss_count,win_rate_pct,neutral_rate_pct,loss_rate_pct,avg_return_pct,median_return_pct,p10_return_pct,p90_return_pct,min_return_pct,max_return_pct,trim_sample_size,trim_avg_return_pct,trim_median_return_pct,anomaly_count,sample_status,win_rate_delta_pct,loss_rate_delta_pct,avg_return_delta_pct,median_return_delta_pct,candidate_interpretation,note,approved_for_daily,production_readiness,generated_at
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,confirmation_timing,prev20_high_next_day_continuation,20d breakout with next-day continuation,confirmation_close_available_needs_contract_review,confirmation_timing_needs_operation_contract_review,20,close >= previous 20d high + 2pct,none,none,none,none,none,next_day_continuation,3190,1385,43.42,679,9,697,49.03,0.65,50.32,3.2626,-0.2169,-13.7307,25.6914,-29.3651,91.0714,1340,2.6017,-0.231,45,reviewable_sample,12.32,-11.15,2.7875,2.7006,mixed_result_research_only,"can explain payoff, but cannot be used before its confirmation timing is formalized",False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,confirmation_timing,prev20_high_pullback_5ma_or_10ma,20d breakout with 5MA/10MA pullback follow-through,confirmation_close_available_needs_contract_review,confirmation_timing_needs_operation_contract_review,20,close >= previous 20d high + 2pct,none,none,none,none,none,pullback_5ma_or_10ma,3190,413,12.95,199,1,213,48.18,0.24,51.57,3.1614,-0.4815,-8.0995,17.9859,-22.7586,83.7143,405,2.3569,-0.5376,8,reviewable_sample,11.47,-9.9,2.6863,2.436,mixed_result_research_only,diagnoses follow-through behavior; not a source-day gate,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,diagnostic_only,prev20_high_exclude_breakout_failure,20d breakout excluding breakout_failure risk label,research_diagnostic_requires_timing_audit,diagnostic_only_not_promotion_evidence,20,close >= previous 20d high + 2pct,none,none,none,none,risk_type!=breakout_failure,none,3190,2446,76.68,1171,17,1258,47.87,0.7,51.43,2.9271,-0.5639,-12.103,22.4755,-89.8551,91.0714,2385,2.4248,-0.5747,61,reviewable_sample,11.16,-10.04,2.452,2.3536,diagnostic_only_not_promotion_evidence,risk label is useful for diagnosis but must not become a gate without timing proof,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,combined_confirmation,prev20_high_not_locked_next_day_continuation,"20d breakout, not locked, next-day continuation",confirmation_close_available_needs_contract_review,confirmation_timing_needs_operation_contract_review,20,close >= previous 20d high + 2pct,none,none,limit_up_like=False,none,none,next_day_continuation,3190,441,13.82,209,1,231,47.39,0.23,52.38,2.676,-0.7937,-10.9195,21.6152,-24.8555,81.3953,432,2.1485,-0.7984,9,reviewable_sample,10.68,-9.09,2.2009,2.1238,mixed_result_research_only,tests whether continuation explains payoff after removing lock-limit rows,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_window_only,prev40_high_only,40d previous-high breakout only,signal_close_available,source_signal_only_needs_full_raw_backtest,40,close >= previous 40d high + 2pct,none,none,none,none,none,none,3190,2341,73.39,861,43,1437,36.78,1.84,61.38,0.6769,-3.1385,-13.5922,20.7721,-89.8551,91.0714,2284,0.2033,-3.1381,57,reviewable_sample,0.07,-0.09,0.2018,-0.221,mixed_result_research_only,tests whether longer breakout windows improve the existing event sample,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,lock_limit_filter,prev40_high_not_locked_limit_up,40d breakout excluding locked-limit-up-like rows,signal_close_available,source_signal_only_needs_full_raw_backtest,40,close >= previous 40d high + 2pct,none,none,limit_up_like=False,none,none,none,3190,837,26.24,314,14,509,37.51,1.67,60.81,1.1905,-2.4155,-10.6359,18.0216,-24.8555,83.7143,824,0.7959,-2.4199,13,reviewable_sample,0.8,-0.66,0.7154,0.502,mixed_result_research_only,tests whether the locked-limit-up subgroup is dragging the sample,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,low_base_proxy,prev40_high_off60_le50_range60_le45,40d breakout with moderate 60d base proxy,signal_close_available,source_signal_only_needs_full_raw_backtest,40,close >= previous 40d high + 2pct,off_60d_low_pct<=50 and range_width_60_pct<=45,none,none,none,none,none,3190,1086,34.04,402,21,663,37.02,1.93,61.05,0.4037,-2.7195,-12.103,17.8163,-89.8551,83.7143,1066,0.1029,-2.7195,20,reviewable_sample,0.31,-0.42,-0.0714,0.198,weaker_than_baseline_do_not_promote_as_gate,low/base proxy; should not be promoted unless it explains payoff,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,low_base_proxy,prev40_high_off60_le40_range60_le35,40d breakout with tight 60d base proxy,signal_close_available,source_signal_only_needs_full_raw_backtest,40,close >= previous 40d high + 2pct,off_60d_low_pct<=40 and range_width_60_pct<=35,none,none,none,none,none,3190,748,23.45,266,17,465,35.56,2.27,62.17,0.0221,-2.7686,-12.1973,17.0514,-89.8551,78.125,733,-0.2054,-2.7624,15,reviewable_sample,-1.15,0.7,-0.453,0.1489,weaker_than_baseline_do_not_promote_as_gate,stricter low/base proxy; tracks user intent but must prove payoff,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,consolidation_proxy,prev40_high_consolidated_any,40d breakout with any consolidation label,signal_close_available,source_signal_only_needs_full_raw_backtest,40,close >= previous 40d high + 2pct,none,short_or_long_consolidation,none,none,none,none,3190,948,29.72,335,19,594,35.34,2.0,62.66,-0.3235,-2.6258,-11.8853,15.5741,-89.8551,78.125,934,-0.4602,-2.6016,14,reviewable_sample,-1.37,1.19,-0.7986,0.2917,weaker_than_baseline_do_not_promote_as_gate,tests whether the existing consolidation label matches better payoff,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,consolidation_proxy,prev40_high_short_consolidation,40d breakout with short consolidation label,signal_close_available,source_signal_only_needs_full_raw_backtest,40,close >= previous 40d high + 2pct,none,short_consolidation,none,none,none,none,3190,70,2.19,33,0,37,47.14,0.0,52.86,2.2524,-0.9136,-10.7039,17.9747,-16.5906,73.1415,69,1.225,-1.3289,1,insufficient_sample,10.43,-8.61,1.7773,2.0039,insufficient_sample_do_not_use,separates short consolidation from long consolidation,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,combined_source_signal,prev40_high_not_locked_off60_le50_range60_le45,"40d breakout, not locked, moderate base proxy",signal_close_available,source_signal_only_needs_full_raw_backtest,40,close >= previous 40d high + 2pct,off_60d_low_pct<=50 and range_width_60_pct<=45,none,limit_up_like=False,none,none,none,3190,451,14.14,167,6,278,37.03,1.33,61.64,0.6147,-2.4345,-9.5238,14.8649,-24.8555,83.7143,446,0.0628,-2.4504,5,reviewable_sample,0.32,0.17,0.1396,0.483,mixed_result_research_only,"combined source-signal gate candidate, still research-only",False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,volume_shape,prev40_high_volume_ratio_2_to_6,40d breakout with volume ratio 2 to 6,signal_close_available,source_signal_only_needs_full_raw_backtest,40,close >= previous 40d high + 2pct,none,none,none,2<=volume_ratio<=6,none,none,3190,1801,56.46,677,31,1093,37.59,1.72,60.69,0.9103,-2.8526,-12.8889,20.2051,-89.8551,91.0714,1758,0.5039,-2.8319,43,reviewable_sample,0.88,-0.78,0.4352,0.0649,mixed_result_research_only,checks whether extreme volume is hurting payoff,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,volume_shape,prev40_high_signal_return_lt_9_8,40d breakout with signal-day return below 9.8pct,signal_close_available,source_signal_only_needs_full_raw_backtest,40,close >= previous 40d high + 2pct,none,none,limit_up_like mostly excluded by return cap,signal_return_1d_pct<9.8,none,none,3190,1102,34.55,409,17,676,37.11,1.54,61.34,0.9337,-2.7322,-11.5678,18.4591,-89.8551,83.7143,1084,0.6152,-2.7322,18,reviewable_sample,0.4,-0.13,0.4586,0.1853,mixed_result_research_only,tests a non-lock-limit style proxy without using future data,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,confirmation_timing,prev40_high_next_day_continuation,40d breakout with next-day continuation,confirmation_close_available_needs_contract_review,confirmation_timing_needs_operation_contract_review,40,close >= previous 40d high + 2pct,none,none,none,none,none,next_day_continuation,3190,1037,32.51,525,5,507,50.63,0.48,48.89,3.9997,0.4292,-14.5942,27.3135,-29.3651,91.0714,997,3.2664,0.4292,40,reviewable_sample,13.92,-12.58,3.5246,3.3467,interesting_confirmation_timing_needs_contract_review,"can explain payoff, but cannot be used before its confirmation timing is formalized",False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,confirmation_timing,prev40_high_pullback_5ma_or_10ma,40d breakout with 5MA/10MA pullback follow-through,confirmation_close_available_needs_contract_review,confirmation_timing_needs_operation_contract_review,40,close >= previous 40d high + 2pct,none,none,none,none,none,pullback_5ma_or_10ma,3190,273,8.56,131,0,142,47.99,0.0,52.01,3.5865,-0.7472,-9.0981,19.9933,-22.7586,83.7143,265,2.3697,-0.8055,8,thin_sample,11.28,-9.46,3.1114,2.1703,mixed_result_research_only,diagnoses follow-through behavior; not a source-day gate,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,diagnostic_only,prev40_high_exclude_breakout_failure,40d breakout excluding breakout_failure risk label,research_diagnostic_requires_timing_audit,diagnostic_only_not_promotion_evidence,40,close >= previous 40d high + 2pct,none,none,none,none,risk_type!=breakout_failure,none,3190,1768,55.42,861,11,896,48.7,0.62,50.68,3.4111,-0.314,-12.8886,24.9627,-89.8551,91.0714,1713,2.8378,-0.3175,55,reviewable_sample,11.99,-10.79,2.936,2.6035,diagnostic_only_not_promotion_evidence,risk label is useful for diagnosis but must not become a gate without timing proof,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,combined_confirmation,prev40_high_not_locked_next_day_continuation,"40d breakout, not locked, next-day continuation",confirmation_close_available_needs_contract_review,confirmation_timing_needs_operation_contract_review,40,close >= previous 40d high + 2pct,none,none,limit_up_like=False,none,none,next_day_continuation,3190,296,9.28,143,1,152,48.31,0.34,51.35,3.2443,-0.5399,-12.1562,22.1754,-24.8555,81.3953,288,2.6687,-0.5399,8,thin_sample,11.6,-10.12,2.7692,2.3776,mixed_result_research_only,tests whether continuation explains payoff after removing lock-limit rows,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_window_only,prev60_high_only,60d previous-high breakout only,signal_close_available,source_signal_only_needs_full_raw_backtest,60,close >= previous 60d high + 2pct,none,none,none,none,none,none,3190,1805,56.58,676,35,1094,37.45,1.94,60.61,1.0383,-3.3033,-13.8869,22.5238,-89.8551,91.0714,1754,0.5122,-3.3026,51,reviewable_sample,0.74,-0.86,0.5632,-0.3858,mixed_result_research_only,tests whether longer breakout windows improve the existing event sample,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,lock_limit_filter,prev60_high_not_locked_limit_up,60d breakout excluding locked-limit-up-like rows,signal_close_available,source_signal_only_needs_full_raw_backtest,60,close >= previous 60d high + 2pct,none,none,limit_up_like=False,none,none,none,3190,600,18.81,227,12,361,37.83,2.0,60.17,1.1352,-2.6366,-11.0881,18.3373,-24.6057,81.3953,590,0.8093,-2.6366,10,reviewable_sample,1.12,-1.3,0.6601,0.2809,mixed_result_research_only,tests whether the locked-limit-up subgroup is dragging the sample,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,low_base_proxy,prev60_high_off60_le50_range60_le45,60d breakout with moderate 60d base proxy,signal_close_available,source_signal_only_needs_full_raw_backtest,60,close >= previous 60d high + 2pct,off_60d_low_pct<=50 and range_width_60_pct<=45,none,none,none,none,none,3190,846,26.52,311,18,517,36.76,2.13,61.11,0.2842,-2.9576,-12.487,18.9203,-89.8551,68.1818,831,0.0948,-2.9491,15,reviewable_sample,0.05,-0.36,-0.1909,-0.0401,weaker_than_baseline_do_not_promote_as_gate,low/base proxy; should not be promoted unless it explains payoff,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,low_base_proxy,prev60_high_off60_le40_range60_le35,60d breakout with tight 60d base proxy,signal_close_available,source_signal_only_needs_full_raw_backtest,60,close >= previous 60d high + 2pct,off_60d_low_pct<=40 and range_width_60_pct<=35,none,none,none,none,none,3190,567,17.77,191,15,361,33.69,2.65,63.67,-0.398,-3.3099,-12.8515,18.4909,-89.8551,68.1818,556,-0.5563,-3.3066,11,reviewable_sample,-3.02,2.2,-0.8731,-0.3924,weaker_than_baseline_do_not_promote_as_gate,stricter low/base proxy; tracks user intent but must prove payoff,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,consolidation_proxy,prev60_high_consolidated_any,60d breakout with any consolidation label,signal_close_available,source_signal_only_needs_full_raw_backtest,60,close >= previous 60d high + 2pct,none,short_or_long_consolidation,none,none,none,none,3190,601,18.84,212,16,373,35.27,2.66,62.06,-0.2199,-2.8889,-12.5731,17.3184,-89.8551,73.1415,590,-0.3838,-2.8708,11,reviewable_sample,-1.44,0.59,-0.695,0.0286,weaker_than_baseline_do_not_promote_as_gate,tests whether the existing consolidation label matches better payoff,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,consolidation_proxy,prev60_high_short_consolidation,60d breakout with short consolidation label,signal_close_available,source_signal_only_needs_full_raw_backtest,60,close >= previous 60d high + 2pct,none,short_consolidation,none,none,none,none,3190,42,1.32,21,0,21,50.0,0.0,50.0,3.7873,0.2851,-9.9252,19.1358,-16.5906,73.1415,41,2.0957,-0.4983,1,insufficient_sample,13.29,-11.47,3.3122,3.2026,insufficient_sample_do_not_use,separates short consolidation from long consolidation,False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
volume_range_breakout_v2_condition_matrix,volume_range_breakout_v2_condition_matrix_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,combined_source_signal,prev60_high_not_locked_off60_le50_range60_le45,"60d breakout, not locked, moderate base proxy",signal_close_available,source_signal_only_needs_full_raw_backtest,60,close >= previous 60d high + 2pct,off_60d_low_pct<=50 and range_width_60_pct<=45,none,limit_up_like=False,none,none,none,3190,334,10.47,122,6,206,36.53,1.8,61.68,0.1311,-2.6981,-10.1274,13.7741,-19.9839,58.0087,332,-0.2062,-2.7322,2,reviewable_sample,-0.18,0.21,-0.344,0.2194,weaker_than_baseline_do_not_promote_as_gate,"combined source-signal gate candidate, still research-only",False,not_production_ready_research_only,2026-07-08 21:32:55 Asia/Taipei
