research_id,research_variant_id,parameter_set_id,advisory_status,context_window_grid_scope_id,analysis_scope_id,window_sessions_requested,auto_pre_signal_context,auto_context_filter_result,sample_count,unique_events,win_count,neutral_count,loss_count,other_count,pure_win_rate_pct,neutral_inclusive_success_rate_pct,positive_return_rate_pct,avg_return_pct,median_return_pct,approved_for_daily,production_readiness,generated_at
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,all_retest_entries,60,slow_uptrend,auto_non_bearish,191,191,86,41,64,0,57.3333,66.4921,66.4921,3.3728,4.0915,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,all_retest_entries,60,volatile_mixed,auto_non_bearish,69,69,30,7,32,0,48.3871,53.6232,55.0725,-0.3562,2.2018,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,all_retest_entries,90,bearish,auto_bearish,56,56,18,14,24,0,42.8571,57.1429,60.7143,1.0360,2.7441,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,all_retest_entries,90,sideways_or_consolidation,auto_non_bearish,58,58,14,7,37,0,27.4510,36.2069,41.3793,-0.2716,-3.1442,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,all_retest_entries,90,slow_uptrend,auto_non_bearish,172,172,77,32,63,0,55.0000,63.3721,63.9535,2.7447,3.9004,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,all_retest_entries,90,volatile_mixed,auto_non_bearish,88,88,38,22,28,0,57.5758,68.1818,64.7727,1.7683,3.2038,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,low_position_le60_market_bull,30,bearish,auto_bearish,3,3,2,0,1,0,66.6667,66.6667,66.6667,6.5785,10.6568,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,low_position_le60_market_bull,30,sideways_or_consolidation,auto_non_bearish,45,45,16,12,17,0,48.4848,62.2222,66.6667,2.2367,3.3067,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,low_position_le60_market_bull,30,slow_uptrend,auto_non_bearish,44,44,22,10,12,0,64.7059,72.7273,70.4545,4.2408,7.4889,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,low_position_le60_market_bull,30,volatile_mixed,auto_non_bearish,3,3,2,1,0,0,100.0000,100.0000,100.0000,9.4375,10.7216,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,low_position_le60_market_bull,45,bearish,auto_bearish,8,8,2,2,4,0,33.3333,50.0000,62.5000,0.3556,1.9386,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,low_position_le60_market_bull,45,sideways_or_consolidation,auto_non_bearish,38,38,14,9,15,0,48.2759,60.5263,63.1579,2.1951,3.1168,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,low_position_le60_market_bull,45,slow_uptrend,auto_non_bearish,36,36,21,8,7,0,75.0000,80.5556,80.5556,5.9967,10.4256,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,low_position_le60_market_bull,45,volatile_mixed,auto_non_bearish,13,13,5,4,4,0,55.5556,69.2308,61.5385,2.5504,2.8605,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,low_position_le60_market_bull,60,bearish,auto_bearish,25,25,7,7,11,0,38.8889,56.0000,56.0000,0.8890,2.0115,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,low_position_le60_market_bull,60,sideways_or_consolidation,auto_non_bearish,27,27,11,5,11,0,50.0000,59.2593,62.9630,2.1894,2.9268,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,low_position_le60_market_bull,60,slow_uptrend,auto_non_bearish,22,22,15,6,1,0,93.7500,95.4545,100.0000,9.6306,10.6299,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,low_position_le60_market_bull,60,volatile_mixed,auto_non_bearish,21,21,9,5,7,0,56.2500,66.6667,61.9048,2.0040,2.8605,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,low_position_le60_market_bull,90,bearish,auto_bearish,47,47,15,12,20,0,42.8571,57.4468,61.7021,1.4809,2.7322,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,low_position_le60_market_bull,90,sideways_or_consolidation,auto_non_bearish,7,7,3,1,3,0,50.0000,57.1429,57.1429,2.5884,3.8202,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,low_position_le60_market_bull,90,slow_uptrend,auto_non_bearish,16,16,13,2,1,0,92.8571,93.7500,93.7500,10.0183,11.7550,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,low_position_le60_market_bull,90,volatile_mixed,auto_non_bearish,25,25,11,8,6,0,64.7059,76.0000,72.0000,3.4914,3.3067,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_labeled_non_conflict,30,bearish,auto_bearish,2,2,2,0,0,0,100.0000,100.0000,100.0000,15.5015,15.5015,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_labeled_non_conflict,30,sideways_or_consolidation,auto_non_bearish,4,4,4,0,0,0,100.0000,100.0000,100.0000,14.9947,15.0890,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_labeled_non_conflict,30,slow_uptrend,auto_non_bearish,3,3,3,0,0,0,100.0000,100.0000,100.0000,11.4473,12.0507,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_labeled_non_conflict,30,volatile_mixed,auto_non_bearish,1,1,1,0,0,0,100.0000,100.0000,100.0000,10.7216,10.7216,false,not_production_ready_research_only,2026-06-29 02:10:26 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_labeled_non_conflict,45,bearish,auto_bearish,2,2,2,0,0,0,100.0000,100.0000,100.0000,15.2490,15.2490,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_labeled_non_conflict,45,sideways_or_consolidation,auto_non_bearish,2,2,2,0,0,0,100.0000,100.0000,100.0000,10.8053,10.8053,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_labeled_non_conflict,45,slow_uptrend,auto_non_bearish,4,4,4,0,0,0,100.0000,100.0000,100.0000,13.2924,11.4306,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_labeled_non_conflict,45,volatile_mixed,auto_non_bearish,2,2,2,0,0,0,100.0000,100.0000,100.0000,15.3836,15.3836,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_labeled_non_conflict,60,bearish,auto_bearish,3,3,3,0,0,0,100.0000,100.0000,100.0000,16.4049,18.7166,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_labeled_non_conflict,60,sideways_or_consolidation,auto_non_bearish,2,2,2,0,0,0,100.0000,100.0000,100.0000,10.8053,10.8053,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_labeled_non_conflict,60,slow_uptrend,auto_non_bearish,3,3,3,0,0,0,100.0000,100.0000,100.0000,13.6767,10.7216,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_labeled_non_conflict,60,volatile_mixed,auto_non_bearish,2,2,2,0,0,0,100.0000,100.0000,100.0000,12.0952,12.0952,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_labeled_non_conflict,90,bearish,auto_bearish,3,3,3,0,0,0,100.0000,100.0000,100.0000,13.9864,11.4613,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_labeled_non_conflict,90,sideways_or_consolidation,auto_non_bearish,1,1,1,0,0,0,100.0000,100.0000,100.0000,10.1493,10.1493,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_labeled_non_conflict,90,slow_uptrend,auto_non_bearish,3,3,3,0,0,0,100.0000,100.0000,100.0000,13.6767,10.7216,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_labeled_non_conflict,90,volatile_mixed,auto_non_bearish,3,3,3,0,0,0,100.0000,100.0000,100.0000,14.3023,12.1396,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_good_non_conflict,30,bearish,auto_bearish,2,2,2,0,0,0,100.0000,100.0000,100.0000,15.5015,15.5015,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_good_non_conflict,30,sideways_or_consolidation,auto_non_bearish,4,4,4,0,0,0,100.0000,100.0000,100.0000,14.9947,15.0890,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_good_non_conflict,30,slow_uptrend,auto_non_bearish,2,2,2,0,0,0,100.0000,100.0000,100.0000,12.0952,12.0952,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_good_non_conflict,30,volatile_mixed,auto_non_bearish,1,1,1,0,0,0,100.0000,100.0000,100.0000,10.7216,10.7216,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_good_non_conflict,45,bearish,auto_bearish,1,1,1,0,0,0,100.0000,100.0000,100.0000,20.3463,20.3463,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_good_non_conflict,45,sideways_or_consolidation,auto_non_bearish,2,2,2,0,0,0,100.0000,100.0000,100.0000,10.8053,10.8053,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_good_non_conflict,45,slow_uptrend,auto_non_bearish,4,4,4,0,0,0,100.0000,100.0000,100.0000,13.2924,11.4306,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_good_non_conflict,45,volatile_mixed,auto_non_bearish,2,2,2,0,0,0,100.0000,100.0000,100.0000,15.3836,15.3836,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_good_non_conflict,60,bearish,auto_bearish,2,2,2,0,0,0,100.0000,100.0000,100.0000,19.5314,19.5314,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_good_non_conflict,60,sideways_or_consolidation,auto_non_bearish,2,2,2,0,0,0,100.0000,100.0000,100.0000,10.8053,10.8053,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_good_non_conflict,60,slow_uptrend,auto_non_bearish,3,3,3,0,0,0,100.0000,100.0000,100.0000,13.6767,10.7216,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_good_non_conflict,60,volatile_mixed,auto_non_bearish,2,2,2,0,0,0,100.0000,100.0000,100.0000,12.0952,12.0952,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_good_non_conflict,90,bearish,auto_bearish,2,2,2,0,0,0,100.0000,100.0000,100.0000,15.9038,15.9038,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_good_non_conflict,90,sideways_or_consolidation,auto_non_bearish,1,1,1,0,0,0,100.0000,100.0000,100.0000,10.1493,10.1493,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_good_non_conflict,90,slow_uptrend,auto_non_bearish,3,3,3,0,0,0,100.0000,100.0000,100.0000,13.6767,10.7216,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_good_non_conflict,90,volatile_mixed,auto_non_bearish,3,3,3,0,0,0,100.0000,100.0000,100.0000,14.3023,12.1396,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_bad_non_conflict,30,slow_uptrend,auto_non_bearish,1,1,1,0,0,0,100.0000,100.0000,100.0000,10.1517,10.1517,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_bad_non_conflict,45,bearish,auto_bearish,1,1,1,0,0,0,100.0000,100.0000,100.0000,10.1517,10.1517,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_bad_non_conflict,60,bearish,auto_bearish,1,1,1,0,0,0,100.0000,100.0000,100.0000,10.1517,10.1517,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
structured_neckline_context_window_grid_audit,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,manual_bad_non_conflict,90,bearish,auto_bearish,1,1,1,0,0,0,100.0000,100.0000,100.0000,10.1517,10.1517,false,not_production_ready_research_only,2026-06-29 02:10:27 Asia/Taipei
