generated_at,model_id,model_name_zh,research_artifact_id,artifact_scope,anomaly_exclusion_basis,decision_basis,source_condition_id,source_condition_rule,entry_rule_id,exit_rule_id,win_definition,neutral_definition,failure_definition,high_return_definition,non_overlap_cooldown_days,non_overlap_applied,same_stock_overlap_pair_count,source_strong_signal_count,unresolved_anomaly_candidate_count_in_source,basis_source_signal_count,accepted_signal_count_after_non_overlap,suppressed_signal_count,return_path_discontinuity_count_after_non_overlap,anomaly_interpretation_status,sample_count_context,combination_policy,approved_for_daily,production_change,promotion_readiness,row_type,feature_order,feature_id,feature_family,feature_rule,feature_column,feature_independence_status,equivalent_to_feature_id,feature_hit_count,feature_coverage_pct,evidence_interpretation,accepted_trade_count,win_count,neutral_count,failure_count,win_rate_pct,neutral_rate_pct,failure_rate_pct,avg_realized_return_pct,median_realized_return_pct,high_return_8_count,high_return_8_rate_pct,loss_5_count,loss_5_rate_pct,high_return_group_count,high_return_feature_hit_count,high_return_feature_hit_rate_pct,win_group_count,win_feature_hit_count,win_feature_hit_rate_pct,failure_group_count,failure_feature_hit_count,failure_feature_hit_rate_pct,high_return_minus_failure_hit_rate_pct,delta_vs_baseline_win_rate_pct,delta_vs_baseline_failure_rate_pct,delta_vs_baseline_avg_return_pct,delta_vs_baseline_median_return_pct,delta_vs_baseline_high_return_8_rate_pct,delta_vs_baseline_loss_5_rate_pct,high_return_feature_value_count,high_return_feature_mean,high_return_feature_median,win_feature_value_count,win_feature_mean,win_feature_median,failure_feature_value_count,failure_feature_mean,failure_feature_median,high_return_minus_failure_feature_mean,high_return_minus_failure_feature_median
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,130,tdcc_consecutive_up_ge1,tdcc,TDCC consecutive up weeks >= 1,feature__tdcc_consecutive_up_ge1,distinct_observed_mask,,338,8.14,positive_discriminator_single_feature_candidate,338.0,135.0,56.0,147.0,39.94,16.57,43.49,4.14,1.61,101.0,29.88,100.0,29.59,1037.0,101.0,9.74,1299.0,135.0,10.39,2080.0,147.0,7.07,2.67,8.65,-6.62,0.85,1.72,4.9,0.95,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,140,tdcc_consecutive_up_ge2,tdcc,TDCC consecutive up weeks >= 2,feature__tdcc_consecutive_up_ge2,distinct_observed_mask,,204,4.91,positive_discriminator_single_feature_candidate,204.0,89.0,35.0,80.0,43.63,17.16,39.22,5.32,3.02,63.0,30.88,54.0,26.47,1037.0,63.0,6.08,1299.0,89.0,6.85,2080.0,80.0,3.85,2.23,12.34,-10.89,2.03,3.13,5.9,-2.17,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,200,technical_macd_hist_gt0,technical,MACD histogram > 0 on signal date,feature__technical_macd_hist_gt0,distinct_observed_mask,,1725,41.56,failure_associated_risk_feature_candidate,1725.0,531.0,297.0,897.0,30.78,17.22,52.0,2.92,-0.67,433.0,25.1,518.0,30.03,1037.0,433.0,41.76,1299.0,531.0,40.88,2080.0,897.0,43.12,-1.36,-0.51,1.89,-0.37,-0.56,0.12,1.39,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,210,technical_rsi14_ge60,technical,RSI14 >= 60 on signal date,feature__technical_rsi14_ge60,distinct_observed_mask,,996,23.99,positive_discriminator_single_feature_candidate,996.0,377.0,149.0,470.0,37.85,14.96,47.19,5.25,0.95,314.0,31.53,282.0,28.31,1037.0,314.0,30.28,1299.0,377.0,29.02,2080.0,470.0,22.6,7.68,6.56,-2.92,1.96,1.06,6.55,-0.33,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,220,technical_rsi14_40_70,technical,40 <= RSI14 <= 70 on signal date,feature__technical_rsi14_40_70,distinct_observed_mask,,2732,65.82,mixed_or_low_discrimination_research_only,2732.0,882.0,478.0,1372.0,32.28,17.5,50.22,3.62,-0.12,706.0,25.84,799.0,29.25,1037.0,706.0,68.08,1299.0,882.0,67.9,2080.0,1372.0,65.96,2.12,0.99,0.11,0.33,-0.01,0.86,0.61,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,230,technical_kd_bullish_not_overheated,technical,K > D and K < 80 on signal date,feature__technical_kd_bullish_not_overheated,distinct_observed_mask,,1659,39.97,failure_associated_risk_feature_candidate,1659.0,422.0,298.0,939.0,25.44,17.96,56.6,1.31,-1.51,344.0,20.74,556.0,33.51,1037.0,344.0,33.17,1299.0,422.0,32.49,2080.0,939.0,45.14,-11.97,-5.85,6.49,-1.98,-1.4,-4.24,4.87,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,240,technical_kdj_bullish_not_extreme,technical,"K > D, J > K, and J < 100 on signal date; J = 3K - 2D",feature__technical_kdj_bullish_not_extreme,distinct_observed_mask,,1674,40.33,failure_associated_risk_feature_candidate,1674.0,438.0,306.0,930.0,26.16,18.28,55.56,1.59,-1.27,358.0,21.39,545.0,32.56,1037.0,358.0,34.52,1299.0,438.0,33.72,2080.0,930.0,44.71,-10.19,-5.13,5.45,-1.7,-1.16,-3.59,3.92,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,250,technical_kdj_j_ge100,technical_risk,KDJ J >= 100 on signal date; J = 3K - 2D,feature__technical_kdj_j_ge100,distinct_observed_mask,,136,3.28,failure_associated_risk_feature_candidate,136.0,26.0,29.0,81.0,19.12,21.32,59.56,-0.73,-2.24,20.0,14.71,45.0,33.09,1037.0,20.0,1.93,1299.0,26.0,2.0,2080.0,81.0,3.89,-1.96,-12.17,9.45,-4.02,-2.13,-10.27,4.45,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,260,technical_bb_width_not_extreme,technical,Bollinger Band width rank over 120 days <= 80%,feature__technical_bb_width_not_extreme,distinct_observed_mask,,1962,47.27,positive_discriminator_single_feature_candidate,1962.0,632.0,354.0,976.0,32.21,18.04,49.75,3.48,0.0,513.0,26.15,578.0,29.46,1037.0,513.0,49.47,1299.0,632.0,48.65,2080.0,976.0,46.92,2.55,0.92,-0.36,0.19,0.11,1.17,0.82,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,270,technical_close_above_ma20_ema23,technical,feature-date close is above both MA20 and EMA23,feature__technical_close_above_ma20_ema23,distinct_observed_mask,,1693,40.79,mixed_or_low_discrimination_research_only,1693.0,574.0,264.0,855.0,33.9,15.59,50.5,4.17,-0.28,480.0,28.35,524.0,30.95,1037.0,480.0,46.29,1299.0,574.0,44.19,2080.0,855.0,41.11,5.18,2.61,0.39,0.88,-0.17,3.37,2.31,,,,,,,,,,,
