generated_at,model_id,model_name_zh,research_artifact_id,artifact_scope,anomaly_exclusion_basis,decision_basis,source_condition_id,source_condition_rule,entry_rule_id,exit_rule_id,win_definition,neutral_definition,failure_definition,high_return_definition,non_overlap_cooldown_days,non_overlap_applied,same_stock_overlap_pair_count,source_strong_signal_count,unresolved_anomaly_candidate_count_in_source,basis_source_signal_count,accepted_signal_count_after_non_overlap,suppressed_signal_count,return_path_discontinuity_count_after_non_overlap,anomaly_interpretation_status,sample_count_context,combination_policy,approved_for_daily,production_change,promotion_readiness,row_type,feature_order,feature_id,feature_family,feature_rule,feature_column,feature_independence_status,equivalent_to_feature_id,feature_hit_count,feature_coverage_pct,evidence_interpretation,accepted_trade_count,win_count,neutral_count,failure_count,win_rate_pct,neutral_rate_pct,failure_rate_pct,avg_realized_return_pct,median_realized_return_pct,high_return_8_count,high_return_8_rate_pct,loss_5_count,loss_5_rate_pct,high_return_group_count,high_return_feature_hit_count,high_return_feature_hit_rate_pct,win_group_count,win_feature_hit_count,win_feature_hit_rate_pct,failure_group_count,failure_feature_hit_count,failure_feature_hit_rate_pct,high_return_minus_failure_hit_rate_pct,delta_vs_baseline_win_rate_pct,delta_vs_baseline_failure_rate_pct,delta_vs_baseline_avg_return_pct,delta_vs_baseline_median_return_pct,delta_vs_baseline_high_return_8_rate_pct,delta_vs_baseline_loss_5_rate_pct,high_return_feature_value_count,high_return_feature_mean,high_return_feature_median,win_feature_value_count,win_feature_mean,win_feature_median,failure_feature_value_count,failure_feature_mean,failure_feature_median,high_return_minus_failure_feature_mean,high_return_minus_failure_feature_median
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,numeric_feature,20,revenue_cumulative_yoy_pct,monthly_revenue,"compare full_monthly_revenue_cumulative_yoy_pct between high-return, win, and failure groups",full_monthly_revenue_cumulative_yoy_pct,numeric_contrast_not_binary_mask,,,100.0,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,1037.0,,,1299.0,,,2080.0,,,,,,,,,,1037.0,40.7,31.0,1299.0,39.87,30.86,2080.0,38.83,29.79,1.87,1.21
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,numeric_feature,30,revenue_latest_yoy_delta_1m,monthly_revenue,"compare full_monthly_revenue_latest_yoy_delta_1m_pct_points between high-return, win, and failure groups",full_monthly_revenue_latest_yoy_delta_1m_pct_points,numeric_contrast_not_binary_mask,,,99.76,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,1037.0,,,1299.0,,,2080.0,,,,,,,,,,1035.0,6.93,5.7,1297.0,7.66,6.16,2074.0,16.38,11.82,-9.45,-6.12
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,numeric_feature,40,revenue_cumulative_yoy_delta_1m,monthly_revenue,"compare full_monthly_revenue_cumulative_yoy_delta_1m_pct_points between high-return, win, and failure groups",full_monthly_revenue_cumulative_yoy_delta_1m_pct_points,numeric_contrast_not_binary_mask,,,99.95,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,1037.0,,,1299.0,,,2080.0,,,,,,,,,,1036.0,2.89,1.29,1298.0,3.03,1.47,2079.0,8.56,2.8,-5.67,-1.51
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,numeric_feature,100,range23_width_pct,price_shape,"compare range_width_23d_pct between high-return, win, and failure groups",range_width_23d_pct,numeric_contrast_not_binary_mask,,,100.0,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,1037.0,,,1299.0,,,2080.0,,,,,,,,,,1037.0,28.72,24.08,1299.0,28.0,23.41,2080.0,23.59,18.37,5.13,5.71
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,numeric_feature,110,distance_to_range23_high_pct,price_shape,"compare distance_to_range_high_23d_pct between high-return, win, and failure groups",distance_to_range_high_23d_pct,numeric_contrast_not_binary_mask,,,100.0,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,1037.0,,,1299.0,,,2080.0,,,,,,,,,,1037.0,-10.97,-10.08,1299.0,-10.82,-9.75,2080.0,-9.84,-8.48,-1.13,-1.6
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,numeric_feature,120,close_position_120d_pct,price_position,"compare close_position_120d_pct between high-return, win, and failure groups",close_position_120d_pct,numeric_contrast_not_binary_mask,,,100.0,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,1037.0,,,1299.0,,,2080.0,,,,,,,,,,1037.0,52.46,57.41,1299.0,51.51,56.4,2080.0,44.56,45.13,7.9,12.28
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,numeric_feature,130,return_5d_pct,price_momentum,"compare return_5d_pct between high-return, win, and failure groups",return_5d_pct,numeric_contrast_not_binary_mask,,,100.0,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,1037.0,,,1299.0,,,2080.0,,,,,,,,,,1037.0,-1.44,-0.99,1299.0,-1.46,-1.0,2080.0,-0.6,0.0,-0.84,-0.99
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,numeric_feature,140,return_20d_pct,price_momentum,"compare return_20d_pct between high-return, win, and failure groups",return_20d_pct,numeric_contrast_not_binary_mask,,,100.0,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,1037.0,,,1299.0,,,2080.0,,,,,,,,,,1037.0,3.33,3.08,1299.0,3.11,2.81,2080.0,1.01,0.3,2.32,2.78
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,numeric_feature,150,volume_ratio_prev20,volume,"compare volume_ratio_prev20 between high-return, win, and failure groups",volume_ratio_prev20,numeric_contrast_not_binary_mask,,,100.0,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,1037.0,,,1299.0,,,2080.0,,,,,,,,,,1037.0,0.87,0.76,1299.0,0.87,0.76,2080.0,0.87,0.77,0.0,-0.01
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,numeric_feature,200,rsi14,technical,"compare rsi14 between high-return, win, and failure groups",rsi14,numeric_contrast_not_binary_mask,,,100.0,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,1037.0,,,1299.0,,,2080.0,,,,,,,,,,1037.0,51.18,52.54,1299.0,50.7,51.61,2080.0,48.5,48.84,2.68,3.7
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,numeric_feature,210,macd_hist,technical,"compare macd_hist between high-return, win, and failure groups",macd_hist,numeric_contrast_not_binary_mask,,,88.27,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,1037.0,,,1299.0,,,2080.0,,,,,,,,,,937.0,-0.7,-0.03,1175.0,-0.82,-0.03,1811.0,-0.89,-0.0,0.19,-0.03
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,numeric_feature,220,kd_k_value,technical,"compare k_value between high-return, win, and failure groups",k_value,numeric_contrast_not_binary_mask,,,100.0,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,1037.0,,,1299.0,,,2080.0,,,,,,,,,,1037.0,45.21,44.66,1299.0,44.46,43.89,2080.0,45.02,44.83,0.19,-0.17
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,numeric_feature,230,kd_d_value,technical,"compare d_value between high-return, win, and failure groups",d_value,numeric_contrast_not_binary_mask,,,100.0,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,1037.0,,,1299.0,,,2080.0,,,,,,,,,,1037.0,48.08,48.58,1299.0,47.48,47.75,2080.0,45.14,44.92,2.94,3.66
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,numeric_feature,240,kdj_j_value,technical,"compare kdj_j_value between high-return, win, and failure groups",kdj_j_value,numeric_contrast_not_binary_mask,,,100.0,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,1037.0,,,1299.0,,,2080.0,,,,,,,,,,1037.0,39.45,36.87,1299.0,38.41,35.32,2080.0,44.79,45.66,-5.34,-8.79
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,numeric_feature,250,bb_width_pct,technical,"compare bb_width_pct between high-return, win, and failure groups",bb_width_pct,numeric_contrast_not_binary_mask,,,100.0,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,1037.0,,,1299.0,,,2080.0,,,,,,,,,,1037.0,20.66,18.24,1299.0,20.04,17.63,2080.0,16.65,14.09,4.01,4.15
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,numeric_feature,260,ema23_slope_5d_pct,technical,"compare ema23_slope_5d_pct between high-return, win, and failure groups",ema23_slope_5d_pct,numeric_contrast_not_binary_mask,,,88.68,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,1037.0,,,1299.0,,,2080.0,,,,,,,,,,941.0,1.21,0.78,1179.0,1.11,0.65,1822.0,0.46,0.08,0.75,0.7
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,numeric_feature,270,distance_to_ema23_pct,technical,"compare distance_to_ema23_pct between high-return, win, and failure groups",distance_to_ema23_pct,numeric_contrast_not_binary_mask,,,90.73,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,1037.0,,,1299.0,,,2080.0,,,,,,,,,,961.0,0.81,0.77,1202.0,0.67,0.46,1869.0,0.09,0.12,0.72,0.65
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,numeric_feature,300,tdcc_consecutive_up_weeks,tdcc,"compare tdcc_consecutive_up_weeks between high-return, win, and failure groups",tdcc_consecutive_up_weeks,numeric_contrast_not_binary_mask,,,15.76,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,1037.0,,,1299.0,,,2080.0,,,,,,,,,,179.0,1.3,1.0,250.0,1.36,1.0,294.0,1.06,0.5,0.24,0.5
2026-07-14 13:56:58 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,including_unresolved_anomaly_candidates_primary,True,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,81585,5440,76145,7,blocked_pending_root_cause_anomaly_candidate_review,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,baseline,0,baseline_revenue_production_strong,baseline,strong monthly revenue baseline under the fixed D+20 close-only operation basis,,baseline_not_applicable,,4762,100.0,baseline_anchor,4762.0,1427.0,893.0,2442.0,29.97,18.75,51.28,2.94,-0.35,1137.0,23.88,1401.0,29.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14 13:56:58 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,including_unresolved_anomaly_candidates_primary,True,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,81585,5440,76145,7,blocked_pending_root_cause_anomaly_candidate_review,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,10,revenue_latest30_and_cumulative20,monthly_revenue,latest monthly revenue YoY >= 30% and cumulative monthly revenue YoY >= 20%,feature__revenue_latest30_and_cumulative20,distinct_observed_mask,,2319,48.7,mixed_or_low_discrimination_research_only,2319.0,719.0,390.0,1210.0,31.0,16.82,52.18,3.08,-0.55,586.0,25.27,721.0,31.09,1137.0,586.0,51.54,1427.0,719.0,50.39,2442.0,1210.0,49.55,1.99,1.03,0.9,0.14,-0.2,1.39,1.67,,,,,,,,,,,
2026-07-14 13:56:58 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,including_unresolved_anomaly_candidates_primary,True,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,81585,5440,76145,7,blocked_pending_root_cause_anomaly_candidate_review,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,20,revenue_latest50_and_cumulative30,monthly_revenue,latest monthly revenue YoY >= 50% and cumulative monthly revenue YoY >= 30%,feature__revenue_latest50_and_cumulative30,distinct_observed_mask,,1353,28.41,mixed_or_low_discrimination_research_only,1353.0,410.0,218.0,725.0,30.3,16.11,53.58,3.0,-0.88,342.0,25.28,448.0,33.11,1137.0,342.0,30.08,1427.0,410.0,28.73,2442.0,725.0,29.69,0.39,0.33,2.3,0.06,-0.53,1.4,3.69,,,,,,,,,,,
2026-07-14 13:56:58 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,including_unresolved_anomaly_candidates_primary,True,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,81585,5440,76145,7,blocked_pending_root_cause_anomaly_candidate_review,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,30,revenue_latest_yoy_ge100,monthly_revenue,latest monthly revenue YoY >= 100%,feature__revenue_latest_yoy_ge100,distinct_observed_mask,,860,18.06,failure_associated_risk_feature_candidate,860.0,221.0,147.0,492.0,25.7,17.09,57.21,1.65,-1.68,175.0,20.35,289.0,33.6,1137.0,175.0,15.39,1427.0,221.0,15.49,2442.0,492.0,20.15,-4.76,-4.27,5.93,-1.29,-1.33,-3.53,4.18,,,,,,,,,,,
2026-07-14 13:56:58 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,including_unresolved_anomaly_candidates_primary,True,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,81585,5440,76145,7,blocked_pending_root_cause_anomaly_candidate_review,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,40,revenue_latest_yoy_improving_2m,monthly_revenue,latest monthly revenue YoY improves for two consecutive available months,feature__revenue_latest_yoy_improving_2m,distinct_observed_mask,,1285,26.98,failure_associated_risk_feature_candidate,1285.0,370.0,231.0,684.0,28.79,17.98,53.23,2.4,-0.66,288.0,22.41,412.0,32.06,1137.0,288.0,25.33,1427.0,370.0,25.93,2442.0,684.0,28.01,-2.68,-1.18,1.95,-0.54,-0.31,-1.47,2.64,,,,,,,,,,,
