model_id,confirmation_model_id,overlay_model_id,research_id,source_research_id,research_variant_id,parameter_set_id,advisory_status,stock_id,stock_name,signal_date,comparison_status,selected_event_set_id,outcome_bucket,category_id,category_folder,chart_path,chart_path_absolute,baseline_present,variant_present,baseline_left_peak_date,variant_left_peak_date,baseline_left_low_date,variant_left_low_date,baseline_neckline_date,variant_neckline_date,baseline_right_low_date,variant_right_low_date,baseline_breakout_date,variant_breakout_date,baseline_signal_close,variant_signal_close,baseline_neckline_price,variant_neckline_price,baseline_a_mature,variant_a_mature,baseline_a_return_pct,variant_a_return_pct,baseline_tdcc_any_age7,variant_tdcc_any_age7,variant_left_anchor_rule_id,variant_left_anchor_rule_reason,manual_review_status,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,6550,北極星藥業-KY,20260112,baseline_only,baseline,pending_or_no_breakout,baseline_only_pending_or_no_breakout,06_b_pending,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/06_b_pending/20260112_6550_06.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\06_b_pending\20260112_6550_06.png,true,false,20250910,,20251121,,20251217,,20251226,,,,30.95,,33.9,,false,false,,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,1454,台富,20260113,baseline_only,baseline,pending_or_no_breakout,baseline_only_pending_or_no_breakout,06_b_pending,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/06_b_pending/20260113_1454_06.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\06_b_pending\20260113_1454_06.png,true,false,20251014,,20251216,,20251223,,20260108,,,,12.9,,13.6,,false,false,,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,2547,日勝生,20260113,baseline_only,baseline,loss,baseline_only_loss,05_b_loss,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/05_b_loss/20260113_2547_05.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\05_b_loss\20260113_2547_05.png,true,false,20250905,,20251020,,20251224,,20260106,,20260306,,10.95,,11.35,,true,false,-1.7857,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,4737,華廣,20260113,baseline_only,baseline,pending_or_no_breakout,baseline_only_pending_or_no_breakout,06_b_pending,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/06_b_pending/20260113_4737_06.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\06_b_pending\20260113_4737_06.png,true,false,20251013,,20251215,,20251230,,20260108,,,,54.4,,61.0,,false,false,,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,1515,力山,20260114,baseline_only,baseline,pending_or_no_breakout,baseline_only_pending_or_no_breakout,06_b_pending,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/06_b_pending/20260114_1515_06.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\06_b_pending\20260114_1515_06.png,true,false,20251112,,20251119,,20251210,,20260107,,,,27.65,,30.65,,false,false,,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,2362,藍天,20260114,baseline_only,baseline,pending_or_no_breakout,baseline_only_pending_or_no_breakout,06_b_pending,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/06_b_pending/20260114_2362_06.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\06_b_pending\20260114_2362_06.png,true,false,20250918,,20251105,,20251114,,20260109,,,,39.15,,44.0,,false,false,,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,2915,潤泰全,20260114,baseline_only,baseline,pending_or_no_breakout,baseline_only_pending_or_no_breakout,06_b_pending,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/06_b_pending/20260114_2915_06.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\06_b_pending\20260114_2915_06.png,true,false,20250811,,20251013,,20251224,,20260108,,,,53.1,,56.9,,false,false,,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,2929,淘帝-KY,20260115,baseline_only,baseline,pending_or_no_breakout,baseline_only_pending_or_no_breakout,06_b_pending,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/06_b_pending/20260115_2929_06.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\06_b_pending\20260115_2929_06.png,true,false,20251113,,20251218,,20251229,,20260106,,,,7.89,,8.26,,false,false,,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,6415,矽力*-KY,20260115,baseline_only,baseline,win,baseline_only_win,04_b_win,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/04_b_win/20260115_6415_04.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\04_b_win\20260115_6415_04.png,true,false,20250918,,20251124,,20251204,,20260102,,20260120,,211.0,,218.0,,true,false,13.8462,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,1447,力鵬,20260116,baseline_only,baseline,loss,baseline_only_loss,05_b_loss,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/05_b_loss/20260116_1447_05.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\05_b_loss\20260116_1447_05.png,true,false,20250919,,20251121,,20251204,,20260113,,20260127,,5.24,,5.76,,true,false,-2.0313,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,3312,弘憶股,20260116,baseline_only,baseline,pending_or_no_breakout,baseline_only_pending_or_no_breakout,06_b_pending,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/06_b_pending/20260116_3312_06.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\06_b_pending\20260116_3312_06.png,true,false,20250828,,20251107,,20251113,,20251121,,,,41.0,,42.8,,false,false,,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,4746,台耀,20260116,baseline_only,baseline,pending_or_no_breakout,baseline_only_pending_or_no_breakout,06_b_pending,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/06_b_pending/20260116_4746_06.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\06_b_pending\20260116_4746_06.png,true,false,20251118,,20251216,,20251223,,20260113,,,,60.6,,63.0,,false,false,,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,5907,大洋-KY,20260116,baseline_only,baseline,pending_or_no_breakout,baseline_only_pending_or_no_breakout,06_b_pending,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/06_b_pending/20260116_5907_06.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\06_b_pending\20260116_5907_06.png,true,false,20250910,,20251125,,20251204,,20260113,,,,5.6,,6.05,,false,false,,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,1589,永冠-KY,20260120,baseline_only,baseline,pending_or_no_breakout,baseline_only_pending_or_no_breakout,06_b_pending,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/06_b_pending/20260120_1589_06.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\06_b_pending\20260120_1589_06.png,true,false,20250930,,20251121,,20251215,,20260106,,,,18.2,,18.15,,false,false,,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,3164,景岳,20260123,baseline_only,baseline,pending_or_no_breakout,baseline_only_pending_or_no_breakout,06_b_pending,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/06_b_pending/20260123_3164_06.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\06_b_pending\20260123_3164_06.png,true,false,20250911,,20251107,,20251126,,20260107,,,,18.45,,19.75,,false,false,,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,2438,翔耀,20260126,baseline_only,baseline,pending_or_no_breakout,baseline_only_pending_or_no_breakout,06_b_pending,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/06_b_pending/20260126_2438_06.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\06_b_pending\20260126_2438_06.png,true,false,20251125,,20260102,,20260109,,20260115,,,,22.9,,22.9,,false,false,,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,3029,零壹,20260126,baseline_only,baseline,pending_or_no_breakout,baseline_only_pending_or_no_breakout,06_b_pending,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/06_b_pending/20260126_3029_06.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\06_b_pending\20260126_3029_06.png,true,false,20251201,,20251216,,20251229,,20260121,,,,114.5,,117.5,,false,false,,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,6742,澤米,20260126,baseline_only,baseline,pending_or_no_breakout,baseline_only_pending_or_no_breakout,06_b_pending,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/06_b_pending/20260126_6742_06.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\06_b_pending\20260126_6742_06.png,true,false,20251210,,20260109,,20260115,,20260121,,,,47.5,,50.4,,false,false,,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,2923,鼎固-KY,20260127,baseline_only,baseline,loss,baseline_only_loss,05_b_loss,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/05_b_loss/20260127_2923_05.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\05_b_loss\20260127_2923_05.png,true,false,20250904,,20251105,,20251212,,20260121,,20260211,,20.45,,22.3,,true,false,-16.4882,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,1439,雋揚,20260128,baseline_only,baseline,pending_or_no_breakout,baseline_only_pending_or_no_breakout,06_b_pending,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/06_b_pending/20260128_1439_06.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\06_b_pending\20260128_1439_06.png,true,false,20250904,,20251105,,20251218,,20260106,,,,29.75,,32.15,,false,false,,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_nearest_micro_anchor_chart_review,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_nearest_micro_anchor_chart_review_20260625,warning_research_variant_only,2024,志聯,20260130,baseline_only,baseline,pending_or_no_breakout,baseline_only_pending_or_no_breakout,06_b_pending,output/latest/research_backtest/w_bottom_nm_anchor_chart_review/06_b_pending/20260130_2024_06.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_nm_anchor_chart_review\06_b_pending\20260130_2024_06.png,true,false,20251106,,20251223,,20251231,,20260115,,,,16.3,,17.6,,false,false,,,false,,,,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 15:03:28 Asia/Taipei
