model_id,confirmation_model_id,overlay_model_id,research_id,source_research_id,research_variant_id,parameter_set_id,advisory_status,event_set_id,entry_timing_id,condition_set_id,condition_set_description,sample_size,mature_sample_size,win_count,win_rate_pct,avg_return_pct,median_return_pct,baseline_sample_size,baseline_mature_sample_size,baseline_win_rate_pct,baseline_avg_return_pct,baseline_median_return_pct,delta_sample_size_vs_baseline,delta_mature_sample_size_vs_baseline,sample_retention_rate_pct,delta_win_rate_pct_vs_baseline,delta_avg_return_pct_vs_baseline,delta_median_return_pct_vs_baseline,breakout_signal_count,post_confirmation_count,tdcc_any_age7_count,tdcc_any_age14_count,core_mainstream_count,hot_theme_count,bottom_quartile_count,low_level_count,mid_level_count,high_level_count,wv_multiple_turn_count,sharp_v_count,slope_break_count,smooth_count,avg_price_position_252_pct,median_price_position_252_pct,sample_warning,research_interpretation,revenue_catalyst_feature_status,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,non_mainstream,Taxonomy segment is non_mainstream.,975,89,17,19.1011,-0.8048,-2.9745,975,89,19.1011,-0.8048,-2.9745,0,0,100.0000,0.0000,0.0000,0.0000,91,58,3,3,0,5,638,310,27,0,521,79,227,148,21.7553,19.5876,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,non_mainstream,Taxonomy segment is non_mainstream.,771,71,18,25.3521,0.1023,-3.4188,975,89,19.1011,-0.8048,-2.9745,-204,-18,79.0769,6.2510,0.9071,-0.4443,73,49,3,3,0,4,521,237,13,0,384,91,165,131,20.7108,18.4397,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,hot_theme,Current taxonomy marks the stock as hot-theme.,120,19,9,47.3684,4.1589,0.0000,120,19,47.3684,4.1589,0.0000,0,0,100.0000,0.0000,0.0000,0.0000,19,16,0,0,115,120,61,51,8,0,79,9,21,11,25.4250,24.7223,directional_only_below_promotion_review_size,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,hot_theme,Current taxonomy marks the stock as hot-theme.,122,32,15,46.8750,6.0255,0.0000,120,19,47.3684,4.1589,0.0000,2,13,101.6667,-0.4934,1.8666,0.0000,32,27,0,0,118,122,65,43,14,0,74,11,23,14,25.9889,23.8379,medium_mature_sample_research_only,mixed_vs_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,core_mainstream_price_le_40,Core-mainstream plus price_position_252_pct <= 40.,839,97,37,38.1443,1.3154,-1.5342,839,97,38.1443,1.3154,-1.5342,0,0,100.0000,0.0000,0.0000,0.0000,99,72,0,0,839,98,600,239,0,0,540,80,134,81,19.2113,18.9189,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,core_mainstream_price_le_40,Core-mainstream plus price_position_252_pct <= 40.,795,115,55,47.8261,2.8613,0.0000,839,97,38.1443,1.3154,-1.5342,-44,18,94.7557,9.6818,1.5459,1.5342,119,89,0,0,795,97,569,226,0,0,438,77,144,136,19.1431,18.2109,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,hot_theme_price_le_40,Hot-theme plus price_position_252_pct <= 40.,100,15,6,40.0000,2.0054,-1.2500,100,15,40.0000,2.0054,-1.2500,0,0,100.0000,0.0000,0.0000,0.0000,15,12,0,0,98,100,61,39,0,0,65,9,17,9,20.6095,21.7475,directional_only_below_promotion_review_size,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,hot_theme_price_le_40,Hot-theme plus price_position_252_pct <= 40.,99,25,11,44.0000,4.6890,-0.4255,100,15,40.0000,2.0054,-1.2500,-1,10,99.0000,4.0000,2.6836,0.8245,25,22,0,0,97,99,65,34,0,0,58,11,18,12,20.0365,20.9497,directional_only_below_promotion_review_size,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,exclude_wv_multiple_turn,Exclude WV/WVV multiple-turn path category.,804,89,26,29.2135,0.3554,-2.5225,804,89,29.2135,0.3554,-2.5225,0,0,100.0000,0.0000,0.0000,0.0000,91,62,0,0,347,41,518,251,35,0,0,169,387,241,22.5128,20.0264,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,exclude_wv_multiple_turn,Exclude WV/WVV multiple-turn path category.,795,98,38,38.7755,2.5597,-1.4770,804,89,29.2135,0.3554,-2.5225,-9,9,98.8806,9.5620,2.2043,1.0454,101,75,1,2,406,48,531,237,27,0,0,178,332,285,21.0327,18.2292,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,price_le40_exclude_wv,price_position_252_pct <= 40 and exclude WV/WVV.,716,77,24,31.1688,0.7994,-2.4673,716,77,31.1688,0.7994,-2.4673,0,0,100.0000,0.0000,0.0000,0.0000,79,54,0,0,299,35,518,198,0,0,0,153,343,216,19.1600,18.4304,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,price_le40_exclude_wv,price_position_252_pct <= 40 and exclude WV/WVV.,720,86,36,41.8605,3.1947,-1.0524,716,77,31.1688,0.7994,-2.4673,4,9,100.5587,10.6916,2.3952,1.4149,89,67,1,1,357,41,531,189,0,0,0,164,296,260,18.0685,16.7636,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,core_mainstream_price_le40_exclude_wv,"Core-mainstream, price_position_252_pct <= 40, exclude WV/WVV.",299,41,18,43.9024,3.0264,-1.2500,299,41,43.9024,3.0264,-1.2500,0,0,100.0000,0.0000,0.0000,0.0000,42,31,0,0,299,34,205,94,0,0,0,80,134,81,19.8300,19.2913,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,core_mainstream_price_le40_exclude_wv,"Core-mainstream, price_position_252_pct <= 40, exclude WV/WVV.",357,57,31,54.3860,5.1225,1.9108,299,41,43.9024,3.0264,-1.2500,58,16,119.3980,10.4835,2.0961,3.1608,58,46,0,0,357,40,252,105,0,0,0,77,144,136,18.5741,16.6667,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,has_neckline_breakout,Only rows with later neckline breakout.,205,201,59,29.3532,0.1555,-2.7607,205,201,29.3532,0.1555,-2.7607,0,0,100.0000,0.0000,0.0000,0.0000,205,142,3,3,113,19,126,70,9,0,114,12,54,25,23.7732,22.0930,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,has_neckline_breakout,Only rows with later neckline breakout.,209,203,79,38.9163,1.6483,-1.5674,205,201,29.3532,0.1555,-2.7607,4,2,101.9512,9.5630,1.4928,1.1933,209,150,3,4,135,32,132,67,10,0,108,9,55,37,22.3754,20.2186,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,has_neckline_breakout_price_le40,Neckline breakout plus price_position_252_pct <= 40.,175,171,50,29.2398,0.1102,-2.7607,175,171,29.2398,0.1102,-2.7607,0,0,100.0000,0.0000,0.0000,0.0000,175,121,3,3,99,15,126,49,0,0,96,12,46,21,19.6069,19.6565,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,has_neckline_breakout_price_le40,Neckline breakout plus price_position_252_pct <= 40.,184,178,70,39.3258,1.6215,-1.6242,175,171,29.2398,0.1102,-2.7607,9,7,105.1429,10.0861,1.5113,1.1365,184,133,3,3,119,25,132,52,0,0,95,9,51,29,18.8513,17.9363,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,has_neckline_breakout_bottom_or_low,Neckline breakout plus bottom-or-low level.,196,192,56,29.1667,0.1690,-2.7619,196,192,29.1667,0.1690,-2.7619,0,0,100.0000,0.0000,0.0000,0.0000,196,135,3,3,109,17,126,70,0,0,110,12,52,22,22.3376,21.6906,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,has_neckline_breakout_bottom_or_low,Neckline breakout plus bottom-or-low level.,199,193,76,39.3782,1.7505,-1.5748,196,192,29.1667,0.1690,-2.7619,3,1,101.5306,10.2116,1.5814,1.1871,199,143,3,3,128,28,132,67,0,0,104,9,53,33,20.7694,19.4313,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,has_neckline_breakout_core_mainstream,Neckline breakout plus core-mainstream.,113,111,41,36.9369,0.9043,-1.9640,113,111,36.9369,0.9043,-1.9640,0,0,100.0000,0.0000,0.0000,0.0000,113,83,0,0,113,18,69,40,4,0,64,11,22,16,23.7387,22.9412,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,has_neckline_breakout_core_mainstream,Neckline breakout plus core-mainstream.,135,131,60,45.8015,2.4796,0.0000,113,111,36.9369,0.9043,-1.9640,22,20,119.4690,8.8646,1.5754,1.9640,135,100,0,1,135,30,85,43,7,0,68,8,33,26,22.3207,20.1087,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,has_neckline_breakout_core_mainstream_price_le40,"Neckline breakout, core-mainstream, price_position_252_pct <= 40.",99,97,37,38.1443,1.3154,-1.5342,99,97,38.1443,1.3154,-1.5342,0,0,100.0000,0.0000,0.0000,0.0000,99,72,0,0,99,15,69,30,0,0,57,11,19,12,20.4428,21.5789,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,has_neckline_breakout_core_mainstream_price_le40,"Neckline breakout, core-mainstream, price_position_252_pct <= 40.",119,115,55,47.8261,2.8613,0.0000,99,97,38.1443,1.3154,-1.5342,20,18,120.2020,9.6818,1.5459,1.5342,119,89,0,0,119,24,85,34,0,0,61,8,31,19,18.8319,16.6139,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,has_neckline_breakout_price_le40_exclude_wv,"Neckline breakout, price_position_252_pct <= 40, exclude WV/WVV.",79,77,24,31.1688,0.7994,-2.4673,79,77,31.1688,0.7994,-2.4673,0,0,100.0000,0.0000,0.0000,0.0000,79,54,0,0,42,8,56,23,0,0,0,12,46,21,19.3021,18.0432,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
