research_id,artifact_version,model_id,scenario_id,horizon_trading_days_after_signal,group_kind,group_value,group_overlap_policy,evidence_role,source_status,signal_event_count,valid_return_count,pending_or_invalid_count,right_censored_count,non_right_censored_invalid_count,win_count,neutral_count,loss_count,win_rate_pct,neutral_rate_pct,loss_rate_pct,average_return_pct,median_return_pct,minimum_return_pct,maximum_return_pct,high_return_threshold_pct,high_return_hit_count,high_return_hit_rate_pct,anomaly_candidate_count,unresolved_anomaly_candidate_count,same_stock_overlap_candidate_count,primary_metric_retains_unresolved_candidates,candidate_exclusion_sensitivity_valid_return_count,candidate_exclusion_sensitivity_excluded_candidate_count,candidate_exclusion_sensitivity_win_rate_pct,candidate_exclusion_sensitivity_average_return_pct,candidate_exclusion_sensitivity_median_return_pct,sensitivity_is_corrected_primary,sample_status,entry_rule_id,exit_rule_id,stop_rule_id,pit_replay_status,formal_operation_contract_defined,formal_use,approved_for_daily,production_selector_change,promotion_eligible,promotion_blocked,promotion_block_reason
tdcc_short_term_continuation_d5_d10_exact_edge_replay,tdcc_short_term_continuation_d5_d10_research_v1,tdcc_short_term_continuation_d5_d10,fixed_d10_close,10,rule_membership_overlap_labeled,all_thresholds_overheated_1w10_30_macd_hist_pos,memberships_overlap_do_not_sum_as_union,primary_exact_union_replay,canonical_sources_replayed_with_PIT_blocker,299,259,40,40,0,128,4,127,49.42084942084942,1.5444015444015444,49.034749034749034,1.7142826285698574,0.0,-42.602739726027394,59.442332065906214,10.0,69,26.640926640926644,60,60,65,True,199,60,45.7286432160804,-1.0235929563701023,-0.8917197452229297,False,descriptive_only,signal_close_confirmed_next_trading_day_open,signal_dplus_10_close,none_fixed_horizon_research,blocked_no_event_time_immutable_signal_packet,False,False,False,False,False,True,PIT_event_time_lineage_missing|formal_operation_contract_undefined|unresolved_anomaly_candidates_block_when_present
tdcc_short_term_continuation_d5_d10_exact_edge_replay,tdcc_short_term_continuation_d5_d10_research_v1,tdcc_short_term_continuation_d5_d10,fixed_d10_close,10,rule_membership_overlap_labeled,phase_overheated_bb_normal_2w20_50_tdcc1w,memberships_overlap_do_not_sum_as_union,primary_exact_union_replay,canonical_sources_replayed_with_PIT_blocker,29,27,2,2,0,14,0,13,51.85185185185185,0.0,48.148148148148145,2.0955241406931377,0.9815950920245342,-19.6078431372549,59.442332065906214,10.0,7,25.925925925925924,4,4,6,True,23,4,43.47826086956522,-3.420744498768024,-1.1461318051575908,False,descriptive_only,signal_close_confirmed_next_trading_day_open,signal_dplus_10_close,none_fixed_horizon_research,blocked_no_event_time_immutable_signal_packet,False,False,False,False,False,True,PIT_event_time_lineage_missing|formal_operation_contract_undefined|unresolved_anomaly_candidates_block_when_present
tdcc_short_term_continuation_d5_d10_exact_edge_replay,tdcc_short_term_continuation_d5_d10_research_v1,tdcc_short_term_continuation_d5_d10,fixed_d10_close,10,rule_membership_overlap_labeled,phase_overheated_kd_bull_not_hot_1w10_30_2w20_50,memberships_overlap_do_not_sum_as_union,primary_exact_union_replay,canonical_sources_replayed_with_PIT_blocker,178,164,14,14,0,85,2,77,51.829268292682926,1.2195121951219512,46.95121951219512,1.2631891382298954,1.092500689274889,-38.68131868131868,59.442332065906214,10.0,40,24.390243902439025,36,36,37,True,128,36,50.78125,-0.3937119507574653,0.8962029514176684,False,descriptive_only,signal_close_confirmed_next_trading_day_open,signal_dplus_10_close,none_fixed_horizon_research,blocked_no_event_time_immutable_signal_packet,False,False,False,False,False,True,PIT_event_time_lineage_missing|formal_operation_contract_undefined|unresolved_anomaly_candidates_block_when_present
tdcc_short_term_continuation_d5_d10_exact_edge_replay,tdcc_short_term_continuation_d5_d10_research_v1,tdcc_short_term_continuation_d5_d10,fixed_d5_close,5,chronological_third,early,mutually_exclusive_by_signal_date,primary_exact_union_replay,canonical_sources_replayed_with_PIT_blocker,100,100,0,0,0,63,1,36,63.0,1.0,36.0,5.279818968758369,3.765109745807227,-15.760111576011159,34.42028985507246,10.0,27,27.0,10,10,0,True,90,10,58.88888888888889,2.6957288471009733,2.4132371007370867,False,descriptive_only,signal_close_confirmed_next_trading_day_open,signal_dplus_5_close,none_fixed_horizon_research,blocked_no_event_time_immutable_signal_packet,False,False,False,False,False,True,PIT_event_time_lineage_missing|formal_operation_contract_undefined|unresolved_anomaly_candidates_block_when_present
tdcc_short_term_continuation_d5_d10_exact_edge_replay,tdcc_short_term_continuation_d5_d10_research_v1,tdcc_short_term_continuation_d5_d10,fixed_d5_close,5,chronological_third,middle,mutually_exclusive_by_signal_date,primary_exact_union_replay,canonical_sources_replayed_with_PIT_blocker,151,151,0,0,0,52,0,99,34.437086092715234,0.0,65.56291390728477,-1.831767510250785,-3.499327052489909,-33.400000000000006,47.08333333333334,10.0,23,15.2317880794702,17,17,6,True,134,17,30.597014925373134,-3.283478502887497,-3.7192622950819656,False,descriptive_only,signal_close_confirmed_next_trading_day_open,signal_dplus_5_close,none_fixed_horizon_research,blocked_no_event_time_immutable_signal_packet,False,False,False,False,False,True,PIT_event_time_lineage_missing|formal_operation_contract_undefined|unresolved_anomaly_candidates_block_when_present
tdcc_short_term_continuation_d5_d10_exact_edge_replay,tdcc_short_term_continuation_d5_d10_research_v1,tdcc_short_term_continuation_d5_d10,fixed_d5_close,5,chronological_third,recent,mutually_exclusive_by_signal_date,primary_exact_union_replay,canonical_sources_replayed_with_PIT_blocker,84,56,28,28,0,25,0,31,44.642857142857146,0.0,55.35714285714286,-0.8996073520049508,-1.2907097031787385,-26.170212765957444,27.07423580786028,10.0,9,16.071428571428573,5,5,0,True,51,5,43.13725490196079,-1.4099059358277748,-1.5698587127158548,False,descriptive_only,signal_close_confirmed_next_trading_day_open,signal_dplus_5_close,none_fixed_horizon_research,blocked_no_event_time_immutable_signal_packet,False,False,False,False,False,True,PIT_event_time_lineage_missing|formal_operation_contract_undefined|unresolved_anomaly_candidates_block_when_present
tdcc_short_term_continuation_d5_d10_exact_edge_replay,tdcc_short_term_continuation_d5_d10_research_v1,tdcc_short_term_continuation_d5_d10,fixed_d5_close,5,market_regime,correction,mutually_exclusive_source_label,primary_exact_union_replay,canonical_sources_replayed_with_PIT_blocker,29,29,0,0,0,14,0,15,48.275862068965516,0.0,51.724137931034484,0.6255593734661772,-2.0460358056266004,-32.68292682926829,36.142625607779564,10.0,7,24.137931034482758,9,9,2,True,20,9,45.0,-1.3877046251738547,-2.7726814290582547,False,descriptive_only,signal_close_confirmed_next_trading_day_open,signal_dplus_5_close,none_fixed_horizon_research,blocked_no_event_time_immutable_signal_packet,False,False,False,False,False,True,PIT_event_time_lineage_missing|formal_operation_contract_undefined|unresolved_anomaly_candidates_block_when_present
tdcc_short_term_continuation_d5_d10_exact_edge_replay,tdcc_short_term_continuation_d5_d10_research_v1,tdcc_short_term_continuation_d5_d10,fixed_d5_close,5,market_regime,high_risk,mutually_exclusive_source_label,primary_exact_union_replay,canonical_sources_replayed_with_PIT_blocker,15,15,0,0,0,7,0,8,46.666666666666664,0.0,53.333333333333336,-1.3344945025124126,-1.5698587127158548,-26.170212765957444,20.30075187969924,10.0,2,13.333333333333334,3,3,0,True,12,3,50.0,0.5106361583127595,-0.6887755102040816,False,descriptive_only,signal_close_confirmed_next_trading_day_open,signal_dplus_5_close,none_fixed_horizon_research,blocked_no_event_time_immutable_signal_packet,False,False,False,False,False,True,PIT_event_time_lineage_missing|formal_operation_contract_undefined|unresolved_anomaly_candidates_block_when_present
tdcc_short_term_continuation_d5_d10_exact_edge_replay,tdcc_short_term_continuation_d5_d10_research_v1,tdcc_short_term_continuation_d5_d10,fixed_d5_close,5,market_regime,mild_bull,mutually_exclusive_source_label,primary_exact_union_replay,canonical_sources_replayed_with_PIT_blocker,31,31,0,0,0,11,0,20,35.483870967741936,0.0,64.51612903225806,-4.629078744251485,-3.8379530916844318,-33.400000000000006,27.07423580786028,10.0,5,16.129032258064516,3,3,2,True,28,3,35.714285714285715,-4.165945707120155,-3.7939765458422148,False,descriptive_only,signal_close_confirmed_next_trading_day_open,signal_dplus_5_close,none_fixed_horizon_research,blocked_no_event_time_immutable_signal_packet,False,False,False,False,False,True,PIT_event_time_lineage_missing|formal_operation_contract_undefined|unresolved_anomaly_candidates_block_when_present
tdcc_short_term_continuation_d5_d10_exact_edge_replay,tdcc_short_term_continuation_d5_d10_research_v1,tdcc_short_term_continuation_d5_d10,fixed_d5_close,5,market_regime,range_bound,mutually_exclusive_source_label,primary_exact_union_replay,canonical_sources_replayed_with_PIT_blocker,24,14,10,10,0,7,0,7,50.0,0.0,50.0,0.9596502253891285,2.0417867717708815,-17.200000000000003,20.598006644518275,10.0,3,21.428571428571427,1,1,0,True,13,1,46.15384615384615,-0.5509925760823443,-0.7853403141361293,False,descriptive_only,signal_close_confirmed_next_trading_day_open,signal_dplus_5_close,none_fixed_horizon_research,blocked_no_event_time_immutable_signal_packet,False,False,False,False,False,True,PIT_event_time_lineage_missing|formal_operation_contract_undefined|unresolved_anomaly_candidates_block_when_present
tdcc_short_term_continuation_d5_d10_exact_edge_replay,tdcc_short_term_continuation_d5_d10_research_v1,tdcc_short_term_continuation_d5_d10,fixed_d5_close,5,market_regime,strong_bull,mutually_exclusive_source_label,primary_exact_union_replay,canonical_sources_replayed_with_PIT_blocker,236,218,18,18,0,101,1,116,46.330275229357795,0.45871559633027525,53.21100917431193,1.527291397886267,-0.8380018674136291,-19.999999999999996,47.08333333333334,10.0,42,19.26605504587156,16,16,2,True,202,16,42.07920792079208,-0.6130687325885873,-1.826236852843438,False,descriptive_only,signal_close_confirmed_next_trading_day_open,signal_dplus_5_close,none_fixed_horizon_research,blocked_no_event_time_immutable_signal_packet,False,False,False,False,False,True,PIT_event_time_lineage_missing|formal_operation_contract_undefined|unresolved_anomaly_candidates_block_when_present
tdcc_short_term_continuation_d5_d10_exact_edge_replay,tdcc_short_term_continuation_d5_d10_research_v1,tdcc_short_term_continuation_d5_d10,fixed_d5_close,5,overall_union,all,deduplicated_signal_date_stock_union,primary_exact_union_replay,canonical_sources_replayed_with_PIT_blocker,335,307,28,28,0,140,1,166,45.60260586319218,0.32573289902280134,54.071661237785015,0.6547458993996448,-1.1204481792717047,-33.400000000000006,47.08333333333334,10.0,59,19.218241042345277,32,32,6,True,275,32,42.18181818181818,-0.979184457727467,-1.9685039370078705,False,descriptive_only,signal_close_confirmed_next_trading_day_open,signal_dplus_5_close,none_fixed_horizon_research,blocked_no_event_time_immutable_signal_packet,False,False,False,False,False,True,PIT_event_time_lineage_missing|formal_operation_contract_undefined|unresolved_anomaly_candidates_block_when_present
tdcc_short_term_continuation_d5_d10_exact_edge_replay,tdcc_short_term_continuation_d5_d10_research_v1,tdcc_short_term_continuation_d5_d10,fixed_d5_close,5,published_snapshot_supplementary,all_target_published_rows,daily_published_rows_not_selector_union_events,supplementary_published_snapshot,present_supplementary_unverified_selector_population,294,220,74,0,74,91,3,126,41.36363636363637,1.3636363636363635,57.27272727272727,-1.273082727272727,-2.39945,-25.4902,41.2048,10.0,29,13.18181818181818,11,11,0,False,209,11,40.19138755980861,-1.9191535885167468,-2.5316,False,descriptive_only,signal_close_confirmed_next_trading_day_open,signal_dplus_5_close,none_fixed_horizon_research,blocked_no_event_time_immutable_signal_packet,False,False,False,False,False,True,PIT_event_time_lineage_missing|formal_operation_contract_undefined|unresolved_anomaly_candidates_block_when_present
tdcc_short_term_continuation_d5_d10_exact_edge_replay,tdcc_short_term_continuation_d5_d10_research_v1,tdcc_short_term_continuation_d5_d10,fixed_d5_close,5,rule_membership_overlap_labeled,all_thresholds_overheated_1w10_30_macd_hist_pos,memberships_overlap_do_not_sum_as_union,primary_exact_union_replay,canonical_sources_replayed_with_PIT_blocker,299,272,27,27,0,127,0,145,46.69117647058824,0.0,53.30882352941176,0.8547897422477855,-0.78949555389346,-33.400000000000006,47.08333333333334,10.0,52,19.11764705882353,28,28,6,True,244,28,43.0327868852459,-0.896871183724976,-1.8653092372263924,False,descriptive_only,signal_close_confirmed_next_trading_day_open,signal_dplus_5_close,none_fixed_horizon_research,blocked_no_event_time_immutable_signal_packet,False,False,False,False,False,True,PIT_event_time_lineage_missing|formal_operation_contract_undefined|unresolved_anomaly_candidates_block_when_present
tdcc_short_term_continuation_d5_d10_exact_edge_replay,tdcc_short_term_continuation_d5_d10_research_v1,tdcc_short_term_continuation_d5_d10,fixed_d5_close,5,rule_membership_overlap_labeled,phase_overheated_bb_normal_2w20_50_tdcc1w,memberships_overlap_do_not_sum_as_union,primary_exact_union_replay,canonical_sources_replayed_with_PIT_blocker,29,28,1,1,0,9,0,19,32.142857142857146,0.0,67.85714285714286,-1.0910619633589438,-3.002131091336935,-19.999999999999996,26.203208556149725,10.0,7,25.0,2,2,1,True,26,2,26.923076923076923,-3.0237652037957266,-3.33295995036878,False,descriptive_only,signal_close_confirmed_next_trading_day_open,signal_dplus_5_close,none_fixed_horizon_research,blocked_no_event_time_immutable_signal_packet,False,False,False,False,False,True,PIT_event_time_lineage_missing|formal_operation_contract_undefined|unresolved_anomaly_candidates_block_when_present
tdcc_short_term_continuation_d5_d10_exact_edge_replay,tdcc_short_term_continuation_d5_d10_research_v1,tdcc_short_term_continuation_d5_d10,fixed_d5_close,5,rule_membership_overlap_labeled,phase_overheated_kd_bull_not_hot_1w10_30_2w20_50,memberships_overlap_do_not_sum_as_union,primary_exact_union_replay,canonical_sources_replayed_with_PIT_blocker,178,169,9,9,0,77,1,91,45.562130177514796,0.591715976331361,53.84615384615385,0.38576549104754426,-1.0115606936416222,-32.68292682926829,36.142625607779564,10.0,32,18.93491124260355,18,18,5,True,151,18,42.384105960264904,-1.1534028163169296,-1.9685039370078705,False,descriptive_only,signal_close_confirmed_next_trading_day_open,signal_dplus_5_close,none_fixed_horizon_research,blocked_no_event_time_immutable_signal_packet,False,False,False,False,False,True,PIT_event_time_lineage_missing|formal_operation_contract_undefined|unresolved_anomaly_candidates_block_when_present
