generated_at,model_id,model_name_zh,research_artifact_id,research_baseline_parameter_set_id,research_baseline_status,fixed_operation_module_candidate_id,feature_filter_id,feature_family,feature_rule,feature_test_status,data_status,entry_rule_id,buy_point_rule,target_rule,target_lookback_days,stop_rule_id,stop_reference_id,stop_reference_name,stop_buffer_pct,stop_consecutive_days,stop_rule,exit_rule,win_definition,neutral_definition,failure_definition,same_day_rule,holding_window_days,selected_stock_days,selected_unique_stocks,advisory_status,approved_for_daily,promotion_readiness,promotion_blocker,mature_count,win_count,neutral_count,failure_count,same_day_unresolved_count,win_rate_pct,neutral_rate_pct,failure_rate_pct,same_day_unresolved_rate_pct,avg_d20_close_return_pct,median_d20_close_return_pct,avg_realized_return_pct,avg_win_realized_return_pct,avg_failure_realized_return_pct,avg_neutral_realized_return_pct,avg_realized_or_d20_days,avg_days_to_win,avg_days_to_failure,delta_vs_baseline_win_rate_pct,delta_vs_baseline_failure_rate_pct,delta_vs_baseline_avg_realized_return_pct,delta_vs_baseline_avg_realized_or_d20_days,selected_share_of_baseline_pct,mature_share_of_baseline_pct
2026-07-04 14:35:49 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_feature_confirmation_research,production_current_proxy,production_proxy,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,tdcc_high_thresholds_up,chip,large-holder TDCC high thresholds increased,tested_point_in_time,available_point_in_time_research_frame,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,20,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,4.0,4,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,27226,1535,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,15418,7958,1876,5584,0,51.61,12.17,36.22,0.0,2.92,0.9,1.46,6.06,-5.59,2.96,11.21,6.99,14.26,10.15,-9.47,1.08,-1.25,8.94,5.78
2026-07-04 14:35:49 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_feature_confirmation_research,production_current_proxy,production_proxy,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,tdcc_all_thresholds_up,chip,all TDCC holder thresholds increased together,tested_point_in_time,available_point_in_time_research_frame,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,20,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,4.0,4,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,14776,1189,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,8417,4384,973,3060,0,52.09,11.56,36.35,0.0,2.52,0.6,1.26,5.54,-5.36,2.78,11.09,6.59,14.71,10.63,-9.34,0.88,-1.37,4.85,3.15
2026-07-04 14:35:49 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_feature_confirmation_research,production_current_proxy,production_proxy,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,return20_0_25,risk_control,20d return is between 0% and 25% to avoid deeply weak or excessively extended names,tested_point_in_time,available_point_in_time_research_frame,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,20,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,4.0,4,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,119476,1969,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,104252,59718,7631,36903,0,57.28,7.32,35.4,0.0,2.26,-0.47,0.38,4.32,-6.48,2.79,10.86,5.96,16.91,15.82,-10.29,0.0,-1.6,39.23,39.06
2026-07-04 14:35:49 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_feature_confirmation_research,production_current_proxy,production_proxy,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,pattern45_bull_pullback,price_structure,"45d return >=8%, 45d range width >=18%, and signal close sits in the 35%-80% zone of the prior 45d range",tested_point_in_time,computed_from_point_in_time_price_history,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,20,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,4.0,4,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,32700,1425,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26790,11713,2703,12374,0,43.72,10.09,46.19,0.0,4.29,-0.35,1.13,10.49,-8.5,4.63,12.25,7.67,14.88,2.26,0.5,0.75,-0.21,10.74,10.04
2026-07-04 14:35:49 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_feature_confirmation_research,production_current_proxy,production_proxy,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,tdcc_high_thresholds_up_return20_0_25,combo_chip_risk_control,large-holder TDCC high thresholds increased and 20d return is between 0% and 25%,tested_point_in_time,available_point_in_time_research_frame,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,20,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,4.0,4,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,12633,1331,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,6198,4161,317,1720,0,67.13,5.11,27.75,0.0,2.88,0.49,1.09,4.34,-7.03,2.4,9.44,5.64,16.67,25.67,-17.94,0.71,-3.02,4.15,2.32
2026-07-04 14:35:49 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_feature_confirmation_research,production_current_proxy,production_proxy,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,tdcc_consecutive_up_ge1_return20_0_25,combo_chip_risk_control,TDCC consecutive up weeks >=1 and 20d return is between 0% and 25%,tested_point_in_time,available_point_in_time_research_frame,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,20,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,4.0,4,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,16657,1581,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,7975,5273,419,2283,0,66.12,5.25,28.63,0.0,2.78,0.44,1.03,4.51,-7.26,2.44,9.45,5.6,16.39,24.66,-17.06,0.65,-3.01,5.47,2.99
2026-07-04 14:35:49 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_feature_confirmation_research,production_current_proxy,production_proxy,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,tdcc_high_thresholds_up_obv_above_ma20,combo_chip_technical_volume,large-holder TDCC high thresholds increased and OBV above OBV MA20,tested_point_in_time,available_point_in_time_research_frame,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,20,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,4.0,4,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,12588,1324,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,6362,4120,352,1890,0,64.76,5.53,29.71,0.0,2.99,0.38,1.11,4.47,-6.48,2.51,9.74,5.79,16.43,23.3,-15.98,0.73,-2.72,4.13,2.38
2026-07-04 14:35:49 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_feature_confirmation_research,production_current_proxy,production_proxy,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,tdcc_high_thresholds_up_macd_kd_confirm,combo_chip_technical,large-holder TDCC high thresholds increased plus MACD/KD confirmation,tested_point_in_time,available_point_in_time_research_frame,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,20,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,4.0,4,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,6842,1081,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,4279,2828,282,1169,0,66.09,6.59,27.32,0.0,2.51,0.71,1.15,3.94,-6.02,2.92,9.63,5.86,16.24,24.63,-18.37,0.77,-2.83,2.25,1.6
2026-07-04 14:35:49 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_feature_confirmation_research,production_current_proxy,production_proxy,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,tdcc_high_thresholds_up_return20_0_25_obv_above_ma20,combo_chip_risk_control_technical_volume,"large-holder TDCC high thresholds increased, 20d return is between 0% and 25%, and OBV above OBV MA20",tested_point_in_time,available_point_in_time_research_frame,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,20,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,4.0,4,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,8795,1128,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,4392,3083,184,1125,0,70.2,4.19,25.61,0.0,3.16,0.42,1.02,3.75,-6.68,2.47,8.89,5.19,17.23,28.74,-20.08,0.64,-3.57,2.89,1.65
2026-07-04 14:35:49 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_feature_confirmation_research,production_current_proxy,production_proxy,next_open_prev20_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,theme_context_available,theme_context,signal-date point-in-time daily theme context row is available from the background panel,tested_point_in_time,joined_from_daily_model_signal_background_feature_panel_coverage_limited,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date.,Win if first intraday high breaks above signal-day previous 20-day high before stop through D+20.,20,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,4.0,4,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 20-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,2625,713,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,0,0,0,0,0,,,,,,,,,,,,,,,,,,0.86,0.0
