model_id,research_id,source_research_id,research_variant_id,parameter_set_id,advisory_status,candidate_set_id,candidate_set_family,neckline_gap_min_pct,neckline_gap_max_pct,right_rebound_min_pct,right_rebound_max_pct,second_arc_volume_ratio_min,sample_size,unique_stocks,w_shape_completed_count,w_shape_completed_rate,neckline_volume_breakout_count,neckline_volume_breakout_rate,right_low_failed_count,right_low_failed_rate,too_near_neckline_count,too_near_neckline_rate,completed_without_volume_breakout_count,completed_without_volume_breakout_rate,late_completion_count,late_completion_rate,no_completion_count,no_completion_rate,future_window_incomplete_count,future_window_incomplete_rate,review_score,sample_status,interpretation,approved_for_daily,generated_at
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_15_rebound_3_12_vol_2_0,combined_grid,2.0,15.0,3.0,12.0,2.0,57,44,17,29.8246,4,7.0175,21,36.8421,0,0.0,13,22.807,7,12.2807,9,15.7895,3,5.2632,0.0877,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_15_rebound_3_15_vol_1_2,combined_grid,2.0,15.0,3.0,15.0,1.2,325,218,130,40.0,40,12.3077,94,28.9231,8,2.4615,82,25.2308,52,16.0,26,8.0,23,7.0769,8.9539,broad_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_15_rebound_3_15_vol_1_5,combined_grid,2.0,15.0,3.0,15.0,1.5,154,119,59,38.3117,18,11.6883,51,33.1169,4,2.5974,37,24.026,18,11.6883,16,10.3896,10,6.4935,6.461,medium_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_15_rebound_3_15_vol_2_0,combined_grid,2.0,15.0,3.0,15.0,2.0,61,46,20,32.7869,4,6.5574,21,34.4262,2,3.2787,14,22.9508,8,13.1148,9,14.7541,3,4.918,-0.5737,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_15_rebound_5_12_vol_1_2,combined_grid,2.0,15.0,5.0,12.0,1.2,127,111,54,42.5197,14,11.0236,25,19.685,4,3.1496,36,28.3465,24,18.8976,12,9.4488,12,9.4488,11.063,medium_sample,mixed_needs_chart_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_15_rebound_5_12_vol_1_5,combined_grid,2.0,15.0,5.0,12.0,1.5,56,50,19,33.9286,4,7.1429,16,28.5714,0,0.0,15,26.7857,9,16.0714,9,16.0714,3,5.3571,3.9286,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_15_rebound_5_12_vol_2_0,combined_grid,2.0,15.0,5.0,12.0,2.0,26,23,5,19.2308,1,3.8462,7,26.9231,0,0.0,4,15.3846,6,23.0769,7,26.9231,1,3.8462,-1.7307,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_15_rebound_5_15_vol_1_2,combined_grid,2.0,15.0,5.0,15.0,1.2,143,123,64,44.7552,16,11.1888,26,18.1818,7,4.8951,41,28.6713,28,19.5804,13,9.0909,12,8.3916,11.3287,medium_sample,mixed_needs_chart_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_15_rebound_5_15_vol_1_5,combined_grid,2.0,15.0,5.0,15.0,1.5,65,57,25,38.4615,5,7.6923,17,26.1538,3,4.6154,17,26.1538,11,16.9231,9,13.8462,3,4.6154,3.9231,thin_but_reviewable,breakout_conversion_weaker_than_baseline,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_15_rebound_5_15_vol_2_0,combined_grid,2.0,15.0,5.0,15.0,2.0,30,25,8,26.6667,1,3.3333,7,23.3333,2,6.6667,5,16.6667,7,23.3333,7,23.3333,1,3.3333,-2.8334,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_15_rebound_7_12_vol_1_2,combined_grid,2.0,15.0,7.0,12.0,1.2,62,58,21,33.871,9,14.5161,12,19.3548,2,3.2258,10,16.129,15,24.1935,7,11.2903,7,11.2903,12.9032,thin_but_reviewable,mixed_needs_chart_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_15_rebound_7_12_vol_1_5,combined_grid,2.0,15.0,7.0,12.0,1.5,29,28,10,34.4828,4,13.7931,9,31.0345,0,0.0,6,20.6897,4,13.7931,5,17.2414,1,3.4483,9.8276,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_15_rebound_7_12_vol_2_0,combined_grid,2.0,15.0,7.0,12.0,2.0,14,14,3,21.4286,1,7.1429,4,28.5714,0,0.0,2,14.2857,4,28.5714,3,21.4286,0,0.0,1.4286,too_small,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_15_rebound_7_15_vol_1_2,combined_grid,2.0,15.0,7.0,15.0,1.2,78,71,31,39.7436,11,14.1026,13,16.6667,5,6.4103,15,19.2308,19,24.359,8,10.2564,7,8.9744,13.0128,thin_but_reviewable,mixed_needs_chart_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_15_rebound_7_15_vol_1_5,combined_grid,2.0,15.0,7.0,15.0,1.5,38,35,16,42.1053,5,13.1579,10,26.3158,3,7.8947,8,21.0526,6,15.7895,5,13.1579,1,2.6316,8.4211,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_15_rebound_7_15_vol_2_0,combined_grid,2.0,15.0,7.0,15.0,2.0,18,16,6,33.3333,1,5.5556,4,22.2222,2,11.1111,3,16.6667,5,27.7778,3,16.6667,0,0.0,-1.1111,too_small,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_20_rebound_3_12_vol_1_2,combined_grid,2.0,20.0,3.0,12.0,1.2,357,237,124,34.7339,42,11.7647,117,32.7731,5,1.4006,77,21.5686,54,15.1261,35,9.8039,27,7.563,6.5406,broad_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_20_rebound_3_12_vol_1_5,combined_grid,2.0,20.0,3.0,12.0,1.5,167,130,55,32.9341,19,11.3772,63,37.7246,1,0.5988,35,20.9581,18,10.7784,20,11.976,11,6.5868,4.461,medium_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_20_rebound_3_12_vol_2_0,combined_grid,2.0,20.0,3.0,12.0,2.0,63,50,17,26.9841,4,6.3492,26,41.2698,0,0.0,13,20.6349,7,11.1111,10,15.873,3,4.7619,-2.6984,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_20_rebound_3_15_vol_1_2,combined_grid,2.0,20.0,3.0,15.0,1.2,374,246,134,35.8289,44,11.7647,119,31.8182,8,2.139,82,21.9251,58,15.508,36,9.6257,27,7.2193,6.7246,broad_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_20_rebound_3_15_vol_1_5,combined_grid,2.0,20.0,3.0,15.0,1.5,177,136,61,34.4633,20,11.2994,65,36.7232,4,2.2599,37,20.904,20,11.2994,20,11.2994,11,6.2147,4.209,medium_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_20_rebound_3_15_vol_2_0,combined_grid,2.0,20.0,3.0,15.0,2.0,67,52,20,29.8507,4,5.9701,26,38.806,2,2.9851,14,20.8955,8,11.9403,10,14.9254,3,4.4776,-3.1344,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_20_rebound_5_12_vol_1_2,combined_grid,2.0,20.0,5.0,12.0,1.2,144,125,57,39.5833,17,11.8056,32,22.2222,4,2.7778,36,25.0,25,17.3611,16,11.1111,14,9.7222,10.5556,medium_sample,mixed_needs_chart_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_20_rebound_5_12_vol_1_5,combined_grid,2.0,20.0,5.0,12.0,1.5,64,57,21,32.8125,6,9.375,19,29.6875,0,0.0,15,23.4375,9,14.0625,12,18.75,3,4.6875,5.5469,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_20_rebound_5_12_vol_2_0,combined_grid,2.0,20.0,5.0,12.0,2.0,28,25,5,17.8571,1,3.5714,8,28.5714,0,0.0,4,14.2857,6,21.4286,8,28.5714,1,3.5714,-2.8572,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_20_rebound_5_15_vol_1_2,combined_grid,2.0,20.0,5.0,15.0,1.2,161,138,67,41.6149,19,11.8012,34,21.118,7,4.3478,41,25.4658,29,18.0124,17,10.559,14,8.6957,10.559,medium_sample,mixed_needs_chart_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_20_rebound_5_15_vol_1_5,combined_grid,2.0,20.0,5.0,15.0,1.5,74,65,27,36.4865,7,9.4595,21,28.3784,3,4.0541,17,22.973,11,14.8649,12,16.2162,3,4.0541,4.7973,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_20_rebound_5_15_vol_2_0,combined_grid,2.0,20.0,5.0,15.0,2.0,32,27,8,25.0,1,3.125,8,25.0,2,6.25,5,15.625,7,21.875,8,25.0,1,3.125,-3.75,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_20_rebound_7_12_vol_1_2,combined_grid,2.0,20.0,7.0,12.0,1.2,68,64,23,33.8235,11,16.1765,14,20.5882,2,2.9412,10,14.7059,15,22.0588,9,13.2353,7,10.2941,14.2647,thin_but_reviewable,promising_for_manual_shape_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_20_rebound_7_12_vol_1_5,combined_grid,2.0,20.0,7.0,12.0,1.5,33,32,11,33.3333,5,15.1515,11,33.3333,0,0.0,6,18.1818,4,12.1212,6,18.1818,1,3.0303,10.1515,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_20_rebound_7_12_vol_2_0,combined_grid,2.0,20.0,7.0,12.0,2.0,15,15,3,20.0,1,6.6667,5,33.3333,0,0.0,2,13.3333,4,26.6667,3,20.0,0,0.0,-1.0,too_small,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_20_rebound_7_15_vol_1_2,combined_grid,2.0,20.0,7.0,15.0,1.2,85,78,33,38.8235,13,15.2941,16,18.8235,5,5.8824,15,17.6471,19,22.3529,10,11.7647,7,8.2353,13.5294,thin_but_reviewable,mixed_needs_chart_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_20_rebound_7_15_vol_1_5,combined_grid,2.0,20.0,7.0,15.0,1.5,43,40,17,39.5349,6,13.9535,13,30.2326,3,6.9767,8,18.6047,6,13.9535,6,13.9535,1,2.3256,7.7907,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_20_rebound_7_15_vol_2_0,combined_grid,2.0,20.0,7.0,15.0,2.0,19,17,6,31.5789,1,5.2632,5,26.3158,2,10.5263,3,15.7895,5,26.3158,3,15.7895,0,0.0,-2.8947,too_small,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_30_rebound_3_12_vol_1_2,combined_grid,2.0,30.0,3.0,12.0,1.2,369,245,125,33.8753,42,11.3821,124,33.6043,5,1.355,78,21.1382,54,14.6341,37,10.0271,29,7.8591,5.7182,broad_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_30_rebound_3_12_vol_1_5,combined_grid,2.0,30.0,3.0,12.0,1.5,174,135,56,32.1839,19,10.9195,67,38.5057,1,0.5747,36,20.6897,18,10.3448,21,12.069,12,6.8966,3.5919,medium_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_30_rebound_3_12_vol_2_0,combined_grid,2.0,30.0,3.0,12.0,2.0,64,51,17,26.5625,4,6.25,27,42.1875,0,0.0,13,20.3125,7,10.9375,10,15.625,3,4.6875,-3.2031,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_30_rebound_3_15_vol_1_2,combined_grid,2.0,30.0,3.0,15.0,1.2,387,254,135,34.8837,44,11.3695,127,32.8165,8,2.0672,83,21.447,58,14.9871,38,9.8191,29,7.4935,5.8269,broad_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_30_rebound_3_15_vol_1_5,combined_grid,2.0,30.0,3.0,15.0,1.5,184,140,62,33.6957,20,10.8696,69,37.5,4,2.1739,38,20.6522,20,10.8696,21,11.413,12,6.5217,3.3968,medium_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_30_rebound_3_15_vol_2_0,combined_grid,2.0,30.0,3.0,15.0,2.0,68,53,20,29.4118,4,5.8824,27,39.7059,2,2.9412,14,20.5882,8,11.7647,10,14.7059,3,4.4118,-3.6029,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_30_rebound_5_12_vol_1_2,combined_grid,2.0,30.0,5.0,12.0,1.2,148,128,58,39.1892,17,11.4865,34,22.973,4,2.7027,37,25.0,25,16.8919,17,11.4865,14,9.4595,9.9324,medium_sample,mixed_needs_chart_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_30_rebound_5_12_vol_1_5,combined_grid,2.0,30.0,5.0,12.0,1.5,67,59,22,32.8358,6,8.9552,20,29.8507,0,0.0,16,23.8806,9,13.4328,13,19.403,3,4.4776,5.0746,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_30_rebound_5_12_vol_2_0,combined_grid,2.0,30.0,5.0,12.0,2.0,28,25,5,17.8571,1,3.5714,8,28.5714,0,0.0,4,14.2857,6,21.4286,8,28.5714,1,3.5714,-2.8572,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_30_rebound_5_15_vol_1_2,combined_grid,2.0,30.0,5.0,15.0,1.2,166,142,68,40.9639,19,11.4458,37,22.2892,7,4.2169,42,25.3012,29,17.4699,18,10.8434,14,8.4337,9.7289,medium_sample,mixed_needs_chart_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_30_rebound_5_15_vol_1_5,combined_grid,2.0,30.0,5.0,15.0,1.5,77,67,28,36.3636,7,9.0909,22,28.5714,3,3.8961,18,23.3766,11,14.2857,13,16.8831,3,3.8961,4.4156,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_30_rebound_5_15_vol_2_0,combined_grid,2.0,30.0,5.0,15.0,2.0,32,27,8,25.0,1,3.125,8,25.0,2,6.25,5,15.625,7,21.875,8,25.0,1,3.125,-3.75,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
