research_id,source_research_id,source_parameter_set_id,research_variant_id,parameter_set_id,advisory_status,event_family_id,segment_id,stock_id,stock_name,signal_date,retest_date,retest_attack_date,retest_entry_date,reference_price,visual_pre_signal_context,visual_context_filter_result,visual_context_filter_reason,visible_context_start,visible_context_end,visual_pre_signal_sessions,visual_pre_signal_return_pct,visual_pre_signal_range_pct,base_age_sessions,support_pair_span_sessions,neckline_anchor_age_sessions,base_width_pct,low_position_120_pct,manual_review_status,approved_for_daily,production_readiness,generated_at
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2316,楠梓電,20250723,20250724,20250729,20250730,69.5000,bullish,pass,not_bearish_visual_pre_signal_context,20250304,20250722,95,39.7201,129.3729,44,8,1,65.0831,55.6309,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2867,三商壽,20250821,20250822,20250825,20250826,5.5000,bearish,excluded,bearish_visual_pre_signal_context,20250402,20250820,95,-14.1946,30.4979,51,24,16,10.3310,28.8538,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3481,群創,20250821,20250822,20250828,20250829,12.8500,bearish,excluded,bearish_visual_pre_signal_context,20250402,20250820,95,-19.4888,42.2727,57,20,2,10.3004,44.0367,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3704,合勤控,20250826,20250827,20250828,20250829,28.9000,mixed,pass,not_bearish_visual_pre_signal_context,20250409,20250825,95,8.6538,23.6893,46,17,16,11.6908,20.0000,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6706,惠特,20250918,20250919,20250926,20250930,76.9000,sideways_or_consolidation,pass,not_bearish_visual_pre_signal_context,20250429,20250917,95,2.0604,33.2756,59,37,1,28.5953,57.7657,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,4904,遠傳,20250930,20251001,20251002,20251003,87.2000,sideways_or_consolidation,pass,not_bearish_visual_pre_signal_context,20250509,20250926,95,0.0000,14.3742,54,17,1,7.7208,55.7971,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,4157,太景*-KY,20251203,20251204,20251205,20251208,10.8500,bearish,excluded,bearish_visual_pre_signal_context,20241211,20251202,95,-13.5021,37.1781,23,13,1,20.5556,41.4063,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3714,富采,20251231,20260102,20260105,20260106,34.8500,mixed,pass,not_bearish_visual_pre_signal_context,20250805,20251230,95,-7.3919,35.6209,39,23,12,7.6448,47.2477,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6147,頎邦,20260107,20260108,20260113,20260114,54.9000,bearish,excluded,bearish_visual_pre_signal_context,20250114,20260106,95,-13.3226,503.7549,34,28,3,6.3953,1.8831,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,8422,可寧衛*,20260107,20260108,20260109,20260112,34.5000,bearish,excluded,bearish_visual_pre_signal_context,20250731,20260106,95,-83.5492,1142.7184,33,14,3,62.3529,6.0748,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3051,力特,20260116,20260119,20260120,20260121,22.2000,mixed,pass,not_bearish_visual_pre_signal_context,20250820,20260115,95,-5.6156,35.9551,37,12,6,24.7191,55.9524,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3545,敦泰,20260119,20260120,20260126,20260127,55.3000,bearish,excluded,bearish_visual_pre_signal_context,20250821,20260116,95,-20.5706,49.4867,39,17,9,12.5127,33.6100,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2363,矽統,20260121,20260122,20260127,20260128,53.0000,mixed,pass,not_bearish_visual_pre_signal_context,20250825,20260120,95,-4.7794,44.6254,41,29,1,15.0923,52.7981,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3163,波若威,20260128,20260202,20260204,20260205,428.5000,bullish,pass,not_bearish_visual_pre_signal_context,20250213,20260127,95,152.6786,596.7742,58,12,17,98.8399,34.9762,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3230,錦明,20260211,20260223,20260302,20260303,40.5000,bearish,excluded,bearish_visual_pre_signal_context,20250227,20260210,95,-24.8039,133.1450,26,11,1,18.6813,43.8472,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6290,良維,20260224,20260304,20260305,20260306,202.0000,bullish,pass,not_bearish_visual_pre_signal_context,20250304,20260223,95,129.5082,332.7522,61,13,1,20.5970,50.1089,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3596,智易,20260226,20260302,20260305,20260306,195.0000,bearish,excluded,bearish_visual_pre_signal_context,20250925,20260225,95,-14.4495,34.1176,63,23,52,9.7046,33.3333,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,4908,前鼎,20260302,20260310,20260311,20260312,89.7000,mixed,pass,not_bearish_visual_pre_signal_context,20250307,20260226,95,-3.0067,252.9840,42,16,1,21.1344,15.5926,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2357,華碩,20260311,20260312,20260317,20260318,563.0000,bearish,excluded,bearish_visual_pre_signal_context,20251009,20260310,95,-21.5657,46.7347,45,18,40,8.2692,41.0480,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6197,佳必琪,20260311,20260312,20260313,20260316,162.5000,mixed,pass,not_bearish_visual_pre_signal_context,20251009,20260310,95,-3.9755,36.2205,45,40,39,17.5407,52.4476,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,4973,廣穎,20260312,20260313,20260316,20260317,58.8000,bullish,pass,not_bearish_visual_pre_signal_context,20250319,20260311,95,63.2893,494.5946,81,28,28,74.0933,24.2987,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6147,頎邦,20260312,20260313,20260317,20260318,60.0000,bearish,excluded,bearish_visual_pre_signal_context,20250319,20260311,95,-16.2896,508.5657,49,33,29,14.7228,4.2303,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6173,信昌電,20260415,20260416,20260417,20260420,74.9000,bullish,pass,not_bearish_visual_pre_signal_context,20251117,20260414,95,14.5312,41.3005,38,24,32,25.8824,18.9203,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6175,立敦,20260415,20260416,20260417,20260420,59.6000,bullish,pass,not_bearish_visual_pre_signal_context,20251117,20260414,95,23.8822,48.0841,41,30,1,33.7823,31.6602,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,8358,金居,20260415,20260416,20260417,20260420,318.5000,bullish,pass,not_bearish_visual_pre_signal_context,20251117,20260414,95,36.8764,50.9479,88,78,32,43.9548,50.6472,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3013,晟銘電,20260417,20260420,20260422,20260423,111.0000,bearish,excluded,bearish_visual_pre_signal_context,20251119,20260416,95,-12.5000,58.6592,26,13,12,22.2467,36.7521,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6488,環球晶,20260421,20260423,20260427,20260428,555.0000,bullish,pass,not_bearish_visual_pre_signal_context,20251121,20260420,95,60.1744,66.6667,62,33,1,30.8191,39.9856,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6016,康和證,20260424,20260427,20260504,20260505,18.2500,bullish,pass,not_bearish_visual_pre_signal_context,20251126,20260423,95,42.1260,44.2688,52,36,1,13.8846,37.6093,pending_user_chart_review,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
