date,twse_rows,tpex_rows,total_rows,valid,reason
20260308,0,5573,1115,False,TWSE rows too low: 0
20260307,0,5573,1115,False,TWSE rows too low: 0
20260306,1072,5573,2187,True,valid
20260305,1071,5573,2186,True,valid
20260304,0,5573,1115,False,TWSE rows too low: 0
20260303,1072,5573,2187,True,valid
20260302,1071,5573,2186,True,valid
20260301,0,5573,1115,False,TWSE rows too low: 0
20260228,0,5573,1115,False,TWSE rows too low: 0
20260227,0,5573,1115,False,TWSE rows too low: 0
20260226,1071,5573,2186,True,valid
20260225,1072,5573,2187,True,valid
20260224,1071,5573,2186,True,valid
20260223,1072,5573,2187,True,valid
20260222,0,0,0,False,combined empty
20260221,0,5573,1115,False,TWSE rows too low: 0
20260220,0,5573,1115,False,TWSE rows too low: 0
20260219,0,5573,1115,False,TWSE rows too low: 0
20260218,0,5573,1115,False,TWSE rows too low: 0
20260217,0,5573,1115,False,TWSE rows too low: 0
20260216,0,5573,1115,False,TWSE rows too low: 0
20260215,0,5573,1115,False,TWSE rows too low: 0
20260214,0,5573,1115,False,TWSE rows too low: 0
20260213,0,5573,1115,False,TWSE rows too low: 0
20260212,0,5573,1115,False,TWSE rows too low: 0
20260211,1072,5573,2187,True,valid
20260210,1071,5573,2186,True,valid
20260209,0,5573,1115,False,TWSE rows too low: 0
20260208,0,5573,1115,False,TWSE rows too low: 0
20260207,0,5573,1115,False,TWSE rows too low: 0
20260206,1071,5573,2186,True,valid
20260205,1069,5573,2184,True,valid
20260204,1066,5573,2181,True,valid
20260203,1069,5573,2184,True,valid
20260202,1069,5573,2184,True,valid
20260201,0,5573,1115,False,TWSE rows too low: 0
20260131,0,5573,1115,False,TWSE rows too low: 0
20260130,1066,5573,2181,True,valid
20260129,1066,5573,2181,True,valid
20260128,1068,5573,2183,True,valid
20260127,1068,0,1068,False,TPEx rows too low: 0
20260126,1067,5573,2182,True,valid
20260125,0,5573,1115,False,TWSE rows too low: 0
20260124,0,5573,1115,False,TWSE rows too low: 0
20260123,1066,5573,2181,True,valid
20260122,1068,5573,2183,True,valid
20260121,1069,5573,2183,True,valid
20260120,1066,5573,2180,True,valid
20260119,1068,5573,2182,True,valid
20260118,0,5573,1115,False,TWSE rows too low: 0
20260117,0,5573,1115,False,TWSE rows too low: 0
20260116,1066,5573,2180,True,valid
20260115,1066,5573,2180,True,valid
20260114,1064,5573,2178,True,valid
20260113,1064,5573,2178,True,valid
20260112,1064,5573,2178,True,valid
20260111,0,5573,1115,False,TWSE rows too low: 0
20260110,0,5573,1115,False,TWSE rows too low: 0
20260109,1062,5573,2176,True,valid
20260108,1064,5573,2178,True,valid
20260107,1062,5573,2176,True,valid
20260106,1063,5573,2177,True,valid
20260105,1066,5573,2180,True,valid
20260104,0,5573,1115,False,TWSE rows too low: 0
20260103,0,5573,1115,False,TWSE rows too low: 0
20260102,1066,5573,2180,True,valid
20260101,0,5573,1115,False,TWSE rows too low: 0
20251231,1064,5573,2178,True,valid
20251230,1062,5573,2176,True,valid
20251229,1063,5573,2177,True,valid
20251228,0,5573,1115,False,TWSE rows too low: 0
20251227,0,5573,1115,False,TWSE rows too low: 0
20251226,1062,5573,2176,True,valid
20251225,0,5573,1115,False,TWSE rows too low: 0
20251224,1075,5573,2190,True,valid
20251223,1060,5573,2174,True,valid
20251222,1060,5573,2174,True,valid
20251221,0,5573,1115,False,TWSE rows too low: 0
20251220,0,5573,1115,False,TWSE rows too low: 0
20251219,1058,5573,2172,True,valid
20251218,1058,5573,2172,True,valid
20251217,1059,5573,2173,True,valid
20251216,1064,5573,2178,True,valid
20251215,0,5573,1115,False,TWSE rows too low: 0
20251214,0,5573,1115,False,TWSE rows too low: 0
20251213,0,5573,1115,False,TWSE rows too low: 0
20251212,1059,5573,2173,True,valid
20251211,1060,0,1060,False,TPEx rows too low: 0
20251210,1057,5573,2171,True,valid
20251209,1058,5573,2172,True,valid
20251208,1062,5573,2176,True,valid
20251207,0,5573,1115,False,TWSE rows too low: 0
20251206,0,5573,1115,False,TWSE rows too low: 0
20251205,1059,5573,2173,True,valid
20251204,1060,5573,2174,True,valid
20251203,1061,5573,2175,True,valid
20251202,1061,5573,2175,True,valid
20251201,1058,5573,2172,True,valid
20251130,0,5573,1115,False,TWSE rows too low: 0
20251129,0,5573,1115,False,TWSE rows too low: 0
20251128,1059,5573,2173,True,valid
20251127,1056,5573,2170,True,valid
20251126,1061,5573,2175,True,valid
20251125,1059,5573,2173,True,valid
20251124,1059,5573,2173,True,valid
20251123,0,5573,1115,False,TWSE rows too low: 0
20251122,0,5573,1115,False,TWSE rows too low: 0
20251121,1056,5573,2170,True,valid
20251120,1054,5573,2168,True,valid
20251119,1059,5573,2173,True,valid
