generated_at,model_id,model_name_zh,parameter_set_id,parameter_summary,entry_basis,recommended_usage,recommendation_reason_code,recommended_close_exit_horizon,best_close_win_rate_pct,best_avg_close_return_pct,recommended_high_exit_horizon,best_avg_high_return_pct,best_high_5pct_hit_rate_pct,selected_stock_days,selected_unique_stocks,sample_status,pdf_visibility,model_revision_note
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.03_vol3_minvol1000,收盤突破前20日高點 3% + 量比 >= 3 + 20日均量 >= 1000張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,43.19,2.23,D+20,20.83,70.69,2324,983,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.02_vol2_minvol1000,收盤突破前20日高點 2% + 量比 >= 2 + 20日均量 >= 1000張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,44.67,2.19,D+20,20.53,71.36,3819,1180,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.03_vol2_minvol2000,收盤突破前20日高點 3% + 量比 >= 2 + 20日均量 >= 2000張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,44.04,2.16,D+20,21.43,72.23,2504,920,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.02_vol2_minvol2000,收盤突破前20日高點 2% + 量比 >= 2 + 20日均量 >= 2000張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,44.43,2.13,D+20,20.73,71.6,3055,997,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.01_vol2_minvol1000,收盤突破前20日高點 1% + 量比 >= 2 + 20日均量 >= 1000張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,44.5,2.11,D+20,19.55,69.72,4808,1302,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.01_vol2_minvol2000,收盤突破前20日高點 1% + 量比 >= 2 + 20日均量 >= 2000張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,44.36,2.05,D+20,19.72,69.9,3823,1109,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.02_vol3_minvol1000,收盤突破前20日高點 2% + 量比 >= 3 + 20日均量 >= 1000張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,43.03,2.03,D+20,20.11,69.86,2772,1067,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.01_vol3_minvol1000,收盤突破前20日高點 1% + 量比 >= 3 + 20日均量 >= 1000張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,42.98,1.98,D+20,19.31,68.66,3342,1162,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.03_vol3_minvol2000,收盤突破前20日高點 3% + 量比 >= 3 + 20日均量 >= 2000張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,42.21,1.93,D+20,20.75,70.36,1842,820,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.02_vol3_minvol2000,收盤突破前20日高點 2% + 量比 >= 3 + 20日均量 >= 2000張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,42.51,1.9,D+20,20.28,70.13,2175,890,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.03_vol2_minvol500,收盤突破前20日高點 3% + 量比 >= 2 + 20日均量 >= 500張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,43.66,1.88,D+20,20.56,72.0,3716,1260,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.01_vol3_minvol2000,收盤突破前20日高點 1% + 量比 >= 3 + 20日均量 >= 2000張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,42.62,1.88,D+20,19.46,68.76,2607,978,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.02_vol2_minvol500,收盤突破前20日高點 2% + 量比 >= 2 + 20日均量 >= 500張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,43.95,1.79,D+20,19.8,70.96,4643,1360,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,hot_theme_pullback,熱門族群回檔模型,strict_mainstream_any_ema-2.5_5_support8,歷史熱門/主流族群狀態 strict_mainstream_any + 距 23EMA -2.5% 至 5% 或接近20日支撐 8% 內,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+6,57.86,1.75,D+9,12.08,74.4,1502,578,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.01_vol2_minvol500,收盤突破前20日高點 1% + 量比 >= 2 + 20日均量 >= 500張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,43.69,1.73,D+20,18.87,69.07,5887,1488,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.03_vol3_minvol500,收盤突破前20日高點 3% + 量比 >= 3 + 20日均量 >= 500張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,42.24,1.7,D+20,19.97,69.99,2827,1146,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.02_vol3_minvol500,收盤突破前20日高點 2% + 量比 >= 3 + 20日均量 >= 500張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,42.46,1.61,D+20,19.33,69.35,3422,1239,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.01_vol3_minvol500,收盤突破前20日高點 1% + 量比 >= 3 + 20日均量 >= 500張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,42.23,1.56,D+20,18.56,67.98,4149,1346,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,w_bottom_right_side,W底右側模型,wproxy_vol1,W底近似條件 + 右側結構墊高 + 量比 >= 1,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,43.95,1.12,D+20,13.74,59.25,50207,1962,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,w_bottom_right_side,W底右側模型,wproxy_vol1.2,W底近似條件 + 右側結構墊高 + 量比 >= 1.2,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,43.61,1.12,D+20,14.13,59.92,40571,1961,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,hot_theme_pullback,熱門族群回檔模型,strict_mainstream_overheated_ema-2.5_5_support8,歷史熱門/主流族群狀態 strict_mainstream_overheated + 距 23EMA -2.5% 至 5% 或接近20日支撐 8% 內,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+2,53.98,1.1,D+9,10.55,68.69,884,432,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,hot_theme_pullback,熱門族群回檔模型,strict_mainstream_any_ema-4_7_support10,歷史熱門/主流族群狀態 strict_mainstream_any + 距 23EMA -4% 至 7% 或接近20日支撐 10% 內,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+6,53.85,1.09,D+9,12.23,74.81,1944,662,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,w_bottom_right_side,W底右側模型,wproxy_vol1.5,W底近似條件 + 右側結構墊高 + 量比 >= 1.5,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,43.15,1.09,D+20,14.65,61.08,30407,1956,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,hot_theme_pullback,熱門族群回檔模型,strict_mainstream_overheated_ema-4_7_support10,歷史熱門/主流族群狀態 strict_mainstream_overheated + 距 23EMA -4% 至 7% 或接近20日支撐 10% 內,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+2,52.58,1.0,D+9,11.16,69.84,1187,524,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-4_7_volmax1.5,距 23EMA -4% 至 7% + 23EMA 向上 + 量比 <= 1.5,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,44.36,0.96,D+20,10.89,52.83,99377,1967,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-4_7_volmax1.2,距 23EMA -4% 至 7% + 23EMA 向上 + 量比 <= 1.2,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,44.3,0.96,D+20,10.89,52.8,88457,1967,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-4_7_volmax1,距 23EMA -4% 至 7% + 23EMA 向上 + 量比 <= 1,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,44.2,0.96,D+20,10.9,52.64,77036,1967,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-2.5_5_volmax1,距 23EMA -2.5% 至 5% + 23EMA 向上 + 量比 <= 1,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,43.94,0.86,D+20,10.4,51.26,68456,1966,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-2.5_5_volmax1.5,距 23EMA -2.5% 至 5% + 23EMA 向上 + 量比 <= 1.5,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,44.04,0.85,D+20,10.34,51.3,87449,1967,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-2.5_5_volmax1.2,距 23EMA -2.5% 至 5% + 23EMA 向上 + 量比 <= 1.2,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,44.0,0.85,D+20,10.36,51.36,78275,1966,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,near3_vol1.5,距 60 日高點下方 3% 內 + 量比 >= 1.5 + 23EMA 向上,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,42.61,0.85,D+20,12.2,53.61,7981,1677,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,near5_vol1.5,距 60 日高點下方 5% 內 + 量比 >= 1.5 + 23EMA 向上,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,42.58,0.85,D+20,12.39,54.32,13304,1833,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,near3_vol1.2,距 60 日高點下方 3% 內 + 量比 >= 1.2 + 23EMA 向上,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,42.84,0.81,D+20,11.55,51.5,10973,1724,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.03_vol5_minvol1000,收盤突破前20日高點 3% + 量比 >= 5 + 20日均量 >= 1000張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,38.09,0.78,D+20,18.2,66.22,1293,737,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-1.5_3_volmax1,距 23EMA -1.5% 至 3% + 23EMA 向上 + 量比 <= 1,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,43.79,0.75,D+20,9.68,48.99,53341,1962,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,near5_vol1.2,距 60 日高點下方 5% 內 + 量比 >= 1.2 + 23EMA 向上,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,42.64,0.75,D+20,11.73,52.44,18696,1865,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-1.5_3_volmax1.2,距 23EMA -1.5% 至 3% + 23EMA 向上 + 量比 <= 1.2,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,43.82,0.74,D+20,9.61,48.96,60503,1963,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-1.5_3_volmax1.5,距 23EMA -1.5% 至 3% + 23EMA 向上 + 量比 <= 1.5,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,43.78,0.73,D+20,9.56,48.8,66975,1965,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.01_vol5_minvol1000,收盤突破前20日高點 1% + 量比 >= 5 + 20日均量 >= 1000張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,37.9,0.69,D+20,17.56,64.83,1667,852,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.02_vol5_minvol1000,收盤突破前20日高點 2% + 量比 >= 5 + 20日均量 >= 1000張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,37.46,0.57,D+20,17.76,64.93,1474,796,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.03_vol5_minvol2000,收盤突破前20日高點 3% + 量比 >= 5 + 20日均量 >= 2000張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,36.97,0.49,D+20,18.4,65.66,1033,610,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.01_vol5_minvol2000,收盤突破前20日高點 1% + 量比 >= 5 + 20日均量 >= 2000張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,37.25,0.48,D+20,17.83,64.77,1304,707,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.01_vol5_minvol500,收盤突破前20日高點 1% + 量比 >= 5 + 20日均量 >= 500張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,38.46,0.46,D+20,17.23,64.86,2094,1014,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,platform_strengthening,平台整理轉強模型,w20_near5_vol1.5,20日區間寬度 <= 18% + 距區間上緣 5% 內 + 量比 >= 1.5 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,41.78,0.39,D+20,9.03,46.4,7944,1707,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
2026-06-14 13:54:54 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.03_vol5_minvol500,收盤突破前20日高點 3% + 量比 >= 5 + 20日均量 >= 500張 + 實體紅K,signal_date_next_open,intraday_target_watch,high_return_not_close_hold,D+10,38.22,0.39,D+20,17.82,66.05,1597,877,ok_first_pass,pdf_core_model,盤中最高價命中率/高點報酬較好，但收盤勝率不足；只能作短線目標價或移動停利研究，不可寫成收盤持有勝率。
