generated_at,model_id,model_name_zh,parameter_set_id,parameter_summary,parameter_role,production_parity_status,parity_blocker,variant_of,pdf_visibility,entry_basis,selected_stock_days,selected_unique_stocks,best_close_horizon_d1_d10,best_close_win_rate_pct,best_avg_close_return_pct,sample_status,apply_status,notes,d1_mature_count,d1_close_win_rate_pct,d1_avg_close_return_pct,d1_avg_high_return_pct,d2_mature_count,d2_close_win_rate_pct,d2_avg_close_return_pct,d2_avg_high_return_pct,d3_mature_count,d3_close_win_rate_pct,d3_avg_close_return_pct,d3_avg_high_return_pct,d5_mature_count,d5_close_win_rate_pct,d5_avg_close_return_pct,d5_avg_high_return_pct,d10_mature_count,d10_close_win_rate_pct,d10_avg_close_return_pct,d10_avg_high_return_pct,d20_mature_count,d20_close_win_rate_pct,d20_avg_close_return_pct,d20_avg_high_return_pct
2026-06-21 21:06:28 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.01_vol2_minvol500,收盤突破前20日高點 1% + 量比 >= 2 + 20日均量 >= 500張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,5710,1421,D+10,43.34,1.42,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,5710,38.06,-0.59,2.8,5676,41.24,-0.45,4.7,5661,40.95,-0.34,6.04,5622,41.04,-0.08,8.04,5494,43.34,1.42,11.99,5096,46.76,4.66,19.0
2026-06-21 21:06:28 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.01_vol2_minvol1000,收盤突破前20日高點 1% + 量比 >= 2 + 20日均量 >= 1000張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,4635,1241,D+10,44.1,1.74,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,4635,38.71,-0.54,2.84,4608,41.99,-0.32,4.82,4595,41.68,-0.17,6.22,4573,41.99,0.15,8.28,4467,44.1,1.74,12.36,4163,47.73,5.28,19.67
2026-06-21 21:06:28 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.01_vol2_minvol2000,收盤突破前20日高點 1% + 量比 >= 2 + 20日均量 >= 2000張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,3659,1050,D+10,43.98,1.58,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,3659,38.37,-0.59,2.83,3635,42.48,-0.31,4.86,3624,42.0,-0.16,6.29,3605,41.64,0.09,8.33,3527,43.98,1.58,12.35,3280,47.87,5.22,19.68
2026-06-21 21:06:28 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.01_vol3_minvol500,收盤突破前20日高點 1% + 量比 >= 3 + 20日均量 >= 500張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,3998,1285,D+10,41.92,1.28,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,3998,37.87,-0.63,2.87,3972,40.06,-0.53,4.74,3964,40.21,-0.41,6.05,3939,40.16,-0.08,8.08,3845,41.92,1.28,11.98,3606,45.2,4.16,18.67
2026-06-21 21:06:28 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.01_vol3_minvol1000,收盤突破前20日高點 1% + 量比 >= 3 + 20日均量 >= 1000張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,3187,1097,D+10,42.73,1.66,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,3187,38.37,-0.61,2.88,3167,40.57,-0.44,4.81,3161,40.94,-0.25,6.19,3147,41.09,0.2,8.33,3073,42.73,1.66,12.36,2897,46.19,4.87,19.44
2026-06-21 21:06:28 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.01_vol3_minvol2000,收盤突破前20日高點 1% + 量比 >= 3 + 20日均量 >= 2000張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,2463,915,D+10,42.59,1.48,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,2463,38.08,-0.64,2.87,2446,40.96,-0.41,4.87,2441,41.17,-0.2,6.28,2428,40.86,0.18,8.4,2374,42.59,1.48,12.36,2235,46.53,4.8,19.42
2026-06-21 21:06:28 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.01_vol5_minvol500,收盤突破前20日高點 1% + 量比 >= 5 + 20日均量 >= 500張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,1989,947,D+10,38.28,0.21,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,1989,36.65,-0.77,2.94,1976,37.85,-0.84,4.77,1974,38.7,-0.77,6.02,1962,37.1,-0.69,7.86,1907,38.28,0.21,11.28,1809,40.96,2.52,17.29
2026-06-21 21:06:29 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.01_vol5_minvol1000,收盤突破前20日高點 1% + 量比 >= 5 + 20日均量 >= 1000張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,1564,787,D+10,38.08,0.55,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,1564,36.7,-0.78,2.9,1553,38.12,-0.75,4.83,1553,39.86,-0.58,6.16,1546,38.16,-0.43,8.1,1502,38.08,0.55,11.58,1433,41.38,2.88,17.66
2026-06-21 21:06:29 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.01_vol5_minvol2000,收盤突破前20日高點 1% + 量比 >= 5 + 20日均量 >= 2000張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,1201,649,D+10,37.42,0.23,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,1201,37.39,-0.7,2.91,1193,39.56,-0.6,4.97,1193,40.23,-0.42,6.36,1186,37.61,-0.44,8.28,1157,37.42,0.23,11.55,1102,41.74,2.85,17.65
2026-06-21 21:06:29 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.02_vol2_minvol500,收盤突破前20日高點 2% + 量比 >= 2 + 20日均量 >= 500張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,4496,1295,D+10,43.38,1.4,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,4496,38.57,-0.62,2.95,4466,41.6,-0.5,4.97,4453,41.07,-0.4,6.35,4420,40.68,-0.19,8.42,4318,43.38,1.4,12.46,3986,46.94,4.82,19.87
2026-06-21 21:06:29 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.02_vol2_minvol1000,收盤突破前20日高點 2% + 量比 >= 2 + 20日均量 >= 1000張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,3675,1117,D+10,44.04,1.74,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,3675,38.75,-0.59,2.96,3650,42.08,-0.39,5.05,3639,41.77,-0.24,6.49,3619,41.67,0.05,8.65,3538,44.04,1.74,12.81,3282,47.9,5.52,20.59
2026-06-21 21:06:29 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.02_vol2_minvol2000,收盤突破前20日高點 2% + 量比 >= 2 + 20日均量 >= 2000張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,2918,934,D+10,43.68,1.55,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,2918,38.18,-0.65,2.95,2896,42.58,-0.38,5.08,2887,42.26,-0.22,6.58,2870,41.22,-0.02,8.71,2809,43.68,1.55,12.8,2603,48.21,5.46,20.61
2026-06-21 21:06:29 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.02_vol3_minvol500,收盤突破前20日高點 2% + 量比 >= 3 + 20日均量 >= 500張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,3297,1176,D+10,41.99,1.25,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,3297,38.28,-0.65,2.99,3273,40.27,-0.56,4.95,3265,40.43,-0.43,6.29,3243,40.02,-0.12,8.4,3165,41.99,1.25,12.38,2954,45.29,4.33,19.35
2026-06-21 21:06:29 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.02_vol3_minvol1000,收盤突破前20日高點 2% + 量比 >= 3 + 20日均量 >= 1000張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,2644,997,D+10,42.58,1.63,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,2644,38.46,-0.65,2.98,2625,40.53,-0.49,5.0,2619,41.16,-0.28,6.41,2605,40.88,0.14,8.62,2546,42.58,1.63,12.71,2388,46.15,5.08,20.16
2026-06-21 21:06:29 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.02_vol3_minvol2000,收盤突破前20日高點 2% + 量比 >= 3 + 20日均量 >= 2000張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,2055,825,D+10,42.11,1.37,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,2055,37.96,-0.7,2.96,2039,41.1,-0.47,5.04,2034,41.54,-0.23,6.51,2021,40.43,0.1,8.68,1978,42.11,1.37,12.67,1855,46.63,4.99,20.12
2026-06-21 21:06:29 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.02_vol5_minvol500,收盤突破前20日高點 2% + 量比 >= 5 + 20日均量 >= 500張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,1760,889,D+10,37.63,0.02,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,1760,37.22,-0.75,3.04,1748,37.41,-0.9,4.91,1746,38.09,-0.88,6.15,1735,36.66,-0.85,8.0,1685,37.63,0.02,11.38,1593,40.43,2.3,17.41
2026-06-21 21:06:29 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.02_vol5_minvol1000,收盤突破前20日高點 2% + 量比 >= 5 + 20日均量 >= 1000張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,1388,737,D+10,37.54,0.34,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,1388,37.03,-0.76,2.98,1378,37.74,-0.82,4.94,1378,39.19,-0.69,6.25,1371,37.56,-0.59,8.21,1332,37.54,0.34,11.6,1268,40.77,2.61,17.7
2026-06-21 21:06:29 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.02_vol5_minvol2000,收盤突破前20日高點 2% + 量比 >= 5 + 20日均量 >= 2000張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,1075,606,D+10,36.52,-0.0,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,1075,37.49,-0.7,2.98,1068,39.42,-0.63,5.09,1068,39.79,-0.5,6.49,1061,36.95,-0.58,8.43,1035,36.52,-0.0,11.6,983,41.4,2.65,17.77
2026-06-21 21:06:29 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.03_vol2_minvol500,收盤突破前20日高點 3% + 量比 >= 2 + 20日均量 >= 500張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,3590,1188,D+10,43.07,1.38,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,3590,39.11,-0.63,3.08,3564,41.75,-0.52,5.21,3552,40.99,-0.47,6.64,3527,40.32,-0.25,8.77,3450,43.07,1.38,12.92,3186,46.64,4.87,20.52
2026-06-21 21:06:29 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.03_vol2_minvol1000,收盤突破前20日高點 3% + 量比 >= 2 + 20日均量 >= 1000張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,2965,1016,D+10,44.23,1.88,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,2965,39.33,-0.59,3.08,2944,42.66,-0.37,5.29,2934,41.89,-0.24,6.8,2918,41.54,0.07,9.02,2858,44.23,1.88,13.37,2653,47.98,5.78,21.4
2026-06-21 21:06:29 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.03_vol2_minvol2000,收盤突破前20日高點 3% + 量比 >= 2 + 20日均量 >= 2000張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,2388,856,D+10,43.51,1.49,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,2388,38.57,-0.67,3.03,2369,43.22,-0.4,5.27,2360,42.03,-0.28,6.81,2346,40.92,-0.09,8.99,2303,43.51,1.49,13.2,2134,47.84,5.5,21.18
2026-06-21 21:06:29 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.03_vol3_minvol500,收盤突破前20日高點 3% + 量比 >= 3 + 20日均量 >= 500張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,2721,1081,D+10,41.75,1.24,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,2721,38.44,-0.68,3.09,2699,40.13,-0.6,5.12,2691,40.17,-0.49,6.53,2673,39.73,-0.14,8.69,2611,41.75,1.24,12.76,2437,45.18,4.33,19.87
2026-06-21 21:06:29 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.03_vol3_minvol1000,收盤突破前20日高點 3% + 量比 >= 3 + 20日均量 >= 1000張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,2212,915,D+10,42.91,1.78,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,2212,38.65,-0.67,3.06,2195,40.73,-0.49,5.17,2189,41.07,-0.28,6.66,2177,40.88,0.19,8.92,2130,42.91,1.78,13.19,1998,46.45,5.28,20.81
2026-06-21 21:06:29 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.03_vol3_minvol2000,收盤突破前20日高點 3% + 量比 >= 3 + 20日均量 >= 2000張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,1737,757,D+10,42.0,1.34,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,1737,38.0,-0.73,3.03,1722,41.29,-0.5,5.19,1717,41.12,-0.28,6.71,1706,40.21,0.07,8.92,1674,42.0,1.34,13.01,1570,46.43,4.92,20.48
2026-06-21 21:06:30 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.03_vol5_minvol500,收盤突破前20日高點 3% + 量比 >= 5 + 20日均量 >= 500張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,1517,816,D+10,37.94,-0.01,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,1517,37.31,-0.77,3.11,1506,37.05,-0.95,5.0,1504,37.83,-0.96,6.25,1495,36.45,-0.89,8.15,1455,37.94,-0.01,11.55,1379,40.54,2.12,17.54
2026-06-21 21:06:30 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.03_vol5_minvol1000,收盤突破前20日高點 3% + 量比 >= 5 + 20日均量 >= 1000張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,1210,676,D+10,38.4,0.52,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,1210,37.11,-0.77,3.05,1201,37.64,-0.82,5.05,1201,39.05,-0.68,6.4,1195,37.82,-0.54,8.39,1164,38.4,0.52,11.92,1112,41.55,2.7,18.02
2026-06-21 21:06:30 Asia/Taipei,volume_range_breakout,放量攻擊模型,prior20x1.03_vol5_minvol2000,收盤突破前20日高點 3% + 量比 >= 5 + 20日均量 >= 2000張 + 實體紅K,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,949,555,D+10,37.19,0.09,ok_first_pass,candidate_parameter_review,主條件是前20日高點突破、量能放大、流動性與實體紅K。漲幅、過熱、均線與60日高點不作為此模型否決條件。,949,37.51,-0.7,3.04,942,39.38,-0.66,5.16,942,39.38,-0.53,6.58,936,37.07,-0.56,8.58,917,37.19,0.09,11.86,873,41.92,2.58,17.94
2026-06-21 21:06:30 Asia/Taipei,volume_range_breakout,放量攻擊模型,locked_limit_up_breakout_no_volume_gate,鎖量漲停突破前20日高點 2% + 漲幅 >= 9% + 一價或極窄區間；不要求量比或20日均量,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,629,354,D+3,46.56,0.7,ok_first_pass,candidate_parameter_review,這是現行放量攻擊模型的鎖量漲停旁路；不是全面降低一般突破的量比門檻。,629,22.89,-1.18,1.55,628,52.07,0.32,6.23,625,46.56,0.7,8.99,608,42.43,0.35,12.49,593,42.33,0.55,16.78,459,44.44,3.04,25.25
2026-06-21 21:06:30 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-1.5_3_volmax1,距 23EMA -1.5% 至 3% + 23EMA 向上 + 量比 <= 1,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,49304,1948,D+10,44.11,0.79,ok_first_pass,candidate_parameter_review,回檔模型不要求突破；主軸是結構支撐與量縮回檔。,49304,39.06,-0.15,1.29,48953,41.68,-0.08,2.13,48601,42.78,0.01,2.81,48058,43.51,0.22,4.0,46359,44.11,0.79,6.36,44205,45.34,2.14,10.38
2026-06-21 21:06:31 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-1.5_3_volmax1.2,距 23EMA -1.5% 至 3% + 23EMA 向上 + 量比 <= 1.2,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,56122,1951,D+10,44.13,0.78,ok_first_pass,candidate_parameter_review,回檔模型不要求突破；主軸是結構支撐與量縮回檔。,56122,39.24,-0.15,1.29,55743,41.88,-0.07,2.12,55357,42.94,0.03,2.79,54738,43.67,0.23,3.97,52766,44.13,0.78,6.29,50333,45.5,2.1,10.27
2026-06-21 21:06:32 Asia/Taipei,price_pullback_23ema,股價回檔模型,ema-1.5_3_volmax1.5,距 23EMA -1.5% 至 3% + 23EMA 向上 + 量比 <= 1.5,parameter_variant,variant_not_baseline,,,pdf_core_model,signal_date_next_open,62314,1952,D+10,44.05,0.76,ok_first_pass,candidate_parameter_review,回檔模型不要求突破；主軸是結構支撐與量縮回檔。,62314,39.4,-0.14,1.28,61892,41.91,-0.07,2.11,61459,42.93,0.03,2.77,60766,43.64,0.23,3.94,58540,44.05,0.76,6.24,55850,45.52,2.09,10.19
