review_priority,taxonomy_review_status,stock_id,stock_name,industry,category,decision_priority,decision_score,risk_handling_bucket,effective_primary_theme,effective_secondary_themes,effective_structural_theme_bucket,effective_theme_structural_status,effective_theme_mainstream_label,effective_taxonomy_source,effective_confidence,volume_ratio,return_5d,return_20d,why_selected,downgrade_flags,effective_notes
3,core_ai_related_theme,8210,勤誠,電腦及週邊設備業,pattern,C_watch_only,59.6,normal,AI伺服器/機殼,伺服器機殼;AI伺服器,ai_server_mechanical_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,high,0.65,,,型態觀察；型態=pullback_entry_zone；分類分數=43；量比=0.65；距前高=-16.67%；20日漲幅=15.22%；TDCC=mild_accumulation；權證=no_signal,,AI伺服器機殼供應鏈
3,core_ai_related_theme,3044,健鼎,電子零組件業,pattern,C_watch_only,58.8,risk_watch,PCB/CCL,PCB;車用板;伺服器板,pcb_ccl_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,1.02,,,型態觀察；型態=platform_right_side；分類分數=54；量比=1.02；距前高=-8.95%；20日漲幅=6.02%；TDCC=mild_accumulation；權證=call_inflow,repeated_but_no_breakout,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,2451,創見,半導體業,pattern,C_watch_only,57.8,risk_watch,記憶體/HBM,記憶體模組;工控儲存,memory_hbm_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,0.92,,,型態觀察；型態=early_entry_watch；分類分數=54；量比=0.92；距前高=-10.56%；20日漲幅=21.28%；TDCC=mild_accumulation；權證=call_put_bullish,repeated_but_no_breakout,記憶體模組觀察
3,core_ai_related_theme,2356,英業達,電腦及週邊設備業,pattern,C_watch_only,56.0,high_momentum_risk_follow,AI伺服器,AI伺服器;伺服器代工,ai_server_ipc_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,,,,型態觀察；型態=已突破但未過熱；分類分數=104；TDCC=strong_accumulation；權證=call_put_bullish,continued_overheated,AI伺服器供應鏈觀察
3,core_ai_related_theme,4906,正文,通信網路業,pattern,C_watch_only,56.0,high_momentum_risk_follow,低軌衛星,網通設備;衛星通訊;低軌衛星供應鏈,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,,,,型態觀察；型態=已突破但未過熱；分類分數=114；TDCC=strong_accumulation；權證=call_strong_inflow,continued_overheated,低軌衛星/網通觀察
3,core_ai_related_theme,2383,台光電,電子零組件業,pattern,C_watch_only,54.8,risk_watch,高速CCL/低軌衛星,CCL;高頻高速材料;PCB;低軌衛星,high_speed_ccl_satellite_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,high,0.88,,,型態觀察；型態=early_entry_watch；分類分數=54；量比=0.88；距前高=-10.29%；20日漲幅=6.31%；TDCC=mild_accumulation；權證=no_signal,repeated_but_no_breakout|stale_no_warrant_no_breakout,可同時屬高階CCL與低軌衛星材料供應鏈
3,core_ai_related_theme,2395,研華,電腦及週邊設備業,pattern,C_watch_only,54.8,risk_watch,機器人/工業電腦,工業電腦;邊緣AI;自動化,robotics_ipc_edge_ai_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,0.86,,,型態觀察；型態=early_entry_watch；分類分數=54；量比=0.86；距前高=-7.45%；20日漲幅=24.18%；TDCC=mild_accumulation；權證=no_signal,repeated_but_no_breakout|stale_no_warrant_no_breakout,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,2359,所羅門,其他電子業,pattern,C_watch_only,54.8,risk_watch,機器人/自動化,AI視覺;機器人系統;自動化,robotics_automation_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,0.8,,,型態觀察；型態=early_entry_watch；分類分數=54；量比=0.80；距前高=-8.67%；20日漲幅=9.16%；TDCC=mild_accumulation；權證=no_signal,repeated_but_no_breakout|stale_no_warrant_no_breakout,機器人系統整合觀察
3,core_ai_related_theme,6414,樺漢,電腦及週邊設備業,pattern,C_watch_only,54.6,risk_watch,機器人/工業電腦,工業電腦;邊緣AI;自動化,robotics_ipc_edge_ai_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,0.63,,,型態觀察；型態=pullback_entry_zone；分類分數=53；量比=0.63；距前高=-4.21%；20日漲幅=5.54%；TDCC=strong_accumulation；權證=no_signal,stale_signal|stale_no_warrant_no_breakout,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,3661,世芯-KY,半導體業,pattern,C_watch_only,54.0,normal,ASIC/先進製程,ASIC;AI晶片;先進製程,asic_advanced_process_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,high,1.05,,,型態觀察；型態=pullback_entry_zone；分類分數=35；量比=1.05；距前高=-23.76%；20日漲幅=1.18%；TDCC=mild_accumulation；權證=put_inflow,,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,3380,明泰,通信網路業,range_rebound,C_watch_only,52.8,high_momentum_risk_follow,網通/光通訊,網通設備;交換器;無線網路,network_optical_datacenter_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,2.26,,,區間內轉強 / 挑戰前高觀察；型態=neckline_challenge；分類分數=69；量比=2.26；距前高=-17.86%；20日漲幅=7.12%；TDCC=distribution_warning；權證=call_inflow,tdcc_distribution_warning|stale_signal,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,8271,宇瞻,半導體業,range_rebound,C_watch_only,52.8,high_momentum_risk_follow,記憶體/HBM,記憶體模組;工控儲存,memory_hbm_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,1.71,,,區間內轉強 / 挑戰前高觀察；型態=neckline_challenge；分類分數=69；量比=1.71；距前高=-12.55%；20日漲幅=6.28%；TDCC=distribution_warning；權證=call_put_bullish,tdcc_distribution_warning|stale_signal,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,3596,智易,通信網路業,pattern,C_watch_only,50.8,risk_watch,低軌衛星,網通設備;地面接收;衛星通訊,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,0.74,,,型態觀察；型態=pullback_entry_zone；分類分數=54；量比=0.74；距前高=-14.02%；20日漲幅=11.85%；TDCC=mild_accumulation；權證=no_signal,stale_signal|stale_no_warrant_no_breakout,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,3704,合勤控,通信網路業,pattern,C_watch_only,50.8,high_momentum_risk_follow,網通/通訊,網通設備;寬頻;企業網路,network_communication_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,,,,型態觀察；型態=已突破但未過熱；分類分數=94；TDCC=mild_accumulation,continued_overheated,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,8374,羅昇,電機機械,pattern,C_watch_only,50.6,risk_watch,機器人/自動化,自動化元件;傳動控制,robotics_automation_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,0.53,,,型態觀察；型態=pullback_entry_zone；分類分數=53；量比=0.53；距前高=-13.92%；20日漲幅=18.47%；TDCC=mild_accumulation；權證=no_signal,stale_signal|stale_no_warrant_no_breakout,機器人自動化元件觀察
3,core_ai_related_theme,2365,昆盈,電腦及週邊設備業,pattern,C_watch_only,50.0,risk_watch,機器人/周邊零組件,機器人周邊;感測;控制器,robotics_component_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,0.66,,,型態觀察；型態=pullback_entry_zone；分類分數=35；量比=0.66；距前高=-10.36%；20日漲幅=-0.68%；TDCC=mild_accumulation；權證=call_inflow,stale_signal,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,3533,嘉澤,電子零組件業,pattern,C_watch_only,50.0,risk_watch,高速傳輸/連接器,CPU socket;高速連接器,high_speed_interconnect_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,high,0.63,,,型態觀察；型態=pullback_entry_zone；分類分數=35；量比=0.63；距前高=-15.91%；20日漲幅=-4.79%；TDCC=mild_accumulation；權證=call_inflow,stale_signal,高速連接器主流供應鏈
3,core_ai_related_theme,4938,和碩,電腦及週邊設備業,range_rebound,C_watch_only,49.8,high_momentum_risk_follow,AI PC/消費電子,NB代工;AI PC;消費電子,ai_pc_consumer_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,1.23,,,區間內轉強 / 挑戰前高觀察；型態=neckline_challenge；分類分數=69；量比=1.23；距前高=-3.02%；20日漲幅=2.58%；TDCC=distribution_warning；權證=call_strong_inflow,tdcc_distribution_warning|stale_signal,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,2356,英業達,電腦及週邊設備業,range_rebound,C_watch_only,48.8,high_momentum_risk_follow,AI伺服器,AI伺服器;伺服器代工,ai_server_ipc_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,1.78,,,區間內轉強 / 挑戰前高觀察；型態=platform_right_side；分類分數=69；量比=1.78；距前高=-8.06%；20日漲幅=37.42%；TDCC=strong_accumulation；權證=call_put_bullish,continued_overheated|catalyst_overheated|price_reaction_overheated|return_20d_gt_30,AI伺服器供應鏈觀察
3,core_ai_related_theme,2481,強茂,半導體業,range_rebound,C_watch_only,48.8,high_momentum_risk_follow,半導體,IC設計;晶圓代工;化合物半導體;通路,semiconductor_theme,core_mainstream_theme,mainstream_growth_theme,company_theme_mapping_auto,medium,1.68,,,區間內轉強 / 挑戰前高觀察；型態=platform_right_side；分類分數=69；量比=1.68；距前高=-8.36%；20日漲幅=48.45%；TDCC=strong_accumulation；權證=call_inflow,continued_overheated|catalyst_overheated|price_reaction_overheated|return_20d_gt_30,auto mapped from theme_tags=power_discrete_theme;diodes;diode;power discrete
3,core_ai_related_theme,6215,和椿,其他電子業,pattern,C_watch_only,48.6,risk_watch,機器人/自動化,自動化控制;機器人通路,robotics_precision_motion_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,0.5,,,型態觀察；型態=pullback_entry_zone；分類分數=43；量比=0.50；距前高=-9.78%；20日漲幅=8.26%；TDCC=mild_accumulation；權證=no_signal,stale_signal|stale_no_warrant_no_breakout,機器人自動化觀察
3,core_ai_related_theme,3338,泰碩,電子零組件業,pattern,C_watch_only,47.0,risk_watch,散熱,散熱模組;熱管;AI伺服器,thermal_solution_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,0.71,,,型態觀察；型態=pullback_entry_zone；分類分數=35；量比=0.71；距前高=-19.18%；20日漲幅=-2.42%；TDCC=mild_accumulation,stale_signal|stale_no_warrant_no_breakout,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,6108,競國,電子零組件業,range_rebound,D_risk_downgrade,46.8,hard_exclusion,PCB/CCL,PCB;多層板,pcb_ccl_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,1.18,,,區間內轉強 / 挑戰前高觀察；型態=neckline_challenge；分類分數=69；量比=1.18；距前高=-16.74%；20日漲幅=6.05%；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,2408,南亞科,半導體業,range_rebound,C_watch_only,46.0,high_momentum_risk_follow,記憶體/HBM,DRAM;記憶體,memory_hbm_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,high,1.42,,,區間內轉強 / 挑戰前高觀察；型態=neckline_challenge；分類分數=60；量比=1.42；距前高=-8.22%；20日漲幅=36.71%；TDCC=strong_accumulation；權證=mixed_flow,continued_overheated|catalyst_overheated|price_reaction_overheated|return_20d_gt_30,記憶體族群
3,core_ai_related_theme,2368,金像電,電子零組件業,pattern,C_watch_only,46.0,risk_watch,PCB/CCL,高階PCB;AI伺服器;伺服器板,pcb_ccl_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,high,0.86,,,型態觀察；型態=pullback_entry_zone；分類分數=35；量比=0.86；距前高=-14.14%；20日漲幅=-9.38%；TDCC=mild_accumulation；權證=put_inflow,stale_signal,高階PCB/AI伺服器板
3,core_ai_related_theme,8271,宇瞻,半導體業,revenue_pullback,C_watch_only,45.0,high_momentum_risk_follow,記憶體/HBM,記憶體模組;工控儲存,memory_hbm_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,1.71,,,營收成長股價回檔；分類分數=70；量比=1.71；距前高=-12.55%；20日漲幅=6.28%；TDCC=distribution_warning；權證=call_put_bullish,tdcc_distribution_warning|stale_signal,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,8271,宇瞻,半導體業,pullback_rebound,C_watch_only,44.0,high_momentum_risk_follow,記憶體/HBM,記憶體模組;工控儲存,memory_hbm_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,1.71,,,回檔後短線轉強；分類分數=70；量比=1.71；距前高=-12.55%；20日漲幅=6.28%；TDCC=distribution_warning；權證=call_put_bullish,tdcc_distribution_warning|stale_signal,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,3704,合勤控,通信網路業,range_rebound,C_watch_only,42.6,high_momentum_risk_follow,網通/通訊,網通設備;寬頻;企業網路,network_communication_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,1.28,,,區間內轉強 / 挑戰前高觀察；型態=neckline_challenge；分類分數=63；量比=1.28；距前高=-2.79%；20日漲幅=30.69%；TDCC=mild_accumulation,continued_overheated|catalyst_overheated|price_reaction_overheated|return_20d_gt_30,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,4967,十銓,半導體業,revenue_pullback,C_watch_only,42.0,high_momentum_risk_follow,記憶體/HBM,記憶體模組;SSD,memory_hbm_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,1.04,,,營收成長股價回檔；分類分數=70；量比=1.04；距前高=-16.25%；20日漲幅=-4.92%；TDCC=distribution_warning；權證=call_put_bullish,tdcc_distribution_warning|stale_signal,記憶體模組觀察
3,core_ai_related_theme,6139,亞翔,其他電子業,revenue_pullback,C_watch_only,42.0,high_momentum_risk_follow,半導體設備/材料,無塵室;廠務工程;半導體工程,semiconductor_equipment_material_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,0.96,,,營收成長股價回檔；分類分數=70；量比=0.96；距前高=-9.50%；20日漲幅=11.08%；TDCC=distribution_warning；權證=call_inflow,tdcc_distribution_warning|stale_signal,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,3231,緯創,電腦及週邊設備業,revenue_pullback,C_watch_only,42.0,high_momentum_risk_follow,AI伺服器,AI伺服器;伺服器代工,ai_server_ipc_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,high,0.81,,,營收成長股價回檔；分類分數=70；量比=0.81；距前高=-3.99%；20日漲幅=2.85%；TDCC=distribution_warning；權證=call_inflow,tdcc_distribution_warning|stale_signal,AI伺服器主流供應鏈
3,core_ai_related_theme,5388,中磊,通信網路業,revenue_pullback,C_watch_only,42.0,high_momentum_risk_follow,低軌衛星,網通設備;地面接收;衛星通訊,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,0.78,,,營收成長股價回檔；分類分數=70；量比=0.78；距前高=-5.04%；20日漲幅=9.01%；TDCC=distribution_warning；權證=call_strong_inflow,tdcc_distribution_warning|stale_signal,market theme taxonomy expansion; market theme overrides exchange industry
3,non_mainstream_theme,1536,和大,汽車工業,pattern,C_watch_only,42.0,non_mainstream_observe_only,車用電子/EV,電動車齒輪;傳動系統,automotive_ev_theme,non_mainstream_theme,event_theme,manual_theme_taxonomy,medium,,,,型態觀察；型態=預備發動型；分類分數=112；TDCC=distribution_warning；權證=call_inflow,tdcc_distribution_warning|repeated_but_no_breakout|non_ai_non_mainstream_cap,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,3380,明泰,通信網路業,pattern,C_watch_only,42.0,high_momentum_risk_follow,網通/光通訊,網通設備;交換器;無線網路,network_optical_datacenter_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,,,,型態觀察；型態=預備發動型；分類分數=110；TDCC=distribution_warning；權證=call_inflow,tdcc_distribution_warning|stale_signal,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,4938,和碩,電腦及週邊設備業,pattern,C_watch_only,42.0,high_momentum_risk_follow,AI PC/消費電子,NB代工;AI PC;消費電子,ai_pc_consumer_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,,,,型態觀察；型態=已突破但未過熱；分類分數=110；TDCC=distribution_warning；權證=call_strong_inflow,tdcc_distribution_warning|stale_signal,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,3017,奇鋐,電腦及週邊設備業,revenue_pullback,D_risk_downgrade,41.4,hard_exclusion,散熱,散熱模組;AI伺服器散熱,thermal_solution_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,high,0.84,,,營收成長股價回檔；分類分數=82；量比=0.84；距前高=-14.29%；20日漲幅=-10.57%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,AI散熱主流供應鏈
3,core_ai_related_theme,6213,聯茂,電子零組件業,pattern,C_watch_only,40.8,high_momentum_risk_follow,PCB/CCL,CCL;高頻高速材料;PCB上游,pcb_ccl_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,high,2.43,,,型態觀察；型態=early_entry_watch；分類分數=54；量比=2.43；距前高=-18.94%；20日漲幅=-10.00%；TDCC=distribution_warning；權證=call_put_bullish,tdcc_distribution_warning,CCL材料
3,core_ai_related_theme,2449,京元電子,半導體業,revenue_pullback,C_watch_only,40.4,high_momentum_risk_follow,AI晶片測試,晶圓測試;AI晶片;高速測試,ai_chip_testing_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,high,1.59,,,營收成長股價回檔；分類分數=62；量比=1.59；距前高=-12.21%；20日漲幅=-3.76%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,8046,南電,電子零組件業,revenue_pullback,D_risk_downgrade,39.8,hard_exclusion,ABF載板/IC載板,ABF;IC載板;先進封裝基板,abf_substrate_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,high,1.17,,,營收成長股價回檔；分類分數=74；量比=1.17；距前高=-17.87%；20日漲幅=-13.79%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,ABF載板主流題材，不與一般PCB混同
3,core_ai_related_theme,2449,京元電子,半導體業,pullback_rebound,C_watch_only,39.4,high_momentum_risk_follow,AI晶片測試,晶圓測試;AI晶片;高速測試,ai_chip_testing_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,high,1.59,,,回檔後短線轉強；分類分數=62；量比=1.59；距前高=-12.21%；20日漲幅=-3.76%；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,1815,富喬,電子零組件業,pattern,D_risk_downgrade,39.0,hard_exclusion,玻纖布/CCL,PCB上游材料;玻纖布,glass_fiber_ccl_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,high,,,,型態觀察；型態=預備發動型；分類分數=130；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,玻纖布主流題材
3,core_ai_related_theme,2301,光寶科,電腦及週邊設備業,pattern,D_risk_downgrade,39.0,hard_exclusion,電源/光電,電源;光電;AI伺服器電源,power_supply_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,,,,型態觀察；型態=已突破但未過熱；分類分數=110；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|repeated_but_no_breakout|stale_no_warrant_no_breakout,電源供應鏈觀察
3,core_ai_related_theme,2324,仁寶,電腦及週邊設備業,pattern,D_risk_downgrade,39.0,hard_exclusion,AI PC/消費電子,NB代工;AI PC;消費電子,ai_pc_consumer_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,,,,型態觀察；型態=預備發動型；分類分數=112；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,2377,微星,電腦及週邊設備業,pattern,D_risk_downgrade,39.0,hard_exclusion,AI PC/電競,電競;AI PC;主機板,ai_pc_consumer_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,,,,型態觀察；型態=已突破但未過熱；分類分數=120；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,2382,廣達,電腦及週邊設備業,pattern,D_risk_downgrade,39.0,hard_exclusion,AI伺服器,AI伺服器;伺服器代工,ai_server_ipc_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,high,,,,型態觀察；型態=已突破但未過熱；分類分數=110；TDCC=distribution_warning,tdcc_distribution_warning|repeated_but_no_breakout|stale_no_warrant_no_breakout,AI伺服器主流供應鏈
3,core_ai_related_theme,2392,正崴,電子零組件業,pattern,D_risk_downgrade,39.0,hard_exclusion,高速傳輸/連接器,連接器;線材;消費電子,high_speed_interconnect_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,,,,型態觀察；型態=接近突破型；分類分數=116；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,2449,京元電子,半導體業,pattern,D_risk_downgrade,39.0,hard_exclusion,AI晶片測試,晶圓測試;AI晶片;高速測試,ai_chip_testing_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,high,,,,型態觀察；型態=預備發動型；分類分數=116；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,3324,雙鴻,其他電子業,pattern,D_risk_downgrade,39.0,hard_exclusion,散熱,散熱模組;AI伺服器散熱,thermal_solution_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,high,,,,型態觀察；型態=預備發動型；分類分數=110；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,AI散熱主流供應鏈
3,core_ai_related_theme,5351,鈺創,半導體業,pattern,D_risk_downgrade,39.0,hard_exclusion,記憶體/HBM,DRAM;Flash;HBM;記憶體控制,memory_hbm_theme,core_mainstream_theme,mainstream_growth_theme,company_theme_mapping_auto,medium,,,,型態觀察；型態=已突破但未過熱；分類分數=120；TDCC=distribution_warning,tdcc_distribution_warning|repeated_but_no_breakout|stale_no_warrant_no_breakout,auto mapped from theme_tags=memory_theme;DRAM IC;IC design
3,core_ai_related_theme,5443,均豪,半導體業,pattern,D_risk_downgrade,39.0,hard_exclusion,半導體設備/材料,面板/半導體設備;自動化,semiconductor_equipment_material_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,,,,型態觀察；型態=已突破但未過熱；分類分數=120；TDCC=distribution_warning,tdcc_distribution_warning|repeated_but_no_breakout|stale_no_warrant_no_breakout,半導體設備觀察
3,core_ai_related_theme,6127,九豪,電子零組件業,pattern,D_risk_downgrade,39.0,hard_exclusion,被動元件,陶瓷基板;被動元件,passive_component_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,,,,型態觀察；型態=已突破但未過熱；分類分數=102；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,6269,台郡,電子零組件業,pattern,D_risk_downgrade,39.0,hard_exclusion,FPC/軟板,軟板;FPC;高速傳輸,fpc_flexible_pcb_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,,,,型態觀察；型態=預備發動型；分類分數=110；TDCC=distribution_warning；權證=no_signal,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,8088,品安,半導體業,pattern,D_risk_downgrade,39.0,hard_exclusion,記憶體/HBM,DRAM模組;記憶體模組,memory_hbm_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,,,,型態觀察；型態=接近突破型；分類分數=104；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,market theme taxonomy expansion; market theme overrides exchange industry
3,core_ai_related_theme,4540,全球傳動,電機機械,revenue_pullback,D_risk_downgrade,38.8,hard_exclusion,機器人/精密傳動,滾珠螺桿;線性滑軌,robotics_precision_motion_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,medium,0.45,,,營收成長股價回檔；分類分數=69；量比=0.45；距前高=-17.48%；20日漲幅=-4.09%；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,機器人精密傳動觀察
3,core_ai_related_theme,2408,南亞科,半導體業,revenue_pullback,C_watch_only,38.6,high_momentum_risk_follow,記憶體/HBM,DRAM;記憶體,memory_hbm_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,high,1.42,,,營收成長股價回檔；分類分數=63；量比=1.42；距前高=-8.22%；20日漲幅=36.71%；TDCC=strong_accumulation；權證=mixed_flow,continued_overheated|catalyst_overheated|price_reaction_overheated|return_20d_gt_30,記憶體族群
3,core_ai_related_theme,3006,晶豪科,半導體業,revenue_pullback,C_watch_only,38.6,high_momentum_risk_follow,記憶體/HBM,DRAM;Flash;HBM;記憶體控制,memory_hbm_theme,core_mainstream_theme,mainstream_growth_theme,company_theme_mapping_auto,medium,0.94,,,營收成長股價回檔；分類分數=63；量比=0.94；距前高=-7.09%；20日漲幅=40.17%；TDCC=strong_accumulation；權證=mixed_flow,continued_overheated|catalyst_overheated|price_reaction_overheated|return_20d_gt_30,auto mapped from theme_tags=memory_theme;DRAM IC;DRAM
3,core_ai_related_theme,3491,昇達科,通信網路業,pattern,D_risk_downgrade,38.6,hard_exclusion,低軌衛星,射頻;微波;衛星通訊,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,high,,,,型態觀察；型態=接近突破型；分類分數=98；TDCC=distribution_warning,tdcc_distribution_warning|stale_signal|stale_no_warrant_no_breakout,低軌衛星射頻供應鏈
3,core_ai_related_theme,2344,華邦電,半導體業,pattern,D_risk_downgrade,38.0,hard_exclusion,記憶體/HBM,DRAM;Flash;記憶體,memory_hbm_theme,core_mainstream_theme,mainstream_growth_theme,manual_theme_taxonomy,high,,,,型態觀察；型態=接近突破型；分類分數=122；TDCC=distribution_warning；權證=put_inflow,tdcc_distribution_warning|repeated_but_no_breakout,記憶體族群
