rank,signal_date,stock_id,stock_name,theme,theme_mainstream_status,tdcc_weekly_increase_score,tdcc_consecutive_accumulation_score,tdcc_1w_change_400,tdcc_1w_change_600,tdcc_1w_change_800,tdcc_1w_change_1000,tdcc_four_threshold_weekly_increase_sum,tdcc_weighted_weekly_increase_score,tdcc_effective_increase_count,tdcc_sync_bonus,tdcc_theme_bonus,volume_ma20_lots,tdcc_low_volume_penalty,tdcc_high_pair_effective_streak_weeks,tdcc_high_pair_streak_bonus,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,tdcc_price_phase,tdcc_phase_group_zh,risk_bucket,risk_bucket_zh,price_return_20d,distance_ma20_pct,relative_return_vs_benchmark,ranking_note_zh,price_context_date,price_context_source,price_start_date_5d,price_start_date_10d,price_start_date_20d,report_price_return_5d,report_price_return_10d,report_price_return_20d,report_distance_ma20_pct,tdcc_facts_zh,price_facts_zh,historical_evidence_status,historical_evidence_zh
11,20260911,3094,聯傑,半導體業,mainstream_leader,45.82,45.82,4.100000000000001,1.959999999999999,1.959999999999999,2.9800000000000004,11.0,25.82,4,15.0,5.0,5452.37,0.0,1,0.0,3,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,8.344370860927143,2.744457702694225,0.5615137784165891,有效級距增加 4/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/3094.csv,20260904,20260828,20260814,-12.043010752688177,0.2450980392156854,8.344370860927143,2.744457702694225,>400／600／800／1000張：+4.10／+1.96／+1.96／+2.98百分點；800/1000有效連增：1週,截至20260911；5日：-12.04%；10日：+0.25%；20日：+8.34%；距MA20：+2.74%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
12,20260911,3374,精材,半導體業,mainstream_leader,43.66,53.66,2.269999999999996,2.030000000000001,2.269999999999996,2.6299999999999955,9.199999999999989,23.66,4,15.0,5.0,14127.55,0.0,3,10.0,3,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,42.61538461538461,21.01827676240209,21.892381478758004,有效級距增加 4/4（持股比率週變化 >0.5個百分點）；800/1000張有效連續增加 3 週,20260911,data/stock_price_history/3374.csv,20260904,20260828,20260814,7.790697674418601,20.07772020725389,42.61538461538461,21.01827676240209,>400／600／800／1000張：+2.27／+2.03／+2.27／+2.63百分點；800/1000有效連增：3週,截至20260911；5日：+7.79%；10日：+20.08%；20日：+42.62%；距MA20：+21.02%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
13,20260911,6834,天二科技,電子零組件業,mainstream_leader,42.29,42.29,3.9000000000000057,2.9399999999999977,2.3700000000000045,1.3499999999999943,10.560000000000002,22.29,4,15.0,5.0,4240.12,0.0,1,0.0,3,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,6.930693069306937,13.93606920561239,14.96609726786332,有效級距增加 4/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/6834.csv,20260904,20260828,20260814,14.893617021276606,14.649681528662416,6.930693069306937,13.93606920561239,>400／600／800／1000張：+3.90／+2.94／+2.37／+1.35百分點；800/1000有效連增：1週,截至20260911；5日：+14.89%；10日：+14.65%；20日：+6.93%；距MA20：+13.94%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
14,20260911,3490,單井,光電業,non_mainstream_watch,42.27,42.27,0.379999999999999,1.5100000000000016,3.0900000000000016,4.900000000000002,9.880000000000004,32.27,3,10.0,0.0,5109.9,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,4.791929382093318,-11.95634899613287,-15.580964971040622,有效級距增加 3/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/3490.csv,20260904,20260828,20260814,-9.673913043478265,-17.395626242544736,4.791929382093318,-11.95634899613287,>400／600／800／1000張：+0.38／+1.51／+3.09／+4.90百分點；800/1000有效連增：1週,截至20260911；5日：-9.67%；10日：-17.40%；20日：+4.79%；距MA20：-11.96%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
15,20260911,6290,良維,電子零組件業,mainstream_leader,41.84,41.84,1.7100000000000009,1.5799999999999983,1.7099999999999973,2.960000000000001,7.959999999999997,21.84,4,15.0,5.0,4576.35,0.0,1,0.0,3,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,18.077803203661325,5.102352581729308,5.84691933602024,有效級距增加 4/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/6290.csv,20260904,20260828,20260814,-4.444444444444439,4.0322580645161255,18.077803203661325,5.102352581729308,>400／600／800／1000張：+1.71／+1.58／+1.71／+2.96百分點；800/1000有效連增：1週,截至20260911；5日：-4.44%；10日：+4.03%；20日：+18.08%；距MA20：+5.10%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
16,20260911,6214,精誠,資訊服務業,mainstream_leader,40.11,55.11,1.3500000000000085,1.539999999999992,2.240000000000002,2.240000000000002,7.3700000000000045,20.11,4,15.0,5.0,3506.03,0.0,4,15.0,5,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,9.593023255813948,3.4009873834338844,4.460062148040677,有效級距增加 4/4（持股比率週變化 >0.5個百分點）；800/1000張有效連續增加 4 週,20260911,data/stock_price_history/6214.csv,20260904,20260828,20260814,1.6172506738544534,4.143646408839774,9.593023255813948,3.4009873834338844,>400／600／800／1000張：+1.35／+1.54／+2.24／+2.24百分點；800/1000有效連增：4週,截至20260911；5日：+1.62%；10日：+4.14%；20日：+9.59%；距MA20：+3.40%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
17,20260911,8064,東捷,光電業,non_mainstream_watch,39.55,39.55,2.5900000000000034,2.8999999999999986,1.9600000000000009,2.5700000000000003,10.020000000000003,24.55,4,15.0,0.0,6407.3,0.0,1,0.0,2,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,12.195121951219523,6.555478341440812,13.465146708397313,有效級距增加 4/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/8064.csv,20260904,20260828,20260814,2.678571428571419,11.650485436893199,12.195121951219523,6.555478341440812,>400／600／800／1000張：+2.59／+2.90／+1.96／+2.57百分點；800/1000有效連增：1週,截至20260911；5日：+2.68%；10日：+11.65%；20日：+12.20%；距MA20：+6.56%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
18,20260911,2305,全友,電腦及週邊設備業,non_mainstream_watch,38.84,38.84,1.8499999999999943,1.6899999999999977,2.6300000000000026,2.6799999999999997,8.849999999999994,23.84,4,15.0,0.0,10020.58,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,39.86371379897784,34.24903932630201,41.86813987713193,有效級距增加 4/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/2305.csv,20260904,20260828,20260814,33.06320907617501,41.551724137931025,39.86371379897784,34.24903932630201,>400／600／800／1000張：+1.85／+1.69／+2.63／+2.68百分點；800/1000有效連增：1週,截至20260911；5日：+33.06%；10日：+41.55%；20日：+39.86%；距MA20：+34.25%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
19,20260911,3260,威剛,記憶體儲存,mainstream_leader,38.06,38.06,1.6600000000000037,2.4200000000000017,2.2799999999999976,1.1799999999999997,7.540000000000003,18.06,4,15.0,5.0,8905.55,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,0.12437810945273853,-1.7034006960131909,-0.49116397121433675,有效級距增加 4/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/3260.csv,20260904,20260828,20260814,0.4993757802746579,-2.305825242718451,0.12437810945273853,-1.7034006960131909,>400／600／800／1000張：+1.66／+2.42／+2.28／+1.18百分點；800/1000有效連增：1週,截至20260911；5日：+0.50%；10日：-2.31%；20日：+0.12%；距MA20：-1.70%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
20,20260911,3229,晟鈦,電子零組件業,mainstream_leader,37.01,37.01,0.8900000000000006,1.059999999999988,2.0,2.0,5.949999999999989,17.01,4,15.0,5.0,2773.44,0.0,1,0.0,2,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,25.4646840148699,21.534029528267908,22.15757097385794,有效級距增加 4/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/3229.csv,20260904,20260828,20260814,35.54216867469879,21.841155234657037,25.4646840148699,21.534029528267908,>400／600／800／1000張：+0.89／+1.06／+2.00／+2.00百分點；800/1000有效連增：1週,截至20260911；5日：+35.54%；10日：+21.84%；20日：+25.46%；距MA20：+21.53%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
21,20260911,6218,豪勉,通信網路業,mainstream_leader,36.11,41.11,2.9299999999999997,1.9600000000000009,2.1400000000000006,0.7099999999999937,7.739999999999995,16.11,4,15.0,5.0,2158.3,0.0,2,5.0,3,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,26.123595505617956,8.30368449617076,12.13407159091442,有效級距增加 4/4（持股比率週變化 >0.5個百分點）；800/1000張有效連續增加 2 週,20260911,data/stock_price_history/6218.csv,20260904,20260828,20260814,6.2721893491124225,10.319410319410306,26.123595505617956,8.30368449617076,>400／600／800／1000張：+2.93／+1.96／+2.14／+0.71百分點；800/1000有效連增：2週,截至20260911；5日：+6.27%；10日：+10.32%；20日：+26.12%；距MA20：+8.30%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
22,20260911,6531,愛普*,矽智財,mainstream_leader,35.86,35.86,1.7100000000000009,0.7999999999999972,2.1300000000000026,1.5399999999999991,6.18,15.86,4,15.0,5.0,3982.54,0.0,1,0.0,3,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,6.008583690987135,7.625272331154687,10.707477191714865,有效級距增加 4/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/6531.csv,20260904,20260828,20260814,8.452250274423712,10.391061452513961,6.008583690987135,7.625272331154687,>400／600／800／1000張：+1.71／+0.80／+2.13／+1.54百分點；800/1000有效連增：1週,截至20260911；5日：+8.45%；10日：+10.39%；20日：+6.01%；距MA20：+7.63%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
23,20260911,4908,前鼎,CPO光通訊,mainstream_leader,35.35,35.35,1.8300000000000054,2.950000000000003,1.7800000000000011,0.5699999999999932,7.130000000000003,15.35,4,15.0,5.0,5003.7,0.0,1,0.0,3,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,53.2258064516129,21.467842986830334,26.814661271504114,有效級距增加 4/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/4908.csv,20260904,20260828,20260814,5.790645879732748,25.0,53.2258064516129,21.467842986830334,>400／600／800／1000張：+1.83／+2.95／+1.78／+0.57百分點；800/1000有效連增：1週,截至20260911；5日：+5.79%；10日：+25.00%；20日：+53.23%；距MA20：+21.47%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
24,20260911,3006,晶豪科,記憶體儲存,non_mainstream_watch,34.85,34.85,2.2900000000000063,2.450000000000003,2.219999999999999,1.5,8.460000000000008,19.85,4,15.0,0.0,17601.42,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,6.215722120658129,4.590459045904582,8.108623531408698,有效級距增加 4/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/3006.csv,20260904,20260828,20260814,4.308797127468589,7.792207792207795,6.215722120658129,4.590459045904582,>400／600／800／1000張：+2.29／+2.45／+2.22／+1.50百分點；800/1000有效連增：1週,截至20260911；5日：+4.31%；10日：+7.79%；20日：+6.22%；距MA20：+4.59%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
25,20260911,5245,智晶,光電業,mainstream_leader,34.51,34.51,1.240000000000002,1.3300000000000054,1.3900000000000006,1.6099999999999994,5.570000000000007,14.51,4,15.0,5.0,29550.0,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-8.559498956158663,-5.071521456436933,-3.991790341399115,有效級距增加 4/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/5245.csv,20260904,20260828,20260813,-4.157549234135683,-5.8064516129032295,-8.559498956158663,-5.071521456436933,>400／600／800／1000張：+1.24／+1.33／+1.39／+1.61百分點；800/1000有效連增：1週,截至20260911；5日：-4.16%；10日：-5.81%；20日：-8.56%；距MA20：-5.07%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
26,20260911,3264,欣銓,半導體業,mainstream_leader,33.89,38.89,1.0300000000000011,1.1400000000000006,1.2999999999999972,1.6700000000000017,5.140000000000001,13.89,4,15.0,5.0,6069.75,0.0,2,5.0,2,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,2.2172949002217335,3.7003711618490476,-0.10023234551715943,有效級距增加 4/4（持股比率週變化 >0.5個百分點）；800/1000張有效連續增加 2 週,20260911,data/stock_price_history/3264.csv,20260904,20260828,20260814,1.541850220264318,-1.9148936170212738,2.2172949002217335,3.7003711618490476,>400／600／800／1000張：+1.03／+1.14／+1.30／+1.67百分點；800/1000有效連增：2週,截至20260911；5日：+1.54%；10日：-1.91%；20日：+2.22%；距MA20：+3.70%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
27,20260911,8042,金山電,被動元件,non_mainstream_watch,33.62,33.62,3.1999999999999957,2.8900000000000006,1.3599999999999994,1.3900000000000006,8.839999999999996,18.62,4,15.0,0.0,5877.05,0.0,1,0.0,2,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,0.4444444444444473,5.238649592549471,5.484386042146316,有效級距增加 4/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/8042.csv,20260904,20260828,20260814,2.262443438914019,3.669724770642202,0.4444444444444473,5.238649592549471,>400／600／800／1000張：+3.20／+2.89／+1.36／+1.39百分點；800/1000有效連增：1週,截至20260911；5日：+2.26%；10日：+3.67%；20日：+0.44%；距MA20：+5.24%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
28,20260911,3016,嘉晶,半導體業,mainstream_leader,33.25,33.25,1.269999999999996,0.7400000000000091,1.5,1.5,5.010000000000005,13.25,4,15.0,5.0,6058.57,0.0,1,0.0,1,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,6.829268292682933,7.300342969132778,10.256174775345494,有效級距增加 4/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/3016.csv,20260904,20260828,20260814,8.415841584158423,9.93975903614459,6.829268292682933,7.300342969132778,>400／600／800／1000張：+1.27／+0.74／+1.50／+1.50百分點；800/1000有效連增：1週,截至20260911；5日：+8.42%；10日：+9.94%；20日：+6.83%；距MA20：+7.30%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
29,20260911,2327,國巨*,被動元件,mainstream_leader,31.78,31.78,1.1799999999999926,1.1599999999999966,1.1599999999999966,1.1999999999999957,4.6999999999999815,11.78,4,15.0,5.0,44048.09,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-12.540192926045012,-3.056223826071458,-8.561306203847673,有效級距增加 4/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/2327.csv,20260904,20260828,20260814,-3.2028469750889688,-8.877721943048577,-12.540192926045012,-3.056223826071458,>400／600／800／1000張：+1.18／+1.16／+1.16／+1.20百分點；800/1000有效連增：1週,截至20260911；5日：-3.20%；10日：-8.88%；20日：-12.54%；距MA20：-3.06%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
30,20260911,2344,華邦電,記憶體儲存,non_mainstream_watch,30.81,30.81,1.730000000000004,1.6599999999999966,1.559999999999988,1.5200000000000102,6.469999999999999,15.81,4,15.0,0.0,138260.5,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-6.539509536784738,-3.9484738168580336,-5.193226134077333,有效級距增加 4/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/2344.csv,20260904,20260828,20260814,-1.4367816091954033,-5.5096418732782375,-6.539509536784738,-3.9484738168580336,>400／600／800／1000張：+1.73／+1.66／+1.56／+1.52百分點；800/1000有效連增：1週,截至20260911；5日：-1.44%；10日：-5.51%；20日：-6.54%；距MA20：-3.95%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
31,20260911,3026,禾伸堂,被動元件,mainstream_leader,30.25,30.25,2.440000000000005,3.509999999999998,2.6899999999999977,-0.5700000000000003,8.64,15.25,3,10.0,5.0,8918.76,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 3/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/3026.csv,20260904,20260828,20260814,6.134094151212555,0.26954177897573484,14.992272024729525,6.141664883372555,>400／600／800／1000張：+2.44／+3.51／+2.69／-0.57百分點；800/1000有效連增：0週,截至20260911；5日：+6.13%；10日：+0.27%；20日：+14.99%；距MA20：+6.14%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
32,20260911,1815,富喬,玻纖布,mainstream_leader,29.9,44.9,1.4200000000000017,0.9600000000000009,0.9599999999999937,0.9200000000000017,4.259999999999998,9.9,4,15.0,5.0,78452.95,0.0,4,15.0,6,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,39.34426229508197,8.289451333446586,3.408286769512081,有效級距增加 4/4（持股比率週變化 >0.5個百分點）；800/1000張有效連續增加 4 週,20260911,data/stock_price_history/1815.csv,20260904,20260828,20260814,7.594936708860756,1.5936254980079667,39.34426229508197,8.289451333446586,>400／600／800／1000張：+1.42／+0.96／+0.96／+0.92百分點；800/1000有效連增：4週,截至20260911；5日：+7.59%；10日：+1.59%；20日：+39.34%；距MA20：+8.29%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
33,20260911,6226,光鼎,光電業,mainstream_leader,29.73,29.73,2.6700000000000017,2.3000000000000007,2.3000000000000007,0.14000000000000057,7.410000000000004,14.73,3,10.0,5.0,21402.72,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,57.48031496062991,5.950909411972449,-11.44829014315204,有效級距增加 3/4（持股比率週變化 >0.5個百分點）,20260911,data/stock_price_history/6226.csv,20260904,20260828,20260814,-10.447761194029848,-11.764705882352944,57.48031496062991,5.950909411972449,>400／600／800／1000張：+2.67／+2.30／+2.30／+0.14百分點；800/1000有效連增：0週,截至20260911；5日：-10.45%；10日：-11.76%；20日：+57.48%；距MA20：+5.95%,unavailable_no_approved_matching_metric,尚無核准的條件匹配績效
