queue_date,model_id,research_id,signal_date,signal_age_trading_days,stock_id,stock_name,market,pending_trigger_ids,expired,broken_signal_low,stop_loss_level,watch_until_trading_date,classification_id,attack_method,price_position_type,approved_for_daily
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260703,9,2630,亞航,TWSE,next_day_continuation_confirmed,False,False,50.8,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260703,9,2645,長榮航太,TWSE,next_day_continuation_confirmed,False,False,201.0,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260715,2,3024,憶聲,TWSE,next_day_continuation_confirmed,False,False,12.65,20260717,low_position_breakout,general_breakout,low_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260702,10,3055,蔚華科,TWSE,next_day_continuation_confirmed,False,False,129.0,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260703,9,3055,蔚華科,TWSE,next_day_continuation_confirmed,False,False,140.0,20260717,high_position_breakout,volume_attack,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260716,1,3413,京鼎,TWSE,next_day_continuation_confirmed,False,False,341.5,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260713,4,4139,馬光-KY,TPEx,next_day_continuation_confirmed,False,False,24.9,20260717,high_position_breakout,general_breakout,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260714,3,4139,馬光-KY,TPEx,next_day_continuation_confirmed,False,False,26.35,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260715,2,4139,馬光-KY,TPEx,next_day_continuation_confirmed,False,False,30.0,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260709,5,4439,冠星-KY,TWSE,next_day_continuation_confirmed,False,False,97.0,20260717,standard_breakout,volume_attack,middle_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260714,3,4513,福裕,TPEx,next_day_continuation_confirmed,False,False,17.9,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260715,2,4534,慶騰,TPEx,next_day_continuation_confirmed,False,False,35.0,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260716,1,4534,慶騰,TPEx,next_day_continuation_confirmed,False,False,37.75,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260703,9,4541,晟田,TPEx,next_day_continuation_confirmed,False,False,55.3,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260714,3,4541,晟田,TPEx,next_day_continuation_confirmed,False,False,65.7,20260717,high_position_breakout,volume_attack,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260703,9,4564,元翎,TWSE,next_day_continuation_confirmed,False,False,16.35,20260717,locked_limit_up_breakout,locked_limit_up,middle_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260713,4,4564,元翎,TWSE,next_day_continuation_confirmed,False,False,18.9,20260717,high_position_breakout,volume_attack,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260703,9,4707,磐亞,TPEx,next_day_continuation_confirmed,False,False,32.35,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260714,3,5483,中美晶,TPEx,next_day_continuation_confirmed,False,False,230.5,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260709,5,5488,松普,TPEx,next_day_continuation_confirmed,False,False,15.0,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260703,9,6477,安集,TWSE,next_day_continuation_confirmed,False,False,34.1,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260713,4,6505,台塑化,TWSE,next_day_continuation_confirmed,False,False,60.5,20260717,high_position_breakout,general_breakout,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260714,3,6505,台塑化,TWSE,next_day_continuation_confirmed,False,False,63.3,20260717,high_position_breakout,volume_attack,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260715,2,6505,台塑化,TWSE,next_day_continuation_confirmed,False,False,66.1,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260703,9,6525,捷敏-KY,TWSE,next_day_continuation_confirmed,False,False,162.0,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260709,5,6574,霈方,TPEx,next_day_continuation_confirmed,False,False,118.5,20260717,high_position_breakout,general_breakout,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260703,9,6617,共信-KY,TPEx,next_day_continuation_confirmed,False,False,92.6,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260716,1,6680,鑫創電子,TPEx,next_day_continuation_confirmed,False,False,56.2,20260717,high_position_breakout,volume_attack,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260706,8,6907,雅特力-KY,TPEx,next_day_continuation_confirmed,False,False,169.0,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260714,3,6907,雅特力-KY,TPEx,next_day_continuation_confirmed,False,False,202.5,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260715,2,6967,汎瑋材料,TPEx,next_day_continuation_confirmed,False,False,72.2,20260717,locked_limit_up_breakout,locked_limit_up,low_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260709,5,7714,創泓科技,TPEx,next_day_continuation_confirmed,False,False,172.5,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260713,4,8039,台虹,TWSE,next_day_continuation_confirmed,False,False,169.0,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260714,3,8039,台虹,TWSE,next_day_continuation_confirmed,False,False,169.0,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260709,5,8383,千附,TPEx,next_day_continuation_confirmed,False,False,69.7,20260717,locked_limit_up_breakout,locked_limit_up,middle_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260713,4,8383,千附,TPEx,next_day_continuation_confirmed,False,False,73.5,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260715,2,8383,千附,TPEx,next_day_continuation_confirmed,False,False,77.4,20260717,high_position_breakout,volume_attack,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260707,7,8421,旭源,TPEx,next_day_continuation_confirmed,False,False,13.4,20260717,high_position_breakout,volume_attack,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260713,4,8433,弘帆,TPEx,next_day_continuation_confirmed,False,False,53.2,20260717,long_base_low_position,volume_attack,low_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260703,9,8928,鉅明,TPEx,next_day_continuation_confirmed,False,False,21.4,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260707,7,8930,青鋼,TPEx,next_day_continuation_confirmed,False,False,28.45,20260717,standard_breakout,volume_attack,middle_position,False
20260717,volume_range_breakout,volume_breakout_confirmed_operation,20260716,1,9914,美利達,TWSE,next_day_continuation_confirmed,False,False,80.1,20260717,locked_limit_up_breakout,locked_limit_up,high_position,False
