rule_name,volume_ratio_threshold,min_signal_return_pct,horizon,selected_stock_days,selected_stocks,mature_count,sample_status,close_win_rate_pct,avg_close_return_pct,median_close_return_pct,avg_mfe_pct,median_mfe_pct,avg_mae_pct,median_mae_pct,hit_rate_high_ge_5pct,close_hit_rate_ge_5pct,hit_rate_high_ge_10pct,close_hit_rate_ge_10pct,hit_rate_high_ge_20pct,close_hit_rate_ge_20pct
volume_ratio_prev20_ge_10x_signal_return_ge_5pct,10,5,D+18,1039,663,924,ok,37.23,0.19,-3.9,14.13,9.04,-10.38,-9.69,64.18,25.54,46.75,18.4,22.94,10.82
volume_ratio_prev20_ge_10x_signal_return_ge_5pct,10,5,D+19,1039,663,924,ok,36.36,0.41,-3.78,14.69,9.37,-10.52,-9.94,64.5,26.08,47.84,18.83,23.7,10.82
volume_ratio_prev20_ge_10x_signal_return_ge_5pct,10,5,D+2,1039,663,1037,ok,36.16,-0.86,-1.96,4.97,3.49,-5.21,-4.52,39.63,18.51,15.72,8.0,0.87,0.68
volume_ratio_prev20_ge_10x_signal_return_ge_5pct,10,5,D+20,1039,663,920,ok,37.17,0.49,-3.6,15.06,9.4,-10.64,-10.0,64.67,27.07,48.04,18.7,24.67,11.41
volume_ratio_prev20_ge_10x_signal_return_ge_5pct,10,5,D+3,1039,663,1032,ok,35.76,-1.1,-2.2,6.12,4.02,-6.18,-5.33,44.09,17.05,21.22,9.5,5.33,3.59
volume_ratio_prev20_ge_10x_signal_return_ge_5pct,10,5,D+4,1039,663,1030,ok,36.6,-0.87,-2.48,7.12,4.66,-6.83,-6.04,47.86,20.58,25.53,11.94,6.89,4.17
volume_ratio_prev20_ge_10x_signal_return_ge_5pct,10,5,D+5,1039,663,1022,ok,36.5,-0.86,-2.66,7.95,5.05,-7.25,-6.42,50.39,20.25,28.67,12.23,9.2,4.89
volume_ratio_prev20_ge_10x_signal_return_ge_5pct,10,5,D+6,1039,663,1005,ok,37.81,-0.74,-2.4,8.6,5.51,-7.63,-6.79,52.74,21.89,31.04,13.53,10.35,5.17
volume_ratio_prev20_ge_10x_signal_return_ge_5pct,10,5,D+7,1039,663,1000,ok,38.0,-0.69,-2.64,9.18,5.93,-7.94,-6.98,54.9,22.1,32.7,13.9,11.7,5.6
volume_ratio_prev20_ge_10x_signal_return_ge_5pct,10,5,D+8,1039,663,995,ok,38.39,-0.65,-2.53,9.72,6.18,-8.18,-7.21,56.48,22.41,34.47,13.77,13.37,6.73
volume_ratio_prev20_ge_10x_signal_return_ge_5pct,10,5,D+9,1039,663,985,ok,37.66,-0.69,-2.7,10.17,6.38,-8.39,-7.52,57.56,22.03,36.14,14.92,14.82,6.9
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+1,833,576,833,ok,39.62,-0.65,-0.83,3.19,2.36,-3.86,-3.42,26.29,12.48,2.4,1.44,0.12,0.12
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+10,833,576,788,ok,35.66,-0.67,-2.96,10.92,7.02,-8.84,-7.96,60.66,23.48,37.69,14.85,16.24,8.88
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+11,833,576,783,ok,37.29,-0.6,-3.01,11.26,7.18,-9.12,-8.24,61.05,23.12,38.31,15.84,17.37,8.3
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+12,833,576,781,ok,37.64,-0.46,-3.28,11.7,7.41,-9.37,-8.65,61.84,24.71,39.56,16.52,18.57,8.45
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+13,833,576,772,ok,36.92,-0.5,-3.75,12.07,7.48,-9.66,-8.97,62.31,23.96,40.54,16.58,18.78,9.07
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+14,833,576,761,ok,36.93,-0.54,-3.58,12.53,7.72,-9.91,-9.25,63.21,24.18,42.05,17.08,20.24,9.33
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+15,833,576,757,ok,37.78,-0.43,-3.83,12.95,7.96,-10.14,-9.42,63.67,24.83,43.33,17.04,20.74,9.64
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+16,833,576,746,ok,38.61,0.03,-4.04,13.51,8.25,-10.28,-9.62,64.08,26.14,45.17,19.17,21.85,9.92
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+17,833,576,744,ok,37.37,0.13,-3.68,13.99,8.68,-10.48,-9.81,65.05,27.02,45.97,18.55,22.98,10.75
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+18,833,576,736,ok,37.09,0.21,-4.11,14.5,9.24,-10.6,-9.85,65.62,26.49,47.28,18.61,23.78,11.01
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+19,833,576,736,ok,36.14,0.46,-3.82,15.06,9.73,-10.73,-10.01,66.03,26.49,48.37,19.02,24.59,11.01
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+2,833,576,831,ok,37.55,-0.8,-1.83,5.24,3.81,-5.31,-4.6,42.24,19.49,17.21,8.9,0.84,0.6
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+20,833,576,733,ok,36.97,0.52,-3.8,15.44,9.77,-10.83,-10.05,66.17,27.42,48.7,18.83,25.51,11.46
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+3,833,576,828,ok,37.08,-1.03,-2.15,6.44,4.46,-6.32,-5.54,46.98,18.0,22.46,10.14,5.68,3.86
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+4,833,576,827,ok,37.0,-0.82,-2.41,7.44,5.07,-6.96,-6.08,50.54,20.92,26.72,12.09,7.13,4.35
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+5,833,576,820,ok,36.34,-0.89,-2.72,8.25,5.53,-7.37,-6.46,52.8,20.85,29.88,12.32,9.39,5.0
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+6,833,576,806,ok,37.22,-0.84,-2.66,8.89,5.92,-7.76,-6.83,54.71,22.21,32.13,13.9,10.55,5.33
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+7,833,576,801,ok,37.58,-0.79,-2.9,9.49,6.23,-8.08,-7.14,56.93,22.22,33.83,14.23,12.23,5.87
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+8,833,576,798,ok,38.35,-0.66,-2.96,10.07,6.38,-8.33,-7.23,58.65,23.18,35.46,14.54,14.16,7.27
volume_ratio_prev20_ge_10x_signal_return_ge_7pct,10,7,D+9,833,576,793,ok,37.07,-0.76,-3.01,10.5,6.7,-8.59,-7.63,59.52,22.19,36.82,15.13,15.64,7.57
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+1,2606,1162,2606,ok,37.41,-0.7,-0.83,2.71,1.65,-3.38,-2.91,20.49,9.55,2.0,1.07,0.04,0.04
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+10,2606,1162,2479,ok,38.73,-0.11,-2.25,9.85,5.65,-7.98,-7.07,53.21,23.24,33.48,14.32,15.01,7.42
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+11,2606,1162,2468,ok,38.65,0.04,-2.35,10.36,5.89,-8.23,-7.27,54.46,23.26,34.97,15.48,16.21,7.66
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+12,2606,1162,2462,ok,38.95,0.15,-2.35,10.86,6.19,-8.46,-7.54,55.77,24.0,36.07,16.17,17.47,7.84
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+13,2606,1162,2442,ok,39.11,0.28,-2.57,11.31,6.38,-8.72,-7.78,56.67,24.32,37.1,16.38,18.14,8.76
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+14,2606,1162,2418,ok,38.75,0.32,-2.46,11.79,6.57,-8.97,-7.98,57.49,25.06,38.46,16.67,19.07,9.06
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+15,2606,1162,2404,ok,39.31,0.49,-2.57,12.29,6.93,-9.18,-8.2,58.4,26.08,39.89,17.3,19.88,9.36
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+16,2606,1162,2381,ok,40.15,0.74,-2.58,12.84,7.31,-9.34,-8.37,59.3,26.71,41.45,18.82,20.71,9.87
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+17,2606,1162,2373,ok,38.85,0.79,-2.73,13.31,7.5,-9.53,-8.57,60.26,26.46,42.39,18.63,21.58,10.62
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+18,2606,1162,2357,ok,39.24,0.86,-3.0,13.83,7.82,-9.68,-8.68,60.97,25.97,43.36,18.88,22.27,10.95
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+19,2606,1162,2353,ok,39.23,1.07,-2.69,14.3,8.08,-9.84,-8.86,61.58,26.9,44.33,19.04,22.99,11.13
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+2,2606,1162,2601,ok,36.64,-0.87,-1.4,4.31,2.73,-4.72,-3.92,32.76,15.8,12.65,6.65,0.58,0.5
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+20,2606,1162,2342,ok,40.52,1.26,-2.5,14.75,8.29,-9.98,-8.96,62.17,27.84,44.96,19.51,23.74,11.23
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+3,2606,1162,2591,ok,37.01,-0.9,-1.6,5.36,3.19,-5.55,-4.68,37.63,16.36,17.6,8.14,3.86,2.62
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+4,2606,1162,2585,ok,36.79,-0.78,-1.94,6.25,3.67,-6.14,-5.29,41.55,18.53,21.78,10.06,5.65,3.29
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+5,2606,1162,2569,ok,36.63,-0.66,-2.01,7.02,4.07,-6.53,-5.73,44.06,18.68,24.45,10.67,7.79,4.05
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+6,2606,1162,2541,ok,37.62,-0.57,-2.12,7.67,4.47,-6.91,-6.07,46.87,20.31,26.64,12.4,9.17,4.57
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+7,2606,1162,2531,ok,38.05,-0.46,-2.26,8.26,4.79,-7.22,-6.33,48.76,20.82,28.41,13.12,10.87,5.45
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+8,2606,1162,2515,ok,38.33,-0.34,-2.15,8.81,5.07,-7.48,-6.54,50.46,21.35,30.14,13.36,12.33,5.96
volume_ratio_prev20_ge_8x_signal_return_ge_0pct,8,0,D+9,2606,1162,2498,ok,38.55,-0.21,-2.13,9.34,5.43,-7.71,-6.79,51.92,22.14,32.03,14.45,13.81,6.81
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+1,2016,1001,2016,ok,37.6,-0.75,-0.98,2.92,1.91,-3.62,-3.18,23.07,10.71,2.23,1.29,0.05,0.05
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+10,2016,1001,1914,ok,38.35,-0.17,-2.68,10.48,6.29,-8.45,-7.67,56.32,24.56,35.95,15.67,16.41,8.1
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+11,2016,1001,1905,ok,38.01,-0.07,-2.8,10.99,6.5,-8.71,-7.86,57.53,24.41,37.38,16.69,17.9,8.24
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+12,2016,1001,1901,ok,39.14,0.08,-2.88,11.52,6.83,-8.97,-8.15,58.81,25.2,38.35,17.52,19.2,8.47
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+13,2016,1001,1886,ok,38.6,0.22,-3.07,12.0,7.12,-9.25,-8.41,59.65,25.19,39.5,17.76,19.88,9.33
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+14,2016,1001,1868,ok,37.74,0.2,-3.09,12.5,7.34,-9.53,-8.7,60.39,25.8,40.85,17.83,20.93,9.74
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+15,2016,1001,1860,ok,38.87,0.42,-3.23,13.01,7.65,-9.76,-8.88,61.13,26.72,42.1,18.23,21.67,9.89
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+16,2016,1001,1840,ok,39.51,0.7,-3.21,13.6,7.99,-9.92,-9.13,62.01,27.34,43.64,20.0,22.55,10.38
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+17,2016,1001,1835,ok,38.69,0.8,-3.37,14.09,8.24,-10.12,-9.29,62.94,27.63,44.58,19.67,23.49,11.39
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+18,2016,1001,1822,ok,38.58,0.85,-3.4,14.63,8.62,-10.27,-9.41,63.67,26.95,45.66,19.81,24.09,11.64
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+19,2016,1001,1819,ok,38.48,0.99,-3.42,15.12,9.05,-10.42,-9.57,64.05,27.87,46.73,19.68,24.85,11.65
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+2,2016,1001,2011,ok,35.85,-0.93,-1.75,4.66,3.11,-5.05,-4.35,36.5,17.3,14.12,7.41,0.75,0.65
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+20,2016,1001,1810,ok,39.39,1.13,-3.28,15.57,9.21,-10.57,-9.82,64.53,28.34,47.29,20.11,25.64,11.99
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+3,2016,1001,2003,ok,36.2,-0.99,-1.95,5.79,3.6,-5.94,-5.11,41.39,17.52,19.62,9.24,4.64,3.1
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+4,2016,1001,1998,ok,36.34,-0.84,-2.32,6.74,4.18,-6.55,-5.78,45.15,20.02,23.87,11.11,6.51,3.85
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+5,2016,1001,1983,ok,36.26,-0.76,-2.6,7.54,4.56,-6.96,-6.14,47.3,19.82,26.68,11.65,8.88,4.59
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+6,2016,1001,1961,ok,36.87,-0.62,-2.48,8.23,5.0,-7.34,-6.49,50.08,21.52,29.17,13.77,10.4,5.15
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+7,2016,1001,1952,ok,37.7,-0.49,-2.63,8.86,5.41,-7.65,-6.72,52.0,22.23,31.1,14.45,12.3,6.05
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+8,2016,1001,1939,ok,37.8,-0.4,-2.6,9.41,5.64,-7.91,-6.95,53.58,22.59,32.65,14.54,13.92,6.65
volume_ratio_prev20_ge_8x_signal_return_ge_3pct,8,3,D+9,2016,1001,1926,ok,38.01,-0.29,-2.67,9.95,5.99,-8.15,-7.33,54.93,23.26,34.58,15.47,15.37,7.37
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+1,1603,882,1603,ok,39.11,-0.7,-0.87,3.05,2.18,-3.72,-3.28,24.89,11.54,2.12,1.37,0.06,0.06
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+10,1603,882,1518,ok,38.67,0.0,-2.64,11.1,6.93,-8.66,-7.8,58.83,25.63,38.34,16.27,17.39,8.7
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+11,1603,882,1510,ok,39.14,0.13,-2.74,11.59,7.27,-8.91,-8.07,59.54,25.3,39.87,17.55,18.54,8.68
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+12,1603,882,1508,ok,39.66,0.25,-2.86,12.1,7.44,-9.17,-8.4,60.88,26.06,40.78,18.24,20.03,9.08
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+13,1603,882,1496,ok,39.04,0.3,-3.07,12.54,7.7,-9.44,-8.66,61.7,25.6,41.84,18.18,20.45,9.63
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+14,1603,882,1482,ok,37.99,0.23,-3.06,12.99,7.9,-9.74,-8.83,62.35,25.78,43.12,18.15,21.52,9.99
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+15,1603,882,1476,ok,39.09,0.47,-3.2,13.47,8.12,-9.96,-9.1,63.08,26.69,44.11,18.43,22.22,10.09
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+16,1603,882,1462,ok,39.6,0.74,-3.26,13.99,8.45,-10.13,-9.26,63.54,27.29,45.35,20.11,23.19,10.6
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+17,1603,882,1459,ok,38.45,0.83,-3.42,14.53,8.87,-10.33,-9.44,64.43,27.42,46.33,19.53,24.26,11.79
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+18,1603,882,1447,ok,38.49,0.96,-3.5,15.1,9.3,-10.47,-9.58,65.24,26.88,47.48,19.97,24.81,11.89
volume_ratio_prev20_ge_8x_signal_return_ge_5pct,8,5,D+19,1603,882,1444,ok,38.57,1.14,-3.46,15.63,9.69,-10.62,-9.81,65.65,27.98,48.61,19.88,25.62,12.05
