date,source_tdcc_dataset_id,stock_id,stock_name,market,close,volume,start_day_volume_ratio_vs_prev20,start_5d_avg_volume_ratio_vs_prev20,return_5d_pct,return_10d_pct,return_20d_pct,rsi14,macd_hist,bb_width_pct_rank_120d,latest_theme_status_group,latest_theme_final_status,latest_theme_volume_attack_status,tdcc_available,tdcc_all_thresholds_up,tdcc_high_thresholds_up,tdcc_high_up_streak,tdcc_high_change_sum,derived_market_regime,market_abnormal_status,market_abnormal_risk_level,is_disposition,is_attention,is_periodic_trading,disposition_period,execution_risk_note,matched_rules,best_d5_rule,best_d5_hit_rate_pct,best_d5_sample_status,best_d10_rule,best_d10_hit_rate_pct,best_d10_sample_status,best_d20_rule,best_d20_hit_rate_pct,best_d20_sample_status,model_effect_allowed,core_weight_change_allowed,research_caveat,research_priority
20260717,tdcc-20260717-98c564c5bc4ab725,6505,,TWSE,81.3,165705194.0,7.08,3.49,38.27,41.15,54.56,89.27,2.5681,1.0,mainstream_supported,emerging_theme,unlabeled,True,True,True,5.0,1.19,weak_or_correction,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up; all_stock__vol2__tdcc_high_streak2,all_stock__vol2__tdcc_all_up,25.49,ok_initial_sample,all_stock__vol2__tdcc_all_up,35.25,ok_initial_sample,all_stock__vol2__tdcc_all_up,43.21,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; latest_theme_label_provisional,C_short_term_watch
20260717,tdcc-20260717-98c564c5bc4ab725,4737,,TWSE,54.8,138084.0,0.75,2.75,-5.35,-2.49,-2.49,44.66,-0.0608,0.43,unlabeled,unlabeled,unlabeled,True,True,True,1.0,0.08,weak_or_correction,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up,all_stock__vol2__tdcc_all_up,25.49,ok_initial_sample,all_stock__vol2__tdcc_all_up,35.25,ok_initial_sample,all_stock__vol2__tdcc_all_up,43.21,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,C_short_term_watch
20260717,tdcc-20260717-98c564c5bc4ab725,9921,,TWSE,86.6,13375509.0,6.91,2.74,19.12,14.7,15.16,66.45,1.0082,0.87,mainstream_supported,mainstream_leader,unlabeled,True,True,True,1.0,2.31,weak_or_correction,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up,all_stock__vol2__tdcc_all_up,25.49,ok_initial_sample,all_stock__vol2__tdcc_all_up,35.25,ok_initial_sample,all_stock__vol2__tdcc_all_up,43.21,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; latest_theme_label_provisional,C_short_term_watch
20260717,tdcc-20260717-98c564c5bc4ab725,8481,,TWSE,41.6,153897.0,5.53,2.62,-1.42,-0.24,-1.3,52.1,0.0617,0.88,unlabeled,unlabeled,unlabeled,True,True,True,1.0,0.02,weak_or_correction,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up,all_stock__vol2__tdcc_all_up,25.49,ok_initial_sample,all_stock__vol2__tdcc_all_up,35.25,ok_initial_sample,all_stock__vol2__tdcc_all_up,43.21,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,C_short_term_watch
20260717,tdcc-20260717-98c564c5bc4ab725,2235,,TPEx,27.8,8000.0,0.52,2.45,-7.49,-6.87,-7.33,27.27,-0.2444,0.86,unlabeled,unlabeled,unlabeled,True,True,True,1.0,0.12,,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up,all_stock__vol2__tdcc_all_up,25.49,ok_initial_sample,all_stock__vol2__tdcc_all_up,35.25,ok_initial_sample,all_stock__vol2__tdcc_all_up,43.21,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,C_short_term_watch
20260717,tdcc-20260717-98c564c5bc4ab725,1709,,TWSE,26.05,5891152.0,1.23,2.41,6.76,11.32,24.34,73.15,0.277,0.99,unlabeled,unlabeled,unlabeled,True,True,True,3.0,5.58,weak_or_correction,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up; all_stock__vol2__tdcc_high_streak2,all_stock__vol2__tdcc_all_up,25.49,ok_initial_sample,all_stock__vol2__tdcc_all_up,35.25,ok_initial_sample,all_stock__vol2__tdcc_all_up,43.21,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,C_short_term_watch
20260717,tdcc-20260717-98c564c5bc4ab725,8489,,TPEx,22.9,93000.0,1.31,2.33,5.53,5.29,2.46,59.66,0.2619,0.23,unlabeled,unlabeled,unlabeled,True,True,True,1.0,0.06,,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up,all_stock__vol2__tdcc_all_up,25.49,ok_initial_sample,all_stock__vol2__tdcc_all_up,35.25,ok_initial_sample,all_stock__vol2__tdcc_all_up,43.21,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,C_short_term_watch
20260717,tdcc-20260717-98c564c5bc4ab725,1259,,TPEx,59.5,50000.0,3.37,2.15,1.02,4.39,2.59,57.28,0.2241,0.82,unlabeled,unlabeled,unlabeled,True,True,True,2.0,0.14,,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up; all_stock__vol2__tdcc_high_streak2,all_stock__vol2__tdcc_all_up,25.49,ok_initial_sample,all_stock__vol2__tdcc_all_up,35.25,ok_initial_sample,all_stock__vol2__tdcc_all_up,43.21,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,C_short_term_watch
20260717,tdcc-20260717-98c564c5bc4ab725,4441,,TWSE,174.0,299965.0,3.27,2.12,-8.42,-7.94,-13.86,25.76,-1.1789,0.33,unlabeled,unlabeled,unlabeled,True,True,True,1.0,0.04,weak_or_correction,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up,all_stock__vol2__tdcc_all_up,25.49,ok_initial_sample,all_stock__vol2__tdcc_all_up,35.25,ok_initial_sample,all_stock__vol2__tdcc_all_up,43.21,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,C_short_term_watch
20260717,tdcc-20260717-98c564c5bc4ab725,6486,,TPEx,77.0,154000.0,1.46,2.09,-7.34,-5.87,-6.33,38.1,-0.4776,0.71,unlabeled,unlabeled,unlabeled,True,True,True,1.0,0.08,,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up,all_stock__vol2__tdcc_all_up,25.49,ok_initial_sample,all_stock__vol2__tdcc_all_up,35.25,ok_initial_sample,all_stock__vol2__tdcc_all_up,43.21,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,C_short_term_watch
20260717,tdcc-20260717-98c564c5bc4ab725,4942,,TWSE,36.7,226766.0,2.7,2.06,-1.61,-2.52,-2.91,42.11,-0.0485,0.17,unlabeled,unlabeled,unlabeled,True,True,True,1.0,0.04,weak_or_correction,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up,all_stock__vol2__tdcc_all_up,25.49,ok_initial_sample,all_stock__vol2__tdcc_all_up,35.25,ok_initial_sample,all_stock__vol2__tdcc_all_up,43.21,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,C_short_term_watch
20260717,tdcc-20260717-98c564c5bc4ab725,1539,,TWSE,16.3,340239.0,2.24,2.34,2.84,1.88,3.49,62.5,0.0813,0.47,unlabeled,unlabeled,unlabeled,True,False,True,1.0,1.98,weak_or_correction,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_high_up,all_stock__vol2__tdcc_high_up,24.64,ok_initial_sample,all_stock__vol2__tdcc_high_up,34.68,ok_initial_sample,all_stock__vol2__tdcc_high_up,42.81,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260717,tdcc-20260717-98c564c5bc4ab725,1203,,TWSE,45.95,38909.0,1.45,2.21,6.49,6.61,6.49,77.17,0.2626,0.57,unlabeled,unlabeled,unlabeled,True,False,True,3.0,0.04,weak_or_correction,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_high_up; all_stock__vol2__tdcc_high_streak2,all_stock__vol2__tdcc_high_up,24.64,ok_initial_sample,all_stock__vol2__tdcc_high_up,34.68,ok_initial_sample,all_stock__vol2__tdcc_high_up,42.81,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
