snapshot_report_date,generated_at,pipeline_commit_sha,main_price_date,report_ready,warrant_ready,warrant_source_status,warrant_daily_publish_allowed,warrant_pdf_visibility,warrant_model_effect_allowed,warrant_pdf_effect_allowed,daily_pdf_ready,artifact_id,source_path,snapshot_path,source_sha256,snapshot_sha256,row_count,column_count,purpose
20260616,2026-06-17 14:31:04 Asia/Taipei,8f0932c0c6f0d6f2138c9aee26a09f9cf0af7ce5,20260616,True,True,,,,,,True,model_summary_for_report,output/latest/daily_candidate_model_summary_for_report_latest.csv,output/history/daily_model_snapshots/daily_candidate_model_summary_for_report_20260616.csv,a4e3de6154879527bc5fb3c8a01a584077af016b2a0eeb1637bc88edf702b342,a4e3de6154879527bc5fb3c8a01a584077af016b2a0eeb1637bc88edf702b342,20,30,as_published_daily_model_snapshot
20260616,2026-06-17 14:31:04 Asia/Taipei,8f0932c0c6f0d6f2138c9aee26a09f9cf0af7ce5,20260616,True,True,,,,,,True,volume_breakout_operation_section,output/latest/daily_volume_breakout_operation_section_latest.csv,output/history/daily_model_snapshots/daily_volume_breakout_operation_section_20260616.csv,5a868d3837d8847aa03c280597214c9a01eb1a810e37830f043ae292f21fcbcf,5a868d3837d8847aa03c280597214c9a01eb1a810e37830f043ae292f21fcbcf,26,49,as_published_daily_model_snapshot
20260617,2026-06-30 16:25:30 Asia/Taipei,56682f8cb48697cd0a28fb72cbed1685615f50f0,20260617,True,True,,,,,,True,all_candidates_source_rows,output/latest/all_candidates_latest.csv,output/history/daily_model_snapshots/all_candidates_20260617.csv,ca575006d976e949b25e97a46c7ffa80e5810632fc36f5dbe6eec02153373d1e,ca575006d976e949b25e97a46c7ffa80e5810632fc36f5dbe6eec02153373d1e,478,243,as_published_daily_model_snapshot
20260617,2026-06-18 13:50:30 Asia/Taipei,b6cd0a37f47bd99f04c56d69c2af13d0d049d83d,20260617,True,True,,,,,,True,data_freshness,output/latest/data_freshness_latest.csv,output/history/daily_model_snapshots/data_freshness_20260617.csv,565838cc45e7d2dbcc03131d4925ca9a746bca006bb68ad05b5bf95e68ef4cd2,565838cc45e7d2dbcc03131d4925ca9a746bca006bb68ad05b5bf95e68ef4cd2,1,21,as_published_daily_model_snapshot
20260617,2026-06-18 13:50:30 Asia/Taipei,b6cd0a37f47bd99f04c56d69c2af13d0d049d83d,20260617,True,True,,,,,,True,model_parameters,output/latest/daily_candidate_model_parameters_latest.csv,output/history/daily_model_snapshots/daily_candidate_model_parameters_20260617.csv,4bbc8e1f25a0a711b01dc26c00b8ec69dbe2e32047ef09134eb972a0b8902290,4bbc8e1f25a0a711b01dc26c00b8ec69dbe2e32047ef09134eb972a0b8902290,16,34,as_published_daily_model_snapshot
20260617,2026-06-18 13:50:30 Asia/Taipei,b6cd0a37f47bd99f04c56d69c2af13d0d049d83d,20260617,True,True,,,,,,True,model_registry,output/latest/daily_report_model_registry_latest.csv,output/history/daily_model_snapshots/daily_report_model_registry_20260617.csv,161e0f530f53f0651b5b6f89d5ca2bb75f9ee94d4ef4e34736fae38a9f4056ef,161e0f530f53f0651b5b6f89d5ca2bb75f9ee94d4ef4e34736fae38a9f4056ef,10,7,as_published_daily_model_snapshot
20260617,2026-06-18 13:50:30 Asia/Taipei,b6cd0a37f47bd99f04c56d69c2af13d0d049d83d,20260617,True,True,,,,,,True,model_signals_for_report,output/latest/daily_candidate_model_signals_for_report_latest.csv,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260617.csv,5eb3ed9f3789ff0b1d72da09f47426beef1948b7d6b4bf0a7f6eeaa46c1ec510,5eb3ed9f3789ff0b1d72da09f47426beef1948b7d6b4bf0a7f6eeaa46c1ec510,448,108,as_published_daily_model_snapshot
20260617,2026-06-18 13:50:30 Asia/Taipei,b6cd0a37f47bd99f04c56d69c2af13d0d049d83d,20260617,True,True,,,,,,True,model_summary_for_report,output/latest/daily_candidate_model_summary_for_report_latest.csv,output/history/daily_model_snapshots/daily_candidate_model_summary_for_report_20260617.csv,cc0e50414ff1067ca320115408fa6f6fd2010307c01b03d7821410ed553418b9,cc0e50414ff1067ca320115408fa6f6fd2010307c01b03d7821410ed553418b9,20,30,as_published_daily_model_snapshot
20260617,2026-06-18 13:50:30 Asia/Taipei,b6cd0a37f47bd99f04c56d69c2af13d0d049d83d,20260617,True,True,,,,,,True,volume_breakout_operation_section,output/latest/daily_volume_breakout_operation_section_latest.csv,output/history/daily_model_snapshots/daily_volume_breakout_operation_section_20260617.csv,562af704f5d26e713e98ab64801606a5bc25bf4ecbaed852cbf9356f06203d24,562af704f5d26e713e98ab64801606a5bc25bf4ecbaed852cbf9356f06203d24,40,76,as_published_daily_model_snapshot
20260618,2026-06-30 16:25:30 Asia/Taipei,8f325050d87317ab0ca8e29ef65da6a6e0bd3040,20260618,True,True,,,,,,True,all_candidates_source_rows,output/latest/all_candidates_latest.csv,output/history/daily_model_snapshots/all_candidates_20260618.csv,5a03cddafcf0160ae2fee42766c1a54b3d46835bf320f5c7e6b2b15de7f29d5a,5a03cddafcf0160ae2fee42766c1a54b3d46835bf320f5c7e6b2b15de7f29d5a,470,242,as_published_daily_model_snapshot
20260618,2026-06-20 02:10:39 Asia/Taipei,8d227caeaa664c92bc8690e1b4d397a04234e091,20260618,True,True,,,,,,True,data_freshness,output/latest/data_freshness_latest.csv,output/history/daily_model_snapshots/data_freshness_20260618.csv,4c77753f6e3967c815914dae86ba74a852fdd8afa4a3599f9405e35d73b96351,4c77753f6e3967c815914dae86ba74a852fdd8afa4a3599f9405e35d73b96351,1,21,as_published_daily_model_snapshot
20260618,2026-06-20 02:10:39 Asia/Taipei,8d227caeaa664c92bc8690e1b4d397a04234e091,20260618,True,True,,,,,,True,model_parameters,output/latest/daily_candidate_model_parameters_latest.csv,output/history/daily_model_snapshots/daily_candidate_model_parameters_20260618.csv,4bbc8e1f25a0a711b01dc26c00b8ec69dbe2e32047ef09134eb972a0b8902290,4bbc8e1f25a0a711b01dc26c00b8ec69dbe2e32047ef09134eb972a0b8902290,16,34,as_published_daily_model_snapshot
20260618,2026-06-20 02:10:39 Asia/Taipei,8d227caeaa664c92bc8690e1b4d397a04234e091,20260618,True,True,,,,,,True,model_registry,output/latest/daily_report_model_registry_latest.csv,output/history/daily_model_snapshots/daily_report_model_registry_20260618.csv,161e0f530f53f0651b5b6f89d5ca2bb75f9ee94d4ef4e34736fae38a9f4056ef,161e0f530f53f0651b5b6f89d5ca2bb75f9ee94d4ef4e34736fae38a9f4056ef,10,7,as_published_daily_model_snapshot
20260618,2026-06-20 02:10:39 Asia/Taipei,8d227caeaa664c92bc8690e1b4d397a04234e091,20260618,True,True,,,,,,True,model_signals_for_report,output/latest/daily_candidate_model_signals_for_report_latest.csv,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260618.csv,9f19719c0cc5a09c89a06a72b8fc01af5ee0025f65dd0ef7222588a5a28e1a8d,9f19719c0cc5a09c89a06a72b8fc01af5ee0025f65dd0ef7222588a5a28e1a8d,385,108,as_published_daily_model_snapshot
20260618,2026-06-20 02:10:39 Asia/Taipei,8d227caeaa664c92bc8690e1b4d397a04234e091,20260618,True,True,,,,,,True,model_summary_for_report,output/latest/daily_candidate_model_summary_for_report_latest.csv,output/history/daily_model_snapshots/daily_candidate_model_summary_for_report_20260618.csv,cc6b4df5f012923429c4cec90084de47ead26e592b58dda311b2134225cde690,cc6b4df5f012923429c4cec90084de47ead26e592b58dda311b2134225cde690,20,30,as_published_daily_model_snapshot
20260618,2026-06-20 02:10:39 Asia/Taipei,8d227caeaa664c92bc8690e1b4d397a04234e091,20260618,True,True,,,,,,True,volume_breakout_operation_section,output/latest/daily_volume_breakout_operation_section_latest.csv,output/history/daily_model_snapshots/daily_volume_breakout_operation_section_20260618.csv,7e2832f661575f6e5194a06cbf5077b38a74c67d45987a385902e19c3f9d9293,7e2832f661575f6e5194a06cbf5077b38a74c67d45987a385902e19c3f9d9293,41,77,as_published_daily_model_snapshot
20260622,2026-06-30 16:25:30 Asia/Taipei,c593fc50a5d586597410503e9c0885e8a64d6238,20260622,True,True,,,,,,True,all_candidates_source_rows,output/latest/all_candidates_latest.csv,output/history/daily_model_snapshots/all_candidates_20260622.csv,59d4466a4af2dd5c5add3ba44ceb7df3faa1fc56923d713e5ea063bb602e1d75,59d4466a4af2dd5c5add3ba44ceb7df3faa1fc56923d713e5ea063bb602e1d75,778,243,as_published_daily_model_snapshot
20260622,2026-06-22 22:48:39 Asia/Taipei,0abf8e7fde06a526cd96ea6b3fe63f86afa23256,20260622,True,True,,,,,,True,data_freshness,output/latest/data_freshness_latest.csv,output/history/daily_model_snapshots/data_freshness_20260622.csv,dd205a70a1fac2decfceeefad4b3f12099b7483c9f93f1da0747920047d7b915,dd205a70a1fac2decfceeefad4b3f12099b7483c9f93f1da0747920047d7b915,1,21,as_published_daily_model_snapshot
20260622,2026-06-22 22:48:39 Asia/Taipei,0abf8e7fde06a526cd96ea6b3fe63f86afa23256,20260622,True,True,,,,,,True,model_parameters,output/latest/daily_candidate_model_parameters_latest.csv,output/history/daily_model_snapshots/daily_candidate_model_parameters_20260622.csv,b6ab9f4a8bd19028ce0c6653be28afd4071d291b27cb6837f2daa68dc5046635,b6ab9f4a8bd19028ce0c6653be28afd4071d291b27cb6837f2daa68dc5046635,16,34,as_published_daily_model_snapshot
20260622,2026-06-22 22:48:39 Asia/Taipei,0abf8e7fde06a526cd96ea6b3fe63f86afa23256,20260622,True,True,,,,,,True,model_registry,output/latest/daily_report_model_registry_latest.csv,output/history/daily_model_snapshots/daily_report_model_registry_20260622.csv,161e0f530f53f0651b5b6f89d5ca2bb75f9ee94d4ef4e34736fae38a9f4056ef,161e0f530f53f0651b5b6f89d5ca2bb75f9ee94d4ef4e34736fae38a9f4056ef,10,7,as_published_daily_model_snapshot
20260622,2026-06-22 22:48:39 Asia/Taipei,0abf8e7fde06a526cd96ea6b3fe63f86afa23256,20260622,True,True,,,,,,True,model_signals_for_report,output/latest/daily_candidate_model_signals_for_report_latest.csv,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260622.csv,145b73d01e230a445ceeeb2a48f11055567cf208ff135bf43d9af72d59b9f94a,145b73d01e230a445ceeeb2a48f11055567cf208ff135bf43d9af72d59b9f94a,637,108,as_published_daily_model_snapshot
20260622,2026-06-22 22:48:39 Asia/Taipei,0abf8e7fde06a526cd96ea6b3fe63f86afa23256,20260622,True,True,,,,,,True,model_summary_for_report,output/latest/daily_candidate_model_summary_for_report_latest.csv,output/history/daily_model_snapshots/daily_candidate_model_summary_for_report_20260622.csv,6361baf7f1e63845369ebe5924fedce6308057d281439f453ce73874dd6cd972,6361baf7f1e63845369ebe5924fedce6308057d281439f453ce73874dd6cd972,20,30,as_published_daily_model_snapshot
20260622,2026-06-22 22:48:39 Asia/Taipei,0abf8e7fde06a526cd96ea6b3fe63f86afa23256,20260622,True,True,,,,,,True,volume_breakout_operation_section,output/latest/daily_volume_breakout_operation_section_latest.csv,output/history/daily_model_snapshots/daily_volume_breakout_operation_section_20260622.csv,15cc52b7f6ebe1b5d15e33139aa1add1856249904f13cc8474e55ec8d9e22cbf,15cc52b7f6ebe1b5d15e33139aa1add1856249904f13cc8474e55ec8d9e22cbf,58,77,as_published_daily_model_snapshot
20260623,2026-06-30 16:25:30 Asia/Taipei,aa1379fd8f50b8d9ff81521933f6d612eaab7d2d,20260623,True,True,ok,True,visible,True,True,True,all_candidates_source_rows,output/latest/all_candidates_latest.csv,output/history/daily_model_snapshots/all_candidates_20260623.csv,9dccfb8ba0fc5e92ba9096bb2a3f038ede0c6a3e702fc80f2b16945d161cdeab,9dccfb8ba0fc5e92ba9096bb2a3f038ede0c6a3e702fc80f2b16945d161cdeab,642,243,as_published_daily_model_snapshot
20260623,2026-06-24 00:42:30 Asia/Taipei,7c25a3d9c4d213b87649c8243fdfc90dbc69dc91,20260623,True,True,ok,True,visible,True,True,True,data_freshness,output/latest/data_freshness_latest.csv,output/history/daily_model_snapshots/data_freshness_20260623.csv,c3546221719ccece90e7425ac61fd88955591817bd734d2b5a329d2ace16de43,c3546221719ccece90e7425ac61fd88955591817bd734d2b5a329d2ace16de43,1,29,as_published_daily_model_snapshot
20260623,2026-06-24 00:42:30 Asia/Taipei,7c25a3d9c4d213b87649c8243fdfc90dbc69dc91,20260623,True,True,ok,True,visible,True,True,True,model_parameters,output/latest/daily_candidate_model_parameters_latest.csv,output/history/daily_model_snapshots/daily_candidate_model_parameters_20260623.csv,b6ab9f4a8bd19028ce0c6653be28afd4071d291b27cb6837f2daa68dc5046635,b6ab9f4a8bd19028ce0c6653be28afd4071d291b27cb6837f2daa68dc5046635,16,34,as_published_daily_model_snapshot
20260623,2026-06-24 00:42:30 Asia/Taipei,7c25a3d9c4d213b87649c8243fdfc90dbc69dc91,20260623,True,True,ok,True,visible,True,True,True,model_registry,output/latest/daily_report_model_registry_latest.csv,output/history/daily_model_snapshots/daily_report_model_registry_20260623.csv,161e0f530f53f0651b5b6f89d5ca2bb75f9ee94d4ef4e34736fae38a9f4056ef,161e0f530f53f0651b5b6f89d5ca2bb75f9ee94d4ef4e34736fae38a9f4056ef,10,7,as_published_daily_model_snapshot
20260623,2026-06-24 00:42:30 Asia/Taipei,7c25a3d9c4d213b87649c8243fdfc90dbc69dc91,20260623,True,True,ok,True,visible,True,True,True,model_signals_for_report,output/latest/daily_candidate_model_signals_for_report_latest.csv,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260623.csv,2707bbe1eba47dd9c9bb4d4e23ac3ed2a023e01e4361b1bc1c99fd53f8030d75,2707bbe1eba47dd9c9bb4d4e23ac3ed2a023e01e4361b1bc1c99fd53f8030d75,634,108,as_published_daily_model_snapshot
20260623,2026-06-24 00:42:30 Asia/Taipei,7c25a3d9c4d213b87649c8243fdfc90dbc69dc91,20260623,True,True,ok,True,visible,True,True,True,model_summary_for_report,output/latest/daily_candidate_model_summary_for_report_latest.csv,output/history/daily_model_snapshots/daily_candidate_model_summary_for_report_20260623.csv,9a1f85a9c2d78f28581f1477c81da06a66dd541c2482e4763c254c1677d9c5a3,9a1f85a9c2d78f28581f1477c81da06a66dd541c2482e4763c254c1677d9c5a3,20,30,as_published_daily_model_snapshot
20260623,2026-06-24 00:42:30 Asia/Taipei,7c25a3d9c4d213b87649c8243fdfc90dbc69dc91,20260623,True,True,ok,True,visible,True,True,True,volume_breakout_operation_section,output/latest/daily_volume_breakout_operation_section_latest.csv,output/history/daily_model_snapshots/daily_volume_breakout_operation_section_20260623.csv,a6c1037643642620941d244a0f16c4979c2f5fb56f48dc676443fdf9417d288e,a6c1037643642620941d244a0f16c4979c2f5fb56f48dc676443fdf9417d288e,49,77,as_published_daily_model_snapshot
20260624,2026-06-30 16:25:30 Asia/Taipei,3fa49070946887381027cd77ca0426f9e03ce0d9,20260624,True,True,ok,True,visible,True,True,True,all_candidates_source_rows,output/latest/all_candidates_latest.csv,output/history/daily_model_snapshots/all_candidates_20260624.csv,726be83980a3b0c7b45dab32332fbbdc469342d884c8bec48c9ef285f592c629,726be83980a3b0c7b45dab32332fbbdc469342d884c8bec48c9ef285f592c629,611,243,as_published_daily_model_snapshot
20260624,2026-06-26 00:14:11 Asia/Taipei,df71c50e5fb9506d409dcb13154832755f1f082e,20260624,True,True,ok,True,visible,True,True,True,data_freshness,output/latest/data_freshness_latest.csv,output/history/daily_model_snapshots/data_freshness_20260624.csv,71aafc445b550cd57f99c10bdadb17c40baad31b0eb599bf393f9d4784e19dcc,71aafc445b550cd57f99c10bdadb17c40baad31b0eb599bf393f9d4784e19dcc,1,29,as_published_daily_model_snapshot
20260624,2026-06-26 00:14:11 Asia/Taipei,df71c50e5fb9506d409dcb13154832755f1f082e,20260624,True,True,ok,True,visible,True,True,True,model_parameters,output/latest/daily_candidate_model_parameters_latest.csv,output/history/daily_model_snapshots/daily_candidate_model_parameters_20260624.csv,b6ab9f4a8bd19028ce0c6653be28afd4071d291b27cb6837f2daa68dc5046635,b6ab9f4a8bd19028ce0c6653be28afd4071d291b27cb6837f2daa68dc5046635,16,34,as_published_daily_model_snapshot
20260624,2026-06-26 00:14:11 Asia/Taipei,df71c50e5fb9506d409dcb13154832755f1f082e,20260624,True,True,ok,True,visible,True,True,True,model_registry,output/latest/daily_report_model_registry_latest.csv,output/history/daily_model_snapshots/daily_report_model_registry_20260624.csv,161e0f530f53f0651b5b6f89d5ca2bb75f9ee94d4ef4e34736fae38a9f4056ef,161e0f530f53f0651b5b6f89d5ca2bb75f9ee94d4ef4e34736fae38a9f4056ef,10,7,as_published_daily_model_snapshot
20260624,2026-06-26 00:14:11 Asia/Taipei,df71c50e5fb9506d409dcb13154832755f1f082e,20260624,True,True,ok,True,visible,True,True,True,model_signals_for_report,output/latest/daily_candidate_model_signals_for_report_latest.csv,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260624.csv,18fb93848e52be6665108f8f2978cc2c4a1bff6f37021dd10d14e623835547ea,18fb93848e52be6665108f8f2978cc2c4a1bff6f37021dd10d14e623835547ea,615,108,as_published_daily_model_snapshot
20260624,2026-06-26 00:14:11 Asia/Taipei,df71c50e5fb9506d409dcb13154832755f1f082e,20260624,True,True,ok,True,visible,True,True,True,model_summary_for_report,output/latest/daily_candidate_model_summary_for_report_latest.csv,output/history/daily_model_snapshots/daily_candidate_model_summary_for_report_20260624.csv,b90aff33696a1c8edb0de204d34b2d31cb02909f36a04dccaf4278d32549d267,b90aff33696a1c8edb0de204d34b2d31cb02909f36a04dccaf4278d32549d267,20,30,as_published_daily_model_snapshot
20260624,2026-06-26 00:14:11 Asia/Taipei,df71c50e5fb9506d409dcb13154832755f1f082e,20260624,True,True,ok,True,visible,True,True,True,volume_breakout_operation_section,output/latest/daily_volume_breakout_operation_section_latest.csv,output/history/daily_model_snapshots/daily_volume_breakout_operation_section_20260624.csv,ce20c21e03371ba8bfdb823b449bd33b0f532e76928bb6456b5dcdf19bc7cf51,ce20c21e03371ba8bfdb823b449bd33b0f532e76928bb6456b5dcdf19bc7cf51,39,77,as_published_daily_model_snapshot
20260626,2026-06-30 16:25:30 Asia/Taipei,514294fd97375f97fb3cfb03d7633da18c98f01e,20260626,True,True,ok,True,visible,True,True,True,all_candidates_source_rows,output/latest/all_candidates_latest.csv,output/history/daily_model_snapshots/all_candidates_20260626.csv,88a8585070eeed21ddd8c39c1f2f4da9e405b1bfaae53c0906185eac648f2863,88a8585070eeed21ddd8c39c1f2f4da9e405b1bfaae53c0906185eac648f2863,493,243,as_published_daily_model_snapshot
20260626,2026-06-28 00:05:05 Asia/Taipei,919cf972a1a34b8e73bf386dbe5c2d8d414caccc,20260626,True,True,ok,True,visible,True,True,True,data_freshness,output/latest/data_freshness_latest.csv,output/history/daily_model_snapshots/data_freshness_20260626.csv,ed166ef99606214b6096b165ef9a572e767fc699b1150edf0a742615036d5ee8,ed166ef99606214b6096b165ef9a572e767fc699b1150edf0a742615036d5ee8,1,29,as_published_daily_model_snapshot
20260626,2026-06-28 00:05:05 Asia/Taipei,919cf972a1a34b8e73bf386dbe5c2d8d414caccc,20260626,True,True,ok,True,visible,True,True,True,model_parameters,output/latest/daily_candidate_model_parameters_latest.csv,output/history/daily_model_snapshots/daily_candidate_model_parameters_20260626.csv,b6ab9f4a8bd19028ce0c6653be28afd4071d291b27cb6837f2daa68dc5046635,b6ab9f4a8bd19028ce0c6653be28afd4071d291b27cb6837f2daa68dc5046635,16,34,as_published_daily_model_snapshot
20260626,2026-06-28 00:05:05 Asia/Taipei,919cf972a1a34b8e73bf386dbe5c2d8d414caccc,20260626,True,True,ok,True,visible,True,True,True,model_registry,output/latest/daily_report_model_registry_latest.csv,output/history/daily_model_snapshots/daily_report_model_registry_20260626.csv,161e0f530f53f0651b5b6f89d5ca2bb75f9ee94d4ef4e34736fae38a9f4056ef,161e0f530f53f0651b5b6f89d5ca2bb75f9ee94d4ef4e34736fae38a9f4056ef,10,7,as_published_daily_model_snapshot
20260626,2026-06-28 00:05:05 Asia/Taipei,919cf972a1a34b8e73bf386dbe5c2d8d414caccc,20260626,True,True,ok,True,visible,True,True,True,model_signals_for_report,output/latest/daily_candidate_model_signals_for_report_latest.csv,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_20260626.csv,5a8e7f61981ea7d15476388e473b4188131f1fa84b511b2015236f85c66a4202,5a8e7f61981ea7d15476388e473b4188131f1fa84b511b2015236f85c66a4202,606,108,as_published_daily_model_snapshot
20260626,2026-06-28 00:05:05 Asia/Taipei,919cf972a1a34b8e73bf386dbe5c2d8d414caccc,20260626,True,True,ok,True,visible,True,True,True,model_summary_for_report,output/latest/daily_candidate_model_summary_for_report_latest.csv,output/history/daily_model_snapshots/daily_candidate_model_summary_for_report_20260626.csv,7392da0939412732d83f12a7de01d26b5f22558d55ebbf322fa993e0be67163a,7392da0939412732d83f12a7de01d26b5f22558d55ebbf322fa993e0be67163a,20,30,as_published_daily_model_snapshot
20260626,2026-06-28 00:05:05 Asia/Taipei,919cf972a1a34b8e73bf386dbe5c2d8d414caccc,20260626,True,True,ok,True,visible,True,True,True,volume_breakout_operation_section,output/latest/daily_volume_breakout_operation_section_latest.csv,output/history/daily_model_snapshots/daily_volume_breakout_operation_section_20260626.csv,1f3bd66d4749cda9a5d290eb4b49ca5a8ebe0d4425a26b8f8b2f6ba0d2b56629,1f3bd66d4749cda9a5d290eb4b49ca5a8ebe0d4425a26b8f8b2f6ba0d2b56629,34,77,as_published_daily_model_snapshot
