generated_at,data_family_id,data_version,source_id,source_kind,market,industry_schema,source_url,raw_archive_ref,raw_payload_sha256,source_row_sha256,source_table_date,source_table_date_raw,observed_at,first_observed_at,source_available_at,availability_precision,pit_status,historical_pit_eligible,research_asof_join_allowed,allowed_for_formal_model_use,fiscal_year,fiscal_year_roc,fiscal_quarter,fiscal_period,statement_scope,period_basis,monetary_unit,per_share_unit,stock_id,stock_name,revision_id,revision_number,revision_count,supersedes_revision_id,is_latest_known_revision,operating_revenue,operating_cost,gross_profit,operating_expenses,operating_income,non_operating_income_expense,pretax_income,income_tax_expense,net_income,parent_net_income,basic_eps,gross_margin_pct,operating_margin_pct,net_margin_pct,margin_derivation_status,metric_completeness_status,source_metric_labels,provenance_status,numerical_anomaly_candidate,numerical_anomaly_triggers,anomaly_disposition,primary_metric_retained,anomaly_evidence_status,coverage_note
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,46038be1e250e0ac86e662231063a4a09907832d1ab1cae047946591cac85372,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6578,達邦蛋白,6465ed44dd516db76694489dc52ea77e85559eea2153e817100fb99d4c692693,1,1,,True,82091,64108,17983,17236,747,4902,5649,95,5554,5554,0.08,21.9062,0.9100,6.7657,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,fa5dc36ff45aeb470b1f63d46afeb598ebcfb35419b36a714119b3a7af0ee54f,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6584,南俊國際,9666517253630ce2fa68d134796f44325cafda630d4f6a60bb2cc05a087ab39d,1,1,,True,866888,506673,360215,104850,255365,39036,294401,59234,235167,235167,3.37,41.5527,29.4577,27.1277,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,5fde75c011f0dc5207ef614da2b5e527891817395563886593047f1b73d2881d,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6588,東典光電,0e3297c57e9b2cb6b98d7985500cef17b61900766386bceaeaf2f73368133b5f,1,1,,True,95642,75351,20291,22614,-2323,-478,-2801,20,-2821,-2637,-0.08,21.2156,-2.4288,-2.9495,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,8963563002c527d14e776abc628a793c38cbc8f5305676d69a3966fc57d9b33a,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6590,普鴻,00f761786a71df296cedb90c47e0091fa9656ca606dc559fb231a17ecb237fe8,1,1,,True,161723,90805,70918,42850,28068,-942,27126,4923,22203,20516,0.84,43.8515,17.3556,13.7290,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,8df4d8b3090267a2bde01c7108332020356e36ae68d5ff5ced53480122869f07,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6593,台灣銘板,f724ed34cf29940e8a8c4f10f05359ada5c94cf145eb1c13a032091ec48bdc5c,1,1,,True,129929,89984,39945,40763,-818,-20728,-21546,-2537,-19009,-18986,-0.6,30.7437,-0.6296,-14.6303,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,91eb5ddd0b0632b9ac1cd2d72ce3bdb8d41c7f6ebc0bbc656c364c11dc066ac9,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6596,寬宏藝術,de6c1cb6616815400840afa7d1c9026a7275a9842e6e6b80786194ca54357886,1,1,,True,604059,469948,134111,47252,86859,11561,98420,19307,79113,79113,2.08,22.2016,14.3792,13.0969,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,af081eecf739376476d0a2a842edd0eea34d86b10c09f7ee7cd540b4def95ab8,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6597,立誠,d9904a4dc1d96e09f3141b740dfa141b23ae8179b377b6332f15b1d01b6190e4,1,1,,True,159552,127205,32347,33283,-936,-12894,-13830,-697,-13133,,-0.45,20.2736,-0.5866,-8.2312,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,2122f82b296e71c3fa1ab8a1436df1d133dbeb1b827d628cd50b9f158da33085,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6603,富強鑫,6a084a6fbfaf96207e2debf30961602615301c95e6e0a21ac72526f0c9215208,1,1,,True,1050396,791647,258749,253247,5502,6819,12321,6628,5693,4992,0.03,24.6335,0.5238,0.5420,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,4a4454351b10d2ee4370b5d1c64a8144074e5f26109a6e65d71fac2d5b2ccacb,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6609,瀧澤科,896ace12b0eb7e43fe057d4d389c1dce01ac77ff9bc2ea0ea9288946546601bf,1,1,,True,491704,419112,72592,94764,-22172,17907,-4265,7161,-11426,-11426,-0.16,14.7634,-4.5092,-2.3238,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,ae22d1c98034c94871bdecf3128ace8e67c0b81e2c1c4b4b7016b9de173e42e8,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6612,奈米醫材,bbbf2dc8464f121ccef837287109a181caf3630a56120f6d8c864deb24b1f1f8,1,1,,True,298615,132010,166605,129318,37287,-1764,35523,11662,23861,38318,0.81,55.7926,12.4866,7.9906,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,a187ba60d3100e2a34f2cafb38b9e5104bb2302485b65a88e83851c8b661cf87,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6613,朋億*,705370ff0e7382ea984c7ed678f2b1f1e03f3f5d8560e5fdb804cd133684444b,1,1,,True,2341667,1590338,751329,279291,472038,21566,493604,139426,354178,298838,3.84,32.0852,20.1582,15.1250,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,5d9cc3d3c1436a86c997f7b9538fe3a142f04f8e836baa98f2dd6e69ad19dc5c,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6615,慧智,9c55f0c86c68c2c3cf366839fce12ff61e053834ec979f7ec60ce440e72edf9c,1,1,,True,93034,66400,26634,28592,-1958,16721,14763,262,14501,14505,0.67,28.6282,-2.1046,15.5868,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,c58787013a5ad1d55b278fa793d3ce368cd002cdbb7d83176c8b22bc592bb0e9,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6616,特昇-KY,334656135c1622596704323759a819bb6892f5a855ce06caf084fd6a5d2bea12,1,1,,True,211508,198592,12916,32297,-19381,1079,-18302,0,-18302,-18232,-0.52,6.1066,-9.1632,-8.6531,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,2b1c83d838779b651f3a22144475aa5ac30b73056a497073bca5deed5a446bb1,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6617,共信-KY,3acdc1c58f2e14063fa519afed45e99f9a5ab7caa5d3353c56e782a03f8c531b,1,1,,True,9467,3030,6437,60476,-54039,12567,-41472,0,-41472,-39621,-0.32,67.9941,-570.8144,-438.0691,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,True,operating_margin_abs_ge_500pct,unresolved_anomaly_candidate,True,source_payload_and_formula_traced_independent_corroboration_pending,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,9249dbb7620de20c0e306709446d588ae781c01f011347ee4ee89653f39332b9,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6620,漢達,7b04d5a05d994952bc69c2aefc7b8d7e25faf0b4a751993837144628fc42c2b0,1,1,,True,209615,39416,170199,112443,57756,39433,97189,20961,76228,76228,0.46,81.1960,27.5534,36.3657,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:58 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,tpex_general,official_openapi_current_snapshot,TPEX,general,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap06_O_ci,sha256://78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,78d4b343cca55afd0f98e35e61d24598df9c2aaf48ae8e5668465da8b5e83825,c7ce144d5194c2ece998be23b2716284284911b50c07d73f89b4a275a245089a,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6624,萬年清,bf506c4371418f8cd1123a9f44ebf183bcd691677a8759c953ba86100fa556ef,1,1,,True,89805,68568,21237,19662,1575,2926,4501,3155,1346,1209,0.05,23.6479,1.7538,1.4988,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
