generated_at,data_family_id,data_version,source_id,source_kind,market,industry_schema,source_url,raw_archive_ref,raw_payload_sha256,source_row_sha256,source_table_date,source_table_date_raw,observed_at,first_observed_at,source_available_at,availability_precision,pit_status,historical_pit_eligible,research_asof_join_allowed,allowed_for_formal_model_use,fiscal_year,fiscal_year_roc,fiscal_quarter,fiscal_period,statement_scope,period_basis,monetary_unit,per_share_unit,stock_id,stock_name,revision_id,revision_number,revision_count,supersedes_revision_id,is_latest_known_revision,operating_revenue,operating_cost,gross_profit,operating_expenses,operating_income,non_operating_income_expense,pretax_income,income_tax_expense,net_income,parent_net_income,basic_eps,gross_margin_pct,operating_margin_pct,net_margin_pct,margin_derivation_status,metric_completeness_status,source_metric_labels,provenance_status,numerical_anomaly_candidate,numerical_anomaly_triggers,anomaly_disposition,primary_metric_retained,anomaly_evidence_status,coverage_note
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,4833e497d5c70dd1459f474c3012d0d03c5f072d759438a00e36a853465051b0,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6206,飛捷,bda1691ce23a56a4c540ea666113130b323a9bfd4dbcd602491642942a5127a5,1,1,,True,1510237,821180,689057,264851,424206,18639,442845,88742,354103,359024,2.51,45.6258,28.0887,23.4468,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,382c34cd05c34603cb452e6226b5531ea4fbb5e9935dda5ec0b382e5a3d4b8df,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6209,今國光,11b8929eeaa91230393cc93a1035409fbab5942b5b110a1e47976139ba05e8cf,1,1,,True,1158467,800205,358262,172724,185538,54,185592,41530,144062,144062,0.81,30.9255,16.0158,12.4356,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,c840cc5d8fea347f80eae73807c4fe273797c86cdc02d793a675eaeda669299c,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6213,聯茂,dc53b8cc6e0b35383e8a4350abd95f748a381e26e58938c3ca88ceb0e1dc77ac,1,1,,True,9143071,8098820,1044251,620052,424199,59205,483404,168881,314523,314523,0.87,11.4212,4.6396,3.4400,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,b6d1b53c8ddbcff6ceaba96cb4e640e1c50c94bf8c228295dead79e03b285fb0,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6214,精誠,7746ef2bdd56a2ca0fbc092f78b220d3b2a2791896ca807f176047cf13d2450f,1,1,,True,11968686,9527562,2441124,1849393,591731,304190,895921,121622,774299,718327,2.64,20.3959,4.9440,6.4694,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,b71f9eb50d15d7491ca07060c29bd2ac782bc6dfc1ad53c734c37e04f2e83460,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6215,和椿,9cd03e891fbc07ce8f4bfb70746a1ddcb49eec470172922247e4d3ff2e936405,1,1,,True,773101,541825,231276,122495,108781,8374,117155,22851,94304,94304,1.14,29.9154,14.0707,12.1981,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,22b05cd33f652fe998e9660ec80b059bdd4a36f1597c6f4979230056a993e719,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6216,居易,39bb75aa7368d5d1fc9932ca8058736fe219ca5423b9f6b7c32be68252ca2488,1,1,,True,136879,79283,57596,77515,-19919,15060,-4859,6836,-11695,,-0.12,42.0780,-14.5523,-8.5440,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,5d995e781b19dd47c76209f923f2dfe7ed845e1a638ff53d69f6babfa54acf3a,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6224,聚鼎,575059ec903895c4ee35f22085358c01adaa7a3f75f6c4f3628334c8cd76f34a,1,1,,True,713234,482719,230515,187962,42553,24931,67484,17642,49842,53918,0.64,32.3197,5.9662,6.9882,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,e361bbb76c868259bcd4a7008a7221410930e7fb3f6cf6386e525945bc309a7d,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6225,天瀚,a672991c460932880563aa5a3476c0e74f018ba3dd459d652d17072c37da9bd6,1,1,,True,6077,5271,806,9854,-9048,5967,-3081,0,-3081,-3081,-0.11,13.2631,-148.8893,-50.6994,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,e4764051045e72eee820895cdccb76c3c34fe68d441734de2eb55299ca1d7c0e,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6226,光鼎,c57da7a88edf6b29ca35bf37773980e060655db50b831447ff0326ea77c57970,1,1,,True,151704,105961,45743,55402,-9659,10122,463,-693,1156,1156,0.01,30.1528,-6.3670,0.7620,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,fff8cda4319b00b24e15aada18d7cc9663ca4cbf87a61617194d1120d630a570,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6230,尼得科超眾,dc776982670a6f98c639f0b45f51404b65c2d45409c6d1d02c60aa8e9c99adc4,1,1,,True,2221271,1825407,395864,379301,16563,-98104,-81541,-3109,-78432,-78432,-0.91,17.8215,0.7457,-3.5310,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,4173b04e1be8c7767d767c3800607028b1be327d378483852f765e6a0079181f,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6235,華孚,8a775902e3871a776f522dec65f98b70fb67c8fc1a37b7dfd4964561b690d8ed,1,1,,True,1642000,1240910,401090,293212,107878,-28609,79269,18623,60646,60646,0.3,24.4269,6.5699,3.6934,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,821d9841c8cd924a41cbe3416ae4596abc38f0fdf706958e92e3a3966fce482e,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6239,力成,a93b4550e8cb6ac729344f2d5c944f461cbc9b6433cf0d074910885205f6137f,1,1,,True,21314167,17170249,4143918,1383228,2760690,396418,3157108,770277,2386831,1844043,2.5,19.4421,12.9524,11.1983,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,c0911fe7d54a4dbaa7e7d2ed9e3a2fbe1ca9274f1545f65a4f3100e983a85752,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6243,迅杰,9b7643555134c5267ee85961e1444da63babcc1b6ad2f83bcdffed7f55e23b25,1,1,,True,90026,36229,53797,70019,-16222,14563,-1659,-162,-1497,,-0.03,59.7572,-18.0192,-1.6629,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,6cd9069d9f4df66939fc02b98c0d91d13cd182b00bb8f89b85fc330596db37ce,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6257,矽格,dfade8ea920acf9517e41a704c95225ed6696d5596095c78cb1870a55c7fbe1a,1,1,,True,5293776,3617841,1675935,491918,1184017,195698,1379715,258007,1121708,1005655,2.1,31.6586,22.3662,21.1892,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,55e9a3ff5e1465a5bb175d16a89f1873bd5aa6ad0affe99bc11c88988bff18fc,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6269,台郡,772379df5729c997b4357bcc48830b140983e49e0ddbdfb24e84a015cd61c1bc,1,1,,True,5467013,5542613,-75600,924153,-999753,17988,-981765,-164328,-817437,-829726,-2.6,-1.3828,-18.2870,-14.9522,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,db8f5269a353c665c77bbb773b853c9d1095956379977f294dfc8bea394af4d5,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6271,同欣電,2577ce1ee03632056f6d26e795acbf009998ca6c3d92f783a0956fcb13107bed,1,1,,True,2819237,2030694,788543,395044,393499,72241,465740,71043,394697,394293,1.89,27.9701,13.9576,14.0001,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
2026-07-16 01:31:57 Asia/Taipei,financial_statement_point_in_time_history,financial_statement_pit_v1,twse_general,official_openapi_current_snapshot,TWSE,general,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,sha256://70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,70af406fc44ef35a3f32741f810e47d311e12eed4823b88d07119713093b888a,a293c5c0bbbcbfb09b1e2c505d2b6136bd353e599a6dfb6ab3ee566474631342,2026-07-15,1150715,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,2026-07-16T01:31:56+08:00,first_observed_at,current_snapshot_first_observed_only,False,True,False,2026,115,1,2026Q1,official_endpoint_reported_scope,cumulative_ytd,thousand_ntd,ntd_per_share,6272,驊陞,9dcee94e051ec115a5bc830df7a02f0f642dac34ce636daafe8afe11a41de76e,1,1,,True,704351,556397,147954,130387,17567,-5846,11721,906,10815,10397,0.13,21.0057,2.4941,1.5355,general_schema_ratios_derived_from_cumulative_reported_values,required_metrics_complete,operating_revenue=營業收入;operating_cost=營業成本;gross_profit=營業毛利（毛損）淨額;operating_expenses=營業費用;operating_income=營業利益（損失）;non_operating_income_expense=營業外收入及支出;pretax_income=稅前淨利（淨損）;income_tax_expense=所得稅費用（利益）;net_income=本期淨利（淨損）;parent_net_income=淨利（淨損）歸屬於母公司業主;basic_eps=基本每股盈餘（元）,raw_payload_sha_and_source_row_sha_verified,False,,not_triggered,True,not_required,Current OpenAPI rows are usable only from first_observed_at forward and are not historical PIT. Exact company filing availability plus historical coverage validation is required before model use.
