code,name,threshold_lots,ratio_pct,shares,holders
1409,新纖,400,65.64999999999999,1062849559,211
1410,南染,400,75.01,46523984,18
1413,宏洲,400,75.61,99902599,26
1414,東和,400,87.91999999999999,174130023,37
1416,廣豐,400,55.55,102994046,41
1417,嘉裕,400,57.599999999999994,109452857,50
1418,東華,400,71.31,40537107,19
1419,新紡,400,90.58,271812768,71
1423,利華,400,80.95,80687675,25
1432,大魯閣,400,54.81,59218637,17
1434,福懋,400,71.63,1206888981,164
1435,中福,400,94.89,132652802,24
1436,華友聯,400,78.14,151755129,44
1437,勤益控,400,79.28,160075554,77
1438,三地開發,400,82.89,92198844,29
1439,雋揚,400,84.89,78125389,31
1440,南紡,400,78.39,1299184070,280
1441,大東,400,64.98,46639724,15
1442,名軒,400,86.49,316825706,105
1443,立益物流,400,89.58,121273831,40
1444,力麗,400,64.77,645029201,137
1445,大宇,400,68.78,89893613,40
1446,宏和,400,68.83,94812745,33
1447,力鵬,400,70.06,637746473,144
1449,佳和,400,40.51,51519174,31
1451,年興,400,62.77,124312249,37
1452,宏益,400,48.05,63761467,41
1453,大將,400,76.01,86093703,19
1454,台富,400,81.69,106097525,35
1455,集盛,400,66.0,351042034,76
1456,怡華,400,84.5,79215836,14
1457,宜進,400,74.75,236827143,73
1459,聯發,400,85.25,305821705,81
1460,宏遠,400,71.17999999999999,494634547,128
1463,強盛新,400,81.17,140683279,42
1464,得力,400,60.05,255649553,82
1465,偉全,400,71.97999999999999,74607467,37
1466,聚隆,400,72.78,80923261,40
1467,南緯,400,66.06,154360323,40
1468,昶和,400,97.58,156546821,18
1470,大統新創,400,87.47999999999999,75050266,36
1471,首利,400,22.58,33991768,22
1472,三洋實業,400,80.42999999999999,42227866,18
1473,台南,400,72.19999999999999,105559504,32
1474,弘裕,400,59.14,76850691,32
1475,業旺,400,76.36000000000001,50424750,16
1476,儒鴻,400,83.25,228477830,78
1477,聚陽,400,68.42999999999999,168889100,81
1503,士電,400,75.24,392047784,73
1504,東元,400,73.97,1758155554,281
1506,正道,400,77.61000000000001,233214552,46
1512,瑞利,400,54.28,53299786,20
1513,中興電,400,43.17,217313165,82
1514,亞力,400,45.29,123724227,67
1515,力山,400,52.519999999999996,95347551,39
1516,川飛,400,62.45,24994577,16
1517,利奇,400,48.44,106598975,30
1519,華城,400,75.76,239372087,81
1521,大億,400,68.61,52319578,13
1522,堤維西,400,59.14,185096044,57
1524,耿鼎,400,40.11,66349698,25
1525,江申,400,88.1,64675334,8
1526,日馳,400,37.2,22331230,11
1527,鑽全,400,30.23,41920154,19
1528,恩德,400,35.15,67277594,21
1529,樂事綠能,400,47.09,73067450,26
1530,亞崴,400,75.41,71343827,14
1531,高林股,400,63.88,116377855,53
1532,勤美,400,64.59,273076096,108
1533,車王電,400,63.400000000000006,62490886,35
1535,中宇,400,75.41,93325657,10
1536,和大,400,34.92,97426774,53
1537,廣隆,400,51.19,42025040,24
1538,正峰,400,78.3,25298478,7
1539,巨庭,400,60.129999999999995,39316214,11
1540,喬福,400,33.46,28617584,20
1541,錩泰,400,83.75,66013078,15
1558,伸興,400,34.44,22240487,30
1560,中砂,400,66.22,99262024,65
1563,巧新,400,42.019999999999996,94827286,63
1565,精華,400,17.68,8924339,12
1568,倉佑,400,63.410000000000004,65379082,28
1569,濱川,400,53.33,76956493,34
1570,力肯,400,53.27,27441484,10
1580,新麥,400,41.73,20591367,17
1582,信錦,400,32.0,46203802,27
1583,程泰,400,91.21,99801703,17
1584,精剛,400,40.65,94561132,35
1586,和勤,400,71.58,76506281,36
1587,吉茂,400,48.370000000000005,38742005,22
1589,永冠-KY,400,28.6,43830415,30
1590,亞德客-KY,400,72.96000000000001,145943948,101
1591,駿吉-KY,400,20.009999999999998,7621385,9
1593,祺驊,400,49.91,19863311,18
1595,川寶,400,51.92,28310334,24
1597,直得,400,61.739999999999995,55122272,39
1598,岱宇,400,60.19,107856275,50
1599,宏佳騰,400,65.54,47875852,21
1603,華電,400,72.82,139628031,31
1604,聲寶,400,57.85,222329278,68
1605,華新,400,71.6,3173953365,349
1608,華榮,400,64.47,408114647,55
1609,大亞,400,31.990000000000002,251389932,109
1611,中電,400,53.589999999999996,173030178,79
1612,宏泰,400,62.410000000000004,197311983,64
1614,三洋電,400,82.75,222750349,84
1615,大山,400,80.57,158497509,35
1616,億泰,400,61.589999999999996,119609977,29
1617,榮星,400,74.88000000000001,126954908,36
1618,合機,400,56.15,108250384,23
1623,大東電,400,78.80000000000001,52016917,13
1626,艾美特-KY,400,69.31,103882577,49
1702,南僑,400,56.94,167528123,27
1707,葡萄王,400,57.82,85682761,53
1708,東鹼,400,47.11,117368688,56
1709,和益,400,61.440000000000005,293169329,115
1710,東聯,400,61.88,548358281,137
1711,永光,400,47.269999999999996,258970037,88
1712,興農,400,58.12,244514130,133
1713,國化,400,72.55,109531816,27
1714,和桐,400,62.050000000000004,615599296,189
1717,長興,400,64.57000000000001,757103467,223
1718,中纖,400,55.7,939303298,264
1720,生達,400,65.34,116807931,31
1721,三晃,400,45.650000000000006,84452106,42
1722,台肥,400,64.42,631512061,153
1723,中碳,400,51.48,121994010,35
1725,元禎,400,94.21,171333574,20
1726,永記,400,85.99,139320445,27
1727,中華化,400,59.31,75959246,28
1730,花仙子,400,57.3,36241298,11
1731,美吾華,400,56.78,75503767,21
1732,毛寶,400,46.400000000000006,19695882,5
1733,五鼎,400,39.53,39529227,17
1734,杏輝,400,46.459999999999994,88403577,44
1735,日勝化,400,78.24,77766154,12
1736,喬山,400,88.04,267168354,45
1737,臺鹽,400,63.35,126731731,30
1742,台蠟,400,80.57,74678798,27
1752,南光,400,63.88,64538595,20
1760,寶齡富錦,400,42.93,36829614,22
1762,中化生,400,44.63,34337204,14
1773,勝一,400,75.61000000000001,226898213,58
1776,展宇,400,67.23,40423430,34
1777,生泰,400,59.95,26742893,10
1781,合世,400,40.81,19356320,18
1783,和康生,400,64.03999999999999,57451974,21
1784,訊聯,400,28.61,15211177,15
1785,光洋科,400,59.05,352074105,125
1786,科妍,400,50.919999999999995,38111671,27
1788,杏昌,400,49.96000000000001,22254091,15
1789,神隆,400,76.83,607700298,54
1795,美時,400,58.97,157437392,31
1796,金穎生技,400,55.7,23105329,12
1799,易威,400,67.75999999999999,84513203,8
1802,台玻,400,78.73,2289807766,174
1805,寶徠,400,78.15,105498873,41
1806,冠軍,400,74.28999999999999,290086327,59
1808,潤隆,400,78.72999999999999,703261120,93
1809,中釉,400,53.69,89704590,37
1810,和成,400,67.26,203439129,77
1813,寶利徠,400,47.79,22295967,16
1815,富喬,400,39.199999999999996,229677842,82
1817,凱撒衛,400,65.29,47403937,26
1903,士紙,400,80.86999999999999,210341728,65
1904,正隆,400,64.57,715867727,137
1905,華紙,400,72.03,794617437,75
1906,寶隆,400,74.61,112679214,27
1907,永豐餘,400,83.98,1394795040,204
1909,榮成,400,66.17999999999999,878783507,164
2002,中鋼,400,53.5,8422586026,1471
2006,東和鋼鐵,400,79.76,582540535,147
2007,燁興,400,76.33,405144453,10
2008,高興昌,400,92.25,176076585,19
2009,第一銅,400,57.88,208218241,18
2010,春源,400,71.57,463708626,124
2012,春雨,400,84.28,254711568,80
2013,中鋼構,400,79.25,158511977,24
2014,中鴻,400,48.84,701504371,94
2015,豐興,400,88.00999999999999,511971591,151
2017,官田鋼,400,61.09,273073233,67
2020,美亞,400,49.82,133109129,49
2022,聚亨,400,38.97,131457445,30
2023,燁輝,400,78.3,1469489421,123
2024,志聯,400,82.76,80701652,13
2025,千興,400,62.449999999999996,107857373,28
2027,大成鋼,400,69.10000000000001,1785983971,362
2028,威致,400,83.11,270764060,38
2029,盛餘,400,70.95,227926961,20
2030,彰源,400,44.93,126121337,36
2031,新光鋼,400,54.480000000000004,175021523,58
2032,新鋼,400,56.38,73624645,38
2033,佳大,400,74.06,59778360,30
2034,允強,400,49.32,260978774,100
2035,唐榮,400,96.67,338402257,23
2038,海光,400,53.87,104621458,25
2049,上銀,400,69.2,244906313,105
2059,川湖,400,67.21000000000001,64076718,32
2061,風青,400,58.14,33367017,29
2062,橋椿,400,61.800000000000004,123637729,36
2063,世鎧,400,54.56,26250938,20
2064,晉椿,400,82.03999999999999,56888741,30
2065,世豐,400,48.56,30856623,17
2066,世德,400,68.59,30502400,19
2067,嘉鋼,400,56.5,25508966,12
2069,運錩,400,61.49,102338224,43
2070,精湛,400,55.85,23342793,14
2072,世紀風電,400,75.58,145158246,29
2073,雄順,400,75.03,20637200,14
2101,南港,400,64.24,471620029,135
2102,泰豐,400,79.65,377127352,66
2103,台橡,400,52.6,434463890,114
2104,國際中橡,400,45.61,449337220,198
2105,正新,400,80.7,2616410353,303
2106,建大,400,79.96000000000001,763795640,164
2107,厚生,400,60.66,184241891,71
2108,南帝,400,69.37,341688198,94
2109,華豐,400,74.51,208219370,71
2114,鑫永銓,400,63.580000000000005,49590149,18
2115,六暉-KY,400,69.41,72468763,35
2201,裕隆,400,63.059999999999995,674981750,113
2204,中華,400,73.11,404788047,67
2206,三陽工業,400,82.81,649144840,99
2207,和泰車,400,89.61999999999999,499402084,113
2208,台船,400,57.75,736365555,138
2211,長榮鋼,400,83.24000000000001,347268322,63
2221,大甲,400,64.71,27392186,4
2227,裕日車,400,93.50999999999999,280532000,11
2228,劍麟,400,56.21,44856645,13
2230,泰茂,400,45.59,31038015,27
2231,為升,400,68.05,92522851,37
2233,宇隆,400,60.82,36683637,26
2235,謚源,400,83.49000000000001,29957920,12
2236,百達-KY,400,75.6,46441427,18
2239,英利-KY,400,79.97,94152039,17
2241,艾姆勒,400,38.519999999999996,40313404,25
2243,宏旭-KY,400,54.76,38008712,29
2247,汎德永業,400,76.71,61927611,13
2248,華勝-KY,400,80.32000000000001,38239520,17
2250,IKKA-KY,400,52.55,19126828,5
2254,巨鎧精密-創,400,92.33999999999999,59025820,15
2258,鴻華先進-創,400,93.86,1643717612,57
2301,光寶科,400,80.58,1867426585,423
2302,麗正,400,67.99000000000001,113081783,25
2303,聯電,400,78.13,9829197940,1141
2305,全友,400,68.02,139930474,25
2308,台達電,400,83.95,2180918723,582
2312,金寶,400,47.56,716454718,203
2313,華通,400,65.84,784903031,213
2314,台揚,400,11.94,12688533,15
2316,楠梓電,400,64.28,117504954,47
2317,鴻海,400,69.22,9714886242,1423
2321,東訊,400,70.61999999999999,21382115,3
2323,中環,400,44.93000000000001,489715460,194
2324,仁寶,400,67.21,2962626102,674
2327,國巨*,400,73.55,1523907413,388
2328,廣宇,400,40.959999999999994,212467704,61
2329,華泰,400,55.56,366276161,74
2330,台積電,400,88.28,22897900734,2619
2331,精英,400,59.36,330997321,61
2332,友訊,400,43.79,263809728,124
2337,旺宏,400,52.99,1050247420,317
2338,光罩,400,49.370000000000005,181210987,61
2340,台亞,400,37.22,163325675,52
2342,茂矽,400,44.050000000000004,69428026,24
2344,華邦電,400,68.33,3075839118,418
2345,智邦,400,71.08,398995207,223
2347,聯強,400,88.53,1476854868,253
2348,海悅,400,70.61999999999999,107292251,30
2349,錸德,400,26.049999999999997,180938264,118
2351,順德,400,72.04,137873640,70
2352,佳世達,400,48.230000000000004,762835415,227
2353,宏碁,400,39.38,1200519371,347
2354,鴻準,400,46.65,659999587,120
2355,敬鵬,400,45.66,181556526,103
2356,英業達,400,71.06,2550035548,342
2357,華碩,400,71.4,530469186,200
2359,所羅門,400,45.620000000000005,78256323,33
2360,致茂,400,70.62,300382739,183
2362,藍天,400,80.30000000000001,499805224,113
2363,矽統,400,33.629999999999995,173279679,63
2364,倫飛,400,55.86,29273444,11
2365,昆盈,400,21.840000000000003,48427910,29
2367,燿華,400,28.8,203521778,90
2368,金像電,400,78.88,409899356,141
2369,菱生,400,33.96,129161617,54
2371,大同,400,49.88,1073160869,299
2373,震旦行,400,87.36,206397868,29
2374,佳能,400,28.83,97094980,48
2375,凱美,400,26.709999999999997,29038827,20
2376,技嘉,400,69.35,464730394,131
2377,微星,400,61.45,519309902,142
2379,瑞昱,400,73.94,381270019,216
2380,虹光,400,44.379999999999995,96314275,39
2382,廣達,400,86.08,3325764616,518
2383,台光電,400,69.85,250341755,139
2385,群光,400,78.06,593449106,195
2387,精元,400,57.53,112339439,30
2388,威盛,400,68.02000000000001,378283139,71
2390,云辰,400,36.720000000000006,70775621,20
2392,正崴,400,47.080000000000005,241301846,54
2393,億光,400,68.21000000000001,302551582,126
2395,研華,400,86.31,749573324,196
2397,友通,400,72.55,83078166,12
2399,映泰,400,26.560000000000002,47329316,31
2401,凌陽,400,37.85,224153486,87
2402,毅嘉,400,46.019999999999996,141604200,54
2404,漢唐,400,48.56999999999999,92591066,61
2405,輔信,400,23.5,80744679,47
2406,國碩,400,37.68,132303189,71
2408,南亞科,400,82.16000000000001,2835409533,244
2409,友達,400,49.629999999999995,3746827538,978
2412,中華電,400,79.19999999999999,6145525961,533
2413,環科,400,57.01,72633524,26
2414,精技,400,58.269999999999996,94271638,44
2415,錩新,400,64.49000000000001,58055669,20
2417,圓剛,400,44.0,69242163,24
2419,仲琦,400,64.83,208389020,16
2420,新巨,400,50.71,77435777,41
2421,建準,400,55.6,159593606,98
2423,固緯,400,75.71,109844359,33
2424,隴華,400,84.49,50356479,7
2425,承啟,400,46.730000000000004,45119990,20
2426,鼎元,400,49.489999999999995,148852579,64
2427,三商電,400,53.91,106774003,15
2428,興勤,400,61.01,78185955,33
2429,銘旺科,400,56.89,48672215,22
2430,燦坤,400,64.23,75061686,24
2431,聯昌,400,40.92,45411921,14
2432,倚天酷碁-創,400,76.66,47431363,8
2433,互盛電,400,78.9,114030397,17
2434,統懋,400,80.52,29793471,4
2436,偉詮電,400,25.439999999999998,50945682,45
2438,翔耀,400,54.66,35647953,20
2439,美律,400,39.59,100547000,60
2440,太空梭,400,69.89,97252381,25
2441,超豐,400,73.63,418953569,90
2442,新美齊,400,58.480000000000004,190271776,65
2444,兆勁,400,26.08,26502769,19
2449,京元電子,400,69.7,852458968,297
2450,神腦,400,76.59,197844950,17
2451,創見,400,78.77,339359589,67
2453,凌群,400,45.96,45981592,13
2454,聯發科,400,76.82,1232530891,487
2455,全新,400,51.22,94735174,80
2457,飛宏,400,29.509999999999998,125464256,57
2458,義隆,400,57.06,173458581,81
2459,敦吉,400,54.13,57168266,32
2460,建通,400,59.75,101113106,19
2461,光群雷,400,47.39,90981966,55
2462,良得電,400,56.0,84473140,36
2464,盟立,400,46.44,96111857,45
2465,麗臺,400,36.28,34102817,15
2466,冠西電,400,88.19,152999515,52
2467,志聖,400,67.77,108873062,50
2468,華經,400,52.040000000000006,36416097,5
2471,資通,400,23.34,11037599,14
2472,立隆電,400,58.1,95738933,47
2474,可成,400,78.46,440477092,124
2476,鉅祥,400,61.18,133975518,65
2477,美隆電,400,72.69,115294983,38
2478,大毅,400,58.03,84012492,48
2480,敦陽科,400,30.52,32474436,32
2481,強茂,400,57.62,220197833,90
2482,連宇,400,40.870000000000005,31844641,13
2483,百容,400,63.68,68734228,28
2484,希華,400,29.95,47783843,35
2485,兆赫,400,20.580000000000002,65446139,34
2486,一詮,400,47.22,110851412,57
2488,漢平,400,52.459999999999994,41978369,25
2489,瑞軒,400,36.08,220267117,84
2491,吉祥全,400,71.97999999999999,59043130,21
2492,華新科,400,63.2,307146494,65
2493,揚博,400,47.62,60397729,28
2495,普安,400,53.45,146263996,46
2496,卓越,400,49.56,9467641,9
2497,怡利電,400,68.61,89834594,39
2498,宏達電,400,40.510000000000005,338809946,136
2501,國建,400,77.18,895202653,147
2504,國產,400,76.25,899913552,207
2505,國揚,400,79.09,300600511,66
2506,太設,400,76.34,295504388,71
2509,全坤建,400,68.78,154500942,42
2511,太子,400,79.63,1292845115,289
2514,龍邦,400,88.2,348246479,52
2515,中工,400,61.09,982448096,289
2516,新建,400,70.56,159694758,64
2520,冠德,400,68.97999999999999,420529148,100
2524,京城,400,92.99,340391436,39
2527,宏璟,400,79.76,215644783,34
2528,皇普,400,83.77000000000001,365335628,88
2530,華建,400,85.21000000000001,716973397,146
2534,宏盛,400,73.41000000000001,348241782,112
2535,達欣工,400,60.85,164850005,69
2536,宏普,400,79.53999999999999,264748255,85
2537,聯上發,400,57.79,173748846,62
2538,基泰,400,75.10000000000001,334309919,128
2539,櫻花建,400,87.67,1046268993,125
2540,愛山林,400,90.53,855562188,78
2542,興富發,400,60.8,1321582927,242
2543,皇昌,400,72.0,380674172,72
2545,皇翔,400,76.86999999999999,291980240,44
2546,根基,400,62.01,80954745,20
2547,日勝生,400,70.2,726847504,192
2548,華固,400,58.37,186647289,113
2596,綠意,400,71.52,71549737,29
2597,潤弘,400,78.45,243828422,47
2601,益航,400,32.3,266589319,112
2603,長榮,400,69.08000000000001,1496108896,366
2605,新興,400,55.13,322835743,104
2606,裕民,400,74.22,627315884,105
2607,榮運,400,76.96,410778380,80
2608,嘉里大榮,400,77.2,360617924,71
2609,陽明,400,57.11,1994865414,300
2610,華航,400,67.45,4145798539,612
2611,志信,400,44.98,85063701,20
2612,中航,400,73.78,145755884,17
2613,中櫃,400,55.550000000000004,82479314,27
2614,東森,400,47.83,156581275,42
2615,萬海,400,83.96,2356583754,265
2616,山隆,400,44.78,61493368,17
2617,台航,400,61.970000000000006,258708872,57
2618,長榮航,400,72.77,3931119028,664
2630,亞航,400,66.71,139741586,15
2633,台灣高鐵,400,86.88000000000001,4890854822,371
2634,漢翔,400,49.1,462619783,65
2636,台驊控股,400,41.56,58960647,32
2637,慧洋-KY,400,81.02,604865455,137
2640,大車隊,400,73.42,43530579,25
2641,正德,400,29.080000000000002,96164110,44
2642,宅配通,400,60.38,57645500,7
2643,捷迅,400,64.97,22742426,10
2645,長榮航太,400,83.65,313426147,39
2646,星宇航空,400,64.77,1949242293,135
2701,萬企,400,86.14,387683393,38
2702,華園,400,73.53,115176803,17
2704,國賓,400,87.74,322018200,70
2705,六福,400,65.06,124511721,44
2706,第一店,400,84.88000000000001,424487293,55
2707,晶華,400,60.78,77462625,17
2712,遠雄來,400,90.83,95394117,20
2718,全心投控,400,86.53,75785628,16
2719,燦星旅,400,91.02,62976831,4
2722,夏都,400,87.41,125174382,31
2723,美食-KY,400,69.10000000000001,124400776,38
2724,藝舍-KY,400,82.9,49460204,9
2726,雅茗-KY,400,64.23,24366117,16
2727,王品,400,32.59,27050484,28
2729,瓦城,400,65.63,28257301,13
2731,雄獅,400,47.629999999999995,44444533,29
2732,六角,400,57.84,26912830,18
2734,易飛網,400,36.6,20963916,11
2736,富野,400,55.949999999999996,44763944,17
2739,寒舍,400,72.77,66629606,20
2740,華軒,400,72.53,12157812,2
2743,山富,400,52.86,24755224,8
2745,五福,400,51.57,17437634,5
2748,雲品,400,61.339999999999996,64908826,6
2751,王座,400,60.56,11970487,1
2752,豆府,400,64.51,17226267,16
2753,八方雲集,400,57.84,38566521,23
2754,亞洲藏壽司,400,73.97,34707400,7
2755,揚秦,400,63.8,23852568,12
2756,聯發國際,400,72.18,17757970,13
2762,世界健身-KY,400,86.22999999999999,97023838,22
2801,彰銀,400,76.86,9045941789,1325
2812,台中銀,400,59.24,3568214075,738
2816,旺旺保,400,79.26,177272729,28
2820,華票,400,66.17,889015365,140
2832,台產,400,68.95,174881861,48
2834,臺企銀,400,60.83,5913921056,1401
2836,高雄銀,400,84.63000000000001,1557511480,180
2838,聯邦銀,400,90.72,3938252852,251
2845,遠東銀,400,73.24000000000001,3564268919,666
2849,安泰銀,400,98.39,1926494646,55
2850,新產,400,67.93,214705632,92
2851,中再保,400,71.58000000000001,573176097,122
2852,第一保,400,65.07,196049712,105
2855,統一證,400,77.72,1245037594,255
2867,三商壽,400,83.47,4925546290,659
2880,華南金,400,80.86,11254822822,1148
2881,富邦金,400,85.27,11946841483,1003
2882,國泰金,400,85.28999999999999,12513299790,1248
2883,凱基金,400,66.58,11304914303,2008
2884,玉山金,400,70.99,11484950012,2070
2885,元大金,400,83.21,11095635967,1212
2886,兆豐金,400,81.67999999999999,12118302603,845
2887,台新新光金,400,73.1,18184020508,3103
2889,國票金,400,74.45,2705956823,343
2890,永豐金,400,80.31,11640470613,1559
2891,中信金,400,81.68,16077428431,1851
2892,第一金,400,70.22,10100942047,1708
2897,王道銀行,400,84.93,2383237851,367
2901,欣欣,400,79.30000000000001,57941668,20
2903,遠百,400,78.89,1118085141,158
2904,匯僑,400,54.15,42156619,9
2905,三商,400,83.88000000000001,931502872,132
2906,高林,400,64.65,135224954,33
2908,特力,400,91.5,466717177,51
2910,統領,400,96.97,170106454,41
2911,麗嬰房,400,45.95,48329501,20
2912,統一超,400,84.60000000000001,879856337,162
2913,農林,400,57.99,458262512,125
2915,潤泰全,400,67.75,748338172,186
2916,滿心,400,59.49,38454261,19
2923,鼎固-KY,400,99.45,1730915143,14
2924,宏太-KY,400,89.7,46687590,9
2926,誠品生活,400,74.41,35274432,15
2929,淘帝-KY,400,30.59,33495987,18
2937,集雅社,400,84.47999999999999,36794254,20
2939,永邑-KY,400,75.87,34564939,27
2941,米斯特,400,66.36,10215093,14
2945,三商家購,400,83.48,56352917,4
2947,振宇五金,400,63.230000000000004,13595002,9
2948,寶陞,400,80.24,24878289,15
2949,欣新網,400,81.7,25038593,16
3002,歐格,400,66.03,67362702,20
3003,健和興,400,57.480000000000004,89499305,42
3004,豐達科,400,58.940000000000005,37944810,16
3005,神基,400,74.05,462439421,112
3006,晶豪科,400,53.6,159834104,73
3008,大立光,400,57.93,77330432,49
3010,華立,400,65.25999999999999,169360370,77
3011,今皓,400,33.87,43939889,26
3013,晟銘電,400,45.88,94173484,29
3014,聯陽,400,33.49,55623689,46
3015,全漢,400,63.65,119222247,50
3016,嘉晶,400,79.25,228721289,34
3017,奇鋐,400,65.99,259071460,132
3018,隆銘綠能,400,64.3,48477639,6
3019,亞光,400,35.86,100166316,41
3021,鴻名,400,70.92,67314570,21
3022,威強電,400,58.92,104074140,37
3023,信邦,400,68.6,164750579,108
3024,憶聲,400,50.44,139843242,82
3025,星通,400,29.150000000000002,16552646,17
3026,禾伸堂,400,52.93,87839002,65
3027,盛達,400,45.25,58837887,33
3028,增你強,400,48.7,115560576,51
3029,零壹,400,42.46,70938422,38
3030,德律,400,62.21,147008519,52
3031,佰鴻,400,58.87,101994593,16
3032,偉訓,400,52.0,58932710,25
3033,威健,400,39.57,193592818,98
3034,聯詠,400,69.4,422425224,190
3035,智原,400,29.599999999999998,77201638,34
3036,文曄,400,89.12,1131317145,213
3037,欣興,400,75.97,1208214375,369
3038,全台,400,41.760000000000005,65753092,34
3040,遠見,400,70.94999999999999,46990857,18
3041,揚智,400,22.87,32081803,11
3042,晶技,400,66.36,227703057,97
3043,科風,400,19.439999999999998,7583712,8
3044,健鼎,400,81.60000000000001,428968974,182
3045,台灣大,400,91.67999999999999,3414306636,349
3046,建碁,400,53.22,41759992,11
3047,訊舟,400,18.96,42648321,25
3048,益登,400,47.07,127078433,43
3049,精金,400,47.72,382877995,77
3050,鈺德,400,51.33,79579248,30
3051,力特,400,32.94,55029172,26
3052,夆典,400,56.370000000000005,131533124,57
3054,立萬利,400,87.75,70788748,13
3055,蔚華科,400,69.1,79468064,28
3056,富華新,400,32.02,153957391,74
3057,喬鼎,400,31.92,21669950,7
3058,立德,400,22.339999999999996,45098136,31
3059,華晶科,400,27.69,85262717,55
3060,銘異,400,17.990000000000002,24784574,28
3062,建漢,400,27.07,89416399,58
3064,泰偉,400,63.47,8260290,3
3066,李洲,400,71.54,59450634,13
3067,全域,400,71.4,14284812,4
3071,協禧,400,57.910000000000004,63708872,11
3073,天方能源,400,54.650000000000006,21601961,18
3078,僑威,400,38.96,88625931,57
3081,聯亞,400,44.54,41227284,32
3083,網龍,400,56.59,48953807,9
3085,新零售,400,89.64,61879589,4
3086,華義*,400,87.18,237813776,31
3088,艾訊,400,48.64,52866169,26
3090,日電貿,400,64.61,185864563,54
3092,鴻碩,400,33.88,36159953,17
3093,港建*,400,74.91,108763662,15
3094,聯傑,400,19.630000000000003,16333528,15
3095,及成,400,33.02,3303549,4
3105,穩懋,400,55.52,235471750,102
3114,好德,400,53.379999999999995,34771649,19
3115,富榮綱,400,86.25,62280095,10
3118,進階,400,35.2,11430695,13
3122,笙泉,400,27.85,11358897,9
3128,昇銳,400,31.150000000000002,14744829,10
3130,一零四,400,61.589999999999996,20450838,10
3131,弘塑,400,45.95,13649553,11
3135,凌航,400,52.82,50342239,18
3138,耀登,400,26.959999999999997,15218603,11
3141,晶宏,400,19.77,14931806,20
3147,大綜,400,54.5,23816371,13
3149,正達,400,33.04,74779950,51
3150,鈺寶-創,400,55.120000000000005,24470398,12
3152,璟德,400,49.93,34475954,21
3158,嘉實,400,37.59,11475932,12
3162,精確,400,64.01,98853415,31
3163,波若威,400,40.489999999999995,32623307,33
3164,景岳,400,55.879999999999995,48076048,36
3167,大量,400,61.239999999999995,55197345,36
3168,眾福科,400,75.44,56665314,21
3169,亞信,400,36.14,22817662,11
3171,炎洲流通,400,76.93,25480677,5
