code,name,threshold_lots,ratio_pct,shares,holders
1795,,400,59.44,158679507,33
1796,,400,55.7,23105329,12
1799,,400,67.75,84501203,8
1802,,400,78.39,2280179562,170
1805,,400,77.94999999999999,105227873,41
1806,,400,74.30000000000001,290159651,59
1807,,400,47.29,54174452,37
1808,,400,78.96,705381963,97
1809,,400,51.88,86685144,36
1810,,400,66.94,202413231,75
1813,,400,47.79,22295967,16
1814,,400,74.93,14224766,11
1815,,400,42.11,246680280,89
1816,,400,94.8,23241795,2
1817,,400,65.34,47441937,26
1818,,400,75.48,8785473,7
1819,,400,83.50999999999999,27987022,17
1903,,400,80.84,210265318,65
1904,,400,64.77,718044963,139
1905,,400,72.23,796753842,77
1906,,400,74.59,112685214,27
1907,,400,83.99,1394863945,203
1909,,400,66.09,877661688,166
1918,,400,20.45,49449515,26
2002,,400,53.76,8460349227,1462
2006,,400,79.99000000000001,584266382,144
2007,,400,76.36,405336675,10
2008,,400,92.19,175978190,19
2009,,400,57.74,207700489,17
2010,,400,71.60000000000001,463867254,125
2012,,400,84.27000000000001,254688568,80
2013,,400,79.25,158518160,24
2014,,400,48.43,695455926,93
2015,,400,88.00999999999999,511975552,150
2017,,400,60.81,271836892,64
2020,,400,49.519999999999996,132268089,48
2022,,400,38.78,130797404,30
2023,,400,78.15,1466792375,124
2024,,400,82.73,80676652,13
2025,,400,62.449999999999996,107857373,28
2027,,400,67.94,1756188172,364
2028,,400,83.27,271248060,39
2029,,400,70.95,227911961,20
2030,,400,44.83,125835297,36
2031,,400,54.53,175200351,59
2032,,400,56.26,73461651,38
2033,,400,75.11,60620360,31
2034,,400,49.19,260324758,98
2035,,400,96.69,338466626,23
2038,,400,53.97,104824458,25
2049,,400,68.97999999999999,244146432,105
2056,,400,94.01,98738511,44
2058,,400,25.76,78788867,63
2059,,400,67.44,64281799,33
2060,,400,87.22,31173065,4
2061,,400,57.81,33185017,28
2062,,400,61.81,123645729,36
2063,,400,54.54,26240938,20
2064,,400,81.74000000000001,56682741,30
2065,,400,49.29,31322481,17
2066,,400,68.63,30520400,19
2067,,400,56.5,25508966,12
2068,,400,100.0,60068043,1
2069,,400,61.02,101568224,41
2070,,400,56.57,23645793,15
2071,,400,84.16,58119989,22
2072,,400,75.55999999999999,145110777,29
2073,,400,74.92999999999999,20608200,13
2101,,400,64.17,471086080,136
2102,,400,79.75,377563605,68
2103,,400,52.56,434234229,114
2104,,400,45.38,447145383,196
2105,,400,80.78,2618813514,300
2106,,400,79.95,763751540,164
2107,,400,60.25,183013844,70
2108,,400,69.75,343591641,95
2109,,400,74.36,207744370,70
2113,,400,0.0,0,0
2114,,400,63.56,49580149,18
2115,,400,69.37,72423763,35
2201,,400,62.68,670944557,111
2204,,400,72.97,404102219,66
2206,,400,82.73,648489311,100
2207,,400,89.63,499409062,112
2208,,400,57.65,735106630,140
2211,,400,82.66,344891680,58
2221,,400,64.71,27392186,4
2226,,400,100.0,75000000,1
2227,,400,93.50999999999999,280532000,11
2228,,400,56.540000000000006,45125299,13
2229,,400,41.04,600000,1
2230,,400,46.24,31462118,28
2231,,400,67.78,92146021,37
2233,,400,55.260000000000005,33329071,20
2235,,400,83.49000000000001,29957920,12
2236,,400,76.39,46919427,18
2237,,400,81.23,98922679,21
2239,,400,79.94,94122679,17
2241,,400,38.53,40326300,25
2243,,400,54.980000000000004,38152574,28
2245,,400,77.81,25216229,10
2246,,400,68.52999999999999,29212989,3
2247,,400,76.71,61927611,13
2248,,400,80.32000000000001,38239520,17
2249,,400,71.23,18198856,14
2250,,400,52.17,18989534,5
2252,,400,80.08999999999999,85421710,17
2254,,400,92.33999999999999,59028820,15
2255,,400,80.08000000000001,48802241,19
2256,,400,61.7,24094535,16
2258,,400,93.87,1643920612,57
2301,,400,78.86,1827621489,422
2302,,400,67.72,112641728,24
2303,,400,76.96000000000001,9682095117,1130
2305,,400,68.07000000000001,140014575,25
2308,,400,84.09,2184837263,586
2312,,400,47.690000000000005,718471846,200
2313,,400,65.49,780793936,212
2314,,400,12.43,13202533,15
2316,,400,63.02,115193521,46
2317,,400,67.6,9485831211,1399
2318,,400,26.87,28508489,15
2321,,400,70.58,21368308,3
2323,,400,44.239999999999995,482172497,190
2324,,400,67.75,2986372406,673
2326,,400,12.57,5082135,6
2327,,400,72.17,1496569728,382
2328,,400,40.440000000000005,209743832,54
2329,,400,55.51,365933869,75
2330,,400,88.32,22907974990,2626
2331,,400,59.29,330633086,60
2332,,400,43.39,261454060,124
2333,,400,28.83,80144531,56
2335,,400,35.35,17614719,13
2337,,400,56.16,1113178406,300
2338,,400,47.059999999999995,172719902,56
2340,,400,39.31,172521477,61
2341,,400,86.94,5957125,1
2342,,400,39.05,61551662,19
2344,,400,65.28,2938807170,412
2345,,400,70.78,397285566,220
2347,,400,88.52,1476812776,255
2348,,400,70.7,107406935,30
2349,,400,26.09,181051568,118
2351,,400,70.91,135084925,67
2352,,400,48.050000000000004,759892688,223
2353,,400,38.89,1185979274,359
2354,,400,46.71,661122949,120
2355,,400,43.59,173372204,103
2356,,400,70.10000000000001,2515324013,344
2357,,400,70.92999999999999,527040930,193
2358,,400,27.56,37669485,17
2359,,400,45.370000000000005,77832758,32
2360,,400,71.9,305818568,190
2361,,400,52.93000000000001,24638693,6
2362,,400,80.13000000000001,498767748,112
2363,,400,33.28,171562770,61
2364,,400,55.800000000000004,29238908,11
2365,,400,21.42,47498953,29
2367,,400,29.04,205243043,89
2368,,400,78.83000000000001,409403481,143
2369,,400,30.589999999999996,116331030,52
2371,,400,50.04,1076656908,307
2373,,400,87.36,206384776,29
2374,,400,28.21,94997887,47
2375,,400,25.38,27598533,16
2376,,400,67.49,452296431,129
2377,,400,61.47,519470817,143
2378,,400,33.47,47295603,25
2379,,400,74.27,382952393,220
2380,,400,44.269999999999996,96091275,39
2381,,400,0.0,0,0
2382,,400,85.92999999999999,3319497265,518
2383,,400,69.92,250604701,140
2384,,400,27.93,572260867,329
2385,,400,77.16000000000001,586622363,189
2387,,400,56.95,111211064,28
2388,,400,68.92,383275278,72
2390,,400,36.690000000000005,70711636,20
2392,,400,46.72,239510753,55
2393,,400,67.97,301492561,121
2395,,400,85.75,744712612,191
2396,,400,45.489999999999995,580972224,239
2397,,400,72.9,83494166,12
2398,,400,36.46,150708042,47
2399,,400,30.25,53915054,36
2401,,400,37.3,220906561,85
2402,,400,47.64,146584061,57
2404,,400,49.45,94296929,61
2405,,400,22.869999999999997,78582638,43
2406,,400,34.47,121031419,70
2407,,400,37.79,277840588,179
2408,,400,80.47,2777178750,231
2409,,400,49.96,3771977945,977
2410,,400,36.29,58125372,51
2412,,400,79.25,6148780671,535
2413,,400,57.36,73075108,27
2414,,400,58.3,94311638,44
2415,,400,64.36,57943416,20
2417,,400,44.83,70542463,27
2418,,400,47.65,487982097,137
2419,,400,65.22,209613600,18
2420,,400,50.42,77016738,40
2421,,400,56.379999999999995,161842565,96
2423,,400,75.72999999999999,109861359,33
2424,,400,85.5,50960479,8
2425,,400,46.71,45090468,20
2426,,400,49.34,148360384,64
2427,,400,54.09,107160003,15
2428,,400,60.56,77609869,33
2429,,400,56.5,48324215,21
2430,,400,64.3,75142686,24
2431,,400,40.92,45422921,14
2432,,400,76.69,47446363,8
2433,,400,78.9,114030397,17
2434,,400,80.49,29787471,4
2435,,400,32.19,24084641,10
2436,,400,24.32,48695322,41
2438,,400,54.67,35658953,20
2439,,400,40.459999999999994,102746352,64
2440,,400,70.31,97830381,26
2441,,400,73.76,419639021,91
2442,,400,58.48,190230616,64
2443,,400,55.24,83390353,45
2444,,400,26.009999999999998,26422769,19
2445,,400,15.67,7557808,7
2449,,400,68.25,834752990,289
2450,,400,76.59,197844950,17
2451,,400,78.50999999999999,338215142,64
2453,,400,46.01,46027092,13
2454,,400,77.16,1237766452,495
2455,,400,48.25,89259621,80
2457,,400,28.53,121257740,53
2458,,400,57.01,173289922,78
2459,,400,54.6,57669266,33
2460,,400,60.120000000000005,101749810,18
2461,,400,46.93000000000001,90096966,55
2462,,400,56.19,84758328,36
2464,,400,48.160000000000004,99434269,46
2465,,400,35.23,33112911,12
2466,,400,88.6,153698515,53
2467,,400,69.09,110581658,50
2468,,400,52.18000000000001,36511646,5
2471,,400,23.45,11090599,14
2472,,400,57.64,94992586,46
2474,,400,79.0,443590641,131
2475,,400,71.07000000000001,4606503038,1105
2476,,400,60.589999999999996,132669863,67
2477,,400,72.67999999999999,115277983,38
2478,,400,56.61,81969362,44
2479,,400,32.33,12207835,6
2480,,400,30.959999999999997,32942436,33
2481,,400,56.760000000000005,216936762,87
2482,,400,40.870000000000005,31837937,13
2483,,400,63.61,68654228,28
2484,,400,29.92,47729164,35
2485,,400,21.919999999999998,69698179,36
2486,,400,50.17,117617932,58
2488,,400,52.879999999999995,42318369,26
2489,,400,39.760000000000005,242638019,96
2490,,400,21.16,34569933,30
2491,,400,71.38,58547130,20
2492,,400,58.970000000000006,286532097,58
2493,,400,47.870000000000005,60712529,29
2494,,400,81.44,33797122,10
2495,,400,53.86,147378926,44
2496,,400,49.56,9467641,9
2497,,400,68.38,89522900,40
2498,,400,40.17,336028821,133
2499,,400,44.050000000000004,203224453,81
2501,,400,77.35,897236766,147
2504,,400,76.64,904699069,208
2505,,400,79.39999999999999,301797623,67
2506,,400,76.32,295435388,71
2509,,400,68.85,154633185,43
2511,,400,79.66,1293583746,286
2512,,400,34.160000000000004,167810464,96
2514,,400,88.2,348250479,53
2515,,400,60.96,980602365,288
2516,,400,70.61,159839996,65
2520,,400,69.50999999999999,423748150,102
2521,,400,35.230000000000004,112766509,57
2523,,400,44.58,102026835,58
2524,,400,92.88,339967436,39
2525,,400,31.549999999999997,205678621,172
2527,,400,79.96,216185064,35
2528,,400,83.67,363215514,89
2530,,400,84.94,714760432,143
2533,,400,38.11,58379566,37
2534,,400,73.59,349054785,113
2535,,400,60.7,164403895,68
2536,,400,79.49,264632255,85
2537,,400,57.019999999999996,171442521,65
2538,,400,75.02,333973077,128
2539,,400,87.66000000000001,1046138642,125
2540,,400,90.69,857033371,80
2542,,400,60.72,1319760177,246
2543,,400,72.55,383602036,74
2545,,400,76.58,290866177,42
2546,,400,61.98,80923745,20
2547,,400,70.44,729393529,192
2548,,400,58.7,187731636,111
2553,,400,18.67,15263972,13
2566,,400,0.0,0,0
2569,,400,83.38000000000001,9634000,2
2572,,400,83.39,3028800,2
2591,,400,0.0,0,0
2592,,400,90.42999999999999,9490283,4
2596,,400,71.92,71940022,30
2597,,400,78.50999999999999,243969635,48
2599,,400,65.78999999999999,64828688,41
2601,,400,31.86,262981756,107
2603,,400,68.15,1475881196,366
2605,,400,55.47,324820519,107
2606,,400,73.5,621328380,102
2607,,400,76.96,410739403,80
2608,,400,77.47,361871825,72
2609,,400,56.9,1987740755,302
2610,,400,67.43,4144527970,616
2611,,400,45.05,85187901,20
2612,,400,73.52000000000001,145249299,16
2613,,400,55.419999999999995,82279314,27
2614,,400,47.54,155640154,41
2615,,400,83.67,2348373820,262
2616,,400,45.12,61956267,18
2617,,400,61.970000000000006,258678023,57
2618,,400,72.52,3917167166,667
2622,,400,0.0,0,0
2626,,400,0.0,0,0
2630,,400,66.14,138556979,14
2633,,400,86.78,4885918490,369
2634,,400,48.7,458838832,62
2636,,400,41.21,58489609,31
2637,,400,80.24,599015934,134
2639,,400,99.01,99010131,2
2640,,400,73.44,43537579,25
2641,,400,28.770000000000003,95088178,44
2642,,400,60.81,58065400,8
2643,,400,64.92,22724426,10
2644,,400,79.03,65576115,32
2645,,400,83.72,313652875,40
2646,,400,64.67999999999999,1946565168,133
2701,,400,86.14,387676895,38
2702,,400,73.2,114661963,17
2704,,400,87.78,322160350,70
2705,,400,65.34,125032355,45
2706,,400,84.80000000000001,424118169,54
2707,,400,60.86,77559625,17
2712,,400,90.83,95399117,20
2714,,400,0.0,0,0
2717,,400,0.0,0,0
2718,,400,86.53,75785628,16
2719,,400,91.02,62976831,4
2720,,400,60.870000000000005,48708672,27
2722,,400,87.41,125174382,31
2723,,400,69.05,124305972,38
2724,,400,82.9,49460204,9
2726,,400,64.23,24366117,16
2727,,400,31.99,26545984,27
2729,,400,65.66,28271301,13
2730,,400,86.67,32256232,2
2731,,400,47.67,44488783,29
2732,,400,57.620000000000005,26810830,18
2733,,400,77.24000000000001,19003035,8
2734,,400,36.6,20963916,11
2735,,400,0.0,0,0
2736,,400,55.949999999999996,44763944,17
2738,,400,97.88,65966434,6
2739,,400,72.79,66645606,20
2740,,400,72.53,12157812,2
2741,,400,67.97999999999999,15360124,8
2743,,400,52.86,24755224,8
2745,,400,51.57,17437634,5
2748,,400,61.33,64895826,6
2749,,400,75.15,15633907,16
2750,,400,98.48,59096313,18
2751,,400,60.56,11970487,1
2752,,400,64.62,17255267,16
2753,,400,58.19,38800965,23
2754,,400,73.96000000000001,34698400,7
2755,,400,63.8,23852568,12
2756,,400,72.18,17757970,13
2758,,400,73.57000000000001,15074853,13
2759,,400,100.0,16200000,1
2760,,400,87.78,11412129,6
2761,,400,57.709999999999994,10009791,9
2762,,400,86.43,97243838,22
2801,,400,77.07,9071568120,1325
2807,,400,0.0,0,0
2811,,400,34.290000000000006,100347279,66
2812,,400,59.56,3588046234,736
2816,,400,79.22999999999999,177195894,28
2820,,400,66.37,891570670,139
2825,,400,5.67,714440,1
2827,,400,36.69,47569645,31
2831,,400,61.96,739401434,167
2832,,400,68.78,174444206,46
2834,,400,61.31,5960133512,1387
2836,,400,84.64,1557796067,182
2838,,400,90.7,3937991154,247
2841,,400,57.35,551298422,179
2845,,400,73.34,3569480850,662
2849,,400,98.39,1926483646,55
2850,,400,68.21000000000001,215619885,94
2851,,400,71.31,570849530,120
2852,,400,65.06,196009324,105
2855,,400,77.61999999999999,1243268919,252
2867,,400,83.32000000000001,4916263594,663
2880,,400,80.95,11268013461,1146
2881,,400,84.96,11903862437,1012
2882,,400,85.28,12512203109,1251
2883,,400,66.21000000000001,11241907500,2041
2884,,400,71.19,11518131788,2073
2885,,400,83.18,11091384485,1218
2886,,400,81.72,12124196149,845
2887,,400,73.12,18185962494,3072
2889,,400,74.57000000000001,2710414139,347
2890,,400,80.49,11667296761,1554
2891,,400,81.47,16036806129,1851
2892,,400,69.93,10059020391,1715
2897,,400,84.94999999999999,2383868525,372
2901,,400,79.29,57927668,20
2902,,400,47.60000000000001,69947883,41
2903,,400,78.91999999999999,1118433704,157
2904,,400,54.1,42118619,9
2905,,400,83.82,931047368,132
2906,,400,64.62,135166954,33
2908,,400,91.42999999999999,466368177,51
2910,,400,96.96,170092454,41
2911,,400,46.24,48625501,21
2912,,400,84.6,879856627,165
2913,,400,57.96,458016109,125
2915,,400,67.72,748091146,185
2916,,400,59.69,38583261,19
2920,,400,35.7,4448825,1
2923,,400,99.42,1730434143,13
2924,,400,89.7,46687590,9
2926,,400,74.45,35293432,15
2929,,400,29.33,32137987,16
2936,,400,99.50999999999999,75690149,6
2937,,400,84.46,36788254,20
2938,,400,80.74,16263189,4
2939,,400,75.64,34460939,27
2940,,400,57.790000000000006,14559827,16
2941,,400,66.36,10215093,14
2942,,400,90.71000000000001,54436459,10
2945,,400,83.48,56352917,4
2947,,400,63.25,13598719,9
2948,,400,80.24,24878289,15
2949,,400,81.7,25038593,16
3001,,400,19.08,14528679,16
3002,,400,65.99000000000001,67327436,20
3003,,400,57.01,88769063,41
3004,,400,58.38,37586810,16
3005,,400,74.26,463749167,113
3006,,400,51.06,152277003,72
3008,,400,59.04,78840870,49
3010,,400,65.61,170265005,78
3011,,400,34.32,44519889,26
3013,,400,47.77,98028570,29
3014,,400,33.07,54936479,45
3015,,400,63.69,119309147,51
3016,,400,77.38,223312316,36
3017,,400,67.71,265833295,140
3018,,400,64.3,48477639,6
3019,,400,35.489999999999995,99151655,40
3020,,400,99.45,122032222,1
3021,,400,70.92,67314570,21
3022,,400,57.64,101824539,35
3023,,400,68.31,164020850,103
3024,,400,49.760000000000005,137985220,82
3025,,400,29.86,16954166,17
3026,,400,52.75,87551133,61
3027,,400,44.510000000000005,57872787,32
3028,,400,48.44,114942868,51
3029,,400,42.28,70632851,36
3030,,400,60.67,143334873,51
3031,,400,58.83,101923212,16
3032,,400,52.19,59163386,26
3033,,400,36.29,176171375,92
3034,,400,68.83,418926879,190
3035,,400,29.5,76912263,35
3036,,400,89.37,1134514265,213
3037,,400,76.89,1222820549,370
3038,,400,41.47,65309257,34
3039,,400,33.16,22029057,23
3040,,400,70.44999999999999,46663857,17
3041,,400,22.11,31047236,9
3042,,400,67.65,232089235,100
3043,,400,19.45,7585712,8
3044,,400,81.17999999999999,426754670,176
3045,,400,91.89,3421585939,351
3046,,400,53.15,41709011,11
3047,,400,18.64,41935894,24
3048,,400,45.89,123905554,39
3049,,400,47.47,380851033,76
3050,,400,51.300000000000004,79536856,30
3051,,400,35.76,59748203,24
3052,,400,56.28,131315410,58
3053,,400,54.34,4327069,6
3054,,400,87.74,70777748,13
3055,,400,68.82,79143940,28
3056,,400,31.89,153321033,73
3057,,400,30.89,20975950,6
3058,,400,22.47,45365803,32
3059,,400,27.11,83472712,53
3060,,400,17.11,23576171,26
3062,,400,27.65,91340003,61
3064,,400,63.47,8260290,3
3065,,400,83.60000000000001,153771497,33
3066,,400,71.54,59450634,13
3067,,400,71.4,14284812,4
3069,,400,35.56,1066900,1
3070,,400,51.25,3730230,5
3071,,400,57.79,63591094,11
3072,,400,0.0,0,0
3073,,400,54.650000000000006,21601961,18
3075,,400,70.66,5500440,4
3076,,400,53.02,1682000,1
3077,,400,0.0,0,0
3078,,400,39.03,88810301,57
3079,,400,31.909999999999997,15209368,12
3081,,400,46.59,43123893,34
3082,,400,0.0,0,0
3083,,400,56.64,49001798,9
3084,,400,0.0,0,0
3085,,400,89.64,61879589,4
3086,,400,87.58999999999999,238897130,32
3087,,400,97.94,50259277,1
3088,,400,48.02,52195143,27
3090,,400,61.74,177580693,56
3091,,400,0.0,0,0
3092,,400,34.36,36658076,18
3093,,400,73.93,107349662,13
3094,,400,16.5,13733696,12
3095,,400,33.02,3303549,4
3096,,400,49.269999999999996,11443476,7
3097,,400,86.95,65303302,15
3098,,400,0.0,0,0
3099,,400,37.59,85085005,69
3105,,400,58.67,248794720,102
3114,,400,53.379999999999995,34771649,19
3115,,400,86.25,62280095,10
3116,,400,83.52,2275000,1
3117,,400,52.33,11934114,7
3118,,400,35.2,11428695,13
3122,,400,27.04,11025897,9
3126,,400,43.89,21402316,14
3128,,400,31.0,14677829,10
3130,,400,61.49,20417021,10
3131,,400,46.989999999999995,13947308,12
3133,,400,63.269999999999996,17255800,14
3135,,400,55.64,52740947,22
3137,,400,0.0,0,0
3138,,400,25.919999999999998,14629375,10
3141,,400,16.79,12682662,17
3142,,400,51.24,104253131,71
