ticker,name,market,date,revenue_period,industry,revenue_yoy_pct,cumulative_yoy_pct,close,ma20,ma60,gap_ma20_pct,gap_ma60_pct,return_10d_pct,return_20d_pct,score,judge
2476,鉅祥,listed,20260515,11504,電子零組件業,24.68,29.68,115.0,117.6,96.39,-2.21,19.3,-1.71,6.98,55,初步觀察
4306,炎洲,listed,20260515,11504,塑膠工業,24.04,12.8,13.3,13.29,13.45,0.09,-1.1,0.76,-3.62,55,初步觀察
2417,圓剛,listed,20260515,11504,電腦及週邊設備業,23.45,18.51,47.5,46.45,39.77,2.27,19.44,0.74,16.0,55,初步觀察
6533,晶心科,listed,20260515,11504,半導體業,22.87,20.93,227.0,238.38,209.65,-4.77,8.28,-0.66,3.89,55,初步觀察
3003,健和興,listed,20260515,11504,電子零組件業,22.67,24.72,58.6,56.09,52.17,4.47,12.32,7.13,7.52,55,初步觀察
6414,樺漢,listed,20260515,11504,電腦及週邊設備業,22.14,12.21,319.5,330.9,294.6,-3.45,8.45,-0.78,6.5,55,初步觀察
6606,建德工業,listed,20260515,11504,電機機械,21.43,14.58,24.8,24.62,24.6,0.73,0.8,2.9,0.4,55,初步觀察
2637,慧洋-KY,listed,20260515,11504,航運業,21.23,22.91,72.8,73.73,71.41,-1.26,1.95,1.53,-2.28,55,初步觀察
8462,柏文,listed,20260515,11504,運動休閒,20.72,20.32,142.0,145.8,143.0,-2.61,-0.7,-4.7,0.0,55,初步觀察
3004,豐達科,listed,20260515,11504,鋼鐵工業,20.68,26.5,121.0,117.0,111.63,3.42,8.4,3.86,4.76,55,初步觀察
3019,亞光,listed,20260515,11504,光電業,20.03,16.25,144.5,139.7,135.48,3.44,6.66,4.33,12.02,55,初步觀察
4943,康控-KY,listed,20260515,11504,電子零組件業,45.87,43.82,9.34,9.76,10.89,-4.35,-14.23,-2.2,-8.43,54,初步觀察
2427,三商電,listed,20260515,11504,資訊服務業,31.07,61.09,20.45,21.51,23.4,-4.94,-12.62,-3.08,-8.71,54,初步觀察
