date,total_stocks,advancing_stocks,declining_stocks,advance_volume,decline_volume,new_20d_high_count,new_60d_high_count,new_120d_high_count,new_20d_low_count,new_60d_low_count,new_120d_low_count,stocks_above_ma20_count,stocks_above_ma60_count,stocks_above_ma120_count,stocks_above_ma240_count,limit_up_count,limit_down_count,strong_stock_count,weak_stock_count,advance_decline_ratio,advance_decline_volume_ratio,new_high_new_low_ratio,pct_stocks_above_ma20,pct_stocks_above_ma60,pct_stocks_above_ma120,pct_stocks_above_ma240,strong_stock_ratio,weak_stock_ratio,candidate_count,strict_breakout_count,range_rebound_count,revenue_low_response_count,pattern_watch_count,strong_sector_count,weak_sector_count,electronics_relative_strength,finance_relative_strength,non_fin_electronics_relative_strength,twse_vs_tpex_relative_strength,large_cap_vs_small_cap_relative_strength,breadth_expansion,breadth_deterioration,narrow_leadership,broad_participation
20251128,1908,1097,604,3421014566,1398629013,39,39,39,12,12,0,1048,1048,1048,0,22,0,0,0,1.8162251655629138,2.445977120596168,3.25,54.926624737945495,54.926624737945495,54.926624737945495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20251201,1903,578,1164,2109647296,2646538328,26,24,24,12,11,0,935,905,905,0,20,2,161,261,0.4965635738831615,0.7971346092668415,2.1666666666666665,49.13294797687861,47.556489753021545,47.556489753021545,0.0,8.460325801366263,13.71518654755649,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20251202,1910,903,784,2968199859,1867971923,40,37,37,18,18,0,989,949,949,0,26,3,207,192,1.1517857142857142,1.5889959706851546,2.2222222222222223,51.78010471204188,49.68586387434555,49.68586387434555,0.0,10.837696335078533,10.052356020942408,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20251203,1908,1116,589,2897621963,1764593752,39,35,35,7,7,0,1159,1049,1049,0,28,0,217,148,1.894736842105263,1.6420901183152325,5.571428571428571,60.74423480083857,54.979035639413,54.979035639413,0.0,11.373165618448636,7.756813417190776,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,True
20251204,1906,927,756,2713428041,1690515547,37,34,34,6,6,0,1239,1115,1115,0,27,1,192,167,1.2261904761904763,1.6050890781899447,6.166666666666667,65.00524658971668,58.49947534102833,58.49947534102833,0.0,10.073452256033578,8.761804826862539,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,True
20251205,1904,628,1098,2843041795,1556720537,32,31,31,6,6,0,1145,1010,1010,0,21,3,199,126,0.5719489981785064,1.8263019774113767,5.333333333333333,60.13655462184874,53.04621848739496,53.04621848739496,0.0,10.451680672268909,6.61764705882353,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20251208,1905,822,879,3550548230,1217626138,34,26,26,20,15,0,1173,1039,1039,0,33,3,213,98,0.9351535836177475,2.9159592745207643,1.7,61.574803149606296,54.54068241469816,54.54068241469816,0.0,11.181102362204724,5.1443569553805775,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20251209,1904,789,924,4236200596,1580831090,40,34,34,20,15,0,1147,1025,1025,0,32,3,218,94,0.8538961038961039,2.6797300627481966,2.0,60.24159663865546,53.83403361344538,53.83403361344538,0.0,11.449579831932773,4.936974789915967,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20251210,1912,666,1068,2397000872,3449657423,42,32,32,35,28,0,1068,961,961,0,27,2,204,124,0.6235955056179775,0.6948518586275864,1.2,55.85774058577406,50.26150627615063,50.26150627615063,0.0,10.669456066945607,6.485355648535565,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,True,False
20251211,1913,739,979,2884276980,2614098947,35,26,26,37,33,0,1045,929,929,0,33,3,191,115,0.7548518896833504,1.1033541723086122,0.9459459459459459,54.62624150548876,48.562467328802924,48.562467328802924,0.0,9.984317825405123,6.0115002613695765,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20251212,1910,971,706,4473375387,1245263001,39,28,28,19,17,0,1111,966,966,0,23,1,224,80,1.3753541076487252,3.5923137388709745,2.0526315789473686,58.16753926701571,50.57591623036649,50.57591623036649,0.0,11.727748691099476,4.18848167539267,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,True,False
20251215,1908,899,812,2507419502,2443960987,58,46,46,14,10,0,1144,982,982,0,39,2,252,69,1.1071428571428572,1.0259654369842852,4.142857142857143,59.958071278826,51.46750524109015,51.46750524109015,0.0,13.20754716981132,3.6163522012578615,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,True,False
20251216,1918,412,1361,2157137019,4249335716,38,25,25,24,17,0,884,819,819,0,28,4,304,52,0.3027185892725937,0.5076409968922305,1.5833333333333333,46.089676746611055,42.700729927007295,42.700729927007295,0.0,15.849843587069865,2.7111574556830034,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,True,False
20251217,1914,850,858,3990638513,2517044965,30,18,18,34,24,0,892,850,850,0,31,4,355,36,0.9906759906759907,1.5854458575395374,0.8823529411764706,46.603970741901776,44.40961337513062,44.40961337513062,0.0,18.547544409613376,1.8808777429467085,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20251218,1907,626,1078,2840128492,2702219627,14,9,9,38,27,0,817,806,806,0,12,2,273,52,0.5807050092764379,1.0510354020161958,0.3684210526315789,42.84216046145779,42.26533822758259,42.26533822758259,0.0,14.315679077084425,2.7267960146827477,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20251219,1914,1237,480,4956056819,1586289882,40,26,26,16,9,0,946,923,923,0,17,1,378,26,2.5770833333333334,3.124307149177164,2.5,49.42528735632184,48.22361546499477,48.22361546499477,0.0,19.74921630094044,1.3584117032392893,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,True,False
20251222,1917,1236,499,4575627690,1385158877,51,37,37,13,6,0,1094,1047,1047,0,41,2,408,32,2.476953907815631,3.3033233703197786,3.923076923076923,57.06833594157538,54.61658841940532,54.61658841940532,0.0,21.283255086071986,1.6692749087115284,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,True,False
20251223,1922,679,1004,2577232855,3070905854,41,37,37,20,10,0,1019,1016,1016,0,26,1,348,31,0.6762948207171314,0.8392418971890762,2.05,53.017689906347556,52.86160249739854,52.86160249739854,0.0,18.10613943808533,1.6129032258064515,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20251224,1919,658,1042,3256028836,2399306973,24,16,16,32,18,0,938,972,972,0,17,1,302,50,0.6314779270633397,1.3570705510553276,0.75,48.87962480458572,50.651380927566436,50.651380927566436,0.0,15.737363210005212,2.6055237102657633,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20251226,1917,830,870,3254504162,2214765299,43,27,27,34,14,0,947,967,967,0,32,3,308,49,0.9540229885057471,1.469457808224401,1.2647058823529411,49.400104329681795,50.443401147626496,50.443401147626496,0.0,16.066770996348463,2.556077203964528,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20251229,1927,927,803,3435931630,2231431250,55,46,46,35,17,0,1023,1042,1042,0,41,4,292,58,1.1544209215442092,1.5397882547356097,1.5714285714285714,53.08770108977685,54.07368967306694,54.07368967306694,0.0,15.153087701089776,3.009859885832901,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20251230,1921,625,1103,4351726891,1990052159,32,26,26,28,14,0,922,976,976,0,26,1,304,58,0.5666364460562103,2.1867401169960994,1.1428571428571428,47.99583550234253,50.80687142113482,50.80687142113482,0.0,15.825091098386256,3.019260801665799,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20251231,1931,751,1000,4085835827,2689512978,48,38,38,36,14,0,923,979,979,0,28,1,305,64,0.751,1.5191731218335098,1.3333333333333333,47.79906784049715,50.6991196271362,50.6991196271362,0.0,15.794924909373382,3.314344899016054,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,True,False
20260102,1932,964,793,5553033530,1626908678,52,40,40,52,28,0,964,1003,1003,0,49,1,301,66,1.2156368221941993,3.4132423073841394,1.0,49.896480331262936,51.91511387163561,51.91511387163561,0.0,15.579710144927535,3.4161490683229814,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260105,1934,417,1402,4744418216,3011506012,43,37,37,95,48,0,760,848,848,0,37,8,275,113,0.29743223965763194,1.5754304315166017,0.45263157894736844,39.29679420889349,43.84694932781799,43.84694932781799,0.0,14.21923474663909,5.842812823164426,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,True,False
20260106,1932,995,747,6844351397,1306846417,34,24,24,55,31,0,828,906,906,0,36,0,298,78,1.3319946452476572,5.2373035637285605,0.6181818181818182,42.857142857142854,46.8944099378882,46.8944099378882,0.0,15.424430641821946,4.037267080745342,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260107,1932,1065,688,7726252801,1946569118,56,40,40,24,13,0,958,1010,1010,0,51,1,304,71,1.5479651162790697,3.969164377239442,2.3333333333333335,49.58592132505176,52.27743271221532,52.27743271221532,0.0,15.734989648033126,3.674948240165631,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260108,1927,673,1096,4283241928,5349411510,36,25,25,62,26,0,895,940,940,0,36,2,278,80,0.6140510948905109,0.8006940426985397,0.5806451612903226,46.445251686559416,48.78048780487805,48.78048780487805,0.0,14.42656979761287,4.151530877010898,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260109,1922,943,799,3498869175,4360163942,37,21,21,15,3,0,961,980,980,0,39,4,301,65,1.1802252816020025,0.8024627563419265,2.466666666666667,50.0,50.98855359001041,50.98855359001041,0.0,15.660770031217483,3.3818938605619144,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260112,1938,1156,631,5975491212,1184164878,62,39,39,17,7,0,1104,1091,1091,0,71,2,336,62,1.832012678288431,5.046164873672263,3.6470588235294117,56.965944272445824,56.29514963880289,56.29514963880289,0.0,17.3374613003096,3.199174406604747,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260113,1934,696,1104,4715142751,3435654688,54,34,34,37,19,0,1026,1051,1051,0,44,3,317,86,0.6304347826086957,1.3724146281257472,1.4594594594594594,53.05067218200621,54.34332988624612,54.34332988624612,0.0,16.39089968976215,4.446742502585315,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260114,1938,1432,350,5541643556,1577213654,87,59,59,6,3,0,1288,1244,1244,0,76,1,356,52,4.091428571428572,3.5135655476642227,14.5,66.46026831785346,64.18988648090816,64.18988648090816,0.0,18.369453044375643,2.683178534571723,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,True
20260115,1938,912,853,5988412660,2234064231,71,51,51,3,3,0,1312,1254,1254,0,45,1,414,41,1.0691676436107855,2.6805015616401944,23.666666666666668,67.69865841073272,64.70588235294117,64.70588235294117,0.0,21.36222910216718,2.1155830753353975,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,True
20260116,1938,765,1010,6022639562,2921936106,71,47,47,18,8,0,1257,1256,1256,0,59,5,434,49,0.7574257425742574,2.0611811290578577,3.9444444444444446,64.86068111455108,64.80908152734777,64.80908152734777,0.0,22.39422084623323,2.5283797729618165,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260119,1946,1004,793,7517450184,1953387203,83,69,69,22,11,0,1260,1277,1277,0,76,2,520,52,1.266078184110971,3.8484178520544963,3.772727272727273,64.74820143884892,65.62178828365879,65.62178828365879,0.0,26.721479958890033,2.672147995889003,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,True
20260120,1934,693,1054,5696189796,3887832134,57,41,41,37,17,0,1214,1245,1245,0,53,2,483,64,0.6574952561669829,1.4651326496803938,1.5405405405405406,62.771458117890376,64.37435367114787,64.37435367114787,0.0,24.9741468459152,3.3092037228541886,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260121,1928,441,1342,3509630555,6124038757,38,28,28,56,19,0,1062,1149,1149,0,39,5,417,95,0.3286140089418778,0.573090846459514,0.6785714285714286,55.08298755186723,59.5954356846473,59.5954356846473,0.0,21.62863070539419,4.927385892116183,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260122,1941,1020,724,4534452447,4719603811,51,39,39,27,8,0,1115,1203,1203,0,47,1,440,87,1.408839779005525,0.9607697231770881,1.8888888888888888,57.444616177228234,61.97836166924265,61.97836166924265,0.0,22.668727460072127,4.482225656877898,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260123,1932,857,911,3358965917,5154854134,47,34,34,21,8,0,1153,1224,1224,0,45,6,459,83,0.9407244785949506,0.6516122143680428,2.238095238095238,59.67908902691511,63.35403726708074,63.35403726708074,0.0,23.75776397515528,4.296066252587992,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260126,1941,1026,742,5913202254,1756881165,59,44,44,16,7,0,1229,1263,1263,0,64,1,484,85,1.3827493261455526,3.365738316171202,3.6875,63.317877382792375,65.06955177743431,65.06955177743431,0.0,24.935600206079343,4.379185986604843,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,True,True
20260127,1942,720,1059,4122335109,4487647483,41,29,29,33,13,0,1186,1248,1248,0,49,2,451,92,0.6798866855524079,0.9185960182068962,1.2424242424242424,61.07106076210093,64.26364572605561,64.26364572605561,0.0,23.223480947476826,4.737384140061792,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260128,1938,830,942,5200434619,3563679413,49,41,41,31,13,0,1156,1256,1249,0,49,0,476,86,0.881104033970276,1.4592880044229726,1.5806451612903225,59.64912280701754,64.80908152734777,64.44788441692467,0.0,24.561403508771928,4.437564499484004,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260129,1934,470,1315,3780354912,5576229081,20,16,16,49,21,0,1010,1167,1167,0,22,10,421,99,0.3574144486692015,0.6779411062721367,0.40816326530612246,52.22337125129266,60.34126163391934,60.34126163391934,0.0,21.768355739400207,5.118924508790072,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260130,1939,331,1505,3865325571,5520612261,20,19,19,94,44,0,716,992,989,0,20,5,325,157,0.21993355481727575,0.7001624798586811,0.2127659574468085,36.9262506446622,51.16039195461578,51.00567302733368,0.0,16.761217122227954,8.096957194430118,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260202,1936,314,1531,1390510527,6025299445,16,13,13,82,37,0,483,820,823,0,19,20,278,161,0.20509470934030047,0.2307786591675362,0.1951219512195122,24.948347107438014,42.35537190082644,42.510330578512395,0.0,14.359504132231404,8.316115702479339,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260203,1936,1126,602,3704608053,3469272542,27,24,23,34,24,0,524,876,883,0,42,2,279,147,1.8704318936877076,1.0678342529020022,0.7941176470588235,27.066115702479337,45.24793388429752,45.60950413223141,0.0,14.41115702479339,7.59297520661157,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260204,1935,1396,404,5809057282,622313263,42,35,35,8,5,0,696,1014,1016,0,50,2,288,124,3.4554455445544554,9.334619117703104,5.25,35.968992248062015,52.4031007751938,52.50645994832042,0.0,14.883720930232558,6.40826873385013,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260205,1937,594,1192,2113053574,4859969613,21,12,12,48,18,0,615,964,948,0,30,3,275,136,0.4983221476510067,0.43478740450305775,0.4375,31.750129065565307,49.76768198244708,48.94166236448116,0.0,14.197212183789365,7.021166752710377,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260206,1936,331,1496,1549578674,4761159528,12,8,8,38,23,0,423,801,826,0,11,21,223,192,0.2212566844919786,0.3254624561279771,0.3157894736842105,21.84917355371901,41.37396694214876,42.66528925619835,0.0,11.518595041322314,9.917355371900827,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260209,1934,1007,762,3945749993,1788520760,21,15,15,54,22,0,503,853,880,0,39,5,211,222,1.321522309711286,2.2061527499406828,0.3888888888888889,26.008273009307135,44.10548086866598,45.501551189245085,0.0,10.910031023784903,11.478800413650465,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260210,1943,933,821,2725853524,2622650527,23,18,17,30,16,0,543,887,904,0,25,3,210,200,1.1364190012180269,1.0393506477273782,0.7666666666666667,27.946474523932064,45.651055069480186,46.5259907359753,0.0,10.80802882141019,10.29336078229542,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260211,1947,974,807,5018355909,1333834527,26,18,18,27,12,0,621,916,937,0,29,7,183,274,1.2069392812887236,3.762352681248294,0.9629629629629629,31.895223420647152,47.0467385721623,48.12532100667694,0.0,9.399075500770417,14.072932717000514,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260223,1949,1428,409,6629510492,1651679206,54,40,36,12,8,0,885,1121,1115,0,89,2,217,189,3.491442542787286,4.013800299669088,4.5,45.40790148794254,57.51667521806054,57.20882503848127,0.0,11.133914828116984,9.697280656747049,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260224,1947,1002,764,7059697104,809863773,59,47,45,18,11,0,971,1121,1123,0,73,3,243,172,1.3115183246073299,8.71714149880859,3.2777777777777777,49.87159732922445,57.57575757575758,57.678479712378014,0.0,12.480739599383666,8.834103749357986,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260225,1949,877,889,4784840884,5033695930,73,57,52,16,10,0,1003,1118,1136,0,64,3,245,220,0.9865016872890888,0.950562161588493,4.5625,51.46228835300154,57.36275012827091,58.28630066700872,0.0,12.570548999486917,11.287839917906618,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260226,1952,1098,688,6878608503,3103693497,86,63,60,17,12,0,1120,1154,1180,0,74,5,269,202,1.5959302325581395,2.2162653978715348,5.0588235294117645,57.377049180327866,59.11885245901639,60.45081967213115,0.0,13.780737704918034,10.348360655737705,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260302,1944,635,1167,4604865902,4734138563,70,60,59,21,17,0,1048,1110,1134,0,76,7,300,176,0.5441302485004285,0.9726935197861888,3.3333333333333335,53.90946502057613,57.098765432098766,58.333333333333336,0.0,15.432098765432098,9.053497942386832,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260303,1950,347,1484,2904604001,7543315532,33,29,28,73,39,0,842,971,1011,0,31,17,261,271,0.23382749326145552,0.38505667550007505,0.4520547945205479,43.17948717948718,49.794871794871796,51.84615384615384,0.0,13.384615384615383,13.897435897435898,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260304,1944,125,1771,560096340,9332170751,11,11,10,218,150,0,431,631,703,0,11,76,181,548,0.07058159232072275,0.06001779810340292,0.05045871559633028,22.170781893004115,32.458847736625515,36.16255144032922,0.0,9.310699588477366,28.189300411522634,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260305,1943,1583,268,5604248055,1502072087,15,12,11,23,15,0,643,770,840,0,54,8,199,438,5.906716417910448,3.7310113832106646,0.6521739130434783,33.09315491507977,39.62943901183736,43.23211528564076,0.0,10.241893978383942,22.54246011322697,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260306,1939,1034,737,3723053190,2594357887,40,30,27,17,13,0,747,841,909,0,53,6,211,389,1.4029850746268657,1.435057672133729,2.3529411764705883,38.52501289324394,43.372872614749866,46.87983496647757,0.0,10.881897885507993,20.06188757091284,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,True,False
20260309,1939,141,1761,2316216001,6071301422,16,15,14,64,40,0,369,547,630,0,20,120,145,683,0.08006814310051108,0.38150238968649247,0.25,19.030428055698813,28.21041774110366,32.49097472924188,0.0,7.478081485301702,35.224342444559056,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260310,1944,1395,456,3971704995,3419971115,16,13,10,13,10,0,510,649,707,0,45,13,180,519,3.0592105263157894,1.1613270584596735,1.2307692307692308,26.234567901234566,33.384773662551446,36.36831275720165,0.0,9.25925925925926,26.69753086419753,0.0,0.0,0.0,0.0,0.0,,,,,,,,False,True,False,False
20260311,1946,1595,275,6346565718,645292151,43,27,25,8,7,0,811,819,877,0,110,8,254,288,5.8,9.835181953111963,5.375,41.67523124357657,42.086330935251794,45.06680369989722,0.0,13.052415210688592,14.799588900308326,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260312,1941,690,1123,5080344819,3640128121,66,42,41,17,15,0,746,777,847,0,66,7,312,229,0.6144256455921638,1.3956500019027764,3.8823529411764706,38.43379701184956,40.030911901081915,43.63730036063885,0.0,16.0741885625966,11.798042246264812,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260313,1945,754,1034,3105060771,4334329264,43,28,28,20,11,0,761,789,840,0,60,4,292,241,0.7292069632495164,0.7163878380883433,2.15,39.12596401028278,40.56555269922879,43.18766066838046,0.0,15.012853470437019,12.390745501285346,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
20260316,1944,969,812,4218176004,3067395258,55,39,37,20,14,0,814,814,883,0,77,5,277,300,1.1933497536945812,1.375165457727913,2.75,41.8724279835391,41.8724279835391,45.42181069958848,0.0,14.248971193415638,15.432098765432098,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,False,False,False
