date,ticker,name,market,close,volume_lots,pattern,pattern_stage,pattern_score,a_date,a_low,b_date,neckline,c_date,c_low,second_low_gap_pct,rebound_from_a_pct,current_from_c_pct,distance_to_neckline_pct,attack1_gain_pct,attack2_gain_pct,attack1_avg_volume_lots,attack2_avg_volume_lots,volume_ratio_2_vs_1,attack1_red_count,attack2_red_count,red_body_ratio_2_vs_1,industry,is_mainstream,tdcc_date,tdcc_over_400_pct,tdcc_over_400_change,tdcc_over_1000_pct,tdcc_over_1000_change,tdcc_judge
20260515,3041,揚智,listed,23.15,1486.0,W底右側攻擊增強,右側攻擊中,90,20260309,21.9,20260320,24.6,20260331,21.5,-1.83,12.33,7.67,-5.89,5.63,7.67,1015.0,1729.0,1.7,3,12,4.86,,False,20260515,22.95,0.08,20.52,-0.12,中大戶增加
20260515,2330,台積電,listed,2265.0,34361.0,W底右側攻擊增強,已突破頸線,90,20260115,1680.0,20260225,2025.0,20260309,1770.0,5.36,20.54,27.97,11.85,19.23,25.14,40022.0,43154.0,1.08,11,21,1.62,,False,20260515,88.18,-0.1,85.47,-0.11,大戶籌碼減少
20260515,2355,敬鵬,listed,52.5,27464.0,W底右側攻擊增強,已突破頸線,90,20260202,36.3,20260303,45.25,20260309,39.15,7.85,24.66,34.1,16.02,16.49,29.47,21681.0,23257.0,1.07,8,23,1.83,,False,20260515,47.3,1.64,39.63,2.08,中大戶/超大戶同步增加
20260515,2885,元大金,listed,54.8,22361.0,W底右側攻擊增強,已突破頸線,90,20260121,41.0,20260226,49.7,20260309,43.2,5.37,21.22,26.85,10.26,18.86,24.12,26063.0,25922.0,0.99,13,25,2.85,,False,20260515,83.14,-0.07,80.65,-0.04,大戶籌碼減少
20260515,6285,啟��,listed,260.0,20713.0,W底右側攻擊增強,已突破頸線,90,20260210,167.5,20260224,197.5,20260331,168.0,0.3,17.91,54.76,31.65,9.28,52.94,37670.0,35312.0,0.94,2,13,8.2,,False,20260515,68.21,1.33,60.52,0.29,中大戶/超大戶同步增加
20260515,2409,友達,listed,19.05,317635.0,W底右側攻擊增強,已突破頸線,90,20260112,14.25,20260225,17.6,20260309,14.7,3.16,23.51,29.59,8.24,5.23,22.12,318940.0,281577.0,0.88,9,19,2.3,,False,20260515,51.44,1.81,46.47,1.93,中大戶/超大戶同步增加
20260515,3702,大聯大,listed,110.0,8843.0,W底右側攻擊增強,已突破頸線,90,20260323,88.6,20260422,103.5,20260423,93.0,4.97,16.82,18.28,6.28,11.91,14.35,19845.0,14053.0,0.71,6,7,2.48,,False,20260515,85.47,0.02,80.83,-0.15,中大戶增加
20260515,3231,緯創,listed,135.5,67279.0,W底右側攻擊增強,接近頸線,88,20260206,125.0,20260225,139.5,20260331,122.5,-2.0,11.6,10.61,-2.87,6.98,10.61,39911.0,43993.0,1.1,4,14,3.41,,False,20260515,60.85,-1.42,56.52,-1.39,大戶籌碼減少
20260515,2329,華泰,listed,56.5,12200.0,W底右側攻擊增強,右側攻擊中,86,20260206,49.0,20260226,60.0,20260309,46.45,-5.2,22.45,21.64,-5.83,15.34,17.83,13231.0,20705.0,1.56,3,19,7.0,,False,20260515,54.04,-1.52,50.79,-1.64,大戶籌碼減少
20260515,4927,泰鼎-KY,listed,48.4,13249.0,W底右側攻擊增強,接近頸線,86,20260114,36.75,20260226,48.65,20260310,41.0,11.56,32.38,18.05,-0.51,26.85,15.24,12762.0,18093.0,1.42,9,20,2.55,,False,20260515,28.55,-4.03,22.36,-4.17,大戶籌碼減少
20260515,2393,億光,listed,62.5,7589.0,W底右側攻擊增強,已突破頸線,86,20260109,54.5,20260224,61.1,20260305,56.8,4.22,12.11,10.04,2.29,6.77,7.02,3700.0,3787.0,1.02,11,24,2.37,,False,20260515,67.08,-1.13,59.45,-0.82,大戶籌碼減少
20260515,3535,晶彩科,listed,122.5,5113.0,W底右側攻擊增強,已突破頸線,86,20260123,98.0,20260206,111.5,20260223,100.0,2.04,13.78,22.5,9.87,7.86,17.22,9631.0,7691.0,0.8,3,18,6.16,,False,20260515,25.59,-0.12,21.87,-0.09,大戶籌碼減少
20260515,2352,佳世達,listed,25.2,5298.0,W底右側攻擊增強,已突破頸線,86,20260309,22.55,20260318,24.9,20260331,22.7,0.67,10.42,11.01,1.2,6.03,10.77,6848.0,5431.0,0.79,4,16,3.63,,False,20260515,48.73,0.5,43.59,0.82,中大戶/超大戶同步增加
20260515,6834,天二科技,listed,50.2,10730.0,W底右側攻擊增強,已突破頸線,84,20260121,32.45,20260415,40.0,20260427,33.6,3.54,23.27,49.4,25.5,18.18,45.51,731.0,3192.0,4.36,22,8,0.9,,False,20260515,68.21,-0.09,50.08,0.24,超大戶增加
20260515,2423,固緯,listed,73.2,1521.0,W底右側攻擊增強,已突破頸線,84,20260113,53.5,20260422,64.5,20260427,54.9,2.62,20.56,33.33,13.49,11.3,30.25,197.0,525.0,2.66,25,6,0.88,,False,20260515,76.07,0.36,69.46,0.0,中大戶增加
20260515,1810,和成,listed,18.8,3572.0,W底右側攻擊增強,接近頸線,84,20260323,17.2,20260421,19.5,20260427,17.15,-0.29,13.37,9.62,-3.59,5.67,8.67,1019.0,2006.0,1.97,7,4,1.12,,False,20260515,67.16,-0.1,61.33,0.08,超大戶增加
20260515,2103,台橡,listed,20.75,7747.0,W底右側攻擊增強,已突破頸線,84,20260402,18.85,20260428,20.75,20260504,19.0,0.8,10.08,9.21,0.0,3.41,8.36,5353.0,8000.0,1.49,6,7,0.73,,False,20260515,53.72,1.12,48.61,0.72,中大戶/超大戶同步增加
20260515,2891,中信金,listed,54.8,36032.0,W底右側攻擊增強,接近頸線,84,20260107,49.1,20260226,56.4,20260309,49.4,0.61,14.87,10.93,-2.84,13.27,7.45,33410.0,48688.0,1.46,14,21,1.65,,False,20260515,81.67,-0.01,78.84,0.0,變化不明顯
20260515,2313,華通,listed,235.5,47186.0,W底右側攻擊增強,右側攻擊中,84,20260302,196.0,20260318,249.0,20260324,205.0,4.59,27.04,14.88,-5.42,2.45,12.41,91091.0,90928.0,1.0,5,16,2.8,,False,20260515,64.83,-1.01,59.6,-0.93,大戶籌碼減少
20260515,8104,錸寶,listed,33.9,1036.0,W底右側攻擊增強,右側攻擊中,82,20260309,33.0,20260320,36.35,20260407,31.05,-5.91,10.15,9.18,-6.74,4.61,8.65,988.0,1725.0,1.75,5,9,4.15,,False,20260515,38.51,-0.44,34.8,0.0,變化不明顯
20260515,6505,台塑化,listed,51.3,6552.0,W底右側攻擊增強,右側攻擊中,82,20260113,46.65,20260130,54.6,20260202,48.4,3.75,17.04,5.99,-6.04,12.9,5.23,11674.0,19735.0,1.69,6,20,2.44,,False,20260515,94.63,0.01,94.2,0.03,中大戶/超大戶同步增加
20260515,5484,慧友,listed,40.6,2239.0,W底右側攻擊增強,右側攻擊中,82,20260206,37.3,20260312,43.0,20260323,38.0,1.88,15.28,6.84,-5.58,7.35,3.44,347.0,568.0,1.63,5,11,6.42,,False,20260515,38.3,0.01,34.38,-0.01,中大戶增加
20260515,8213,志超,listed,37.35,1480.0,W底右側攻擊增強,接近頸線,82,20260120,34.25,20260204,37.7,20260210,34.4,0.44,10.07,8.58,-0.93,7.25,6.71,1086.0,1370.0,1.26,4,26,3.35,,False,20260515,51.41,1.11,41.22,0.74,中大戶/超大戶同步增加
20260515,3545,敦泰,listed,55.5,3173.0,W底右側攻擊增強,右側攻擊中,82,20260112,51.7,20260123,58.6,20260202,52.3,1.16,13.35,6.12,-5.29,4.14,4.72,2004.0,2208.0,1.1,4,25,5.29,,False,20260515,24.51,0.83,18.41,0.93,中大戶/超大戶同步增加
20260515,6805,富世達,listed,1735.0,1692.0,W底右側攻擊增強,已突破頸線,82,20260115,1265.0,20260128,1505.0,20260202,1370.0,8.3,18.97,26.64,15.28,16.41,23.49,2426.0,2224.0,0.92,6,25,6.82,,False,20260515,58.66,-2.2,46.68,-2.37,大戶籌碼減少
20260515,2542,興富發,listed,43.75,17357.0,W底右側攻擊增強,已突破頸線,80,20260202,36.95,20260429,41.0,20260506,39.15,5.95,10.96,11.75,6.71,8.99,10.48,6288.0,14476.0,2.3,19,5,0.48,,False,20260515,61.53,0.73,57.9,0.72,中大戶/超大戶同步增加
20260515,6962,奕力-KY,listed,36.1,3967.0,W底右側攻擊增強,接近頸線,80,20260323,30.15,20260330,36.45,20260420,33.75,11.94,20.9,6.96,-0.96,11.8,6.8,4901.0,7740.0,1.58,5,7,1.57,,False,20260515,52.77,-0.17,47.32,0.05,超大戶增加
20260515,3013,晟銘電,listed,103.0,2272.0,W底右側攻擊增強,接近頸線,80,20260310,89.5,20260327,106.0,20260327,92.1,2.91,18.44,11.83,-2.83,16.48,-2.83,3061.0,4535.0,1.48,6,11,1.37,,False,20260515,46.1,0.22,40.12,-0.02,中大戶增加
20260515,6153,嘉聯益,listed,16.8,5517.0,W底右側攻擊增強,接近頸線,80,20260309,14.3,20260320,17.6,20260407,15.7,9.79,23.08,7.01,-4.55,17.99,6.33,5543.0,7490.0,1.35,4,10,2.44,,False,20260515,48.76,-0.03,41.99,-0.68,大戶籌碼減少
20260515,1409,新纖,listed,16.85,7263.0,W底右側攻擊增強,接近頸線,80,20260202,14.6,20260318,17.4,20260324,15.6,6.85,19.18,8.01,-3.16,14.63,6.65,6874.0,9048.0,1.32,10,14,1.11,,False,20260515,66.12,0.47,62.78,0.37,中大戶/超大戶同步增加
20260515,6742,澤米,listed,44.0,3992.0,W底右側攻擊增強,接近頸線,80,20260309,37.1,20260316,45.0,20260413,39.0,5.12,21.29,12.82,-2.22,12.77,3.77,411.0,535.0,1.3,6,9,1.2,,False,20260515,34.92,0.53,25.97,0.0,中大戶增加
20260515,2637,慧洋-KY,listed,72.8,2401.0,W底右側攻擊增強,接近頸線,80,20260309,66.2,20260319,73.8,20260331,66.6,0.6,11.48,9.31,-1.36,7.34,8.66,2813.0,2535.0,0.9,3,13,1.83,,False,20260515,80.87,-0.15,75.76,-0.18,大戶籌碼減少
20260515,2458,義隆,listed,142.5,3923.0,W底右側攻擊增強,接近頸線,78,20260206,115.5,20260313,143.5,20260331,121.0,4.76,24.24,17.77,-0.7,22.22,16.8,3529.0,4029.0,1.14,8,14,1.14,,False,20260515,57.8,0.74,49.08,-0.71,中大戶增加
20260515,2379,瑞昱,listed,536.0,7152.0,W底右側攻擊增強,已突破頸線,78,20260309,438.0,20260327,498.0,20260331,478.0,9.13,13.7,12.13,7.63,2.17,12.13,3999.0,4259.0,1.06,10,12,1.72,,False,20260515,74.02,0.08,58.71,-0.3,中大戶增加
20260515,1714,和桐,listed,9.84,4838.0,W底右側攻擊增強,右側攻擊中,78,20260204,8.98,20260309,10.5,20260313,9.0,0.22,16.93,9.33,-6.29,6.09,6.61,5958.0,5393.0,0.91,6,13,2.19,,False,20260515,63.41,1.36,56.73,1.67,中大戶/超大戶同步增加
20260515,3010,華立,listed,128.5,1336.0,W底右側攻擊增強,接近頸線,78,20260109,106.0,20260128,130.0,20260206,112.0,5.66,22.64,14.73,-1.15,14.22,11.74,2077.0,1708.0,0.82,8,20,3.58,,False,20260515,64.21,-1.05,53.18,-1.51,大戶籌碼減少
20260515,1513,中興電,listed,150.0,6052.0,W底右側攻擊增強,右側攻擊中,76,20260309,148.0,20260318,164.5,20260331,142.5,-3.72,11.15,5.26,-8.81,6.93,4.9,3950.0,5769.0,1.46,4,7,1.5,,False,20260515,42.4,-0.77,37.71,-0.49,大戶籌碼減少
20260515,2385,群光,listed,123.5,4622.0,W底右側攻擊增強,接近頸線,76,20260113,115.0,20260302,126.5,20260311,117.0,1.74,10.0,5.56,-2.37,8.62,-1.2,3881.0,4624.0,1.19,8,19,2.69,,False,20260515,78.13,0.07,70.92,0.19,中大戶/超大戶同步增加
20260515,3706,神達,listed,79.9,14867.0,W底右側攻擊增強,接近頸線,76,20260206,74.6,20260225,82.9,20260309,75.6,1.34,11.13,5.69,-3.62,7.8,2.44,11237.0,12786.0,1.14,1,15,17.87,,False,20260515,51.45,-1.16,48.53,-1.32,大戶籌碼減少
20260515,9933,中鼎,listed,37.6,8593.0,W底右側攻擊增強,已突破頸線,74,20260202,30.6,20260319,35.15,20260323,33.75,10.29,14.87,11.41,6.97,13.87,8.51,5334.0,7349.0,1.38,10,12,1.29,,False,20260515,58.08,-0.22,52.67,-0.01,大戶籌碼減少
20260515,2353,宏��,listed,27.7,22918.0,W底右側攻擊增強,接近頸線,74,20260130,25.05,20260205,28.15,20260309,25.65,2.4,12.38,7.99,-1.6,6.97,5.73,95859.0,25665.0,0.27,2,19,2.72,,False,20260515,39.58,0.2,35.49,0.11,中大戶/超大戶同步增加
20260515,6901,鑽石投資,listed,13.9,1585.0,W底右側攻擊增強,右側攻擊中,72,20260413,13.45,20260416,15.15,20260508,13.0,-3.35,12.64,6.92,-8.25,9.23,6.92,1421.0,3261.0,2.29,3,2,1.57,,False,20260515,85.08,-0.32,83.91,-0.28,大戶籌碼減少
20260515,5515,建國,listed,40.35,1031.0,W底右側攻擊增強,已突破頸線,72,20260116,33.2,20260320,39.0,20260331,35.7,7.53,17.47,13.03,3.46,12.98,12.55,566.0,807.0,1.43,16,12,1.03,,False,20260515,70.84,0.28,61.01,-1.09,中大戶增加
20260515,8110,華東,listed,50.0,14764.0,W底右側攻擊增強,接近頸線,72,20260331,47.2,20260402,52.2,20260424,44.3,-6.14,10.59,12.87,-4.21,1.56,9.29,14325.0,14977.0,1.05,1,5,76.0,,False,20260515,54.56,0.2,51.21,0.15,中大戶/超大戶同步增加
20260515,6443,元晶,listed,38.2,17013.0,W底右側攻擊增強,右側攻擊中,72,20260414,34.55,20260416,41.7,20260429,34.0,-1.59,20.69,12.35,-8.39,9.32,8.06,14264.0,14425.0,1.01,2,6,1.51,,False,20260515,18.6,-0.92,16.31,-1.09,大戶籌碼減少
20260515,6698,旭暉應材,listed,31.7,1720.0,W底右側攻擊增強,右側攻擊中,72,20260309,29.4,20260318,34.55,20260331,29.05,-1.19,17.52,9.12,-8.25,11.0,8.93,476.0,331.0,0.69,4,14,5.22,,False,20260515,39.16,-0.6,31.08,0.0,變化不明顯
20260515,1907,永豐餘,listed,25.0,3443.0,W底右側攻擊增強,右側攻擊中,70,20260122,24.7,20260224,27.45,20260323,23.75,-3.85,11.13,5.26,-8.93,6.01,2.04,1111.0,1830.0,1.65,7,13,1.98,,False,20260515,83.97,-0.01,80.43,0.01,超大戶增加
20260422,9136,巨騰-DR,listed,12.15,7094.0,W底右側攻擊增強,已突破頸線,70,20260105,7.72,20260323,11.5,20260413,8.59,11.27,48.96,41.44,5.65,38.61,35.15,1791.0,2782.0,1.55,18,7,0.55,,False,20260515,65.02,0.0,56.41,0.0,變化不明顯
20260515,4746,台耀,listed,53.8,1553.0,W底右側攻擊增強,右側攻擊中,70,20260309,50.0,20260326,57.1,20260427,50.5,1.0,14.2,6.53,-5.78,7.72,0.75,1001.0,1320.0,1.32,5,8,1.11,,False,20260515,42.18,-0.08,31.73,0.23,超大戶增加
20260515,1609,大亞,listed,33.5,4736.0,W底右側攻擊增強,接近頸線,68,20260330,31.4,20260420,35.0,20260427,31.7,0.96,11.46,5.68,-4.29,5.54,4.69,2617.0,6037.0,2.31,6,5,1.1,,False,20260515,31.4,-0.59,27.46,-1.25,大戶籌碼減少
20260515,8070,長華*,listed,45.15,2833.0,W底右側攻擊增強,接近頸線,68,20260211,42.2,20260326,46.6,20260331,42.15,-0.12,10.43,7.12,-3.11,4.66,6.11,2653.0,3538.0,1.33,11,9,0.67,,False,20260515,76.61,0.03,73.19,0.04,中大戶/超大戶同步增加
20260515,3023,信邦,listed,281.0,2375.0,W底右側攻擊增強,接近頸線,68,20260211,230.0,20260324,282.0,20260327,241.0,4.78,22.61,16.6,-0.35,7.51,6.64,1953.0,2436.0,1.25,10,12,0.93,,False,20260515,68.22,-0.38,51.94,-1.04,大戶籌碼減少
20260515,2451,創見,listed,336.0,7599.0,W底右側攻擊增強,已突破頸線,68,20260113,229.0,20260320,335.0,20260409,228.0,-0.44,46.29,47.37,0.3,26.1,44.21,12571.0,11512.0,0.92,20,10,0.49,,False,20260515,79.33,0.56,73.69,0.05,中大戶/超大戶同步增加
20260515,2838,聯邦銀,listed,20.1,1400.0,W底右側攻擊增強,接近頸線,68,20260121,18.25,20260223,20.5,20260309,18.85,3.29,12.33,6.63,-1.95,11.48,3.34,2692.0,1793.0,0.67,11,21,1.84,,False,20260515,90.67,-0.05,89.08,-0.07,大戶籌碼減少
20260515,2467,志聖,listed,587.0,2794.0,W底右側攻擊增強,右側攻擊中,66,20260416,497.0,20260504,649.0,20260508,524.0,5.43,30.58,12.02,-9.55,12.62,9.31,2177.0,3238.0,1.49,6,2,0.59,,False,20260515,69.33,1.56,58.91,0.05,中大戶/超大戶同步增加
20260515,2887,台新新光金,listed,23.8,119640.0,W底右側攻擊增強,已突破頸線,66,20260109,20.55,20260128,23.4,20260202,22.2,8.03,13.87,7.21,1.71,9.59,6.49,80519.0,82881.0,1.03,7,21,2.63,,False,20260515,72.95,-0.15,68.52,-0.17,大戶籌碼減少
20260515,1449,佳和,listed,12.4,1711.0,W底右側攻擊增強,接近頸線,66,20260109,10.95,20260113,12.9,20260202,10.95,0.0,17.81,13.24,-3.88,10.62,12.73,3250.0,2239.0,0.69,0,16,0.0,,False,20260515,39.7,-0.81,33.25,0.04,超大戶增加
20260515,3701,大眾控,listed,55.6,1935.0,W底右側攻擊增強,右側攻擊中,64,20260126,51.0,20260129,59.0,20260223,47.0,-7.84,15.69,18.3,-5.76,8.6,7.13,11045.0,9279.0,0.84,2,18,15.39,,False,20260515,73.72,-0.48,70.67,-0.51,大戶籌碼減少
