Date,SecuritiesCompanyCode,CompanyName,TradingInformation,ClosePrice,PriceEarningRatio
1150529,6182,合晶,最近六個營業日(含當日)累積之最後成交價漲幅達46.78%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達177.93%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達208.52%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達201.05%(第二款),99.50,2487.50
1150529,61827,合晶七,最近六個營業日(含當日)累積之最後成交價漲幅達34.25%(第一款),155.00,N/A
1150529,61828,合晶八,最近六個營業日(含當日)累積之最後成交價漲幅達44.3%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達147%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達168.83%(第二款),289.00,N/A
1150529,6207,雷科,最近六個營業日(含當日)之累積週轉率為156.7%，當日週轉率達24.67%(第十款),111.50,176.98
1150529,6223,旺矽,當日本益比為158.68、股價淨值比為37.06且為其所屬產業類別股價淨值比之6.37倍、當日週轉率達8.04%、星洲瑞銀證券公司當日買進該有價證券之成交金額達49.21億元，且占當日該有價證券之總成交金額10.45%、星洲瑞銀證券公司當日賣出該有價證券之成交金額達79.26億元，且占當日該有價證券之總成交金額16.83%、美林證券公司當日買進該有價證券之成交金額達56.17億元，且占當日該有價證券之總成交金額11.93%、美商高盛亞洲證券公司當日賣出該有價證券之成交金額達104.37億元，且占當日該有價證券之總成交金額22.17%、摩根大通證券公司當日買進該有價證券之成交金額達152.33億元，且占當日該有價證券之總成交金額32.36%、摩根大通證券公司當日賣出該有價證券之成交金額達80.49億元，且占當日該有價證券之總成交金額17.09%、單一投資人當日買進該有價證券之成交金額達148.07億元，且占當日該有價證券之總成交金額31.45%、單一投資人當日賣出該有價證券之成交金額達102.52億元，且占當日該有價證券之總成交金額21.78%(第六款)最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達9.92%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起)之日平均借券賣出成交量放大為5倍(第十二款),5960.00,158.68
1150529,6291,沛亨,最近六個營業日(含當日)累積之最後成交價漲幅達33.67%(第一款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達157.51%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達274.31%(第二款)當日週轉率達8.02%(第四款),679.00,79.32
1150529,6292,迅德,最近六個營業日(含當日)累積之最後成交價漲幅達27.9%，當日之成交量較最近六十個營業日日平均成交量放大9.21倍(第三款)當日週轉率達8.41%(第四款),69.90,29.49
1150529,6488,環球晶,最近六個營業日(含當日)累積之最後成交價漲幅達38.63%(第一款),1015.00,62.62
1150529,6510,精測,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣265元(第十一款),3140.00,92.11
1150529,6654,天正國際,最近六個營業日(含當日)累積之最後成交價漲幅達48.52%(第一款),154.00,416.22
1150529,704710,精材元大58購03,最近六個營業日(含當日)累積之最後成交價漲幅達47.3%(第一款),4.99,N/A
1150529,705031,訊聯群益5A購02,最近六個營業日(含當日)累積之最後成交價漲幅達39.86%(第一款),2.90,N/A
1150529,76101,聯友金屬一創,最近六個營業日(含當日)累積之最後成交價漲幅達33.54%(第一款),168.00,N/A
1150529,7709,榮田,最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達181.17%(第二款),110.50,54.70
1150529,7828,創新服務,最近六個營業日(含當日)累積之最後成交價漲幅達30.38%(第一款),1410.00,208.58
1150529,8043,蜜望實,最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達62.28%，當日之前一個營業日當日沖銷成交量占總成交量達68.15%（第十三款),141.00,42.34
1150529,8291,尚茂,最近六個營業日(含當日)累積之最後成交價漲幅達39.79%(第一款)當日之成交量較最近六十個營業日日平均成交量放大12.63倍(第三款)當日週轉率達5.05%(第四款)中國信託證證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為38.73%(第五款),120.00,N/A
1150529,8358,金居,當日本益比為116.70、股價淨值比為18.84且為其所屬產業類別股價淨值比之3.9倍、當日週轉率達8.2%、元大證券公司當日買進該有價證券之成交金額達34.65億元，且占當日該有價證券之總成交金額28.02%、元大證券公司當日賣出該有價證券之成交金額達40.58億元，且占當日該有價證券之總成交金額32.82%(第六款),608.00,116.70
