generated_at,model_id,artifact_id,artifact_version,stock_id,stock_name,entry_date,entry_price,exit_date,exit_price,exit_price_basis,realized_return_pct,replayed_realized_return_pct,review_trigger_threshold_pct,review_candidate_grid_count,review_candidate_grid_ids,path_trading_row_count,max_abs_raw_close_return_1d_pct,max_abs_analysis_close_return_1d_pct,max_abs_analysis_open_gap_pct,price_resolution_ids_in_path,bottom_level_price_path_result,authoritative_corporate_action_layer_status,review_disposition,included_in_primary_metrics,excluded_in_review_candidate_sensitivity,approved_for_daily,production_change
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,6834,天二科技,20260505,39.35,20260615,90.9,fixed_future_close,131.0038,131.0038,80.0,2,rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|none_no_stop_reference,30,9.9819,9.9819,10.0,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,2337,旺宏,20251223,39.4,20260204,89.7,fixed_future_close,127.665,127.665,80.0,4,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d;episode_first_match_once|base_close_confirmed|d30|none_no_stop_reference;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|none_no_stop_reference,30,10.0,10.0,9.9193,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,3054,立萬利,20260226,37.95,20260319,86.0,fixed_future_close,126.614,126.614,80.0,4,episode_first_match_once|base_close_confirmed|d15|ma20_ema23_close_stop_4d;episode_first_match_once|base_close_confirmed|d15|none_no_stop_reference;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d15|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d15|none_no_stop_reference,15,10.0,10.0,10.0,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,1785,光洋科,20260310,69.8,20260422,156.5,fixed_future_close,124.212,124.212,80.0,4,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d;episode_first_match_once|base_close_confirmed|d30|none_no_stop_reference;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|none_no_stop_reference,30,10.0,10.0,10.0,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,6949,沛爾生醫-創,20250711,160.5,20250821,355.5,fixed_future_close,121.4953,121.4953,80.0,4,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d;episode_first_match_once|base_close_confirmed|d30|none_no_stop_reference;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|none_no_stop_reference,30,10.0,10.0,9.9609,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,3090,日電貿,20260414,105.0,20260526,232.0,fixed_future_close,120.9524,120.9524,80.0,2,rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|none_no_stop_reference,30,10.0,10.0,6.7442,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,6451,訊芯-KY,20260226,217.0,20260413,475.0,fixed_future_close,118.894,118.894,80.0,2,rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|none_no_stop_reference,30,10.0,10.0,10.0,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,3443,創意,20260413,2620.0,20260511,5730.0,fixed_future_close,118.7023,118.7023,80.0,2,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d20|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d20|none_no_stop_reference,20,9.9899,9.9899,9.7959,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,4973,廣穎電通,20260429,88.8,20260610,193.0,fixed_future_close,117.3423,117.3423,80.0,2,rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|none_no_stop_reference,30,10.0,10.0,9.9125,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,3481,群創,20260508,29.85,20260618,64.4,fixed_future_close,115.7454,115.7454,80.0,2,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,30,10.0,10.0,9.9664,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,5464,霖宏,20260422,32.55,20260603,69.9,fixed_future_close,114.7465,114.7465,80.0,4,episode_first_match_once|delayed_next_close_continuation_bonus|d30|ma20_ema23_close_stop_4d;episode_first_match_once|delayed_next_close_continuation_bonus|d30|none_no_stop_reference;rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,30,9.9685,9.9685,9.9685,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,6830,汎銓,20260205,213.5,20260330,452.0,fixed_future_close,111.7096,111.7096,80.0,4,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d;episode_first_match_once|base_close_confirmed|d30|none_no_stop_reference;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|none_no_stop_reference,30,10.0,10.0,8.8167,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,1597,直得,20260324,85.4,20260507,180.5,fixed_future_close,111.3583,111.3583,80.0,4,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d;episode_first_match_once|base_close_confirmed|d30|none_no_stop_reference;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|none_no_stop_reference,30,9.9899,9.9899,9.9899,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,3163,波若威,20260128,431.5,20260320,912.0,fixed_future_close,111.3557,111.3557,80.0,4,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d;episode_first_match_once|base_close_confirmed|d30|none_no_stop_reference;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|none_no_stop_reference,30,10.0,10.0,10.0,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,3305,昇貿,20250718,61.8,20250828,129.0,fixed_future_close,108.7379,108.7379,80.0,4,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d;episode_first_match_once|base_close_confirmed|d30|none_no_stop_reference;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|none_no_stop_reference,30,9.9773,9.9773,9.9548,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,6830,汎銓,20260206,224.5,20260331,467.5,fixed_future_close,108.2405,108.2405,80.0,4,episode_first_match_once|delayed_next_close_continuation_bonus|d30|ma20_ema23_close_stop_4d;episode_first_match_once|delayed_next_close_continuation_bonus|d30|none_no_stop_reference;rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,30,10.0,10.0,8.8167,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,3090,日電貿,20260415,111.0,20260527,231.0,fixed_future_close,108.1081,108.1081,80.0,2,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,30,10.0,10.0,6.7442,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,6861,睿生光電,20260206,75.9,20260317,157.5,fixed_future_close,107.5099,107.5099,80.0,2,rearm_after_realized_exit_next_trade_day|base_close_confirmed|d20|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d20|none_no_stop_reference,20,10.0,10.0,10.0,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,5464,霖宏,20260422,32.55,20260520,67.5,fixed_future_close,107.3733,107.3733,80.0,4,episode_first_match_once|delayed_next_close_continuation_bonus|d20|ma20_ema23_close_stop_4d;episode_first_match_once|delayed_next_close_continuation_bonus|d20|none_no_stop_reference;rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d20|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d20|none_no_stop_reference,20,9.9685,9.9685,9.9685,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,5864,致和證,20260424,25.85,20260605,53.6,fixed_future_close,107.3501,107.3501,80.0,4,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d;episode_first_match_once|base_close_confirmed|d30|none_no_stop_reference;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|none_no_stop_reference,30,9.9715,9.9715,9.7756,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,2305,全友,20260525,20.65,20260706,42.65,fixed_future_close,106.5375,106.5375,80.0,2,rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|none_no_stop_reference,30,9.9673,9.9673,10.0,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,3481,群創,20260507,28.8,20260603,59.4,fixed_future_close,106.25,106.25,80.0,2,rearm_after_realized_exit_next_trade_day|base_close_confirmed|d20|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d20|none_no_stop_reference,20,10.0,10.0,9.9664,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,4973,廣穎電通,20260508,94.2,20260618,193.5,fixed_future_close,105.414,105.414,80.0,2,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,30,10.0,10.0,9.9125,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,3481,群創,20260507,28.8,20260617,58.6,fixed_future_close,103.4722,103.4722,80.0,2,rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|none_no_stop_reference,30,10.0,10.0,9.9664,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,3443,創意,20260413,2620.0,20260525,5310.0,fixed_future_close,102.6718,102.6718,80.0,2,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,30,9.9899,9.9899,9.7959,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,3229,晟鈦,20260414,24.25,20260512,49.0,fixed_future_close,102.0619,102.0619,80.0,4,episode_first_match_once|base_close_confirmed|d20|ma20_ema23_close_stop_4d;episode_first_match_once|base_close_confirmed|d20|none_no_stop_reference;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d20|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d20|none_no_stop_reference,20,9.9387,9.9387,9.9875,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,2630,亞航,20250724,36.0,20250903,72.7,fixed_future_close,101.9444,101.9444,80.0,4,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d;episode_first_match_once|base_close_confirmed|d30|none_no_stop_reference;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|none_no_stop_reference,30,10.0,10.0,3.5826,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,3006,晶豪科,20251223,85.7,20260204,173.0,fixed_future_close,101.867,101.867,80.0,4,episode_first_match_once|base_close_confirmed|d30|ma20_ema23_close_stop_4d;episode_first_match_once|base_close_confirmed|d30|none_no_stop_reference;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|base_close_confirmed|d30|none_no_stop_reference,30,9.9338,9.9338,9.854,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
2026-08-23 01:27:13 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v2_20260822,6834,天二科技,20260415,38.55,20260527,77.7,fixed_future_close,101.5564,101.5564,80.0,4,episode_first_match_once|delayed_next_close_continuation_bonus|d30|ma20_ema23_close_stop_4d;episode_first_match_once|delayed_next_close_continuation_bonus|d30|none_no_stop_reference;rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|ma20_ema23_close_stop_4d;rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,30,10.0,10.0,9.9099,,no_single_day_scale_break_observed,not_available_as_complete_shared_point_in_time_layer,unresolved_review_candidate_retained_in_primary_not_classified_as_anomaly,True,True,False,False
