generated_at,date,stock_id,stock_name,status,message
2026-05-25 12:40:09 Asia/Taipei,20260522,1586,和勤,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260522,1217,愛之味,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260522,1447,力鵬,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260522,1455,集盛,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260522,1467,南緯,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260522,1582,信錦,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260522,2618,長榮航,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,1723,中碳,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,5876,上海商銀,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,3617,碩天,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,1733,五鼎,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,2535,達欣工,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,1409,新纖,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,3045,台灣大,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,9946,三發地產,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,2816,旺旺保,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,3413,京鼎,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,8342,益張,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,3038,全台,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,6534,正瀚-創,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,3705,永信,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,1323,永裕,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,4905,台聯電,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,7718,友鋮,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,2024,志聯,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,5511,德昌,skipped_existing,
2026-05-25 12:40:09 Asia/Taipei,20260515,2035,唐榮,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,2412,中華電,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,5209,新鼎,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,5609,中菲行,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,6576,逸達,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,3313,斐成,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,1233,天仁,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,1734,杏輝,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,2414,精技,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,2606,裕民,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,4744,皇將,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,2610,華航,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,3050,鈺德,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,3227,原相,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,1810,和成,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,3434,哲固,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,8409,商之器,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,2505,國揚,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,4961,天鈺,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,6180,橘子,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,8908,欣雄,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,1319,東陽,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,1737,臺鹽,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,1808,潤隆,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,2731,雄獅,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,6605,帝寶,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,5306,桂盟,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,6680,鑫創電子,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,8109,博大,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,1527,鑽全,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,4527,方土霖,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,1460,宏遠,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,1452,宏益,skipped_existing,
2026-05-25 12:40:10 Asia/Taipei,20260515,1474,弘裕,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1584,精剛,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1471,首利,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1805,寶徠,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1414,東和,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1438,三地開發,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1626,艾美特-KY,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1799,易威,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1443,立益物流,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1614,三洋電,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1617,榮星,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1760,寶齡富錦,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1308,亞聚,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1535,中宇,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1906,寶隆,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1304,台聚,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1305,華夏,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1325,恆大,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1402,遠東新,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1410,南染,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1563,巧新,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1586,和勤,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1217,愛之味,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1447,力鵬,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1455,集盛,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1467,南緯,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,1582,信錦,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260515,2618,長榮航,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260508,1723,中碳,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260508,5876,上海商銀,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260508,3617,碩天,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260508,1733,五鼎,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260508,2535,達欣工,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260508,1409,新纖,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260508,3045,台灣大,skipped_existing,
2026-05-25 12:40:11 Asia/Taipei,20260508,9946,三發地產,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,2816,旺旺保,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,3413,京鼎,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,8342,益張,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,3038,全台,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,6534,正瀚-創,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,3705,永信,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,1323,永裕,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,4905,台聯電,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,7718,友鋮,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,2024,志聯,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,5511,德昌,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,2035,唐榮,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,2412,中華電,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,5209,新鼎,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,5609,中菲行,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,6576,逸達,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,3313,斐成,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,1233,天仁,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,1734,杏輝,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,2414,精技,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,2606,裕民,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,4744,皇將,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,2610,華航,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,3050,鈺德,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,3227,原相,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,1810,和成,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,3434,哲固,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,8409,商之器,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,2505,國揚,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,4961,天鈺,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,6180,橘子,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,8908,欣雄,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,1319,東陽,skipped_existing,
2026-05-25 12:40:12 Asia/Taipei,20260508,1737,臺鹽,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1808,潤隆,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,2731,雄獅,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,6605,帝寶,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,5306,桂盟,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,6680,鑫創電子,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,8109,博大,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1527,鑽全,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,4527,方土霖,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1460,宏遠,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1452,宏益,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1474,弘裕,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1584,精剛,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1471,首利,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1805,寶徠,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1414,東和,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1438,三地開發,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1626,艾美特-KY,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1799,易威,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1443,立益物流,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1614,三洋電,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1617,榮星,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1760,寶齡富錦,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1308,亞聚,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1535,中宇,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1906,寶隆,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1304,台聚,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1305,華夏,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1325,恆大,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1402,遠東新,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1410,南染,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1563,巧新,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1586,和勤,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1217,愛之味,skipped_existing,
2026-05-25 12:40:13 Asia/Taipei,20260508,1447,力鵬,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260508,1455,集盛,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260508,1467,南緯,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260508,1582,信錦,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260508,2618,長榮航,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,1723,中碳,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,5876,上海商銀,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,3617,碩天,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,1733,五鼎,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,2535,達欣工,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,1409,新纖,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,3045,台灣大,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,9946,三發地產,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,2816,旺旺保,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,3413,京鼎,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,8342,益張,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,3038,全台,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,6534,正瀚-創,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,3705,永信,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,1323,永裕,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,4905,台聯電,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,7718,友鋮,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,2024,志聯,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,5511,德昌,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,2035,唐榮,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,2412,中華電,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,5209,新鼎,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,5609,中菲行,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,6576,逸達,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,3313,斐成,skipped_existing,
2026-05-25 12:40:14 Asia/Taipei,20260430,1233,天仁,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,1734,杏輝,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,2414,精技,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,2606,裕民,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,4744,皇將,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,2610,華航,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,3050,鈺德,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,3227,原相,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,1810,和成,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,3434,哲固,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,8409,商之器,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,2505,國揚,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,4961,天鈺,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,6180,橘子,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,8908,欣雄,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,1319,東陽,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,1737,臺鹽,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,1808,潤隆,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,2731,雄獅,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,6605,帝寶,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,5306,桂盟,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,6680,鑫創電子,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,8109,博大,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,1527,鑽全,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,4527,方土霖,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,1460,宏遠,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,1452,宏益,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,1474,弘裕,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,1584,精剛,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,1471,首利,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,1805,寶徠,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,1414,東和,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,1438,三地開發,skipped_existing,
2026-05-25 12:40:15 Asia/Taipei,20260430,1626,艾美特-KY,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1799,易威,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1443,立益物流,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1614,三洋電,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1617,榮星,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1760,寶齡富錦,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1308,亞聚,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1535,中宇,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1906,寶隆,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1304,台聚,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1305,華夏,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1325,恆大,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1402,遠東新,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1410,南染,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1563,巧新,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1586,和勤,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1217,愛之味,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1447,力鵬,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1455,集盛,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1467,南緯,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,1582,信錦,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260430,2618,長榮航,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260424,1723,中碳,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260424,5876,上海商銀,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260424,3617,碩天,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260424,1733,五鼎,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260424,2535,達欣工,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260424,1409,新纖,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260424,3045,台灣大,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260424,9946,三發地產,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260424,2816,旺旺保,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260424,3413,京鼎,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260424,8342,益張,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260424,3038,全台,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260424,6534,正瀚-創,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260424,3705,永信,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260424,1323,永裕,skipped_existing,
2026-05-25 12:40:16 Asia/Taipei,20260424,4905,台聯電,skipped_existing,
