segment_type,segment_value,source_artifact,model_id,model_name_zh,sample_size,report_date_min,report_date_max,snapshot_report_count,generated_at,evaluated_d1_count,win_rate_d1,avg_return_d1,median_return_d1,avg_mfe_d1,avg_mae_d1,evaluated_d3_count,win_rate_d3,avg_return_d3,median_return_d3,avg_mfe_d3,avg_mae_d3,evaluated_d5_count,win_rate_d5,avg_return_d5,median_return_d5,avg_mfe_d5,avg_mae_d5,evaluated_d10_count,win_rate_d10,avg_return_d10,median_return_d10,avg_mfe_d10,avg_mae_d10,confidence_status,advisory_only
model_rank_bucket,price_pullback_23ema|rank_021_plus,model_signals_for_report,price_pullback_23ema,股價回檔模型,2320,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,2080,46.35%,0.11%,0.00%,2.38%,-1.93%,1697,39.54%,-0.33%,-0.82%,4.37%,-3.99%,1321,39.82%,-0.45%,-1.22%,5.69%,-5.26%,537,45.25%,0.98%,-0.62%,8.12%,-6.30%,ok_first_pass,True
model_rank_bucket,pullback_short_reclaim|rank_001_005,model_signals_for_report,pullback_short_reclaim,回檔後短線轉強模型,130,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,120,44.17%,-0.19%,-0.40%,2.56%,-2.54%,100,45.00%,-0.24%,-0.40%,5.22%,-4.65%,80,41.25%,-0.25%,-1.69%,6.30%,-5.98%,40,40.00%,-2.60%,-1.34%,7.45%,-7.86%,ok_first_pass,True
model_rank_bucket,pullback_short_reclaim|rank_006_010,model_signals_for_report,pullback_short_reclaim,回檔後短線轉強模型,130,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,120,45.83%,-0.13%,-0.08%,2.62%,-2.46%,100,31.00%,-0.92%,-1.45%,4.21%,-4.56%,80,36.25%,-1.28%,-1.77%,5.25%,-5.72%,40,50.00%,-1.09%,0.17%,7.77%,-6.81%,ok_first_pass,True
model_rank_bucket,pullback_short_reclaim|rank_011_020,model_signals_for_report,pullback_short_reclaim,回檔後短線轉強模型,259,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,240,48.33%,0.16%,0.00%,2.38%,-1.92%,200,40.00%,-0.37%,-0.55%,4.48%,-3.89%,160,47.50%,-0.52%,-0.92%,6.09%,-5.32%,80,40.00%,0.08%,-0.80%,9.36%,-7.48%,ok_first_pass,True
model_rank_bucket,pullback_short_reclaim|rank_021_plus,model_signals_for_report,pullback_short_reclaim,回檔後短線轉強模型,682,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,671,42.03%,-0.08%,-0.27%,2.29%,-2.13%,622,37.14%,-0.09%,-1.14%,4.77%,-4.01%,552,36.59%,-0.39%,-1.70%,6.37%,-5.12%,281,47.33%,0.77%,-0.49%,9.77%,-6.93%,ok_first_pass,True
model_rank_bucket,revenue_unreacted_range|rank_001_005,model_signals_for_report,revenue_unreacted_range,營收爆發但股價尚未反應模型,120,20260615,20260703,12,2026-07-05 05:07:42 Asia/Taipei,110,50.91%,0.25%,0.15%,2.28%,-1.64%,90,37.78%,-0.45%,-0.92%,4.25%,-3.54%,70,42.86%,-0.48%,-0.20%,5.32%,-4.62%,30,33.33%,-2.22%,-1.76%,7.05%,-6.04%,ok_first_pass,True
model_rank_bucket,revenue_unreacted_range|rank_006_010,model_signals_for_report,revenue_unreacted_range,營收爆發但股價尚未反應模型,120,20260615,20260703,12,2026-07-05 05:07:42 Asia/Taipei,110,50.00%,0.21%,0.07%,1.94%,-1.54%,90,44.44%,-0.55%,-0.29%,3.56%,-3.17%,70,38.57%,-0.92%,-1.35%,4.68%,-4.35%,30,36.67%,-2.24%,-3.69%,5.02%,-6.89%,ok_first_pass,True
model_rank_bucket,revenue_unreacted_range|rank_011_020,model_signals_for_report,revenue_unreacted_range,營收爆發但股價尚未反應模型,238,20260615,20260703,12,2026-07-05 05:07:42 Asia/Taipei,218,52.29%,0.20%,0.30%,2.33%,-1.86%,180,47.78%,0.15%,0.00%,4.54%,-3.71%,140,52.14%,0.77%,0.49%,6.19%,-4.46%,60,48.33%,1.73%,-0.76%,10.41%,-5.64%,ok_first_pass,True
model_rank_bucket,revenue_unreacted_range|rank_021_plus,model_signals_for_report,revenue_unreacted_range,營收爆發但股價尚未反應模型,1260,20260615,20260703,12,2026-07-05 05:07:42 Asia/Taipei,1148,47.65%,0.02%,0.00%,2.40%,-2.13%,979,43.31%,-0.19%,-0.60%,4.77%,-4.23%,704,45.88%,0.09%,-0.68%,6.30%,-5.38%,225,44.89%,0.24%,-0.56%,9.56%,-6.86%,ok_first_pass,True
model_rank_bucket,tdcc_short_term_continuation_d5_d10|rank_001_005,model_signals_for_report,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,120,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,110,47.27%,0.12%,-0.13%,3.40%,-3.03%,92,39.13%,-0.45%,-1.20%,5.89%,-5.72%,76,38.16%,-0.62%,-2.65%,7.56%,-7.37%,36,47.22%,-0.56%,-1.56%,8.34%,-11.70%,ok_first_pass,True
model_rank_bucket,tdcc_short_term_continuation_d5_d10|rank_006_010,model_signals_for_report,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,83,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,75,52.00%,0.67%,0.43%,3.56%,-2.74%,65,47.69%,2.21%,-0.32%,8.73%,-5.13%,56,57.14%,1.64%,2.64%,9.64%,-6.87%,20,75.00%,8.26%,7.52%,21.55%,-6.50%,small_or_early_snapshot_sample,True
model_rank_bucket,tdcc_short_term_continuation_d5_d10|rank_011_020,model_signals_for_report,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,59,20260615,20260703,9,2026-07-05 05:07:42 Asia/Taipei,56,37.50%,-1.48%,-1.62%,3.31%,-4.56%,56,32.14%,-3.33%,-2.86%,6.14%,-7.91%,56,28.57%,-5.46%,-5.02%,6.76%,-10.17%,16,25.00%,-9.43%,-11.71%,8.13%,-17.02%,small_or_early_snapshot_sample,True
model_rank_bucket,tdcc_short_term_continuation_d5_d10|rank_021_plus,model_signals_for_report,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,32,20260622,20260626,4,2026-07-05 05:07:42 Asia/Taipei,32,31.25%,-1.71%,-1.62%,2.72%,-4.18%,32,25.00%,-2.90%,-4.13%,5.45%,-8.46%,32,43.75%,-0.59%,-1.25%,8.34%,-10.58%,0,,,,,,small_or_early_snapshot_sample,True
model_rank_bucket,volume_range_breakout|rank_001_005,model_signals_for_report,volume_range_breakout,放量攻擊模型,124,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,114,42.98%,-0.40%,0.00%,3.43%,-4.05%,94,57.45%,3.08%,1.79%,9.68%,-6.37%,74,45.95%,1.21%,-1.84%,12.11%,-7.51%,37,48.65%,3.35%,-1.58%,13.37%,-8.62%,ok_first_pass,True
model_rank_bucket,volume_range_breakout|rank_006_010,model_signals_for_report,volume_range_breakout,放量攻擊模型,70,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,60,33.33%,-0.84%,-0.34%,3.56%,-3.79%,45,44.44%,-0.27%,-0.51%,6.84%,-7.71%,34,35.29%,-0.71%,-4.16%,10.40%,-9.47%,16,37.50%,1.08%,-2.73%,15.52%,-11.72%,small_or_early_snapshot_sample,True
model_rank_bucket,volume_range_breakout|rank_011_020,model_signals_for_report,volume_range_breakout,放量攻擊模型,59,20260615,20260703,9,2026-07-05 05:07:42 Asia/Taipei,40,20.00%,-1.93%,-1.29%,2.70%,-4.27%,39,28.21%,-2.40%,-3.87%,6.41%,-7.97%,32,25.00%,-3.70%,-6.59%,8.25%,-11.08%,12,33.33%,-0.86%,-5.03%,13.71%,-12.44%,small_or_early_snapshot_sample,True
model_rank_bucket,volume_range_breakout|rank_021_plus,model_signals_for_report,volume_range_breakout,放量攻擊模型,18,20260622,20260703,2,2026-07-05 05:07:42 Asia/Taipei,8,25.00%,-3.61%,-4.12%,3.57%,-4.86%,8,12.50%,-7.16%,-7.52%,3.82%,-9.94%,8,25.00%,-10.58%,-10.97%,4.83%,-14.29%,0,,,,,,small_or_early_snapshot_sample,True
model_rank_bucket,w_bottom_right_side|rank_001_005,model_signals_for_report,w_bottom_right_side,W底右側模型,52,20260616,20260703,12,2026-07-05 05:07:42 Asia/Taipei,47,48.94%,0.48%,0.00%,2.48%,-1.38%,38,39.47%,-0.58%,-0.36%,3.84%,-3.32%,33,54.55%,1.42%,0.74%,5.88%,-4.14%,7,71.43%,20.82%,4.35%,25.95%,-3.97%,small_or_early_snapshot_sample,True
model_report_bucket,hot_theme_pullback|mainstream,model_signals_for_report,hot_theme_pullback,熱門族群回檔模型,599,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,544,47.06%,0.16%,0.00%,2.65%,-2.24%,453,42.38%,-0.13%,-1.12%,5.37%,-4.65%,351,41.88%,-0.44%,-1.71%,6.88%,-6.29%,159,49.06%,2.33%,0.00%,10.39%,-7.96%,ok_first_pass,True
model_report_bucket,hot_theme_pullback|non_mainstream,model_signals_for_report,hot_theme_pullback,熱門族群回檔模型,65,20260615,20260703,13,2026-07-05 05:07:42 Asia/Taipei,59,50.85%,-0.03%,0.20%,2.43%,-1.97%,48,52.08%,0.78%,0.42%,6.34%,-4.02%,38,55.26%,1.18%,0.50%,8.55%,-5.57%,16,62.50%,3.05%,2.72%,11.34%,-4.78%,small_or_early_snapshot_sample,True
model_report_bucket,near_high_neckline_challenge|mainstream,model_signals_for_report,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,2,20260615,20260622,2,2026-07-05 05:07:42 Asia/Taipei,2,0.00%,-4.73%,-4.73%,0.86%,-5.71%,2,50.00%,-2.20%,-2.20%,3.36%,-7.33%,2,50.00%,-3.99%,-3.99%,4.53%,-9.10%,1,0.00%,-0.78%,-0.78%,11.41%,-5.31%,small_or_early_snapshot_sample,True
model_report_bucket,near_high_neckline_challenge|non_mainstream,model_signals_for_report,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,11,20260615,20260624,6,2026-07-05 05:07:42 Asia/Taipei,11,45.45%,0.06%,0.00%,1.52%,-1.06%,11,27.27%,-1.51%,-0.73%,1.90%,-2.53%,11,18.18%,-2.35%,-0.84%,2.07%,-3.37%,8,25.00%,-3.42%,-2.27%,2.33%,-5.49%,small_or_early_snapshot_sample,True
model_report_bucket,platform_strengthening|mainstream,model_signals_for_report,platform_strengthening,平台整理轉強模型,4,20260617,20260624,3,2026-07-05 05:07:42 Asia/Taipei,4,25.00%,-1.25%,-0.87%,1.04%,-2.22%,4,25.00%,-2.21%,-2.11%,1.24%,-5.53%,4,25.00%,-2.00%,-0.65%,2.71%,-6.24%,1,0.00%,-2.81%,-2.81%,0.76%,-4.21%,small_or_early_snapshot_sample,True
model_report_bucket,platform_strengthening|non_mainstream,model_signals_for_report,platform_strengthening,平台整理轉強模型,5,20260615,20260624,5,2026-07-05 05:07:42 Asia/Taipei,5,80.00%,1.13%,0.93%,2.47%,-0.77%,5,0.00%,-1.76%,-1.38%,3.22%,-2.79%,5,20.00%,-2.04%,-1.86%,3.22%,-3.24%,3,0.00%,-2.85%,-0.71%,5.07%,-4.84%,small_or_early_snapshot_sample,True
