model_id,model_name_zh,parameter_set_id,horizon,entry_basis,exit_close_basis,exit_high_basis,mature_count,close_win_rate_pct,avg_close_return_pct,median_close_return_pct,avg_high_return_pct,high_5pct_hit_rate_pct
volume_range_breakout,Volume range breakout,w10_vol1.2_width18,D+4,signal_date_next_open,D+4_close,D+4_intraday_high,6597,39.82,-0.16,-0.99,5.17,34.59
volume_range_breakout,Volume range breakout,w10_vol1.2_width18,D+5,signal_date_next_open,D+5_close,D+5_intraday_high,6511,39.79,-0.16,-1.12,5.85,38.14
volume_range_breakout,Volume range breakout,w10_vol1.2_width18,D+6,signal_date_next_open,D+6_close,D+6_intraday_high,6444,39.99,-0.03,-1.19,6.47,40.41
volume_range_breakout,Volume range breakout,w10_vol1.2_width18,D+7,signal_date_next_open,D+7_close,D+7_intraday_high,6387,40.54,0.14,-1.15,7.03,42.6
volume_range_breakout,Volume range breakout,w10_vol1.2_width18,D+8,signal_date_next_open,D+8_close,D+8_intraday_high,6359,40.59,0.31,-1.17,7.61,44.96
volume_range_breakout,Volume range breakout,w10_vol1.2_width18,D+9,signal_date_next_open,D+9_close,D+9_intraday_high,6333,40.99,0.42,-1.24,8.16,46.93
volume_range_breakout,Volume range breakout,w10_vol1.2_width18,D+10,signal_date_next_open,D+10_close,D+10_intraday_high,6303,40.79,0.63,-1.32,8.69,48.5
volume_range_breakout,Volume range breakout,w10_vol1.2_width18,D+20,signal_date_next_open,D+20_close,D+20_intraday_high,5688,42.97,2.23,-1.47,13.44,59.56
volume_range_breakout,Volume range breakout,w10_vol1.2_width25,D+1,signal_date_next_open,D+1_close,D+1_intraday_high,8072,38.26,-0.47,-0.49,2.23,14.83
volume_range_breakout,Volume range breakout,w10_vol1.2_width25,D+2,signal_date_next_open,D+2_close,D+2_intraday_high,8041,40.63,-0.31,-0.74,3.73,27.72
volume_range_breakout,Volume range breakout,w10_vol1.2_width25,D+3,signal_date_next_open,D+3_close,D+3_intraday_high,7991,40.75,-0.22,-0.83,4.8,34.04
volume_range_breakout,Volume range breakout,w10_vol1.2_width25,D+4,signal_date_next_open,D+4_close,D+4_intraday_high,7934,40.65,-0.05,-1.0,5.71,38.39
volume_range_breakout,Volume range breakout,w10_vol1.2_width25,D+5,signal_date_next_open,D+5_close,D+5_intraday_high,7832,40.7,0.0,-1.11,6.49,42.15
volume_range_breakout,Volume range breakout,w10_vol1.2_width25,D+6,signal_date_next_open,D+6_close,D+6_intraday_high,7750,40.92,0.16,-1.2,7.19,44.43
volume_range_breakout,Volume range breakout,w10_vol1.2_width25,D+7,signal_date_next_open,D+7_close,D+7_intraday_high,7679,41.33,0.4,-1.17,7.85,46.63
volume_range_breakout,Volume range breakout,w10_vol1.2_width25,D+8,signal_date_next_open,D+8_close,D+8_intraday_high,7641,41.45,0.56,-1.19,8.49,48.93
volume_range_breakout,Volume range breakout,w10_vol1.2_width25,D+9,signal_date_next_open,D+9_close,D+9_intraday_high,7610,42.12,0.71,-1.2,9.12,50.85
volume_range_breakout,Volume range breakout,w10_vol1.2_width25,D+10,signal_date_next_open,D+10_close,D+10_intraday_high,7563,41.91,0.94,-1.25,9.69,52.36
volume_range_breakout,Volume range breakout,w10_vol1.2_width25,D+20,signal_date_next_open,D+20_close,D+20_intraday_high,6765,44.48,3.0,-1.22,14.92,62.53
volume_range_breakout,Volume range breakout,w10_vol1.5_width12,D+1,signal_date_next_open,D+1_close,D+1_intraday_high,4142,36.19,-0.49,-0.49,1.79,10.16
volume_range_breakout,Volume range breakout,w10_vol1.5_width12,D+2,signal_date_next_open,D+2_close,D+2_intraday_high,4128,38.98,-0.3,-0.7,2.99,20.59
volume_range_breakout,Volume range breakout,w10_vol1.5_width12,D+3,signal_date_next_open,D+3_close,D+3_intraday_high,4102,39.47,-0.22,-0.78,3.85,26.13
volume_range_breakout,Volume range breakout,w10_vol1.5_width12,D+4,signal_date_next_open,D+4_close,D+4_intraday_high,4081,38.99,-0.17,-0.96,4.55,30.12
volume_range_breakout,Volume range breakout,w10_vol1.5_width12,D+5,signal_date_next_open,D+5_close,D+5_intraday_high,4045,39.21,-0.18,-1.11,5.16,33.65
volume_range_breakout,Volume range breakout,w10_vol1.5_width12,D+6,signal_date_next_open,D+6_close,D+6_intraday_high,4015,39.8,-0.12,-1.13,5.7,36.06
volume_range_breakout,Volume range breakout,w10_vol1.5_width12,D+7,signal_date_next_open,D+7_close,D+7_intraday_high,3986,40.24,0.03,-1.04,6.18,38.33
volume_range_breakout,Volume range breakout,w10_vol1.5_width12,D+8,signal_date_next_open,D+8_close,D+8_intraday_high,3968,40.27,0.18,-1.07,6.68,40.85
volume_range_breakout,Volume range breakout,w10_vol1.5_width12,D+9,signal_date_next_open,D+9_close,D+9_intraday_high,3953,40.35,0.2,-1.2,7.15,42.85
volume_range_breakout,Volume range breakout,w10_vol1.5_width12,D+10,signal_date_next_open,D+10_close,D+10_intraday_high,3936,39.61,0.27,-1.33,7.57,44.33
volume_range_breakout,Volume range breakout,w10_vol1.5_width12,D+20,signal_date_next_open,D+20_close,D+20_intraday_high,3593,40.44,1.15,-1.7,11.62,55.89
volume_range_breakout,Volume range breakout,w10_vol1.5_width18,D+1,signal_date_next_open,D+1_close,D+1_intraday_high,5901,37.01,-0.51,-0.54,2.09,13.44
volume_range_breakout,Volume range breakout,w10_vol1.5_width18,D+2,signal_date_next_open,D+2_close,D+2_intraday_high,5878,39.37,-0.34,-0.8,3.49,25.5
volume_range_breakout,Volume range breakout,w10_vol1.5_width18,D+3,signal_date_next_open,D+3_close,D+3_intraday_high,5843,39.67,-0.26,-0.87,4.49,31.64
volume_range_breakout,Volume range breakout,w10_vol1.5_width18,D+4,signal_date_next_open,D+4_close,D+4_intraday_high,5808,39.63,-0.17,-1.07,5.32,35.73
volume_range_breakout,Volume range breakout,w10_vol1.5_width18,D+5,signal_date_next_open,D+5_close,D+5_intraday_high,5735,39.79,-0.17,-1.2,6.03,39.27
volume_range_breakout,Volume range breakout,w10_vol1.5_width18,D+6,signal_date_next_open,D+6_close,D+6_intraday_high,5683,40.03,-0.02,-1.26,6.67,41.58
volume_range_breakout,Volume range breakout,w10_vol1.5_width18,D+7,signal_date_next_open,D+7_close,D+7_intraday_high,5635,40.73,0.17,-1.18,7.24,43.73
volume_range_breakout,Volume range breakout,w10_vol1.5_width18,D+8,signal_date_next_open,D+8_close,D+8_intraday_high,5609,40.88,0.33,-1.19,7.82,46.18
volume_range_breakout,Volume range breakout,w10_vol1.5_width18,D+9,signal_date_next_open,D+9_close,D+9_intraday_high,5585,41.13,0.44,-1.29,8.38,48.06
volume_range_breakout,Volume range breakout,w10_vol1.5_width18,D+10,signal_date_next_open,D+10_close,D+10_intraday_high,5557,40.78,0.64,-1.37,8.92,49.6
volume_range_breakout,Volume range breakout,w10_vol1.5_width18,D+20,signal_date_next_open,D+20_close,D+20_intraday_high,5026,42.56,2.23,-1.56,13.81,60.55
volume_range_breakout,Volume range breakout,w10_vol1.5_width25,D+1,signal_date_next_open,D+1_close,D+1_intraday_high,7143,37.25,-0.54,-0.57,2.28,15.4
volume_range_breakout,Volume range breakout,w10_vol1.5_width25,D+2,signal_date_next_open,D+2_close,D+2_intraday_high,7115,39.96,-0.36,-0.82,3.81,28.66
volume_range_breakout,Volume range breakout,w10_vol1.5_width25,D+3,signal_date_next_open,D+3_close,D+3_intraday_high,7072,40.17,-0.27,-0.91,4.9,35.01
volume_range_breakout,Volume range breakout,w10_vol1.5_width25,D+4,signal_date_next_open,D+4_close,D+4_intraday_high,7023,40.34,-0.1,-1.11,5.82,39.24
volume_range_breakout,Volume range breakout,w10_vol1.5_width25,D+5,signal_date_next_open,D+5_close,D+5_intraday_high,6937,40.54,-0.04,-1.2,6.62,43.03
volume_range_breakout,Volume range breakout,w10_vol1.5_width25,D+6,signal_date_next_open,D+6_close,D+6_intraday_high,6873,40.7,0.12,-1.3,7.33,45.37
volume_range_breakout,Volume range breakout,w10_vol1.5_width25,D+7,signal_date_next_open,D+7_close,D+7_intraday_high,6811,41.37,0.38,-1.21,7.99,47.56
volume_range_breakout,Volume range breakout,w10_vol1.5_width25,D+8,signal_date_next_open,D+8_close,D+8_intraday_high,6776,41.57,0.54,-1.25,8.64,49.94
volume_range_breakout,Volume range breakout,w10_vol1.5_width25,D+9,signal_date_next_open,D+9_close,D+9_intraday_high,6748,42.16,0.69,-1.28,9.28,51.81
volume_range_breakout,Volume range breakout,w10_vol1.5_width25,D+10,signal_date_next_open,D+10_close,D+10_intraday_high,6704,41.75,0.91,-1.33,9.87,53.3
volume_range_breakout,Volume range breakout,w10_vol1.5_width25,D+20,signal_date_next_open,D+20_close,D+20_intraday_high,6008,44.04,2.94,-1.34,15.2,63.37
volume_range_breakout,Volume range breakout,w10_vol2_width12,D+1,signal_date_next_open,D+1_close,D+1_intraday_high,3232,35.95,-0.54,-0.57,1.92,11.66
volume_range_breakout,Volume range breakout,w10_vol2_width12,D+2,signal_date_next_open,D+2_close,D+2_intraday_high,3220,37.58,-0.39,-0.84,3.2,22.7
volume_range_breakout,Volume range breakout,w10_vol2_width12,D+3,signal_date_next_open,D+3_close,D+3_intraday_high,3201,38.14,-0.32,-0.92,4.07,27.74
volume_range_breakout,Volume range breakout,w10_vol2_width12,D+4,signal_date_next_open,D+4_close,D+4_intraday_high,3187,37.87,-0.29,-1.23,4.76,31.47
volume_range_breakout,Volume range breakout,w10_vol2_width12,D+5,signal_date_next_open,D+5_close,D+5_intraday_high,3159,37.99,-0.29,-1.26,5.37,35.07
volume_range_breakout,Volume range breakout,w10_vol2_width12,D+6,signal_date_next_open,D+6_close,D+6_intraday_high,3136,38.78,-0.22,-1.31,5.94,37.66
volume_range_breakout,Volume range breakout,w10_vol2_width12,D+7,signal_date_next_open,D+7_close,D+7_intraday_high,3118,39.77,-0.07,-1.19,6.44,40.03
volume_range_breakout,Volume range breakout,w10_vol2_width12,D+8,signal_date_next_open,D+8_close,D+8_intraday_high,3101,39.73,0.11,-1.27,6.98,42.57
volume_range_breakout,Volume range breakout,w10_vol2_width12,D+9,signal_date_next_open,D+9_close,D+9_intraday_high,3088,39.8,0.13,-1.32,7.48,44.62
volume_range_breakout,Volume range breakout,w10_vol2_width12,D+10,signal_date_next_open,D+10_close,D+10_intraday_high,3075,39.25,0.17,-1.45,7.91,46.34
volume_range_breakout,Volume range breakout,w10_vol2_width12,D+20,signal_date_next_open,D+20_close,D+20_intraday_high,2806,39.52,1.14,-1.97,12.18,57.2
volume_range_breakout,Volume range breakout,w10_vol2_width18,D+1,signal_date_next_open,D+1_close,D+1_intraday_high,4705,36.71,-0.58,-0.62,2.2,14.81
volume_range_breakout,Volume range breakout,w10_vol2_width18,D+2,signal_date_next_open,D+2_close,D+2_intraday_high,4685,38.29,-0.44,-0.96,3.66,27.19
volume_range_breakout,Volume range breakout,w10_vol2_width18,D+3,signal_date_next_open,D+3_close,D+3_intraday_high,4659,38.87,-0.34,-1.03,4.69,33.12
volume_range_breakout,Volume range breakout,w10_vol2_width18,D+4,signal_date_next_open,D+4_close,D+4_intraday_high,4632,38.64,-0.26,-1.33,5.52,36.98
volume_range_breakout,Volume range breakout,w10_vol2_width18,D+5,signal_date_next_open,D+5_close,D+5_intraday_high,4581,38.66,-0.27,-1.37,6.23,40.41
volume_range_breakout,Volume range breakout,w10_vol2_width18,D+6,signal_date_next_open,D+6_close,D+6_intraday_high,4539,39.0,-0.12,-1.46,6.88,42.83
volume_range_breakout,Volume range breakout,w10_vol2_width18,D+7,signal_date_next_open,D+7_close,D+7_intraday_high,4505,40.22,0.07,-1.37,7.47,45.06
volume_range_breakout,Volume range breakout,w10_vol2_width18,D+8,signal_date_next_open,D+8_close,D+8_intraday_high,4480,40.38,0.26,-1.41,8.08,47.43
volume_range_breakout,Volume range breakout,w10_vol2_width18,D+9,signal_date_next_open,D+9_close,D+9_intraday_high,4458,40.51,0.37,-1.49,8.67,49.35
volume_range_breakout,Volume range breakout,w10_vol2_width18,D+10,signal_date_next_open,D+10_close,D+10_intraday_high,4435,40.38,0.56,-1.53,9.23,51.03
volume_range_breakout,Volume range breakout,w10_vol2_width18,D+20,signal_date_next_open,D+20_close,D+20_intraday_high,4014,41.6,2.19,-1.81,14.33,61.48
volume_range_breakout,Volume range breakout,w10_vol2_width25,D+1,signal_date_next_open,D+1_close,D+1_intraday_high,5721,36.92,-0.6,-0.65,2.39,16.73
volume_range_breakout,Volume range breakout,w10_vol2_width25,D+2,signal_date_next_open,D+2_close,D+2_intraday_high,5697,38.9,-0.47,-1.02,3.95,30.09
volume_range_breakout,Volume range breakout,w10_vol2_width25,D+3,signal_date_next_open,D+3_close,D+3_intraday_high,5663,39.31,-0.37,-1.08,5.05,36.18
volume_range_breakout,Volume range breakout,w10_vol2_width25,D+4,signal_date_next_open,D+4_close,D+4_intraday_high,5625,39.38,-0.2,-1.34,5.96,40.25
volume_range_breakout,Volume range breakout,w10_vol2_width25,D+5,signal_date_next_open,D+5_close,D+5_intraday_high,5566,39.62,-0.13,-1.37,6.77,43.89
volume_range_breakout,Volume range breakout,w10_vol2_width25,D+6,signal_date_next_open,D+6_close,D+6_intraday_high,5513,39.94,0.05,-1.47,7.5,46.36
volume_range_breakout,Volume range breakout,w10_vol2_width25,D+7,signal_date_next_open,D+7_close,D+7_intraday_high,5468,40.98,0.31,-1.38,8.18,48.56
volume_range_breakout,Volume range breakout,w10_vol2_width25,D+8,signal_date_next_open,D+8_close,D+8_intraday_high,5437,41.18,0.49,-1.43,8.86,50.93
volume_range_breakout,Volume range breakout,w10_vol2_width25,D+9,signal_date_next_open,D+9_close,D+9_intraday_high,5412,41.72,0.67,-1.42,9.52,52.83
volume_range_breakout,Volume range breakout,w10_vol2_width25,D+10,signal_date_next_open,D+10_close,D+10_intraday_high,5375,41.45,0.88,-1.45,10.13,54.46
volume_range_breakout,Volume range breakout,w10_vol2_width25,D+20,signal_date_next_open,D+20_close,D+20_intraday_high,4827,43.22,2.88,-1.57,15.58,64.1
volume_range_breakout,Volume range breakout,w10_vol3_width12,D+1,signal_date_next_open,D+1_close,D+1_intraday_high,2031,34.71,-0.7,-0.75,2.09,13.29
volume_range_breakout,Volume range breakout,w10_vol3_width12,D+2,signal_date_next_open,D+2_close,D+2_intraday_high,2023,36.33,-0.53,-1.17,3.48,25.85
volume_range_breakout,Volume range breakout,w10_vol3_width12,D+3,signal_date_next_open,D+3_close,D+3_intraday_high,2012,36.83,-0.48,-1.22,4.39,30.32
volume_range_breakout,Volume range breakout,w10_vol3_width12,D+4,signal_date_next_open,D+4_close,D+4_intraday_high,2005,36.86,-0.43,-1.5,5.11,33.87
volume_range_breakout,Volume range breakout,w10_vol3_width12,D+5,signal_date_next_open,D+5_close,D+5_intraday_high,1989,36.7,-0.55,-1.59,5.68,36.95
volume_range_breakout,Volume range breakout,w10_vol3_width12,D+6,signal_date_next_open,D+6_close,D+6_intraday_high,1978,38.12,-0.37,-1.49,6.25,39.84
volume_range_breakout,Volume range breakout,w10_vol3_width12,D+7,signal_date_next_open,D+7_close,D+7_intraday_high,1970,39.54,-0.2,-1.43,6.79,42.34
volume_range_breakout,Volume range breakout,w10_vol3_width12,D+8,signal_date_next_open,D+8_close,D+8_intraday_high,1960,39.13,-0.04,-1.64,7.35,44.69
volume_range_breakout,Volume range breakout,w10_vol3_width12,D+9,signal_date_next_open,D+9_close,D+9_intraday_high,1955,38.77,0.03,-1.57,7.87,46.6
volume_range_breakout,Volume range breakout,w10_vol3_width12,D+10,signal_date_next_open,D+10_close,D+10_intraday_high,1948,38.86,0.09,-1.74,8.35,48.41
volume_range_breakout,Volume range breakout,w10_vol3_width12,D+20,signal_date_next_open,D+20_close,D+20_intraday_high,1782,39.45,0.88,-2.21,12.67,59.03
volume_range_breakout,Volume range breakout,w10_vol3_width18,D+1,signal_date_next_open,D+1_close,D+1_intraday_high,3018,36.41,-0.66,-0.75,2.36,16.6
volume_range_breakout,Volume range breakout,w10_vol3_width18,D+2,signal_date_next_open,D+2_close,D+2_intraday_high,3003,38.0,-0.47,-1.2,3.94,30.37
volume_range_breakout,Volume range breakout,w10_vol3_width18,D+3,signal_date_next_open,D+3_close,D+3_intraday_high,2988,38.55,-0.37,-1.26,5.01,35.61
volume_range_breakout,Volume range breakout,w10_vol3_width18,D+4,signal_date_next_open,D+4_close,D+4_intraday_high,2972,38.19,-0.27,-1.5,5.88,39.13
volume_range_breakout,Volume range breakout,w10_vol3_width18,D+5,signal_date_next_open,D+5_close,D+5_intraday_high,2944,38.21,-0.36,-1.59,6.58,42.26
volume_range_breakout,Volume range breakout,w10_vol3_width18,D+6,signal_date_next_open,D+6_close,D+6_intraday_high,2922,38.77,-0.16,-1.62,7.23,44.87
volume_range_breakout,Volume range breakout,w10_vol3_width18,D+7,signal_date_next_open,D+7_close,D+7_intraday_high,2902,40.28,0.01,-1.5,7.83,47.14
volume_range_breakout,Volume range breakout,w10_vol3_width18,D+8,signal_date_next_open,D+8_close,D+8_intraday_high,2886,39.99,0.16,-1.75,8.45,49.34
volume_range_breakout,Volume range breakout,w10_vol3_width18,D+9,signal_date_next_open,D+9_close,D+9_intraday_high,2873,39.71,0.23,-1.8,9.02,51.03
volume_range_breakout,Volume range breakout,w10_vol3_width18,D+10,signal_date_next_open,D+10_close,D+10_intraday_high,2857,39.69,0.43,-1.83,9.59,52.64
volume_range_breakout,Volume range breakout,w10_vol3_width18,D+20,signal_date_next_open,D+20_close,D+20_intraday_high,2596,40.99,1.93,-2.2,14.68,62.94
volume_range_breakout,Volume range breakout,w10_vol3_width25,D+1,signal_date_next_open,D+1_close,D+1_intraday_high,3695,36.7,-0.69,-0.77,2.52,18.24
volume_range_breakout,Volume range breakout,w10_vol3_width25,D+2,signal_date_next_open,D+2_close,D+2_intraday_high,3677,38.62,-0.51,-1.21,4.18,32.77
volume_range_breakout,Volume range breakout,w10_vol3_width25,D+3,signal_date_next_open,D+3_close,D+3_intraday_high,3657,39.1,-0.39,-1.27,5.31,38.26
volume_range_breakout,Volume range breakout,w10_vol3_width25,D+4,signal_date_next_open,D+4_close,D+4_intraday_high,3636,38.97,-0.22,-1.52,6.24,41.91
volume_range_breakout,Volume range breakout,w10_vol3_width25,D+5,signal_date_next_open,D+5_close,D+5_intraday_high,3606,39.46,-0.19,-1.56,7.06,45.34
volume_range_breakout,Volume range breakout,w10_vol3_width25,D+6,signal_date_next_open,D+6_close,D+6_intraday_high,3579,39.76,0.01,-1.62,7.79,48.0
volume_range_breakout,Volume range breakout,w10_vol3_width25,D+7,signal_date_next_open,D+7_close,D+7_intraday_high,3552,40.77,0.23,-1.55,8.49,50.14
volume_range_breakout,Volume range breakout,w10_vol3_width25,D+8,signal_date_next_open,D+8_close,D+8_intraday_high,3532,40.57,0.4,-1.76,9.18,52.46
volume_range_breakout,Volume range breakout,w10_vol3_width25,D+9,signal_date_next_open,D+9_close,D+9_intraday_high,3517,40.89,0.57,-1.73,9.84,54.11
volume_range_breakout,Volume range breakout,w10_vol3_width25,D+10,signal_date_next_open,D+10_close,D+10_intraday_high,3490,40.72,0.77,-1.79,10.46,55.7
volume_range_breakout,Volume range breakout,w10_vol3_width25,D+20,signal_date_next_open,D+20_close,D+20_intraday_high,3144,42.27,2.48,-2.01,15.78,65.08
volume_range_breakout,Volume range breakout,w20_vol1.2_width12,D+1,signal_date_next_open,D+1_close,D+1_intraday_high,2010,36.52,-0.45,-0.38,1.49,7.26
volume_range_breakout,Volume range breakout,w20_vol1.2_width12,D+2,signal_date_next_open,D+2_close,D+2_intraday_high,2004,39.87,-0.32,-0.52,2.55,15.92
volume_range_breakout,Volume range breakout,w20_vol1.2_width12,D+3,signal_date_next_open,D+3_close,D+3_intraday_high,1995,39.65,-0.33,-0.62,3.25,20.55
volume_range_breakout,Volume range breakout,w20_vol1.2_width12,D+4,signal_date_next_open,D+4_close,D+4_intraday_high,1983,39.03,-0.39,-0.78,3.75,23.95
volume_range_breakout,Volume range breakout,w20_vol1.2_width12,D+5,signal_date_next_open,D+5_close,D+5_intraday_high,1960,38.62,-0.47,-0.99,4.2,27.81
volume_range_breakout,Volume range breakout,w20_vol1.2_width12,D+6,signal_date_next_open,D+6_close,D+6_intraday_high,1944,38.63,-0.45,-1.0,4.62,30.35
volume_range_breakout,Volume range breakout,w20_vol1.2_width12,D+7,signal_date_next_open,D+7_close,D+7_intraday_high,1928,39.47,-0.34,-0.9,5.06,33.09
volume_range_breakout,Volume range breakout,w20_vol1.2_width12,D+8,signal_date_next_open,D+8_close,D+8_intraday_high,1919,39.24,-0.24,-1.0,5.46,35.54
volume_range_breakout,Volume range breakout,w20_vol1.2_width12,D+9,signal_date_next_open,D+9_close,D+9_intraday_high,1909,38.82,-0.38,-1.2,5.85,37.3
volume_range_breakout,Volume range breakout,w20_vol1.2_width12,D+10,signal_date_next_open,D+10_close,D+10_intraday_high,1900,36.95,-0.48,-1.36,6.17,38.84
volume_range_breakout,Volume range breakout,w20_vol1.2_width12,D+20,signal_date_next_open,D+20_close,D+20_intraday_high,1731,36.68,-0.3,-2.17,9.09,48.87
volume_range_breakout,Volume range breakout,w20_vol1.2_width18,D+1,signal_date_next_open,D+1_close,D+1_intraday_high,3258,36.86,-0.54,-0.46,1.85,10.8
volume_range_breakout,Volume range breakout,w20_vol1.2_width18,D+2,signal_date_next_open,D+2_close,D+2_intraday_high,3246,39.68,-0.38,-0.7,3.11,21.69
volume_range_breakout,Volume range breakout,w20_vol1.2_width18,D+3,signal_date_next_open,D+3_close,D+3_intraday_high,3230,39.6,-0.37,-0.8,4.0,27.21
volume_range_breakout,Volume range breakout,w20_vol1.2_width18,D+4,signal_date_next_open,D+4_close,D+4_intraday_high,3208,38.81,-0.34,-1.03,4.66,30.67
volume_range_breakout,Volume range breakout,w20_vol1.2_width18,D+5,signal_date_next_open,D+5_close,D+5_intraday_high,3167,38.9,-0.44,-1.18,5.23,34.45
volume_range_breakout,Volume range breakout,w20_vol1.2_width18,D+6,signal_date_next_open,D+6_close,D+6_intraday_high,3142,38.64,-0.39,-1.25,5.75,36.92
volume_range_breakout,Volume range breakout,w20_vol1.2_width18,D+7,signal_date_next_open,D+7_close,D+7_intraday_high,3115,39.55,-0.21,-1.17,6.28,39.61
volume_range_breakout,Volume range breakout,w20_vol1.2_width18,D+8,signal_date_next_open,D+8_close,D+8_intraday_high,3100,39.94,-0.06,-1.24,6.78,41.9
volume_range_breakout,Volume range breakout,w20_vol1.2_width18,D+9,signal_date_next_open,D+9_close,D+9_intraday_high,3082,39.42,-0.05,-1.32,7.29,43.93
volume_range_breakout,Volume range breakout,w20_vol1.2_width18,D+10,signal_date_next_open,D+10_close,D+10_intraday_high,3065,38.5,-0.01,-1.58,7.74,45.42
volume_range_breakout,Volume range breakout,w20_vol1.2_width18,D+20,signal_date_next_open,D+20_close,D+20_intraday_high,2770,39.17,0.77,-2.14,11.66,55.38
volume_range_breakout,Volume range breakout,w20_vol1.2_width25,D+1,signal_date_next_open,D+1_close,D+1_intraday_high,4318,38.03,-0.48,-0.46,2.14,13.85
volume_range_breakout,Volume range breakout,w20_vol1.2_width25,D+2,signal_date_next_open,D+2_close,D+2_intraday_high,4303,40.9,-0.28,-0.72,3.62,26.63
volume_range_breakout,Volume range breakout,w20_vol1.2_width25,D+3,signal_date_next_open,D+3_close,D+3_intraday_high,4279,40.38,-0.28,-0.86,4.62,32.48
volume_range_breakout,Volume range breakout,w20_vol1.2_width25,D+4,signal_date_next_open,D+4_close,D+4_intraday_high,4250,39.91,-0.23,-1.15,5.4,36.26
volume_range_breakout,Volume range breakout,w20_vol1.2_width25,D+5,signal_date_next_open,D+5_close,D+5_intraday_high,4193,40.02,-0.22,-1.18,6.11,40.09
volume_range_breakout,Volume range breakout,w20_vol1.2_width25,D+6,signal_date_next_open,D+6_close,D+6_intraday_high,4156,39.77,-0.08,-1.3,6.74,42.54
volume_range_breakout,Volume range breakout,w20_vol1.2_width25,D+7,signal_date_next_open,D+7_close,D+7_intraday_high,4116,40.4,0.16,-1.28,7.37,45.0
volume_range_breakout,Volume range breakout,w20_vol1.2_width25,D+8,signal_date_next_open,D+8_close,D+8_intraday_high,4094,40.86,0.31,-1.28,7.96,47.22
volume_range_breakout,Volume range breakout,w20_vol1.2_width25,D+9,signal_date_next_open,D+9_close,D+9_intraday_high,4073,40.93,0.34,-1.32,8.53,49.23
volume_range_breakout,Volume range breakout,w20_vol1.2_width25,D+10,signal_date_next_open,D+10_close,D+10_intraday_high,4050,40.22,0.42,-1.52,9.04,50.72
volume_range_breakout,Volume range breakout,w20_vol1.2_width25,D+20,signal_date_next_open,D+20_close,D+20_intraday_high,3619,41.89,1.82,-1.75,13.63,60.04
volume_range_breakout,Volume range breakout,w20_vol1.5_width12,D+1,signal_date_next_open,D+1_close,D+1_intraday_high,1798,34.98,-0.52,-0.44,1.52,7.79
volume_range_breakout,Volume range breakout,w20_vol1.5_width12,D+2,signal_date_next_open,D+2_close,D+2_intraday_high,1793,38.98,-0.36,-0.61,2.64,17.01
volume_range_breakout,Volume range breakout,w20_vol1.5_width12,D+3,signal_date_next_open,D+3_close,D+3_intraday_high,1786,38.69,-0.37,-0.73,3.37,21.72
