label_type,rule_family,rule_name,target_window,entry_basis,target_return_pct,selected_stock_days,hit_stock_days,hit_rate_pct,coverage_of_all_hits_pct,selected_unique_stocks,hit_unique_stocks,median_next_open_to_high_return_pct,avg_next_open_to_high_return_pct,avg_signal_close_to_next_open_gap_pct,median_signal_close_to_next_open_gap_pct,avg_return_5d_pct,avg_return_10d_pct,avg_return_20d_pct,sample_status
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_bb,D+20,D+1_open,10.0,78,55,70.51,0.07,50,36,16.99,24.7,1.29,0.74,18.4,27.52,22.87,insufficient_sample
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_bb,D+20,D+1_open,10.0,605,410,67.77,0.53,217,158,16.62,22.37,1.1,0.72,11.96,14.88,14.13,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_bb_not_extreme,D+20,D+1_open,10.0,652,441,67.64,0.57,223,165,16.68,22.41,1.06,0.72,11.24,13.99,14.47,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50,D+20,D+1_open,10.0,1635,1088,66.54,1.4,337,264,17.22,24.68,1.09,0.62,19.48,30.2,30.97,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_macd,D+20,D+1_open,10.0,1229,809,65.83,1.04,301,232,17.23,25.7,1.07,0.63,19.5,30.31,30.82,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50,D+20,D+1_open,10.0,1092,718,65.75,0.93,318,246,16.76,24.01,1.11,0.63,19.42,29.15,29.77,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge3,D+20,D+1_open,10.0,1211,792,65.4,1.02,282,225,16.41,22.98,0.89,0.39,18.74,23.5,23.43,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_macd,D+20,D+1_open,10.0,812,526,64.78,0.68,278,212,16.74,24.7,1.11,0.67,19.24,29.3,29.77,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_kd_bb,D+20,D+1_open,10.0,406,263,64.78,0.34,182,124,14.45,19.73,1.01,0.75,12.1,12.04,13.37,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret20_20_80,D+20,D+1_open,10.0,1765,1129,63.97,1.46,331,261,16.09,23.77,1.04,0.54,19.81,29.6,35.02,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__prev5d_vol_ge2,D+20,D+1_open,10.0,4228,2667,63.08,3.44,441,372,15.09,21.66,0.7,0.37,9.68,19.2,20.61,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_rsi50_75,D+20,D+1_open,10.0,2986,1861,62.32,2.4,438,358,15.28,21.54,0.72,0.43,9.68,13.7,14.45,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30,D+20,D+1_open,10.0,2426,1502,61.91,1.94,432,339,15.07,21.94,1.0,0.55,17.19,21.94,23.59,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_pos,D+20,D+1_open,10.0,3379,2085,61.7,2.69,429,347,15.13,22.61,0.89,0.5,13.73,20.13,21.04,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge2,D+20,D+1_open,10.0,5372,3310,61.62,4.27,471,406,14.52,21.33,0.82,0.44,12.64,18.42,19.84,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret20_under50_macd,D+20,D+1_open,10.0,3155,1944,61.62,2.51,428,346,14.89,22.29,0.85,0.5,12.49,18.21,18.0,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__day_vol_ge2,D+20,D+1_open,10.0,7758,4758,61.33,6.13,506,488,14.29,21.12,0.98,0.6,11.67,14.48,17.7,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_ema23_ok,D+20,D+1_open,10.0,3763,2307,61.31,2.97,450,367,14.15,20.96,0.8,0.46,11.27,16.51,17.25,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_kd_good,D+20,D+1_open,10.0,2172,1313,60.45,1.69,415,329,13.35,20.0,0.79,0.46,11.81,13.14,13.78,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_kd,D+20,D+1_open,10.0,1424,860,60.39,1.11,358,268,13.47,21.05,0.79,0.47,12.57,14.34,14.52,provisional_latest_label_only
provisional_latest_stock_label,volume_only,all_stock__start5d_vol_ge3,D+20,D+1_open,10.0,3998,1822,45.57,2.35,1000,593,8.52,16.19,0.7,0.2,14.88,18.28,18.13,provisional_latest_label_only
provisional_latest_stock_label,volume_only,all_stock__start5d_vol_ge2,D+20,D+1_open,10.0,16339,7263,44.45,9.36,1721,1116,8.29,15.61,0.66,0.23,9.42,13.4,13.72,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_supported__start5d_vol_ge2,D+20,D+1_open,10.0,540,182,33.7,0.23,72,41,6.41,9.46,0.48,0.19,7.35,9.72,9.08,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,non_mainstream__start5d_vol_ge2,D+20,D+1_open,10.0,6,0,0.0,0.0,1,0,0.17,0.28,-0.45,-0.33,-0.67,-0.66,-1.24,insufficient_sample
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_bb,D+5,D+1_open,10.0,78,33,42.31,0.11,50,24,8.74,11.14,1.29,0.74,18.4,27.52,22.87,insufficient_sample
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_bb,D+5,D+1_open,10.0,126,53,42.06,0.17,67,32,8.52,11.02,1.12,0.65,19.25,28.43,24.29,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_kd,D+5,D+1_open,10.0,367,145,39.51,0.48,183,90,7.38,10.08,0.85,0.57,18.2,25.82,23.87,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_kd,D+5,D+1_open,10.0,275,107,38.91,0.35,162,76,7.1,9.89,0.94,0.59,18.9,25.1,24.0,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50,D+5,D+1_open,10.0,1635,602,36.82,1.99,337,197,6.78,9.78,1.09,0.62,19.48,30.2,30.97,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_macd,D+5,D+1_open,10.0,1229,449,36.53,1.48,301,169,6.78,9.81,1.07,0.63,19.5,30.31,30.82,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50,D+5,D+1_open,10.0,1092,396,36.26,1.31,318,175,6.57,9.62,1.11,0.63,19.42,29.15,29.77,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_bb_not_extreme,D+5,D+1_open,10.0,652,231,35.43,0.76,223,107,6.68,9.31,1.06,0.72,11.24,13.99,14.47,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_macd,D+5,D+1_open,10.0,812,285,35.1,0.94,278,147,6.38,9.43,1.11,0.67,19.24,29.3,29.77,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret20_20_80,D+5,D+1_open,10.0,1765,619,35.07,2.04,331,198,6.23,9.52,1.04,0.54,19.81,29.6,35.02,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_bb,D+5,D+1_open,10.0,605,208,34.38,0.69,217,101,6.61,9.11,1.1,0.72,11.96,14.88,14.13,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30,D+5,D+1_open,10.0,2426,812,33.47,2.68,432,267,6.15,9.09,1.0,0.55,17.19,21.94,23.59,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_kd_bb,D+5,D+1_open,10.0,406,135,33.25,0.45,182,79,6.26,8.72,1.01,0.75,12.1,12.04,13.37,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge3,D+5,D+1_open,10.0,1211,394,32.54,1.3,282,155,5.88,8.95,0.89,0.39,18.74,23.5,23.43,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_pos,D+5,D+1_open,10.0,3379,1047,30.99,3.45,429,271,5.67,8.69,0.89,0.5,13.73,20.13,21.04,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret20_under50_macd,D+5,D+1_open,10.0,3155,976,30.94,3.22,428,268,5.65,8.6,0.85,0.5,12.49,18.21,18.0,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_ema23_ok,D+5,D+1_open,10.0,3763,1160,30.83,3.83,450,299,5.63,8.52,0.8,0.46,11.27,16.51,17.25,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge2,D+5,D+1_open,10.0,5372,1643,30.58,5.42,471,338,5.55,8.51,0.82,0.44,12.64,18.42,19.84,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_kd,D+5,D+1_open,10.0,1424,433,30.41,1.43,358,191,5.58,8.44,0.79,0.47,12.57,14.34,14.52,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_kd_good,D+5,D+1_open,10.0,2172,660,30.39,2.18,415,246,5.53,8.43,0.79,0.46,11.81,13.14,13.78,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__prev5d_vol_ge2,D+5,D+1_open,10.0,4228,1281,30.3,4.23,441,303,5.63,8.6,0.7,0.37,9.68,19.2,20.61,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_rsi50_75,D+5,D+1_open,10.0,2986,904,30.27,2.98,438,275,5.58,8.46,0.72,0.43,9.68,13.7,14.45,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__day_vol_ge2,D+5,D+1_open,10.0,7758,2332,30.06,7.69,506,431,5.49,8.37,0.98,0.6,11.67,14.48,17.7,provisional_latest_label_only
provisional_latest_stock_label,volume_only,all_stock__start5d_vol_ge3,D+5,D+1_open,10.0,3998,971,24.29,3.2,1000,399,4.36,7.24,0.7,0.2,14.88,18.28,18.13,provisional_latest_label_only
provisional_latest_stock_label,volume_only,all_stock__start5d_vol_ge2,D+5,D+1_open,10.0,16339,3557,21.77,11.74,1721,858,3.75,6.69,0.66,0.23,9.42,13.4,13.72,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_supported__start5d_vol_ge2,D+5,D+1_open,10.0,540,68,12.59,0.22,72,23,3.12,4.77,0.48,0.19,7.35,9.72,9.08,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,non_mainstream__start5d_vol_ge2,D+5,D+1_open,10.0,6,0,0.0,0.0,1,0,0.17,0.28,-0.45,-0.33,-0.67,-0.66,-1.24,insufficient_sample
