generated_at,domain,subject,status,ownership_mode,consumer_count,evidence,remaining_gap
2026-09-02 20:13:23 Asia/Taipei,data_family_ownership,volume_breakout_operation_research_outputs,CONTAINED,legacy_frozen_no_new_consumers,1,writer=scripts/build_volume_breakout_confirmed_operation_backtest.py; write_scope=output/latest/volume_breakout_*operation*_latest.csv; access=no_new_consumers; contract_sha256=689c31e17cd1185fc24a82cca8c4fa2786089949ef093b175831185e07c3c471; migration=volume_v2_watch_committed_lineage_audit_20260815; decision=user_authorized_volume_v2_advisory_lineage_refresh_1a_20260815,legacy/latest/audit data is barred from formal model evidence
2026-09-02 20:13:23 Asia/Taipei,data_family_ownership,revenue_unreacted_range_launch_timing_feature_audit,PASS,model_owned_not_shared,1,writer=scripts/build_revenue_unreacted_range_research.py; write_scope=output/latest/research_backtest/revenue_unreacted_range_launch_timing_feature_audit_latest.csv; access=owner_model_research_only; contract_sha256=929e84bc7611061948a3cefe5ba78961e9b06bcff6375d21eaa75340d7958e2f; migration=revenue_lag_launch_observation_cutoff_20260802; decision=user_authorized_research_only_observation_cutoff_20260802,none
2026-09-02 20:13:23 Asia/Taipei,data_family_ownership,revenue_unreacted_range_source_first_condition_audit,PASS,model_owned_not_shared,1,writer=scripts/build_revenue_unreacted_range_research.py; write_scope=output/latest/research_backtest/revenue_unreacted_range_source_first_condition_audit_latest.csv; access=owner_model_research_only; contract_sha256=fca68c6a1eab47d9fca82720981f08afe496f473a9602efd641337adb95acd94; migration=revenue_monthly_cross_market_lineage_resolution_20260720; decision=user_requested_revenue_low_mid_falling_research_candidates_20260720,none
2026-09-02 20:13:23 Asia/Taipei,data_family_ownership,revenue_unreacted_range_source_snapshot_projection,PASS,model_owned_not_shared,1,writer=scripts/build_revenue_unreacted_range_research.py; write_scope=output/latest/research_backtest/revenue_unreacted_range_source_snapshot_projection_manifest_latest.csv; access=owner_model_research_only; contract_sha256=bb4e654263668b750b73e2009a1fcdee5a334e9493603c849fd393b25a418bfe; migration=revenue_source_snapshot_projection_v2_supersede_and_chain_20260822; decision=user_authorized_revenue_source_snapshot_projection_v2_supersede_and_chain_20260822,none
2026-09-02 20:13:23 Asia/Taipei,data_family_ownership,revenue_unreacted_range_source_snapshot_projection_v2_supersede_evidence,PASS,model_owned_not_shared,1,writer=scripts/build_revenue_unreacted_range_research.py; write_scope=output/history/research/revenue_unreacted_range_source_snapshot_projection_supersede_evidence_v2_20260822.csv; access=owner_model_research_lineage_only; contract_sha256=972d891455073fe5300013ce8015970421b127e8ed4223b518904feb780b014e; migration=revenue_source_snapshot_projection_v2_supersede_and_chain_20260822; decision=user_authorized_revenue_source_snapshot_projection_v2_supersede_and_chain_20260822,none
2026-09-02 20:13:23 Asia/Taipei,data_family_ownership,revenue_unreacted_range_forward_confirmation_feature_audit,PASS,model_owned_not_shared,1,writer=scripts/build_revenue_unreacted_range_research.py; write_scope=output/latest/research_backtest/revenue_unreacted_range_forward_confirmation_feature_audit_latest.csv; access=owner_model_research_only; contract_sha256=ad1bbe3e1f76d8680857b7c40d588915582da39e398e39cefcefcbb77da4b637; migration=revenue_forward_confirmation_source_snapshot_projection_20260731; decision=user_authorized_20260713_source_snapshot_projection_and_955_baseline_20260731,none
2026-09-02 20:13:23 Asia/Taipei,data_family_ownership,revenue_unreacted_range_rearmed_operation_grid,PASS,model_owned_not_shared,1,writer=scripts/build_revenue_unreacted_range_research.py; write_scope=output/latest/research_backtest/revenue_unreacted_range_rearmed_operation_grid_latest.csv; access=owner_model_research_only; contract_sha256=2d528012095f626e20b67f33ca7df5d357a245874ccbe148769e4a37bf6b611b; migration=revenue_source_snapshot_projection_20260731; decision=user_authorized_20260713_source_snapshot_projection_and_955_baseline_20260731,none
2026-09-02 20:13:23 Asia/Taipei,data_family_ownership,revenue_unreacted_range_operation_lag_bucket_audit,PASS,model_owned_not_shared,1,writer=scripts/build_revenue_unreacted_range_research.py; write_scope=output/latest/research_backtest/revenue_unreacted_range_operation_lag_bucket_audit_latest.csv; access=owner_model_research_only; contract_sha256=3038067e652157e31c76a8a4b9254e1184fe1309de87b78ba94b44ed02595d06; migration=revenue_source_snapshot_projection_20260731; decision=user_authorized_20260713_source_snapshot_projection_and_955_baseline_20260731,none
2026-09-02 20:13:23 Asia/Taipei,data_family_ownership,revenue_unreacted_range_position_shape_transition_matrix,PASS,model_owned_not_shared,1,writer=scripts/build_revenue_unreacted_range_research.py; write_scope=output/latest/research_backtest/revenue_unreacted_range_position_shape_transition_matrix_latest.csv; access=owner_model_research_only; contract_sha256=c5598b7f0a8c988667f8c635d609a86c4d7f339608c02f2a7a25c1167e278d65; migration=revenue_monthly_cross_market_lineage_resolution_20260720; decision=user_requested_revenue_low_mid_falling_research_candidates_20260720,none
2026-09-02 20:13:23 Asia/Taipei,data_family_ownership,revenue_unreacted_range_low_mid_falling_candidate_audit,PASS,model_owned_not_shared,1,writer=scripts/build_revenue_unreacted_range_research.py; write_scope=output/latest/research_backtest/revenue_unreacted_range_low_mid_falling_candidate_audit_latest.csv; access=owner_model_research_only; contract_sha256=4aff77863a07ba5fe7c574731ea84ac778b85daffbbfe7123d38cccd4cc61432; migration=revenue_source_snapshot_projection_20260731; decision=user_authorized_20260713_source_snapshot_projection_and_955_baseline_20260731,none
2026-09-02 20:13:23 Asia/Taipei,data_family_ownership,financial_statement_point_in_time_history,PASS,approved_shared_objective,1,writer=scripts/build_financial_statement_pit.py; write_scope=data/financial_statement_history/financial_statement_history.csv; access=read_only_objective_feature_input; contract_sha256=3392f0a30f9612638a3950d3767211662728c2c55179d1490dff58d22e71e72b; migration=historical_financial_statement_pit_revision_guard_and_data_eshop_v4_20260717; decision=user_requested_historical_financial_statement_official_source_continuation_20260717,none
2026-09-02 20:13:23 Asia/Taipei,data_family_ownership,financial_statement_source_manifest,PASS,approved_shared_objective,1,writer=scripts/build_financial_statement_pit.py; write_scope=data/financial_statement_history/financial_statement_source_manifest.csv; access=read_only_provenance_audit; contract_sha256=4df321fd776c4a1fc4dca350ec2ae16538a101af3e3132328840a961c70f013a; migration=historical_financial_statement_pit_revision_guard_and_data_eshop_v4_20260717; decision=user_requested_historical_financial_statement_official_source_continuation_20260717,none
