rank,signal_date,stock_id,stock_name,theme,theme_mainstream_status,tdcc_weekly_increase_score,tdcc_consecutive_accumulation_score,tdcc_1w_change_400,tdcc_1w_change_600,tdcc_1w_change_800,tdcc_1w_change_1000,tdcc_four_threshold_weekly_increase_sum,tdcc_weighted_weekly_increase_score,tdcc_effective_increase_count,tdcc_sync_bonus,tdcc_theme_bonus,volume_ma20_lots,tdcc_low_volume_penalty,tdcc_high_pair_effective_streak_weeks,tdcc_high_pair_streak_bonus,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,tdcc_price_phase,tdcc_phase_group_zh,risk_bucket,risk_bucket_zh,price_return_20d,distance_ma20_pct,relative_return_vs_benchmark,ranking_note_zh
1,20260807,5351,鈺創,記憶體,mainstream_overheated,112.41,112.41,8.940000000000001,8.560000000000002,8.969999999999999,9.86,36.33,92.41,4,15.0,5.0,26621.6,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,15.34154535274357,17.492727998631153,20.20442574480348,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
2,20260807,3605,宏致,電子零組件業,mainstream_leader,99.94,99.94,8.21,7.960000000000001,8.310000000000002,7.719999999999999,32.2,79.94,4,15.0,5.0,9985.01,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,18.942731277533053,22.81799056120999,14.76351969144286,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
3,20260807,4533,協易機,機器人自動化 / 電機機械待細分,single_name_signal,88.12,88.12,7.66,8.100000000000001,8.34,8.559999999999999,32.66,83.12,4,15.0,0.0,637.55,10.0,1,0.0,2,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-16.02023608768971,-3.786707882534779,-2.967760569685118,有效級距增加 4/4（門檻 >0.5）；20日均量低於1000張；TDCC 與股價背離
4,20260807,3006,晶豪科,記憶體儲存,mainstream_overheated,85.32,85.32,6.400000000000006,6.82,6.159999999999997,6.699999999999996,26.08,65.32,4,15.0,5.0,11732.35,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,19.721577726218097,23.003575685339683,21.889570111610933,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
5,20260807,8271,宇瞻,記憶體儲存,mainstream_leader,74.6,74.6,5.57,6.0,5.289999999999999,5.289999999999999,22.15,54.6,4,15.0,5.0,7636.64,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,36.46408839779005,21.048762558196522,18.096853024776205,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
6,20260807,2464,盟立,機器人自動化,mainstream_leader,72.83,72.83,5.18,5.719999999999999,5.630000000000003,4.830000000000005,21.360000000000007,52.83,4,15.0,5.0,8008.81,0.0,1,0.0,2,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,11.598746081504707,19.54331766286097,20.343125271048457,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
7,20260807,6206,飛捷,電源 / BBU,non_mainstream_watch,55.49,55.49,2.8399999999999963,3.6899999999999977,3.969999999999999,4.590000000000003,15.089999999999996,40.49,4,15.0,0.0,2828.16,0.0,1,0.0,4,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,7.434944237918217,12.75848614904409,11.63165155957474,有效級距增加 4/4（門檻 >0.5）；股價領先 TDCC / 追高風險
8,20260807,4967,十銓,半導體業,mainstream_leader,54.1,59.1,5.010000000000002,4.659999999999998,4.749999999999998,1.379999999999999,15.799999999999997,34.1,4,15.0,5.0,3907.59,0.0,2,5.0,3,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,20.171673819742498,22.578526868775306,29.510063470244706,有效級距增加 4/4（門檻 >0.5）；800/1000張有效連續增加 2 週；TDCC 後股價過熱
9,20260807,6213,聯茂,PCB / CCL / ABF材料,mainstream_leader,53.77,53.77,3.289999999999999,3.740000000000002,3.5600000000000023,3.0799999999999983,13.670000000000002,33.77,4,15.0,5.0,20725.5,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-4.701397712833543,16.8406293815236,9.648111082584487,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
10,20260807,6226,光鼎,光電業,mainstream_leader,53.74,53.74,2.9499999999999993,3.0400000000000027,3.5299999999999976,3.5299999999999976,13.049999999999997,33.74,4,15.0,5.0,13519.16,0.0,1,0.0,1,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,-9.504950495049503,4.62454212454213,27.422249850173042,有效級距增加 4/4（門檻 >0.5）；股價領先 TDCC / 追高風險
11,20260807,2421,建準,散熱液冷,mainstream_leader,49.11,49.11,2.1099999999999994,2.980000000000004,3.0,3.009999999999998,11.100000000000001,29.11,4,15.0,5.0,2385.28,0.0,1,0.0,2,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,7.66550522648084,15.925717501406854,16.20814248438026,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
12,20260807,3260,威剛,記憶體儲存,mainstream_leader,48.7,48.7,2.2499999999999964,2.0299999999999976,2.7300000000000004,3.5500000000000007,10.559999999999995,28.7,4,15.0,5.0,11604.8,0.0,1,0.0,2,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,4.207920792079212,7.948717948717943,14.120886537466038,有效級距增加 4/4（門檻 >0.5）；股價領先 TDCC / 追高風險
13,20260807,2359,所羅門,機器人自動化,mainstream_leader,48.46,48.46,3.6000000000000014,3.960000000000001,2.740000000000002,2.1799999999999997,12.480000000000004,28.46,4,15.0,5.0,7049.24,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,6.6420664206642055,4.162912236439009,2.2383687860102808,有效級距增加 4/4（門檻 >0.5）；價格資料不足
14,20260807,6538,倉和,電子零組件業,mainstream_leader,47.82,47.82,4.200000000000003,4.190000000000001,2.2799999999999976,2.0999999999999996,12.770000000000001,27.82,4,15.0,5.0,2217.15,0.0,1,0.0,2,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,20.967741935483875,7.257776188773701,6.340628713933949,有效級距增加 4/4（門檻 >0.5）；價格資料不足
15,20260807,2388,威盛,半導體業,mainstream_leader,47.72,47.72,2.289999999999992,2.5799999999999983,2.8900000000000006,2.9000000000000057,10.659999999999997,27.72,4,15.0,5.0,8088.86,0.0,1,0.0,5,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,6.864064602960984,8.54408749145592,8.652192326709518,有效級距增加 4/4（門檻 >0.5）；價格資料不足
16,20260807,6491,晶碩,生技醫療業,mainstream_leader,45.45,45.45,2.3999999999999986,2.510000000000005,3.3699999999999974,4.480000000000004,12.760000000000005,35.45,4,15.0,5.0,579.86,10.0,1,0.0,1,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,1.0666666666666602,9.19043503313166,13.275424453347629,有效級距增加 4/4（門檻 >0.5）；20日均量低於1000張；股價領先 TDCC / 追高風險
17,20260807,3413,京鼎,半導體業,mainstream_leader,43.43,43.43,1.2800000000000011,1.4600000000000009,2.769999999999996,2.729999999999997,8.239999999999995,23.43,4,15.0,5.0,3547.05,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-5.604719764011801,-3.28673970532678,-5.68055236553241,有效級距增加 4/4（門檻 >0.5）；價格資料不足
18,20260807,3231,緯創,AI伺服器,non_mainstream_watch,43.2,53.2,2.8400000000000034,2.8599999999999994,2.8000000000000043,2.8100000000000023,11.31000000000001,28.2,4,15.0,0.0,96782.33,0.0,3,10.0,3,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,29.35153583617747,15.302707636142387,9.699707423019653,有效級距增加 4/4（門檻 >0.5）；800/1000張有效連續增加 3 週；股價領先 TDCC / 追高風險
19,20260807,4979,華星光,CPO光通訊,mainstream_leader,40.51,40.51,2.259999999999998,3.0299999999999976,1.7300000000000004,1.75,8.769999999999996,20.51,4,15.0,5.0,9645.75,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,12.313003452243954,19.997541033995205,22.64695407885884,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
20,20260807,2313,華通,PCB / CCL / ABF材料,mainstream_leader,39.47,39.47,2.0799999999999983,2.0799999999999983,1.8100000000000023,1.9499999999999957,7.919999999999995,19.47,4,15.0,5.0,38763.31,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-1.5625,7.312325100377182,3.5151885832986784,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
21,20260807,5388,中磊,網通交換器,non_mainstream_watch,39.14,39.14,1.75,2.289999999999999,2.3500000000000014,2.690000000000005,9.080000000000005,24.14,4,15.0,0.0,5366.19,0.0,1,0.0,5,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,10.469314079422375,6.237703969447983,3.5081084360316095,有效級距增加 4/4（門檻 >0.5）；價格資料不足
22,20260807,2301,光寶科,電腦及週邊設備業,non_mainstream_watch,38.79,38.79,2.489999999999995,2.4200000000000017,2.460000000000008,2.269999999999996,9.64,23.79,4,15.0,0.0,26999.58,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,17.99065420560748,17.373619988378852,16.303493479123087,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
23,20260807,3489,森寶,建材營造,mainstream_leader,38.37,38.37,1.8900000000000006,1.3400000000000034,2.8400000000000034,3.819999999999993,9.89,28.37,4,15.0,5.0,444.85,10.0,1,0.0,3,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,7.468879668049788,22.938174913967014,38.494447092702664,有效級距增加 4/4（門檻 >0.5）；20日均量低於1000張；TDCC 後股價過熱
24,20260807,2408,南亞科,記憶體儲存,mainstream_leader,37.91,37.91,1.7800000000000011,1.8400000000000034,1.7900000000000063,1.769999999999996,7.180000000000007,17.91,4,15.0,5.0,89994.44,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,15.909090909090917,10.769230769230775,8.224284278968009,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
25,20260807,3189,景碩,PCB / CCL / ABF材料,mainstream_leader,37.22,37.22,1.4299999999999926,1.5700000000000074,1.9899999999999949,1.6700000000000017,6.659999999999997,17.22,4,15.0,5.0,12567.26,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,12.980132450331116,15.833785985877235,9.140225787894185,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
26,20260807,5371,中光電,光電業,non_mainstream_watch,36.91,36.91,2.309999999999995,2.539999999999999,2.200000000000003,1.980000000000004,9.030000000000001,21.91,4,15.0,0.0,25326.8,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-11.349693251533733,3.3804328384904325,8.495276116176797,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
27,20260807,2377,微星,電腦及週邊設備業,non_mainstream_watch,36.74,36.74,1.980000000000004,1.8600000000000065,2.039999999999999,2.480000000000004,8.360000000000014,21.74,4,15.0,0.0,16995.53,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,8.450704225352123,5.6241426611796985,1.7935948794127854,有效級距增加 4/4（門檻 >0.5）；價格資料不足
28,20260807,5392,能率,光電業,mainstream_leader,36.27,36.27,0.75,1.3099999999999952,1.3000000000000043,2.25,5.609999999999999,16.27,4,15.0,5.0,2487.3,0.0,1,0.0,2,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-3.9501039501039448,9.76478973627939,14.083688591937182,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
29,20260807,8050,廣積,電腦及週邊設備業,non_mainstream_watch,35.95,35.95,1.5200000000000031,2.0800000000000054,2.6899999999999977,1.8000000000000043,8.09000000000001,20.95,4,15.0,0.0,4138.6,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,5.518394648829439,5.7482822188704485,3.0510830105951348,有效級距增加 4/4（門檻 >0.5）；價格資料不足
30,20260807,3324,雙鴻,散熱液冷,mainstream_leader,35.91,40.91,2.8999999999999986,1.8300000000000054,1.9299999999999997,0.8900000000000006,7.550000000000004,15.91,4,15.0,5.0,2469.1,0.0,2,5.0,4,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,14.5945945945946,16.177115300306877,17.735256427162916,有效級距增加 4/4（門檻 >0.5）；800/1000張有效連續增加 2 週；TDCC 後股價過熱
31,20260807,6269,台郡,電子零組件業,mainstream_leader,35.13,35.13,1.5399999999999991,1.2099999999999973,1.5899999999999999,1.5999999999999979,5.939999999999994,15.13,4,15.0,5.0,4198.03,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,1.2558869701726705,14.432715337532143,16.276728206446712,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
32,20260807,2344,華邦電,記憶體儲存,mainstream_overheated,34.71,34.71,1.3900000000000006,1.3800000000000097,1.480000000000004,1.5300000000000011,5.780000000000015,14.71,4,15.0,5.0,125851.53,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,1.4836795252225476,9.230277866496328,6.688985529952173,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
33,20260807,3376,新日興,電子零組件業,mainstream_leader,34.44,34.44,1.0200000000000031,1.4000000000000057,1.259999999999998,1.7100000000000009,5.390000000000008,14.44,4,15.0,5.0,2642.86,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-4.314720812182737,1.6720604099244918,-1.0887742287361668,有效級距增加 4/4（門檻 >0.5）；價格資料不足
34,20260807,6202,盛群,半導體業,mainstream_leader,34.06,34.06,1.4500000000000028,1.730000000000004,1.5300000000000011,1.1400000000000006,5.8500000000000085,14.06,4,15.0,5.0,6650.81,0.0,1,0.0,2,True,True,failed_after_tdcc,TDCC 訊號後失效,strong_but_divergent,籌碼與股價背離,-12.794117647058822,1.3372068184731134,5.993819640604025,有效級距增加 4/4（門檻 >0.5）；TDCC 訊號後失效
35,20260807,3706,神達,AI伺服器,non_mainstream_watch,33.98,33.98,1.6900000000000048,1.730000000000004,1.9299999999999997,2.010000000000005,7.360000000000014,18.98,4,15.0,0.0,13662.06,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,5.328798185941053,3.550130970294818,1.4560662752938103,有效級距增加 4/4（門檻 >0.5）；價格資料不足
36,20260807,2354,鴻準,散熱液冷,mainstream_leader,33.94,33.94,1.4699999999999989,1.3999999999999986,1.4499999999999957,1.3299999999999983,5.6499999999999915,13.94,4,15.0,5.0,6039.8,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,5.354058721934374,9.201575366988912,7.495349265377705,有效級距增加 4/4（門檻 >0.5）；價格資料不足
37,20260807,3029,零壹,資訊服務業,mainstream_leader,33.9,33.9,1.2100000000000009,1.0600000000000023,1.509999999999998,1.509999999999998,5.289999999999999,13.9,4,15.0,5.0,1407.61,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,6.2801932367149815,5.652403592181732,6.247036174959353,有效級距增加 4/4（門檻 >0.5）；價格資料不足
38,20260807,3037,欣興,PCB / CCL / ABF材料,mainstream_leader,33.1,33.1,1.25,1.4099999999999966,1.2900000000000063,1.2900000000000063,5.240000000000009,13.1,4,15.0,5.0,28935.43,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,12.746234067207407,14.369673817220097,9.071555405728581,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
39,20260807,1815,富喬,玻纖布,mainstream_leader,32.9,32.9,1.3400000000000034,1.1999999999999993,1.120000000000001,1.4499999999999993,5.110000000000003,12.9,4,15.0,5.0,15690.2,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-10.144927536231885,9.471560095850663,12.90502712309436,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
40,20260807,2455,全新,低軌衛星,mainstream_leader,32.84,32.84,1.5499999999999972,0.5499999999999972,0.9299999999999997,1.8500000000000014,4.8799999999999955,12.84,4,15.0,5.0,8828.06,0.0,1,0.0,3,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,11.044776119402977,17.12846347607051,8.30389236225032,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
41,20260807,2006,東和鋼鐵,鋼鐵工業,mainstream_leader,32.26,32.26,1.0499999999999972,1.1400000000000006,1.4300000000000068,1.1599999999999966,4.780000000000001,12.26,4,15.0,5.0,4174.36,0.0,1,0.0,4,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,25.290697674418606,16.960651289009498,21.545221136065663,有效級距增加 4/4（門檻 >0.5）；股價領先 TDCC / 追高風險
42,20260807,3042,晶技,被動元件,mainstream_leader,31.56,31.56,0.8900000000000006,1.2600000000000051,1.1699999999999946,1.1599999999999966,4.479999999999997,11.56,4,15.0,5.0,14311.75,0.0,1,0.0,3,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-15.533980582524276,3.803131991051445,6.252881393570531,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
43,20260807,3227,原相,半導體業,mainstream_leader,31.48,31.48,0.5100000000000051,1.6200000000000045,0.7900000000000027,1.3399999999999999,4.260000000000012,11.48,4,15.0,5.0,1833.05,0.0,1,0.0,3,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-10.526315789473683,3.86965376782078,3.8824518617659676,有效級距增加 4/4（門檻 >0.5）；價格資料不足
44,20260807,9939,宏全,其他業,single_name_signal,31.3,31.3,1.75,1.6700000000000017,0.9500000000000028,2.0900000000000034,6.460000000000008,16.3,4,15.0,0.0,1906.59,0.0,1,0.0,5,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,14.919354838709676,10.465116279069765,10.093190021113207,有效級距增加 4/4（門檻 >0.5）；股價領先 TDCC / 追高風險
45,20260807,6179,亞通,其他,mainstream_leader,30.75,30.75,0.8999999999999986,0.5700000000000003,0.6099999999999994,1.7199999999999989,3.799999999999997,10.75,4,15.0,5.0,1626.9,0.0,1,0.0,2,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-1.6791044776119368,3.1210253399863053,5.0241357976014145,有效級距增加 4/4（門檻 >0.5）；價格資料不足
46,20260807,3034,聯詠,半導體業,mainstream_leader,30.74,30.74,0.539999999999992,1.1500000000000057,0.9399999999999977,1.269999999999996,3.8999999999999915,10.74,4,15.0,5.0,5640.38,0.0,1,0.0,3,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-0.18382352941176405,8.730476571886259,8.430091688034736,有效級距增加 4/4（門檻 >0.5）；價格資料不足
47,20260807,6593,台灣銘板,資訊服務業,mainstream_leader,30.03,30.03,1.2299999999999969,2.759999999999998,2.760000000000005,0.0,6.75,15.03,3,10.0,5.0,50450.0,0.0,0,0.0,5,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 3/4（門檻 >0.5）；價格資料不足
48,20260807,1605,華新,重電電網,mainstream_leader,29.76,29.76,0.9500000000000028,1.039999999999992,0.9500000000000028,0.9700000000000131,3.910000000000011,9.76,4,15.0,5.0,22210.09,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-1.7216642754662836,4.269731334195925,2.260866326976718,有效級距增加 4/4（門檻 >0.5）；價格資料不足
49,20260807,2340,台亞,半導體業,mainstream_leader,29.73,29.73,0.75,1.1400000000000006,0.8200000000000003,1.0600000000000023,3.770000000000003,9.73,4,15.0,5.0,4160.61,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-11.820652173913027,2.027983021537505,0.6321263933829147,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
50,20260807,2027,大成鋼,鋼鐵工業,mainstream_leader,29.07,29.07,0.8799999999999955,0.9199999999999875,0.8899999999999864,0.9200000000000017,3.609999999999971,9.07,4,15.0,5.0,20109.15,0.0,1,0.0,6,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,13.68680641183726,8.35585850276177,4.306634234557427,有效級距增加 4/4（門檻 >0.5）；價格資料不足
51,20260807,1536,和大,車用電子,mainstream_leader,28.93,28.93,1.25,1.3200000000000003,0.879999999999999,0.6000000000000014,4.050000000000001,8.93,4,15.0,5.0,3452.15,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,2.0000000000000018,0.9151620084095979,-0.6849852919458388,有效級距增加 4/4（門檻 >0.5）；價格資料不足
52,20260807,2610,華航,航運業,mainstream_leader,28.84,33.84,0.8499999999999943,0.8900000000000006,0.8699999999999903,0.8999999999999915,3.5099999999999767,8.84,4,15.0,5.0,44300.11,0.0,2,5.0,2,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,0.45351473922901064,3.263403263403264,8.002077250388762,有效級距增加 4/4（門檻 >0.5）；800/1000張有效連續增加 2 週；價格資料不足
53,20260807,2363,矽統,半導體業,mainstream_leader,28.69,28.69,0.6400000000000006,0.7999999999999972,1.110000000000003,0.7800000000000011,3.330000000000002,8.69,4,15.0,5.0,7573.4,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-20.895522388059707,-4.817492030709825,-6.702579883238148,有效級距增加 4/4（門檻 >0.5）；價格資料不足
54,20260807,3017,奇鋐,散熱液冷,non_mainstream_watch,28.49,28.49,1.3499999999999943,1.6099999999999994,1.6400000000000006,1.0,5.599999999999994,13.49,4,15.0,0.0,4514.77,0.0,1,0.0,3,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,26.451612903225797,25.614185003204447,20.969608684417096,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
55,20260807,3543,州巧,光電業,mainstream_leader,28.46,28.46,0.7299999999999969,0.8200000000000003,1.3500000000000014,0.509999999999998,3.4099999999999966,8.46,4,15.0,5.0,1488.81,0.0,1,0.0,2,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,20.394736842105267,19.960668633235002,30.265039448281772,有效級距增加 4/4（門檻 >0.5）；股價領先 TDCC / 追高風險
56,20260807,2317,鴻海,AI伺服器,mainstream_leader,28.35,28.35,0.8299999999999983,0.8299999999999983,0.8599999999999994,0.8200000000000074,3.3400000000000034,8.35,4,15.0,5.0,56719.99,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,11.368421052631582,7.9371556825137635,3.1962520076703194,有效級距增加 4/4（門檻 >0.5）；價格資料不足
57,20260807,1513,中興電,重電電網,mainstream_leader,28.03,28.03,0.9199999999999946,1.0600000000000023,0.9299999999999997,0.5500000000000043,3.460000000000001,8.03,4,15.0,5.0,3496.79,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-6.413994169096215,0.4852089528877723,0.7903054057285863,有效級距增加 4/4（門檻 >0.5）；價格資料不足
58,20260807,5460,同協,電子零組件業,mainstream_leader,28.02,28.02,0.6799999999999997,1.6700000000000017,2.0,2.0,6.350000000000001,18.02,4,15.0,5.0,159.65,10.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-8.35734870317003,-2.0785219399538146,-1.0351395952649334,有效級距增加 4/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
59,20260807,3362,先進光,光電業,mainstream_leader,27.9,27.9,1.1799999999999997,1.1000000000000014,0.6000000000000014,0.6799999999999997,3.5600000000000023,7.9,4,15.0,5.0,8656.3,0.0,1,0.0,1,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,4.761904761904767,5.310396409872853,10.867812974564362,有效級距增加 4/4（門檻 >0.5）；股價領先 TDCC / 追高風險
60,20260807,8081,致新,半導體業,mainstream_leader,27.79,27.79,-0.1700000000000017,1.4400000000000013,1.4400000000000013,1.4400000000000013,4.320000000000004,12.79,3,10.0,5.0,1308.85,0.0,1,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-11.675126903553302,2.8976936723831948,4.461869150748498,有效級距增加 3/4（門檻 >0.5）；價格資料不足
61,20260807,2302,麗正,半導體業,mainstream_leader,27.6,27.6,0.759999999999998,0.7600000000000051,0.759999999999998,0.7600000000000051,3.0400000000000063,7.6,4,15.0,5.0,4604.16,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-10.498960498960507,4.719046460715148,1.8912329675660255,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
62,20260807,4722,國精化,化學工業,single_name_signal,26.98,26.98,0.5799999999999983,1.009999999999998,2.3400000000000034,0.5899999999999963,4.519999999999996,11.98,4,15.0,0.0,1417.85,0.0,1,0.0,2,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-11.368015414258192,6.493807153605746,7.703912631835818,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
63,20260807,2618,長榮航,航運業,mainstream_leader,26.96,26.96,0.6299999999999955,0.6400000000000006,0.710000000000008,0.7299999999999898,2.7099999999999937,6.96,4,15.0,5.0,49504.89,0.0,1,0.0,14,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,8.531994981179425,3.0620755391397525,6.352958404504594,有效級距增加 4/4（門檻 >0.5）；價格資料不足
64,20260807,2337,旺宏,半導體業,mainstream_leader,26.86,26.86,0.8500000000000014,0.7600000000000051,0.6700000000000017,0.6199999999999974,2.9000000000000057,6.86,4,15.0,5.0,71994.11,0.0,1,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-6.859205776173283,4.461899748967535,0.09170501962819655,有效級距增加 4/4（門檻 >0.5）；TDCC 後股價過熱
65,20260807,2312,金寶,其他電子業,mainstream_leader,26.68,26.68,0.759999999999998,0.7100000000000009,0.6599999999999966,0.6300000000000026,2.759999999999998,6.68,4,15.0,5.0,18893.44,0.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-5.71010248901902,0.9879253567508295,-0.4452715173483335,有效級距增加 4/4（門檻 >0.5）；價格資料不足
66,20260807,2605,新興,航運業,mainstream_leader,26.29,26.29,0.6099999999999994,0.5500000000000043,0.6600000000000037,0.6499999999999986,2.470000000000006,6.29,4,15.0,5.0,5419.29,0.0,1,0.0,5,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,3.2258064516129004,2.6298909557408656,-1.0606561327329511,有效級距增加 4/4（門檻 >0.5）；TDCC 與股價背離
