rank,signal_date,stock_id,stock_name,theme,theme_mainstream_status,tdcc_weekly_increase_score,tdcc_consecutive_accumulation_score,tdcc_1w_change_400,tdcc_1w_change_600,tdcc_1w_change_800,tdcc_1w_change_1000,tdcc_four_threshold_weekly_increase_sum,tdcc_weighted_weekly_increase_score,tdcc_effective_increase_count,tdcc_sync_bonus,tdcc_theme_bonus,volume_ma20_lots,tdcc_low_volume_penalty,tdcc_high_pair_effective_streak_weeks,tdcc_high_pair_streak_bonus,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,tdcc_price_phase,tdcc_phase_group_zh,risk_bucket,risk_bucket_zh,price_return_20d,distance_ma20_pct,relative_return_vs_benchmark,ranking_note_zh
202,20260807,4916,事欣科,低軌衛星,single_name_signal,8.35,8.35,0.509999999999998,-0.620000000000001,0.16000000000000014,0.8999999999999986,1.5699999999999967,3.35,2,5.0,0.0,6054.88,0.0,0,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-2.7027027027026973,4.8034934497816595,4.825631492685101,有效級距增加 2/4（門檻 >0.5）；價格資料不足
203,20260807,2466,冠西電,光電業,mainstream_leader,8.31,8.31,-0.5,-0.18000000000000682,0.269999999999996,0.8400000000000034,1.1099999999999994,3.31,1,0.0,5.0,1693.3,0.0,0,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
204,20260807,3019,亞光,車用電子,mainstream_leader,8.26,8.26,0.21000000000000085,0.509999999999998,0.490000000000002,0.13999999999999702,1.3499999999999979,3.26,1,0.0,5.0,3407.35,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-9.310344827586203,-2.0484171322160183,-3.185198257275079,有效級距增加 1/4（門檻 >0.5）；價格資料不足
205,20260807,6902,GOGOLOOK,數位雲端,single_name_signal,8.15,8.15,0.04000000000000625,0.0899999999999963,1.8699999999999974,1.8300000000000054,3.8300000000000054,13.15,2,5.0,0.0,107.21,10.0,1,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-8.178438661710041,-0.040469445568591667,4.259318010770608,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
206,20260807,2484,希華,被動元件,mainstream_leader,8.1,8.1,0.4800000000000004,-1.2699999999999996,0.4399999999999977,0.9599999999999973,1.8799999999999955,3.1,1,0.0,5.0,26484.16,0.0,0,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-22.860238353196095,-2.2649279341111717,3.0714653480916954,有效級距增加 1/4（門檻 >0.5）；價格資料不足
207,20260807,6456,GIS-KY,光電業,mainstream_leader,8.09,8.09,0.35999999999999943,0.35999999999999943,0.5900000000000034,0.060000000000002274,1.3700000000000045,3.09,1,0.0,5.0,3290.89,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-14.245810055865915,-2.2682053322721885,-8.424271745606738,有效級距增加 1/4（門檻 >0.5）；價格資料不足
208,20260807,3264,欣銓,半導體業,mainstream_leader,7.99,7.99,0.2600000000000051,0.6300000000000097,0.010000000000005116,0.35999999999999943,1.2600000000000193,2.99,1,0.0,5.0,6254.9,0.0,0,0.0,1,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-8.836206896551724,3.2588795313072128,-0.08929852428181118,有效級距增加 1/4（門檻 >0.5）；TDCC 後股價過熱
209,20260807,3715,定穎投控,電子零組件業,mainstream_leader,7.92,7.92,-0.16000000000000014,0.16000000000000014,0.1999999999999993,0.5400000000000027,0.9000000000000021,2.92,1,0.0,5.0,6423.59,0.0,0,0.0,3,False,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-23.102310231023104,-2.4002010639634697,-4.420153777944892,有效級距增加 1/4（門檻 >0.5）；TDCC 後股價過熱
210,20260807,3062,建漢,通信網路業,mainstream_leader,7.91,7.91,0.07000000000000028,0.16999999999999815,0.019999999999999574,0.6099999999999994,0.8699999999999974,2.91,1,0.0,5.0,2127.04,0.0,0,0.0,2,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-14.669421487603307,-2.271651680075726,-2.5738377867596918,有效級距增加 1/4（門檻 >0.5）；TDCC 與股價背離
211,20260807,3583,辛耘,半導體設備 / CoWoS,mainstream_leader,7.91,7.91,-0.769999999999996,0.25,1.1000000000000014,-0.030000000000001137,1.3500000000000014,2.91,1,0.0,5.0,1150.3,0.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
212,20260807,2495,普安,電腦及週邊設備業,mainstream_leader,7.85,7.85,-0.04000000000000625,0.4100000000000037,-0.07000000000000028,0.5700000000000003,0.980000000000004,2.85,1,0.0,5.0,3988.61,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
213,20260807,5355,佳總,電子零組件業,mainstream_leader,7.75,7.75,0.05999999999998806,0.060000000000002274,0.07000000000000739,0.5900000000000034,0.7800000000000011,2.75,1,0.0,5.0,57350.0,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-9.934853420195433,-5.292002055146428,-3.219701477506831,有效級距增加 1/4（門檻 >0.5）；價格資料不足
214,20260807,8103,瀚荃,電子零組件業,mainstream_leader,7.74,7.74,0.0,0.5599999999999952,1.5399999999999991,0.5,2.5999999999999943,7.74,2,5.0,5.0,947.26,10.0,0,0.0,3,False,True,failed_after_tdcc,TDCC 訊號後失效,strong_but_divergent,籌碼與股價背離,-11.887382690302406,7.029765674477506,7.035182454908917,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；TDCC 訊號後失效
215,20260807,6830,汎銓,其他電子業,single_name_signal,7.69,7.69,-1.5,0.25,0.22999999999999687,2.0,2.479999999999997,7.69,1,0.0,0.0,1802.85,0.0,0,0.0,1,False,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,3.5322777101096214,13.41650543732069,13.359611514626334,有效級距增加 1/4（門檻 >0.5）；TDCC 後股價過熱
216,20260807,8426,紅木-KY,其他業,mainstream_leader,7.64,7.64,0.09999999999999432,1.269999999999996,0.0,0.0,1.3699999999999903,2.64,1,0.0,5.0,56700.0,0.0,0,0.0,3,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
217,20260807,8114,振樺電,電腦及週邊設備業,mainstream_leader,7.62,7.62,1.4600000000000009,0.13000000000000256,0.14000000000000057,0.12000000000000455,1.8500000000000085,2.62,1,0.0,5.0,1481.23,0.0,0,0.0,3,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,7.125890736342044,8.296314083323342,-2.323918732202457,有效級距增加 1/4（門檻 >0.5）；TDCC 與股價背離
218,20260807,3712,永崴投控,電腦及週邊設備業,mainstream_leader,7.53,7.53,0.5800000000000054,0.4299999999999997,0.14999999999999858,0.1599999999999966,1.3200000000000003,2.53,1,0.0,5.0,1070.01,0.0,0,0.0,9,True,True,price_leading_tdcc,股價領先 TDCC / 追高風險,strong_but_late,股價已領先,15.669515669515665,14.83524253995192,11.104508403003777,有效級距增加 1/4（門檻 >0.5）；股價領先 TDCC / 追高風險
219,20260807,2439,美律,通信網路業,mainstream_leader,7.53,7.53,0.15000000000000568,0.7000000000000028,0.14000000000000057,0.14000000000000057,1.1300000000000097,2.53,1,0.0,5.0,1446.97,0.0,0,0.0,2,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-10.190369540873457,-3.6868019694968113,-3.5891802402044255,有效級距增加 1/4（門檻 >0.5）；TDCC 與股價背離
220,20260807,8064,東捷,光電業,mainstream_leader,7.5,7.5,0.4899999999999949,0.8100000000000023,0.04999999999999716,0.060000000000002274,1.4099999999999966,2.5,1,0.0,5.0,4405.85,0.0,0,0.0,2,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-15.936254980079678,-3.981797497155859,-2.0626021030899837,有效級距增加 1/4（門檻 >0.5）；TDCC 後股價過熱
221,20260807,8446,華研,文化創意業,mainstream_leader,7.43,7.43,0.07000000000000028,1.1799999999999997,0.0,0.0,1.25,2.43,1,0.0,5.0,74500.0,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
222,20260807,3141,晶宏,半導體業,mainstream_leader,7.4,7.4,2.009999999999998,2.709999999999999,-0.009999999999999787,0.0,4.719999999999997,7.4,2,5.0,5.0,758.9,10.0,0,0.0,4,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
223,20260807,1437,勤益控,其他業,mainstream_leader,7.24,7.24,0.04999999999999716,0.23000000000000398,0.9499999999999886,0.9699999999999989,2.1999999999999886,7.24,2,5.0,5.0,222.61,10.0,1,0.0,2,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-4.071661237785018,-4.483904970404606,-4.522194594271422,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；TDCC 與股價背離
224,20260807,8443,阿瘦,貿易百貨,mainstream_leader,7.23,7.23,-0.4899999999999949,1.0100000000000051,0.09999999999999432,0.10000000000000142,1.2100000000000009,2.23,1,0.0,5.0,23272.7,0.0,0,0.0,7,False,True,tdcc_leading_price,TDCC 領先股價 / 潛伏吸籌,strong_but_pre_move,籌碼強但尚未發動,-0.43478260869566077,0.2188183807439792,1.3588626744510557,有效級距增加 1/4（門檻 >0.5）；TDCC 領先股價 / 潛伏吸籌
225,20260807,4746,台耀,生技醫療業,single_name_signal,7.09,7.09,1.279999999999994,0.9399999999999977,0.9500000000000028,0.2700000000000031,3.4399999999999977,7.09,3,10.0,0.0,517.38,10.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-5.366726296958857,1.7063205960105687,2.798888577875569,有效級距增加 3/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
226,20260807,4747,強生,生技醫療業,mainstream_leader,7.08,7.08,1.0900000000000034,0.10999999999999943,0.10999999999999943,0.10999999999999943,1.4200000000000017,2.08,1,0.0,5.0,34950.0,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,2.254098360655732,0.7317688619732365,3.9044986008528237,有效級距增加 1/4（門檻 >0.5）；價格資料不足
227,20260807,4749,新應材,半導體業,single_name_signal,7.05,7.05,1.3200000000000003,-0.08999999999999986,0.7299999999999969,0.9299999999999997,2.979999999999997,7.05,3,10.0,0.0,869.5,10.0,1,0.0,2,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-6.157354618015964,4.144258146156288,4.622884372260527,有效級距增加 3/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
228,20260807,3593,力銘,電子零組件業,mainstream_leader,6.99,6.99,0.009999999999990905,0.990000000000002,0.0,0.0,0.9999999999999929,1.99,1,0.0,5.0,25993.0,0.0,0,0.0,8,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
229,20260807,3591,艾笛森,光電業,mainstream_leader,6.92,6.92,-0.25,0.09000000000000341,0.6499999999999986,0.00999999999999801,0.75,1.92,1,0.0,5.0,1188.02,0.0,0,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-17.24137931034483,0.8050402520126232,4.8256314926851225,有效級距增加 1/4（門檻 >0.5）；價格資料不足
230,20260807,6443,元晶,光電業,mainstream_leader,6.87,6.87,-0.2699999999999996,-0.11999999999999744,0.02000000000000135,0.5800000000000001,0.6000000000000014,1.87,1,0.0,5.0,6434.5,0.0,0,0.0,3,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
231,20260807,2405,輔信,電腦及週邊設備業,mainstream_leader,6.84,6.84,0.5799999999999983,0.48999999999999844,0.03999999999999915,0.03999999999999915,1.149999999999995,1.84,1,0.0,5.0,1940.48,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-4.71976401179941,-1.3740458015267243,-2.52519759727442,有效級距增加 1/4（門檻 >0.5）；價格資料不足
232,20260807,6672,騰輝電子-KY,電子零組件業,mainstream_leader,6.82,6.82,-0.33999999999999986,1.2200000000000024,0.5599999999999987,-1.740000000000002,1.7800000000000011,-3.18,2,5.0,5.0,2966.23,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；價格資料不足
233,20260807,8163,達方,電腦及週邊設備業,mainstream_leader,6.8,6.8,-0.38000000000000256,0.12999999999999545,-0.11999999999999744,0.5700000000000003,0.6999999999999957,1.8,1,0.0,5.0,1320.0,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
234,20260807,6284,佳邦,電子零組件業,mainstream_leader,6.75,6.75,0.2600000000000051,-0.010000000000005116,0.5300000000000011,-0.020000000000003126,0.7900000000000063,1.75,1,0.0,5.0,1879.95,0.0,0,0.0,3,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
235,20260807,5443,均豪,半導體業,mainstream_leader,6.63,6.63,0.7800000000000011,0.13000000000000256,0.0899999999999963,0.0800000000000054,1.0800000000000054,1.63,1,0.0,5.0,1837.45,0.0,0,0.0,2,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-10.610328638497645,-1.2857735379510515,-2.3812789889310464,有效級距增加 1/4（門檻 >0.5）；TDCC 與股價背離
236,20260807,1526,日馳,機器人自動化 / 電機機械待細分,mainstream_leader,6.58,6.58,1.5799999999999983,0.0,0.0,0.0,1.5799999999999983,1.58,1,0.0,5.0,1898.96,0.0,0,0.0,5,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
237,20260807,4977,眾達-KY,通信網路業,mainstream_leader,6.32,6.32,-0.48999999999999844,0.8000000000000007,0.07000000000000028,0.0,0.870000000000001,1.32,1,0.0,5.0,2579.59,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
238,20260807,6925,意藍,數位雲端,single_name_signal,6.29,6.29,0.0799999999999983,3.0700000000000003,0.00999999999999801,0.00999999999999801,3.1699999999999946,6.29,1,0.0,0.0,39550.0,0.0,0,0.0,2,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-6.908462867012089,-0.9919177075679686,-1.200173838526486,有效級距增加 1/4（門檻 >0.5）；TDCC 與股價背離
239,20260807,6533,晶心科,半導體業,mainstream_leader,6.24,6.24,1.7800000000000011,-0.05999999999999872,-0.05999999999999872,-0.05999999999999872,1.7800000000000011,1.24,1,0.0,5.0,1463.03,0.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
240,20260807,6470,宇智,通信網路業,mainstream_leader,6.14,6.14,1.1400000000000006,0.0,0.0,0.0,1.1400000000000006,1.14,1,0.0,5.0,46300.0,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
241,20260807,5864,致和證,金融業,mainstream_leader,6.06,6.06,-0.5499999999999972,-0.5700000000000074,-0.4299999999999997,1.009999999999998,1.009999999999998,1.06,1,0.0,5.0,3778.8,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
242,20260807,3691,碩禾,光電業,mainstream_leader,6.04,6.04,0.3999999999999986,1.0399999999999991,1.0399999999999991,0.10999999999999943,2.5899999999999963,6.04,2,5.0,5.0,781.6,10.0,0,0.0,3,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-22.945205479452056,-4.1002472082516395,-0.953800994288867,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；TDCC 與股價背離
243,20260807,6141,柏承,電子零組件業,mainstream_leader,6.03,6.03,-0.44999999999999574,-0.45000000000000284,-0.6199999999999974,1.0600000000000023,1.0600000000000023,1.03,1,0.0,5.0,2547.31,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
244,20260807,3529,力旺,半導體業,mainstream_leader,6.01,6.01,-1.740000000000002,-0.5899999999999963,1.1899999999999977,1.3399999999999999,2.5299999999999976,6.01,2,5.0,5.0,864.1,10.0,1,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
245,20260807,6654,天正國際,其他電子業,mainstream_leader,6.01,6.01,1.0100000000000051,0.0,0.0,0.0,1.0100000000000051,1.01,1,0.0,5.0,52900.0,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
246,20260807,6158,禾昌,電子零組件業,mainstream_leader,5.96,5.96,0.759999999999998,0.04000000000000625,0.04000000000000625,0.0,0.8400000000000105,0.96,1,0.0,5.0,50200.0,0.0,0,0.0,3,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
247,20260807,2061,風青,重電電網 / 電器電纜待細分,mainstream_leader,5.87,5.87,-0.10000000000000142,1.0800000000000054,-0.1700000000000017,-0.1700000000000017,1.0800000000000054,0.87,1,0.0,5.0,2896.4,0.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
248,20260807,6805,富世達,散熱液冷,single_name_signal,5.84,5.84,0.9600000000000009,2.220000000000006,-2.0799999999999983,0.4200000000000017,3.6000000000000085,0.84,2,5.0,0.0,1285.66,0.0,0,0.0,4,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；價格資料不足
249,20260807,6509,聚和,化學工業,mainstream_leader,5.76,5.76,-0.09000000000000341,-0.10999999999999943,0.610000000000003,-0.19000000000000128,0.610000000000003,0.76,1,0.0,5.0,1538.6,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
250,20260807,8488,吉源-KY,其他業,mainstream_leader,5.75,5.75,0.5700000000000074,0.01999999999999602,0.01999999999999602,0.01999999999999602,0.6299999999999955,0.75,1,0.0,5.0,21467.2,0.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,0.4950495049504955,0.06901311249136732,-0.978505273883068,有效級距增加 1/4（門檻 >0.5）；價格資料不足
251,20260807,2527,宏璟,建材營造,mainstream_leader,5.69,5.69,-0.10999999999999943,0.10999999999999943,0.8600000000000136,-0.5,0.9700000000000131,0.69,1,0.0,5.0,1959.31,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
252,20260807,6189,豐藝,電子通路業,mainstream_leader,5.55,5.55,0.6600000000000037,1.1400000000000041,0.39000000000000057,0.360000000000003,2.5500000000000114,5.55,2,5.0,5.0,587.37,10.0,0,0.0,3,True,True,tdcc_leading_price,TDCC 領先股價 / 潛伏吸籌,strong_but_pre_move,籌碼強但尚未發動,-4.39453125,1.6245393678310238,0.2739318073595842,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；TDCC 領先股價 / 潛伏吸籌
253,20260807,5340,建榮,玻纖布,mainstream_leader,5.51,5.51,-1.0,-0.269999999999996,0.509999999999998,0.12999999999999545,0.6399999999999935,0.51,1,0.0,5.0,1606.55,0.0,0,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
254,20260807,4739,康普,化學工業,mainstream_leader,5.38,5.38,0.46000000000000085,0.1600000000000037,0.8000000000000007,-0.6999999999999993,1.4200000000000053,0.38,1,0.0,5.0,2120.26,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
255,20260807,2425,承啟,電腦及週邊設備業,non_mainstream_watch,5.24,5.24,2.1200000000000045,-1.4699999999999989,-0.3400000000000034,0.5200000000000031,2.6400000000000077,0.24,2,5.0,0.0,5814.69,0.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；價格資料不足
256,20260807,1476,儒鴻,紡織纖維,mainstream_leader,5.11,5.11,0.5300000000000011,-0.21000000000000796,-0.4000000000000057,0.29999999999999716,0.8299999999999983,0.11,1,0.0,5.0,1776.62,0.0,0,0.0,3,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
257,20260807,8423,保綠-KY,綠能環保,mainstream_leader,5.03,5.03,0.8400000000000034,-0.09000000000000341,-0.09000000000000341,-0.0899999999999963,0.8400000000000034,0.03,1,0.0,5.0,13850.0,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
258,20260807,4707,磐亞,化學工業,single_name_signal,4.87,4.87,0.3299999999999983,0.0899999999999892,0.480000000000004,0.730000000000004,1.6299999999999955,4.87,1,0.0,0.0,3908.9,0.0,0,0.0,2,True,True,overheated_after_tdcc,TDCC 後股價過熱,strong_but_overheated,短線過熱,-10.80368906455863,2.019288728149493,8.344066247503612,有效級距增加 1/4（門檻 >0.5）；TDCC 後股價過熱
259,20260807,3152,璟德,通信網路業,mainstream_leader,4.85,4.85,1.5700000000000003,1.5700000000000003,0.020000000000003126,0.019999999999999574,3.1800000000000033,4.85,2,5.0,5.0,178.45,10.0,0,0.0,5,True,True,tdcc_price_divergence,TDCC 與股價背離,strong_but_divergent,籌碼與股價背離,-18.34862385321101,-5.349356588322873,-1.4087224169522239,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；TDCC 與股價背離
260,20260807,6703,軒郁,生技醫療業,mainstream_leader,4.82,4.82,-0.37999999999999545,1.4399999999999977,-0.27999999999999403,-0.46000000000000085,1.4399999999999977,-0.18,1,0.0,5.0,53900.0,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
261,20260807,6438,迅得,其他電子業,mainstream_leader,4.56,4.56,0.14999999999999858,0.7800000000000011,0.9499999999999993,0.0,1.879999999999999,4.56,2,5.0,5.0,443.75,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
262,20260807,6782,視陽,生技醫療業,mainstream_leader,4.4,4.4,1.9799999999999969,1.2100000000000009,0.0,0.0,3.1899999999999977,4.4,2,5.0,5.0,301.13,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
263,20260807,3003,健和興,電子零組件業,mainstream_leader,4.37,4.37,0.2700000000000031,0.9399999999999977,0.6200000000000045,0.09000000000000341,1.9200000000000088,4.37,2,5.0,5.0,633.82,10.0,0,0.0,1,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,-8.708708708708702,1.5618474901862411,0.4778054057285819,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
264,20260807,3443,創意,半導體業,mainstream_leader,4.19,4.19,1.0899999999999892,-0.3999999999999986,-0.17999999999999972,-0.13999999999999346,1.0899999999999892,-0.81,1,0.0,5.0,1938.76,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
265,20260807,6670,復盛應用,運動休閒,mainstream_leader,4.04,4.04,0.9099999999999966,1.0400000000000063,0.14999999999999147,0.15000000000000568,2.25,4.04,2,5.0,5.0,397.93,10.0,0,0.0,6,True,True,tdcc_leading_price,TDCC 領先股價 / 潛伏吸籌,strong_but_pre_move,籌碼強但尚未發動,1.934235976789167,0.49580472921435526,0.2884114663346371,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；TDCC 領先股價 / 潛伏吸籌
266,20260807,5263,智崴,文化創意業,mainstream_leader,3.97,3.97,0.9399999999999977,1.6199999999999974,-0.030000000000001137,-0.030000000000001137,2.559999999999995,3.97,2,5.0,5.0,169.15,10.0,0,0.0,2,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
267,20260807,4566,時碩工業,機器人自動化 / 電機機械待細分,mainstream_leader,3.9,3.9,0.5200000000000031,-0.5,-0.09999999999999432,-0.0800000000000054,0.5200000000000031,-1.1,1,0.0,5.0,2837.36,0.0,0,0.0,3,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
268,20260807,6165,浪凡,數位雲端,mainstream_leader,3.77,3.77,1.4200000000000017,-0.4799999999999969,0.45000000000000284,-0.759999999999998,1.8700000000000045,-1.23,1,0.0,5.0,1066.99,0.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
269,20260807,2852,第一保,金融保險業,mainstream_leader,3.54,3.54,0.3100000000000023,0.6799999999999997,0.9299999999999997,-0.22999999999999687,1.9200000000000017,3.54,2,5.0,5.0,362.52,10.0,0,0.0,7,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
270,20260807,2612,中航,航運業,mainstream_leader,3.46,3.46,0.28000000000000114,0.5600000000000023,0.539999999999992,0.10999999999999943,1.4899999999999949,3.46,2,5.0,5.0,325.2,10.0,0,0.0,5,True,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,0.18382352941177516,3.3861329792279182,4.883935673927809,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
271,20260807,1595,川寶,半導體業,mainstream_leader,3.3,3.3,0.5899999999999963,-0.20000000000000284,-1.4299999999999997,1.8500000000000014,2.4399999999999977,3.3,2,5.0,5.0,528.0,10.0,0,0.0,1,False,False,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 2/4（門檻 >0.5）；20日均量低於1000張；價格資料不足
272,20260807,8932,智通*,數位雲端,single_name_signal,3.29,3.29,-0.06999999999999318,-0.1700000000000017,0.38000000000000966,0.6400000000000006,1.0200000000000102,3.29,1,0.0,0.0,5048.0,0.0,0,0.0,1,False,True,insufficient_price_context,價格資料不足,insufficient_data,資料不足,,,,有效級距增加 1/4（門檻 >0.5）；價格資料不足
