generated_at,model_id,artifact_id,artifact_version,analysis_basis,classification_trigger_id,classification_outcome_definition_id,classification_horizon_trading_days,feature_time_basis,feature_order,feature_id,feature_family,feature_kind,feature_rule,launch_group_count,no_launch_group_count,launch_observed_count,no_launch_observed_count,launch_hit_count,no_launch_hit_count,feature_hit_sample_count,launch_rate_when_feature_hit_pct,feature_miss_sample_count,launch_rate_when_feature_miss_pct,feature_hit_launch_rate_uplift_pct_points,launch_hit_rate_pct,no_launch_hit_rate_pct,launch_minus_no_launch_hit_rate_pct,launch_mean,launch_median,no_launch_mean,no_launch_median,launch_minus_no_launch_mean,standardized_mean_difference,launch_source_anomaly_candidate_count,no_launch_source_anomaly_candidate_count,launch_unresolved_price_path_candidate_count,no_launch_unresolved_price_path_candidate_count,discrimination_status,sample_policy,retrospective_label_status,approved_for_daily,production_change,promotion_readiness
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,pre_breakout_week_change,2240,preweek_change__kdj_j_value,technical,numeric_change,anchor-day kdj_j_value minus value five trading days earlier,33,24,33,24,,,,,,,,,,,33.7746,33.9001,51.8945,60.0769,-18.12,-0.4775,0,0,0,0,small_numeric_separation,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,pre_breakout_week_change,2250,preweek_change__bb_width_pct,technical,numeric_change,anchor-day bb_width_pct minus value five trading days earlier,33,24,29,16,,,,,,,,,,,3.4719,1.625,0.4421,0.1514,3.0298,0.4755,0,0,0,0,small_numeric_separation,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,pre_breakout_week_change,2260,preweek_change__ema23_slope_5d_pct,technical,numeric_change,anchor-day ema23_slope_5d_pct minus value five trading days earlier,33,24,29,16,,,,,,,,,,,1.6915,0.8537,1.7857,1.1981,-0.0942,-0.0497,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,pre_breakout_week_change,2270,preweek_change__distance_to_ema23_pct,technical,numeric_change,anchor-day distance_to_ema23_pct minus value five trading days earlier,33,24,29,16,,,,,,,,,,,8.6292,5.5925,8.0469,7.9658,0.5823,0.0861,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,pre_breakout_week_change,2280,preweek_change__obv_slope_5d,technical,numeric_change,anchor-day obv_slope_5d minus value five trading days earlier,33,24,33,24,,,,,,,,,,,29431919.6667,3572852.0,31826842.5,9403278.0,-2394922.8333,-0.029,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,10,revenue_latest50_cumulative30,monthly_revenue,binary,latest YoY >= 50% and cumulative YoY >= 30%,33,24,33,24,18,18,36,50.0,21,71.4286,-21.4286,54.5455,75.0,-20.4545,,,,,,,0,0,0,0,no_launch_enriched_risk_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,20,revenue_latest_yoy_delta_ge20,monthly_revenue,binary,latest YoY improves >= 20 percentage points,33,24,33,24,7,5,12,58.3333,45,57.7778,0.5555,21.2121,20.8333,0.3788,,,,,,,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,100,tdcc_high_thresholds_up,tdcc,binary,TDCC high thresholds increase,33,24,8,0,3,0,3,100.0,5,100.0,0.0,37.5,,,,,,,,,0,0,0,0,insufficient_observed_values,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,110,tdcc_all_thresholds_up,tdcc,binary,TDCC all thresholds increase,33,24,8,0,2,0,2,100.0,6,100.0,0.0,25.0,,,,,,,,,0,0,0,0,insufficient_observed_values,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,120,tdcc_consecutive_up_ge2,tdcc,binary,TDCC consecutive up weeks >= 2,33,24,8,0,2,0,2,100.0,6,100.0,0.0,25.0,,,,,,,,,0,0,0,0,insufficient_observed_values,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,200,technical_macd_hist_gt0,technical,binary,MACD histogram > 0,33,24,29,15,26,14,40,65.0,4,75.0,-10.0,89.6552,93.3333,-3.6781,,,,,,,0,0,0,0,common_to_both_groups_low_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,210,technical_rsi14_40_70,technical,binary,40 <= RSI14 <= 70,33,24,33,24,20,17,37,54.0541,20,65.0,-10.9459,60.6061,70.8333,-10.2272,,,,,,,0,0,0,0,no_launch_enriched_risk_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,220,technical_rsi14_ge60,technical,binary,RSI14 >= 60,33,24,33,24,26,15,41,63.4146,16,43.75,19.6646,78.7879,62.5,16.2879,,,,,,,0,0,0,0,launch_enriched_candidate_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,230,technical_kd_bullish_not_overheated,technical,binary,K > D and K < 80,33,24,33,24,22,20,42,52.381,15,73.3333,-20.9523,66.6667,83.3333,-16.6666,,,,,,,0,0,0,0,no_launch_enriched_risk_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,240,technical_kdj_bullish_not_extreme,technical,binary,"K > D, J > K, J < 100",33,24,33,24,22,13,35,62.8571,22,50.0,12.8571,66.6667,54.1667,12.5,,,,,,,0,0,0,0,launch_enriched_candidate_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,250,technical_close_above_ma20_ema23,technical,binary,close > MA20 and close > EMA23,33,24,30,20,30,20,50,60.0,0,,,100.0,100.0,0.0,,,,,,,0,0,0,0,common_to_both_groups_low_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,260,technical_ma20_above_ma60,technical,binary,MA20 > MA60,33,24,21,13,15,6,21,71.4286,13,46.1538,25.2748,71.4286,46.1538,25.2748,,,,,,,0,0,0,0,launch_enriched_candidate_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,270,technical_ema23_slope_positive,technical,binary,EMA23 five-day slope > 0,33,24,29,16,28,14,42,66.6667,3,33.3333,33.3334,96.5517,87.5,9.0517,,,,,,,0,0,0,0,common_to_both_groups_low_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,280,technical_obv_above_ma20,technical,binary,OBV > OBV MA20,33,24,33,24,28,23,51,54.902,6,83.3333,-28.4313,84.8485,95.8333,-10.9848,,,,,,,0,0,0,0,no_launch_enriched_risk_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,300,volume_ratio_ge1_5,volume,binary,volume / previous 20-day average >= 1.5,33,24,33,24,21,18,39,53.8462,18,66.6667,-12.8205,63.6364,75.0,-11.3636,,,,,,,0,0,0,0,no_launch_enriched_risk_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,310,volume_ratio_ge2,volume,binary,volume / previous 20-day average >= 2,33,24,33,24,12,14,26,46.1538,31,67.7419,-21.5881,36.3636,58.3333,-21.9697,,,,,,,0,0,0,0,no_launch_enriched_risk_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,400,close_breakout_prev20,breakout,binary,close > previous 20-day highest close,33,24,33,24,33,24,57,57.8947,0,,,100.0,100.0,0.0,,,,,,,0,0,0,0,common_to_both_groups_low_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,410,close_breakout_prev40,breakout,binary,close > previous 40-day highest close,33,24,33,24,21,7,28,75.0,29,41.3793,33.6207,63.6364,29.1667,34.4697,,,,,,,0,0,0,0,launch_enriched_candidate_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,420,close_breakout_prev60,breakout,binary,close > previous 60-day highest close,33,24,33,24,13,4,17,76.4706,40,50.0,26.4706,39.3939,16.6667,22.7272,,,,,,,0,0,0,0,launch_enriched_candidate_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,500,candle_bullish_attack,candle,binary,bullish attack candle,33,24,33,24,30,22,52,57.6923,5,60.0,-2.3077,90.9091,91.6667,-0.7576,,,,,,,0,0,0,0,common_to_both_groups_low_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,510,candle_solid_red,candle,binary,solid red candle,33,24,33,24,25,18,43,58.1395,14,57.1429,0.9966,75.7576,75.0,0.7576,,,,,,,0,0,0,0,common_to_both_groups_low_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,600,market_bull,market_regime,binary,market regime is strong_bull or mild_bull,33,24,33,24,30,23,53,56.6038,4,75.0,-18.3962,90.9091,95.8333,-4.9242,,,,,,,0,0,0,0,common_to_both_groups_low_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,610,market_correction_or_high_risk,market_regime_risk,binary,market regime is correction or high_risk,33,24,33,24,3,1,4,75.0,53,56.6038,18.3962,9.0909,4.1667,4.9242,,,,,,,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,1010,revenue_latest_yoy_pct,monthly_revenue,numeric,compare full_monthly_revenue_latest_yoy_pct between launch and no-launch groups,33,24,33,24,,,,,,,,,,,70.9679,53.33,81.66,68.1,-10.6921,-0.2217,0,0,0,0,small_numeric_separation,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-07-13 19:09:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v2_20260713,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,retrospective_breakout_anchor,1020,revenue_cumulative_yoy_pct,monthly_revenue,numeric,compare full_monthly_revenue_cumulative_yoy_pct between launch and no-launch groups,33,24,33,24,,,,,,,,,,,66.2003,59.02,69.5883,58.35,-3.388,-0.0868,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
