rule_name,rule_family,target_window,entry_basis,target_return_pct,selected_stock_days,hit_stock_days,hit_rate_pct,coverage_of_all_hits_pct,selected_unique_stocks,hit_unique_stocks,median_next_open_to_high_return_pct,avg_next_open_to_high_return_pct,avg_signal_close_to_next_open_gap_pct,tdcc_available_rate_pct,top_market_regime_counts,sample_status
vol5_avg_ge_3 + market_bull + bb_width_not_extreme + return_20d_10_60,market+price_position+technical+volume,D+10,D+1_open,10.0,86,43,50.0,0.08,63,30,10.09,15.53,1.27,33.72,strong_bull=85; mild_bull=1,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_all_up + macd_hist_pos,market+tdcc+technical+volume,D+10,D+1_open,10.0,64,32,50.0,0.06,32,18,10.05,15.75,0.66,100.0,strong_bull=62; mild_bull=2,insufficient_sample
vol5_avg_ge_3 + kd_bullish_not_overheated + bb_width_not_extreme + return_20d_10_60,price_position+technical+volume,D+10,D+1_open,10.0,62,31,50.0,0.06,46,21,10.29,14.48,1.08,38.71,strong_bull=59; range_or_unclear=2; mild_bull=1,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_all_up + macd_hist_pos,market+tdcc+technical+volume,D+10,D+1_open,10.0,62,31,50.0,0.06,31,17,10.88,16.04,0.67,100.0,strong_bull=62,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_high_up + macd_hist_pos + return_20d_10_60,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,60,30,50.0,0.06,31,17,9.86,14.72,0.58,100.0,strong_bull=60,insufficient_sample
vol5_avg_ge_3 + tdcc_high_up + macd_hist_pos + near_60d_high_5pct,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,58,29,50.0,0.06,35,18,10.46,13.71,0.49,100.0,strong_bull=45; range_or_unclear=9; weak_or_correction=2; mild_bull=2,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_high_up + macd_hist_pos + return_5d_10_30,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,46,23,50.0,0.04,27,15,9.77,14.15,0.54,100.0,strong_bull=46,insufficient_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_all_up + bb_width_not_extreme + return_5d_10_30,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,36,18,50.0,0.03,26,12,10.0,14.84,0.87,100.0,strong_bull=36,insufficient_sample
vol5_avg_ge_3 + tdcc_high_up + kd_bullish_not_overheated + return_20d_10_60,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,34,17,50.0,0.03,22,14,9.86,10.81,0.17,100.0,strong_bull=29; range_or_unclear=3; weak_or_correction=1; mild_bull=1,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_high_up + rsi_50_75 + return_10d_10_40,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,32,16,50.0,0.03,18,11,9.86,13.84,0.69,100.0,strong_bull=30; mild_bull=2,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_high_up + kd_bullish_not_overheated + return_10d_10_40,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,30,15,50.0,0.03,18,11,9.86,11.54,0.24,100.0,strong_bull=29; mild_bull=1,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_high_up + kd_bullish_not_overheated + return_20d_10_60,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,30,15,50.0,0.03,20,12,9.86,11.25,0.21,100.0,strong_bull=29; mild_bull=1,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_high_up + rsi_50_75 + return_10d_10_40,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,30,15,50.0,0.03,17,10,9.86,14.13,0.68,100.0,strong_bull=30,insufficient_sample
vol5_avg_ge_3 + tdcc_high_up + macd_hist_pos + return_20d_10_60,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,75,37,49.33,0.07,35,20,9.73,13.74,0.37,100.0,strong_bull=60; range_or_unclear=11; weak_or_correction=2; mild_bull=2,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_high_up + return_20d_10_60,market+price_position+tdcc+volume,D+10,D+1_open,10.0,65,32,49.23,0.06,34,19,9.73,14.17,0.54,100.0,strong_bull=65,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_high_up + close_above_ema23 + return_20d_10_60,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,65,32,49.23,0.06,34,19,9.73,14.17,0.54,100.0,strong_bull=65,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + kd_bullish_not_overheated + bb_width_not_extreme + return_20d_10_60,market+price_position+technical+volume,D+10,D+1_open,10.0,59,29,49.15,0.06,43,19,9.39,14.69,1.12,37.29,strong_bull=59,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_high_up + return_5d_10_30,market+price_position+tdcc+volume,D+10,D+1_open,10.0,51,25,49.02,0.05,30,17,9.55,13.49,0.49,100.0,strong_bull=51,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_high_up + close_above_ema23 + return_5d_10_30,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,51,25,49.02,0.05,30,17,9.55,13.49,0.49,100.0,strong_bull=51,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_all_up + close_above_ema23 + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,47,23,48.94,0.04,29,16,9.57,13.46,0.52,100.0,strong_bull=47,insufficient_sample
vol5_avg_ge_2 + tdcc_all_up + bb_width_not_extreme + return_5d_10_30,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,43,21,48.84,0.04,32,15,8.04,14.68,1.08,100.0,strong_bull=36; range_or_unclear=4; mild_bull=3,insufficient_sample
vol5_avg_ge_3 + kd_bullish_not_overheated + bb_width_not_extreme + return_10d_10_40,price_position+technical+volume,D+10,D+1_open,10.0,82,40,48.78,0.08,54,26,9.21,13.69,1.22,32.93,strong_bull=78; range_or_unclear=3; mild_bull=1,insufficient_sample
vol5_avg_ge_2 + market_bull + tdcc_high_streak2 + macd_hist_pos + return_10d_20_50,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,41,20,48.78,0.04,23,12,8.4,13.48,0.62,100.0,strong_bull=39; mild_bull=2,insufficient_sample
vol5_avg_ge_2 + market_bull + tdcc_high_streak2 + close_above_ema23 + return_10d_20_50,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,41,20,48.78,0.04,23,12,8.4,13.48,0.62,100.0,strong_bull=39; mild_bull=2,insufficient_sample
vol5_avg_ge_3 + tdcc_high_up + return_20d_10_60,price_position+tdcc+volume,D+10,D+1_open,10.0,80,39,48.75,0.07,38,22,9.64,13.35,0.35,100.0,strong_bull=65; range_or_unclear=11; weak_or_correction=2; mild_bull=2,insufficient_sample
vol5_avg_ge_3 + tdcc_high_up + close_above_ema23 + return_20d_10_60,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,80,39,48.75,0.07,38,22,9.64,13.35,0.35,100.0,strong_bull=65; range_or_unclear=11; weak_or_correction=2; mild_bull=2,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + kd_bullish_not_overheated + bb_width_not_extreme + return_10d_10_40,market+price_position+technical+volume,D+10,D+1_open,10.0,78,38,48.72,0.07,50,24,9.21,13.94,1.16,30.77,strong_bull=78,insufficient_sample
vol5_avg_ge_2 + market_bull + tdcc_all_up + bb_width_not_extreme + return_5d_10_30,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,39,19,48.72,0.04,29,13,8.04,15.11,0.85,100.0,strong_bull=36; mild_bull=3,insufficient_sample
vol5_avg_ge_3 + tdcc_all_up + return_10d_20_50,price_position+tdcc+volume,D+10,D+1_open,10.0,37,18,48.65,0.03,19,9,9.73,14.63,-0.11,100.0,strong_bull=30; range_or_unclear=4; weak_or_correction=2; mild_bull=1,insufficient_sample
vol5_avg_ge_3 + tdcc_all_up + macd_hist_pos + return_10d_20_50,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,37,18,48.65,0.03,19,9,9.73,14.63,-0.11,100.0,strong_bull=30; range_or_unclear=4; weak_or_correction=2; mild_bull=1,insufficient_sample
vol5_avg_ge_3 + tdcc_all_up + close_above_ema23 + return_10d_20_50,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,37,18,48.65,0.03,19,9,9.73,14.63,-0.11,100.0,strong_bull=30; range_or_unclear=4; weak_or_correction=2; mild_bull=1,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_high_up + macd_hist_pos + return_20d_10_60,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,62,30,48.39,0.06,33,17,9.64,14.45,0.58,100.0,strong_bull=60; mild_bull=2,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_high_up + macd_hist_pos + kd_bullish_not_overheated,market+tdcc+technical+volume,D+10,D+1_open,10.0,31,15,48.39,0.03,19,11,9.73,12.13,0.64,100.0,strong_bull=31,insufficient_sample
vol5_avg_ge_3 + market_bull + kd_bullish_not_overheated + bb_width_not_extreme + return_20d_10_60,market+price_position+technical+volume,D+10,D+1_open,10.0,60,29,48.33,0.06,44,19,9.1,14.47,1.05,38.33,strong_bull=59; mild_bull=1,insufficient_sample
vol5_avg_ge_3 + tdcc_all_up + close_above_ema23 + near_60d_high_5pct,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,58,28,48.28,0.05,33,18,9.41,12.64,0.4,100.0,strong_bull=47; range_or_unclear=8; weak_or_correction=2; mild_bull=1,insufficient_sample
vol5_avg_ge_3 + market_bull + kd_bullish_not_overheated + bb_width_not_extreme + return_10d_10_40,market+price_position+technical+volume,D+10,D+1_open,10.0,79,38,48.1,0.07,51,24,8.81,13.78,1.1,31.65,strong_bull=78; mild_bull=1,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_all_up + macd_hist_pos + return_10d_10_40,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,50,24,48.0,0.05,23,13,9.64,13.45,0.59,100.0,strong_bull=48; mild_bull=2,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_high_up + macd_hist_pos + return_5d_10_30,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,48,23,47.92,0.04,29,15,9.2,13.81,0.54,100.0,strong_bull=46; mild_bull=2,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_all_up + close_above_ema23 + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,48,23,47.92,0.04,30,16,9.41,13.25,0.51,100.0,strong_bull=47; mild_bull=1,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_all_up + macd_hist_pos + return_10d_10_40,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,48,23,47.92,0.04,22,12,9.64,13.73,0.59,100.0,strong_bull=48,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_high_up + return_20d_10_60,market+price_position+tdcc+volume,D+10,D+1_open,10.0,67,32,47.76,0.06,36,19,9.55,13.93,0.54,100.0,strong_bull=65; mild_bull=2,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_high_up + close_above_ema23 + return_20d_10_60,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,67,32,47.76,0.06,36,19,9.55,13.93,0.54,100.0,strong_bull=65; mild_bull=2,insufficient_sample
vol5_avg_ge_2 + market_bull + tdcc_high_streak2 + return_10d_20_50,market+price_position+tdcc+volume,D+10,D+1_open,10.0,42,20,47.62,0.04,24,12,8.21,13.17,0.62,100.0,strong_bull=39; mild_bull=3,insufficient_sample
vol5_avg_ge_3 + tdcc_high_up + macd_hist_pos + return_10d_20_50,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,42,20,47.62,0.04,22,10,9.29,15.3,0.0,100.0,strong_bull=33; range_or_unclear=5; weak_or_correction=2; mild_bull=2,insufficient_sample
vol5_avg_ge_3 + tdcc_high_up + close_above_ema23 + return_10d_20_50,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,42,20,47.62,0.04,22,10,9.29,15.3,0.0,100.0,strong_bull=33; range_or_unclear=5; weak_or_correction=2; mild_bull=2,insufficient_sample
vol5_avg_ge_2 + tdcc_all_up + kd_bullish_not_overheated + bb_width_not_extreme + return_10d_10_40,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,40,19,47.5,0.04,27,12,7.95,13.31,1.23,100.0,strong_bull=30; range_or_unclear=6; mild_bull=4,insufficient_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_all_up + rsi_50_75 + return_5d_10_30,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,99,47,47.47,0.09,61,30,8.55,16.78,1.05,100.0,strong_bull=99,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_high_up + macd_hist_pos + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,57,27,47.37,0.05,32,17,8.77,13.62,0.54,100.0,strong_bull=57,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_high_up + close_above_ema23 + return_5d_10_30,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,53,25,47.17,0.05,32,17,9.41,13.22,0.5,100.0,strong_bull=51; mild_bull=2,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_all_up + close_above_ema23 + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,53,25,47.17,0.05,30,16,9.57,13.19,0.4,100.0,strong_bull=53,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_all_up + return_10d_10_40,market+price_position+tdcc+volume,D+10,D+1_open,10.0,51,24,47.06,0.05,24,13,9.55,13.38,0.59,100.0,strong_bull=49; mild_bull=2,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_all_up + close_above_ema23 + return_10d_10_40,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,51,24,47.06,0.05,24,13,9.55,13.38,0.59,100.0,strong_bull=49; mild_bull=2,insufficient_sample
vol5_avg_ge_3 + tdcc_high_streak2 + return_20d_10_60,price_position+tdcc+volume,D+10,D+1_open,10.0,34,16,47.06,0.03,18,11,8.38,11.61,-0.09,100.0,strong_bull=27; range_or_unclear=6; weak_or_correction=1,insufficient_sample
vol5_avg_ge_3 + tdcc_high_streak2 + close_above_ema23 + return_20d_10_60,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,34,16,47.06,0.03,18,11,8.38,11.61,-0.09,100.0,strong_bull=27; range_or_unclear=6; weak_or_correction=1,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + kd_bullish_not_overheated + bb_width_not_extreme + return_5d_10_30,market+price_position+technical+volume,D+10,D+1_open,10.0,83,39,46.99,0.07,57,26,8.81,13.91,1.01,38.55,strong_bull=83,insufficient_sample
vol5_avg_ge_2 + tdcc_high_up + kd_bullish_not_overheated + bb_width_not_extreme + return_10d_10_40,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,49,23,46.94,0.04,35,15,7.89,13.07,0.89,100.0,strong_bull=39; range_or_unclear=6; mild_bull=4,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_all_up + return_10d_10_40,market+price_position+tdcc+volume,D+10,D+1_open,10.0,49,23,46.94,0.04,23,12,9.55,13.64,0.59,100.0,strong_bull=49,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_all_up + close_above_ema23 + return_10d_10_40,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,49,23,46.94,0.04,23,12,9.55,13.64,0.59,100.0,strong_bull=49,insufficient_sample
vol5_avg_ge_3 + tdcc_all_up + macd_hist_pos + near_60d_high_10pct,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,64,30,46.88,0.06,33,17,8.89,12.6,0.38,100.0,strong_bull=46; range_or_unclear=15; weak_or_correction=2; mild_bull=1,insufficient_sample
vol5_avg_ge_2 + tdcc_all_up + kd_bullish_not_overheated + bb_width_not_extreme + return_20d_10_60,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,32,15,46.88,0.03,22,11,6.82,11.69,0.96,100.0,strong_bull=26; range_or_unclear=4; mild_bull=2,insufficient_sample
vol5_avg_ge_3 + tdcc_all_up + kd_bullish_not_overheated + return_5d_10_30,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,32,15,46.88,0.03,18,11,9.39,11.67,0.73,100.0,strong_bull=22; range_or_unclear=9; weak_or_correction=1,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_high_up + macd_hist_pos + kd_bullish_not_overheated,market+tdcc+technical+volume,D+10,D+1_open,10.0,32,15,46.88,0.03,20,11,9.29,12.03,0.66,100.0,strong_bull=31; mild_bull=1,insufficient_sample
vol5_avg_ge_3 + tdcc_all_up + kd_bullish_not_overheated + return_10d_10_40,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,30,14,46.67,0.03,16,10,9.57,11.57,0.43,100.0,strong_bull=21; range_or_unclear=8; weak_or_correction=1,insufficient_sample
vol5_avg_ge_3 + tdcc_high_streak2 + macd_hist_pos + return_20d_10_60,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,30,14,46.67,0.03,15,9,6.65,11.96,-0.14,100.0,strong_bull=23; range_or_unclear=6; weak_or_correction=1,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_all_up + macd_hist_pos + return_5d_5_20,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,30,14,46.67,0.03,16,9,8.79,14.54,0.71,100.0,strong_bull=30,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_high_up + kd_bullish_not_overheated + return_5d_5_20,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,30,14,46.67,0.03,17,11,9.09,11.41,0.52,100.0,strong_bull=30,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_all_up + macd_hist_pos + return_5d_5_20,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,30,14,46.67,0.03,16,9,8.79,14.54,0.71,100.0,strong_bull=30,insufficient_sample
vol5_avg_ge_3 + tdcc_high_up + return_10d_20_50,price_position+tdcc+volume,D+10,D+1_open,10.0,43,20,46.51,0.04,23,10,8.85,14.95,0.03,100.0,strong_bull=33; range_or_unclear=6; weak_or_correction=2; mild_bull=2,insufficient_sample
vol5_avg_ge_3 + market_bull + kd_bullish_not_overheated + bb_width_not_extreme + return_5d_10_30,market+price_position+technical+volume,D+10,D+1_open,10.0,84,39,46.43,0.07,58,26,8.79,13.76,0.96,39.29,strong_bull=83; mild_bull=1,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_high_up + return_5d_10_30,market+price_position+tdcc+volume,D+10,D+1_open,10.0,54,25,46.3,0.05,33,17,9.13,13.07,0.46,100.0,strong_bull=51; mild_bull=3,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_all_up + close_above_ema23 + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,54,25,46.3,0.05,31,16,9.41,13.01,0.39,100.0,strong_bull=53; mild_bull=1,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_high_up + close_above_ema23 + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,54,25,46.3,0.05,33,17,7.79,13.43,0.63,100.0,strong_bull=54,insufficient_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_high_streak2 + return_10d_20_50,market+price_position+tdcc+volume,D+10,D+1_open,10.0,39,18,46.15,0.03,22,11,8.03,12.99,0.68,100.0,strong_bull=39,insufficient_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_high_streak2 + macd_hist_pos + return_10d_20_50,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,39,18,46.15,0.03,22,11,8.03,12.99,0.68,100.0,strong_bull=39,insufficient_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_high_streak2 + close_above_ema23 + return_10d_20_50,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,39,18,46.15,0.03,22,11,8.03,12.99,0.68,100.0,strong_bull=39,insufficient_sample
vol5_avg_ge_3 + kd_bullish_not_overheated + bb_width_not_extreme + return_5d_10_30,price_position+technical+volume,D+10,D+1_open,10.0,87,40,45.98,0.08,61,27,8.76,13.52,1.04,41.38,strong_bull=83; range_or_unclear=3; mild_bull=1,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_high_up + macd_hist_pos,market+tdcc+technical+volume,D+10,D+1_open,10.0,74,34,45.95,0.06,36,19,8.46,15.03,0.69,100.0,strong_bull=74,insufficient_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_high_up + bb_width_not_extreme + return_5d_10_30,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,48,22,45.83,0.04,36,15,7.97,14.23,0.89,100.0,strong_bull=48,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_high_up + macd_hist_pos + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,59,27,45.76,0.05,34,17,8.77,13.36,0.54,100.0,strong_bull=57; mild_bull=2,insufficient_sample
vol5_avg_ge_3 + tdcc_all_up + macd_hist_pos + return_5d_10_30,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,55,25,45.45,0.05,27,15,8.41,12.9,0.39,100.0,strong_bull=38; range_or_unclear=14; weak_or_correction=2; mild_bull=1,insufficient_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + macd_hist_pos + return_10d_20_50,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,84,38,45.24,0.07,38,21,8.45,12.53,1.0,100.0,strong_bull=81; mild_bull=3,insufficient_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + close_above_ema23 + return_10d_20_50,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,84,38,45.24,0.07,38,21,8.45,12.53,1.0,100.0,strong_bull=81; mild_bull=3,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_high_up + kd_bullish_not_overheated + return_5d_5_20,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,31,14,45.16,0.03,18,11,8.85,11.32,0.54,100.0,strong_bull=30; mild_bull=1,insufficient_sample
vol5_avg_ge_2 + market_bull + tdcc_high_up + bb_width_not_extreme + return_5d_10_30,market+price_position+tdcc+technical+volume,D+10,D+1_open,10.0,51,23,45.1,0.04,39,16,7.9,14.47,0.87,100.0,strong_bull=48; mild_bull=3,insufficient_sample
vol5_avg_ge_3 + market_bull + tdcc_all_up + close_above_ema23,market+tdcc+technical+volume,D+10,D+1_open,10.0,71,32,45.07,0.06,36,19,9.41,13.67,0.55,100.0,strong_bull=69; mild_bull=2,insufficient_sample
vol5_avg_ge_3 + market_strong_bull + tdcc_all_up + close_above_ema23,market+tdcc+technical+volume,D+10,D+1_open,10.0,69,31,44.93,0.06,35,18,9.41,13.87,0.55,100.0,strong_bull=69,insufficient_sample
vol5_avg_ge_3 + tdcc_all_up + close_above_ema23 + return_5d_10_30,price_position+tdcc+technical+volume,D+10,D+1_open,10.0,58,26,44.83,0.05,29,16,8.89,12.64,0.39,100.0,strong_bull=41; range_or_unclear=14; weak_or_correction=2; mild_bull=1,insufficient_sample
