profile,strategy,horizon,slippage_bps,partition,original_primary_samples,original_primary_mean_net_return_pct,matched_known_action_samples,theoretical_gross_proxy_samples,theoretical_gross_proxy_mean_pct,conditional_costed_proxy_samples,conditional_costed_proxy_mean_pct,fractional_samples,pending_rights_samples,original_anomaly_candidate_samples,corporate_action_coverage_complete,total_return_verified,formal_use,promotion_evidence_allowed
full_available,trend_12,60,20,purged_cross_split,1018,12.76009881508181800889890677,0,0,,0,,0,0,89,False,False,False,False
full_available,trend_12,60,20,training,981,7.054196956666661429077897058,1,1,66.45962732919254658385093168,0,,0,0,37,False,False,False,False
full_available,trend_12,60,20,validation,742,4.64957762056418756887146191,1,1,-4.423555844709897610921501706,0,,1,0,24,False,False,False,False
full_available,trend_8,20,0,all,7340,1.322817228825991017243997085,1,1,0,0,,0,0,288,False,False,False,False
full_available,trend_8,20,0,purged_cross_split,754,4.419814600112088133975606984,0,0,,0,,0,0,52,False,False,False,False
full_available,trend_8,20,0,training,3586,0.4433189191562038835153767571,1,1,0,0,,0,0,91,False,False,False,False
full_available,trend_8,20,0,validation,3000,1.595732202334704162422396659,0,0,,0,,0,0,145,False,False,False,False
full_available,trend_8,20,10,all,7340,1.120374122892006097058778211,1,1,0,0,,0,0,288,False,False,False,False
full_available,trend_8,20,10,purged_cross_split,754,4.211182662464316596247675878,0,0,,0,,0,0,52,False,False,False,False
full_available,trend_8,20,10,training,3586,0.2426336280277219437450094619,1,1,0,0,,0,0,91,False,False,False,False
full_available,trend_8,20,10,validation,3000,1.392743381473939716190360121,0,0,,0,,0,0,145,False,False,False,False
full_available,trend_8,20,20,all,7340,0.9183349461374643967639671906,1,1,0,0,,0,0,288,False,False,False,False
full_available,trend_8,20,20,purged_cross_split,754,4.002967076459880233030142489,0,0,,0,,0,0,52,False,False,False,False
full_available,trend_8,20,20,training,3586,0.04234874278879969018107638542,1,1,0,0,,0,0,91,False,False,False,False
full_available,trend_8,20,20,validation,3000,1.190159579119201095851150584,0,0,,0,,0,0,145,False,False,False,False
full_available,trend_8,60,0,all,3214,7.232046411300856968100574518,2,2,26.59027152956989247311827957,0,,1,0,149,False,False,False,False
full_available,trend_8,60,0,purged_cross_split,1189,13.24080307839497206623747848,0,0,,0,,0,0,97,False,False,False,False
full_available,trend_8,60,0,training,1214,4.041184592702649272440650754,1,1,67.08333333333333333333333333,0,,0,0,35,False,False,False,False
full_available,trend_8,60,0,validation,811,3.199117398481277795284752829,1,1,-13.90279027419354838709677419,0,,1,0,17,False,False,False,False
full_available,trend_8,60,10,all,3214,7.017797980394951585222216195,2,2,26.59027152956989247311827957,0,,1,0,149,False,False,False,False
full_available,trend_8,60,10,purged_cross_split,1189,13.01454752593591150587448455,0,0,,0,,0,0,97,False,False,False,False
full_available,trend_8,60,10,training,1214,3.833311855694546276387740059,1,1,67.08333333333333333333333333,0,,0,0,35,False,False,False,False
full_available,trend_8,60,10,validation,811,2.992928616323546775443556308,1,1,-13.90279027419354838709677419,0,,1,0,17,False,False,False,False
full_available,trend_8,60,20,all,3214,6.80397692672010403556452383,2,2,26.59027152956989247311827957,0,,1,0,149,False,False,False,False
full_available,trend_8,60,20,purged_cross_split,1189,12.78874338009346005981520569,0,0,,0,,0,0,97,False,False,False,False
full_available,trend_8,60,20,training,1214,3.625853830711614976863467813,1,1,67.08333333333333333333333333,0,,0,0,35,False,False,False,False
full_available,trend_8,60,20,validation,811,2.78715094089197259836233075,1,1,-13.90279027419354838709677419,0,,1,0,17,False,False,False,False
