record_type,stock_id,signal_date,horizon,trade_id,status,reasons,source_row_sha256,source_row_json,primary_row_retained,formal_use,promotion_evidence_allowed,total_return_verified
source_feature_unavailable,6461,20260618,,,,raw_volume_lineage_unresolved,7bcd1789cb1e341d482a7452246905135a0d67e6231caa74bfd255423ce1d9dc,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260618"",""stock_id"":""6461"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,4747,20260622,,,,raw_volume_lineage_unresolved,76cbe2d6ec4de42335b1332ec50b1211e0459361af487cce0b03db70c9d7af31,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260622"",""stock_id"":""4747"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,5386,20260622,,,,raw_volume_lineage_unresolved,2e7d21492165d1ed17faf19b5eb1550ef574269f18a73aaf588d9e5fb6fd5b85,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260622"",""stock_id"":""5386"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,6461,20260622,,,,raw_volume_lineage_unresolved,ed57075e57f04f6774be0b372965f6a5bbcabc51d27602de0b26da361791e6f1,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260622"",""stock_id"":""6461"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,4747,20260623,,,,raw_volume_lineage_unresolved,98159b6de15a3e1f9cf387306869ba88a0a5d2b996a0b9931b2207653d52a26f,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260623"",""stock_id"":""4747"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,5386,20260623,,,,raw_volume_lineage_unresolved,9953980f75bb94043b9ca1bb2ba5cc90fd54d477c28fc60f16ca66193f4af3d7,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260623"",""stock_id"":""5386"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,6461,20260623,,,,raw_volume_lineage_unresolved,e538002591fb487094fd1fdb2a775a81cdc3cc3ecddad4f8b51fa442cef814ad,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260623"",""stock_id"":""6461"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,4747,20260624,,,,raw_volume_lineage_unresolved,37b703894308e0b2046254a441e4efbdc1c85879eadb090de8886c728c415ce7,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260624"",""stock_id"":""4747"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,5386,20260624,,,,raw_volume_lineage_unresolved,22b1553738f392674b3cb0b16b4c6bfe44f50de4436a8cad219b25514ef54829,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260624"",""stock_id"":""5386"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,6461,20260624,,,,raw_volume_lineage_unresolved,9433712431ea687fe776ae84ddac774f9f21673ce3ac610c73f0155a0fd6f4c7,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260624"",""stock_id"":""6461"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,4747,20260626,,,,raw_volume_lineage_unresolved,821acb7352d9b13775e20e412607e94cbcee552b38d620b31eb7d88290a90d81,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260626"",""stock_id"":""4747"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,5386,20260626,,,,raw_volume_lineage_unresolved,df07ec7b7f496bd28c5f8c2d30efd7d56cbf4c7b46845c05dc6994d086882452,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260626"",""stock_id"":""5386"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,6461,20260626,,,,raw_volume_lineage_unresolved,86e0171f69e78b19a730047e6c5bff19d22d274c385b7a0a3e8737558ecf089c,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260626"",""stock_id"":""6461"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,4747,20260629,,,,raw_volume_lineage_unresolved,7a80256567d616c24a51fdea8c35a9650026704a6881b48cb52d768fad914214,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260629"",""stock_id"":""4747"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,5386,20260629,,,,raw_volume_lineage_unresolved,431dfcb5b710f1f1cf510d1dd0bf9af8f333f719bdaa568d81e33ace30f9ae47,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260629"",""stock_id"":""5386"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,6461,20260629,,,,raw_volume_lineage_unresolved,9257e0d174d7f653a273dedbc512759f1a602776d7365078baf12074eb78455c,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260629"",""stock_id"":""6461"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,4747,20260630,,,,raw_volume_lineage_unresolved,a42fc440ce9bbbbbd8dde9c147328e97c7df22b1bf24ccc967e60614fa54b8eb,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260630"",""stock_id"":""4747"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,5386,20260630,,,,raw_volume_lineage_unresolved,4efd79224a2b5f7b1de58abff6f4990780e4f15884cd596b3489ba32f20fe4da,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260630"",""stock_id"":""5386"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,6461,20260630,,,,raw_volume_lineage_unresolved,c70c7c7bc4a48eda38c8966d1fec25f4b13e78aa6f741238eb1988067a45881c,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260630"",""stock_id"":""6461"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,4747,20260701,,,,raw_volume_lineage_unresolved,55781cad95e9cb6161f041d4c79a7c903d88ccb34c0033cac69790220dad92ea,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260701"",""stock_id"":""4747"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,5386,20260701,,,,raw_volume_lineage_unresolved,1f1a15d9c22bea87c73218ce47eca5f310fccb8627cf6016ee31af5312b5032c,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260701"",""stock_id"":""5386"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,6461,20260701,,,,raw_volume_lineage_unresolved,12e8a292157b52f9a0e84deaab8f5fb5a1a4eefbf352f7831158822a00d1a64a,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260701"",""stock_id"":""6461"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,4747,20260702,,,,raw_volume_lineage_unresolved,aad2c9ed3be96fa3009337ef267c3647812a85dc1da8a31f26501be630ca7786,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260702"",""stock_id"":""4747"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,5386,20260702,,,,raw_volume_lineage_unresolved,a2adbd73ac0ef2f1cf20c9ee4b6f23c86f07b79b33d0152c3a6b91e827791434,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260702"",""stock_id"":""5386"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,6461,20260702,,,,raw_volume_lineage_unresolved,729558732c6216d010c84aee4269faa4fc970e7fab0f362aab5744343f94e7b7,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260702"",""stock_id"":""6461"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,4747,20260703,,,,raw_volume_lineage_unresolved,21afda4a2708e5e9711380784d5d6e04dac031b0a018afaa4dd3b3dd40f20873,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260703"",""stock_id"":""4747"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,5386,20260703,,,,raw_volume_lineage_unresolved,5a88a7cb2676537b3169d53a85cd25e9828ace3c88d49900b7ad71ae75e931cd,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260703"",""stock_id"":""5386"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,6461,20260703,,,,raw_volume_lineage_unresolved,fde0dcaf211bdac1295b9b9ee7d7f485fa04d9fcd8d5593035d4618c1435466e,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""raw_volume_lineage_unresolved"",""record_type"":""feature_unavailable"",""signal_date"":""20260703"",""stock_id"":""6461"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,4747,20260715,,,,tdcc_four_batch_coverage_missing,bbe63199f5e105e3161c351689721f4085a17c47dc70650bc18a1a4519133442,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""tdcc_four_batch_coverage_missing"",""record_type"":""feature_unavailable"",""signal_date"":""20260715"",""stock_id"":""4747"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,5386,20260715,,,,tdcc_four_batch_coverage_missing,1b95c05829d0d3f00fd91fc02410913f0375bb1a273793ede28f579b287f7c5f,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""tdcc_four_batch_coverage_missing"",""record_type"":""feature_unavailable"",""signal_date"":""20260715"",""stock_id"":""5386"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,6461,20260715,,,,tdcc_four_batch_coverage_missing,6fb82224c6d6ea5a212df93d258afee859c8ba5a46a962a3b2fc69dbd59c234f,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""tdcc_four_batch_coverage_missing"",""record_type"":""feature_unavailable"",""signal_date"":""20260715"",""stock_id"":""6461"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,6669,20260715,,,,tdcc_four_batch_coverage_missing,52c474b3f096a0f86e5382ea7460427e6ccedfb131d3a66162232a57f194f70f,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""tdcc_four_batch_coverage_missing"",""record_type"":""feature_unavailable"",""signal_date"":""20260715"",""stock_id"":""6669"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,4747,20260716,,,,tdcc_four_batch_coverage_missing,b2f74f69c8b8d5c1ec53aca2fec48996b021d80cddabb17e88b612cf654a103d,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""tdcc_four_batch_coverage_missing"",""record_type"":""feature_unavailable"",""signal_date"":""20260716"",""stock_id"":""4747"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,5386,20260716,,,,tdcc_four_batch_coverage_missing,fbf9e5228de0d8211c8ba8295f0c63869089e7042bfa1754096e8a934eb50169,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""tdcc_four_batch_coverage_missing"",""record_type"":""feature_unavailable"",""signal_date"":""20260716"",""stock_id"":""5386"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,6461,20260716,,,,tdcc_four_batch_coverage_missing,de4086a2fe1ffb41f2a1de2c68ebfeec6bdbc6a260f6b1b4d188061b5acff19f,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""tdcc_four_batch_coverage_missing"",""record_type"":""feature_unavailable"",""signal_date"":""20260716"",""stock_id"":""6461"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,6669,20260716,,,,tdcc_four_batch_coverage_missing,bc640911dbf2301d57e5707a70bbf714835e1cd831060fd0eb8cbc0bb3e57c6d,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""tdcc_four_batch_coverage_missing"",""record_type"":""feature_unavailable"",""signal_date"":""20260716"",""stock_id"":""6669"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,4747,20260717,,,,tdcc_four_batch_coverage_missing,51cbcc9dde1e4918818bf4627fe4df29d12f010052314a387212571f3d0cb309,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""tdcc_four_batch_coverage_missing"",""record_type"":""feature_unavailable"",""signal_date"":""20260717"",""stock_id"":""4747"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,5386,20260717,,,,tdcc_four_batch_coverage_missing,85ca2efba304507d73b5d093f6332b6432f6c5f3bcac271fe735f56cd0b54d0e,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""tdcc_four_batch_coverage_missing"",""record_type"":""feature_unavailable"",""signal_date"":""20260717"",""stock_id"":""5386"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
source_feature_unavailable,6461,20260717,,,,tdcc_four_batch_coverage_missing,05ceb79846fdb0d9e44d628017dedebbcae45becfe631570fd1e3f952d4ae2e9,"{""entry_date"":"""",""entry_open"":"""",""exit_date"":"""",""horizon"":"""",""primary_row_retained"":""True"",""proxy_result_must_not_release_strict_lock"":"""",""reasons"":""tdcc_four_batch_coverage_missing"",""record_type"":""feature_unavailable"",""signal_date"":""20260717"",""stock_id"":""6461"",""strict_entry_established"":"""",""strict_prior_position_locked"":"""",""strict_v3_status"":""""}",True,False,False,False
