variant,horizon,slippage_bps,partition,population,samples,stocks,signal_dates,entry_dates,total_input_signals,condition_passed_signals,unsupported_signals,filter_rejected_signals,overlap_blocked_signals,missing_entry_signals,entry_after_as_of_signals,immature_positions,missing_exit_positions,purged_positions,anomaly_candidate_positions,win_count,neutral_count,failure_count,win_rate_pct,neutral_rate_pct,failure_rate_pct,mean_net_return_pct,median_net_return_pct,high_return_ge10_rate_pct,loss_le_minus10_rate_pct,min_net_return_pct,max_net_return_pct,formal_use,promotion_evidence_allowed
baseline,60,20,all,primary,5115,1886,165,165,210140,210140,0,0,203233,53,2,1704,33,1472,223,2202,0,2913,43.049853372434015,0.0,56.95014662756598,5.911848681365384,-2.238420807014453,24.887585532746822,25.61094819159335,-87.80922316693005,411.69017114293706,False,False
baseline,60,20,all,sensitivity_excluding_candidates,4892,1878,164,164,210140,210140,0,0,203233,53,2,1704,33,1346,0,1982,0,2910,40.51512673753066,0.0,59.48487326246934,0.6518217794737159,-2.8512819511161416,21.524938675388388,26.717089125102206,-67.49594915200365,70.31261609890537,False,False
baseline,60,0,training,primary,2644,1780,58,58,63691,63691,0,0,61005,26,0,0,16,0,53,1065,0,1579,40.27987897125567,0.0,59.72012102874432,2.434352969804742,-2.602567366331634,19.780635400907716,23.789712556732223,-87.7603623379398,409.59819294542314,False,False
baseline,60,0,training,sensitivity_excluding_candidates,2591,1751,58,58,63691,63691,0,0,61005,26,0,0,16,0,0,1014,0,1577,39.135468930914705,0.0,60.864531069085295,0.1454169004428673,-2.8436182984701346,18.216904670011576,24.199150906985718,-55.745894470321986,70.69510852695286,False,False
baseline,60,10,training,primary,2644,1780,58,58,63691,63691,0,0,61005,26,0,0,16,0,53,1045,0,1599,39.52344931921331,0.0,60.47655068078669,2.229690920404902,-2.797167631333968,19.70499243570348,24.43267776096823,-87.7848171584434,408.58001473774,False,False
baseline,60,10,training,sensitivity_excluding_candidates,2591,1751,58,58,63691,63691,0,0,61005,26,0,0,16,0,0,994,0,1597,38.363566190659974,0.0,61.63643380934002,-0.054673130482154844,-3.037736943228436,18.139714395986108,24.85526823620224,-55.83442958869392,70.35405935906685,False,False
baseline,60,20,training,primary,2644,1780,58,58,63691,63691,0,0,61005,26,0,0,16,0,53,1028,0,1616,38.88048411497731,0.0,61.11951588502269,2.025437222386958,-2.991379472653663,19.47806354009077,24.92435703479576,-87.80922316693005,407.5638688218885,False,False
baseline,60,20,training,sensitivity_excluding_candidates,2591,1751,58,58,63691,63691,0,0,61005,26,0,0,16,0,0,977,0,1614,37.70744886144346,0.0,62.29255113855654,-0.25436393372648525,-3.2314681256219506,17.908143573909687,25.35700501736781,-55.92278799026272,70.01369092804288,False,False
baseline,60,0,purged_cross_split,primary,1472,1472,58,58,56351,56351,0,0,54859,11,0,0,9,1472,126,732,0,740,49.72826086956522,0.0,50.27173913043478,13.24302986427973,-0.11738540957841127,33.15217391304348,24.116847826086957,-67.36567239509786,413.7410335523276,False,False
baseline,60,0,purged_cross_split,sensitivity_excluding_candidates,1346,1346,57,57,56351,56351,0,0,54859,11,0,0,9,1346,0,606,0,740,45.022288261515605,0.0,54.9777117384844,2.6461307538137375,-1.5727091719158957,26.894502228826152,26.374442793462112,-67.36567239509786,70.99523179469256,False,False
baseline,60,10,purged_cross_split,primary,1472,1472,58,58,56351,56351,0,0,54859,11,0,0,9,1472,126,728,0,744,49.45652173913043,0.0,50.54347826086957,13.016769762141935,-0.3169510730957371,32.94836956521739,24.320652173913043,-67.4308758468559,412.71457794083443,False,False
baseline,60,10,purged_cross_split,sensitivity_excluding_candidates,1346,1346,57,57,56351,56351,0,0,54859,11,0,0,9,1346,0,602,0,744,44.72511144130758,0.0,55.274888558692425,2.4410420187447013,-1.7693670956483314,26.671619613670135,26.59732540861813,-67.4308758468559,70.65358297991796,False,False
baseline,60,20,purged_cross_split,primary,1472,1472,58,58,56351,56351,0,0,54859,11,0,0,9,1472,126,719,0,753,48.84510869565217,0.0,51.15489130434783,12.790961202131594,-0.5161184019553438,32.54076086956522,24.932065217391305,-67.49594915200365,411.69017114293706,False,False
baseline,60,20,purged_cross_split,sensitivity_excluding_candidates,1346,1346,57,57,56351,56351,0,0,54859,11,0,0,9,1346,0,593,0,753,44.056463595839524,0.0,55.943536404160476,2.236362566429899,-1.9656324885948742,26.2258543833581,27.26597325408618,-67.49594915200365,70.31261609890537,False,False
baseline,60,0,validation,primary,999,999,49,49,90098,90098,0,0,87369,16,2,1704,8,0,44,461,0,538,46.146146146146144,0.0,53.85385385385385,6.486710417944207,-1.4798056913043058,28.32832832832833,27.72772772772773,-85.98979727909082,356.5153024851067,False,False
baseline,60,0,validation,sensitivity_excluding_candidates,955,955,49,49,90098,90098,0,0,87369,16,2,1704,8,0,0,418,0,537,43.7696335078534,0.0,56.2303664921466,1.2814116188909686,-2.3917281510211583,25.13089005235602,28.90052356020942,-49.97138754693916,67.33357935239313,False,False
baseline,60,10,validation,primary,999,999,49,49,90098,90098,0,0,87369,16,2,1704,8,0,44,456,0,543,45.645645645645644,0.0,54.35435435435435,6.273951273461887,-1.6766492363766248,28.32832832832833,28.128128128128125,-86.0177896921196,355.60318399862297,False,False
baseline,60,10,validation,sensitivity_excluding_candidates,955,955,49,49,90098,90098,0,0,87369,16,2,1704,8,0,0,413,0,542,43.24607329842932,0.0,56.75392670157068,1.0790510559988917,-2.5867496731969406,25.13089005235602,29.31937172774869,-50.07134481457764,66.99924652651423,False,False
baseline,60,20,validation,primary,999,999,49,49,90098,90098,0,0,87369,16,2,1704,8,0,44,455,0,544,45.545545545545544,0.0,54.454454454454456,6.061616716371486,-1.8730998801613745,27.927927927927925,28.428428428428425,-86.0457262320685,354.6928861079207,False,False
baseline,60,20,validation,sensitivity_excluding_candidates,955,955,49,49,90098,90098,0,0,87369,16,2,1704,8,0,0,412,0,543,43.1413612565445,0.0,56.858638743455494,0.8770943278074316,-2.7813819308574015,24.712041884816756,29.63350785340314,-50.17110256671186,66.6655810316251,False,False
tdcc_both_net_positive,20,0,all,primary,8414,1705,220,220,210140,106055,0,104085,96757,42,13,783,46,852,306,3588,0,4826,42.643213691466606,0.0,57.356786308533394,1.140912254622322,-1.2551481995407858,14.79676729260756,13.453767530306632,-88.49746694801371,248.10314685314685,False,False
tdcc_both_net_positive,20,0,all,sensitivity_excluding_candidates,8108,1696,220,220,210140,106055,0,104085,96757,42,13,783,46,803,0,3296,0,4812,40.65120868278244,0.0,59.34879131721756,-0.7805733515505177,-1.5242705794184914,11.753823384311792,13.788850518006907,-37.128802460121896,35.56704423469284,False,False
tdcc_both_net_positive,20,10,all,primary,8414,1705,220,220,210140,106055,0,104085,96757,42,13,783,46,852,306,3499,0,4915,41.58545281673401,0.0,58.41454718326599,0.9388328321293474,-1.4524406107305143,14.48775849774186,13.845971000713098,-88.52044903203367,247.40884957297797,False,False
tdcc_both_net_positive,20,10,all,sensitivity_excluding_candidates,8108,1696,220,220,210140,106055,0,104085,96757,42,13,783,46,803,0,3207,0,4901,39.553527380365075,0.0,60.446472619634925,-0.9788144273109738,-1.7210252835555173,11.43315244203256,14.195855944745931,-37.25441923842335,35.296181009448695,False,False
tdcc_both_net_positive,20,20,all,primary,8414,1705,220,220,210140,106055,0,104085,96757,42,13,783,46,852,306,3402,0,5012,40.432612312811976,0.0,59.567387687188024,0.7371565908220225,-1.6493392246923195,14.2144045638222,14.226289517470883,-88.54338524363042,246.7159332798269,False,False
tdcc_both_net_positive,20,20,all,sensitivity_excluding_candidates,8108,1696,220,220,210140,106055,0,104085,96757,42,13,783,46,803,0,3110,0,4998,38.357178095707944,0.0,61.642821904292056,-1.1766599857012865,-1.91738726373219,11.149481993093241,14.590527873704984,-37.37978528463239,35.02585842936472,False,False
tdcc_both_net_positive,20,0,training,primary,4432,1543,110,110,99756,48570,0,51186,44091,22,0,0,25,0,109,1755,0,2677,39.59837545126354,0.0,60.401624548736464,0.2846843694434953,-1.6244906478274959,12.477436823104693,12.454873646209386,-45.02184688024384,152.92557370452988,False,False
tdcc_both_net_positive,20,0,training,sensitivity_excluding_candidates,4323,1528,110,110,99756,48570,0,51186,44091,22,0,0,25,0,0,1649,0,2674,38.14480684709692,0.0,61.85519315290308,-0.9959612645475464,-1.8090032791567703,10.340041637751561,12.699514226231784,-37.128802460121896,35.56704423469284,False,False
tdcc_both_net_positive,20,10,training,primary,4432,1543,110,110,99756,48570,0,51186,44091,22,0,0,25,0,109,1707,0,2725,38.515342960288805,0.0,61.48465703971119,0.0843161906546155,-1.8210451120676008,12.296931407942239,12.815884476534295,-45.13169334002358,152.42022790292242,False,False
tdcc_both_net_positive,20,10,training,sensitivity_excluding_candidates,4323,1528,110,110,99756,48570,0,51186,44091,22,0,0,25,0,0,1601,0,2722,37.03446680545917,0.0,62.965533194540825,-1.193771606463981,-2.0051890867908226,10.15498496414527,13.069627573444368,-37.25441923842335,35.296181009448695,False,False
tdcc_both_net_positive,20,20,training,primary,4432,1543,110,110,99756,48570,0,51186,44091,22,0,0,25,0,109,1651,0,2781,37.251805054151625,0.0,62.74819494584838,-0.11565225606682102,-2.0172072520277853,12.093862815884476,13.1543321299639,-45.241320545392576,151.91589077556966,False,False
tdcc_both_net_positive,20,20,training,sensitivity_excluding_candidates,4323,1528,110,110,99756,48570,0,51186,44091,22,0,0,25,0,0,1545,0,2778,35.73907009021513,0.0,64.26092990978486,-1.3911873223582114,-2.200983305986484,9.94679620633819,13.416608836456165,-37.37978528463239,35.02585842936472,False,False
tdcc_both_net_positive,20,0,purged_cross_split,primary,852,852,20,20,20286,10875,0,9411,10014,5,0,0,4,852,49,436,0,416,51.173708920187785,0.0,48.82629107981221,3.9320883372427797,0.14819978396881311,19.835680751173708,9.272300469483568,-36.91390385983924,147.97257064576516,False,False
tdcc_both_net_positive,20,0,purged_cross_split,sensitivity_excluding_candidates,803,803,20,20,20286,10875,0,9411,10014,5,0,0,4,803,0,388,0,415,48.318804483188046,0.0,51.681195516811954,1.0317434524759592,-0.21789560894780446,15.068493150684931,9.71357409713574,-34.705013440953024,34.9779346625018,False,False
tdcc_both_net_positive,20,10,purged_cross_split,primary,852,852,20,20,20286,10875,0,9411,10014,5,0,0,4,852,49,423,0,429,49.647887323943664,0.0,50.352112676056336,3.7244300580173184,-0.05189651929585985,19.483568075117372,9.389671361502346,-37.039950005973424,147.47712095416523,False,False
tdcc_both_net_positive,20,10,purged_cross_split,sensitivity_excluding_candidates,803,803,20,20,20286,10875,0,9411,10014,5,0,0,4,803,0,375,0,428,46.699875466998755,0.0,53.300124533001245,0.8298798274676921,-0.41726114359732,14.694894146948942,9.838107098381071,-34.83557908003073,34.70824847935994,False,False
