variant,partition,slippage_bps,signal_date,stock_id,horizon,net_return_pct,reason,disposition,primary_row_retained,exclusion_allowed_only_as_sensitivity,entry_date,exit_date,represented_in_current_proxy_trade
baseline,training,10,20251015,4950,20,106.66224985742973105787139555059424501459070199174,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251016,20251114,True
baseline,training,10,20251015,5340,20,37.393157351321028994050522129354970221709737189519,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251016,20251114,True
baseline,training,10,20251015,6573,20,73.162523090163243237880764480334918973616202300584,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251016,20251114,True
baseline,training,10,20251015,8131,20,41.891263667973791531592632765397060148007789554070,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251016,20251114,True
baseline,training,10,20251016,2832,20,38.986645493756355923398955040031554542066383081286,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251017,20251117,True
baseline,training,10,20251017,2337,20,35.590836939051848957683234582754400408073325255270,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251020,20251118,True
baseline,training,10,20251017,2515,20,49.215251364502457439988603176864449034831540708028,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251020,20251118,True
baseline,training,10,20251017,5498,20,41.813065120898578640145075513941895055614288430039,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251020,20251118,True
baseline,training,10,20251017,6751,20,43.364301895333249048699944018152268643025736186331,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251020,20251118,True
baseline,training,10,20251017,8150,20,43.950070902408750772024993934280221601599870016674,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251020,20251118,True
baseline,training,10,20251021,4943,20,52.499808359829172389140782270050608620397719790040,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251022,20251120,True
baseline,training,10,20251023,2485,20,36.600276677413292081712906070638580867151469588978,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251027,20251124,True
baseline,training,10,20251023,6221,20,-41.735490779795890791333917149798374587758908347848,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251027,20251124,True
baseline,training,10,20251023,8277,20,-39.377992389950349857482193902794546876729766112396,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251027,20251124,True
baseline,training,10,20251029,8422,20,-90.078280059307095780121718160013589027244568098851,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251030,20251127,True
baseline,training,10,20251031,4416,20,-42.050131319846754113985256509813882813994822524261,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251103,20251201,True
baseline,training,10,20251107,8043,20,83.874222800262627471119520891991348006620582822137,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251110,20251208,True
baseline,training,10,20251113,6706,20,50.733822175911429494304666415178166701476753882844,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251114,20251212,True
baseline,training,10,20251117,3491,20,35.376356524120959800117001105592363050485226384570,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251118,20251216,True
baseline,training,10,20251117,4939,20,47.625591053051679723188951570765550360756224658229,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251118,20251216,True
baseline,training,10,20251117,6603,20,36.799471909553679395291461733145969472840045909785,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251118,20251216,True
baseline,training,10,20251117,6624,20,73.419297546955294721385266155003273943062364957765,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251118,20251216,True
baseline,training,10,20251117,7717,20,160.16954511150282176569716824853255439669799207458,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251118,20251216,True
baseline,training,10,20251119,4971,20,75.124333892953068459297384284097494880562743797393,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251120,20251218,True
baseline,training,10,20251119,6431,20,83.657369114953758963704365974216543538238845829784,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251120,20251218,True
baseline,training,10,20251119,8431,20,36.287361822704728295031343955857293581805383257545,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251120,20251218,True
baseline,training,10,20251121,3081,20,42.405862678180507626488280526863781020725022581201,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251124,20251222,True
baseline,training,10,20251121,3229,20,71.722075896607957651739493384380189913074782904506,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251124,20251222,True
baseline,training,10,20251121,4764,20,114.19787909346363315811991635858513408472007188462,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251124,20251222,True
baseline,training,10,20251121,4903,20,50.569232326809249343200762747397610608908311598910,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251124,20251222,True
baseline,training,10,20251121,5309,20,35.672003734474940279396202433147513680481474102836,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251124,20251222,True
baseline,training,10,20251121,5498,20,65.226178067801751998383707848644338786543229401069,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251124,20251222,True
baseline,training,10,20251121,6244,20,36.828948201712600679367154786740700343228505303431,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251124,20251222,True
baseline,training,10,20251121,8131,20,45.277719807805073492626077396940165868954698578596,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251124,20251222,True
baseline,training,10,20251121,8499,20,56.787673136875523474619762409661803026258676956433,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251124,20251222,True
baseline,training,10,20251126,5522,20,35.647203250082345341144699267496109407553112963259,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251127,20251226,True
baseline,training,10,20251126,6127,20,35.880316902060916839856850341909133131641057846215,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251127,20251226,True
baseline,training,10,20251126,6218,20,47.330745420700111977370650884181773896806687408846,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251127,20251226,True
baseline,training,10,20251126,6588,20,69.332956106165346462759698641277511456117577043628,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251127,20251226,True
baseline,training,10,20251128,1721,20,46.166999142712178735762898682576062424549923893836,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251201,20251230,True
baseline,training,10,20251128,2493,20,37.271659435868706888273236995538485146562866581071,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251201,20251230,True
baseline,training,10,20251201,4909,20,36.931339532369906192472193815017133892998943197148,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251202,20251231,True
baseline,training,10,20251202,2349,20,55.805499910332350505567306120080806375897335815896,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251203,20260102,True
baseline,training,10,20251202,6234,20,39.376542024019368803052054418856725569659638611382,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251203,20260102,True
baseline,training,10,20251203,4530,20,109.59734994852160483896914513690035713136642965156,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251204,20260105,True
baseline,training,10,20251203,6443,20,93.113395447381044840898188546497018982570756333234,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251204,20260105,True
baseline,training,10,20251205,3481,20,52.087264142801265377372970765189621485489838484745,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251208,20260107,True
baseline,training,10,20251209,3701,20,62.703445972777529007650280977269118845828626031708,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251210,20260109,True
baseline,training,10,20251212,2408,20,49.457755794514130445937175487693388220169404116038,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251215,20260114,True
baseline,training,10,20251212,3264,20,49.942391386677330654109082469248011485371478891966,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251215,20260114,True
baseline,training,10,20251212,5347,20,36.547533035063276721965255067515533920274534488625,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251215,20260114,True
baseline,training,10,20251215,3265,20,37.854666483665832670424204411349652457996145165006,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251216,20260115,True
baseline,training,10,20251216,3669,20,37.273111508216894001055680251866781951821729043298,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251217,20260116,True
baseline,training,10,20251216,8068,20,38.854839864784068982911934435541830983475523380848,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251217,20260116,True
baseline,training,10,20251217,3623,20,35.109135597914893869771072982303430527614291557125,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251218,20260119,True
baseline,training,10,20251217,6205,20,43.737737602345920108493057425444158964277410875624,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251218,20260119,True
baseline,training,10,20251218,1802,20,50.690784061651628001158867043402632819293025867079,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251219,20260120,True
baseline,training,10,20251218,3691,20,63.194738211921294835481568927692605121993014887842,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251219,20260120,True
baseline,training,10,20251218,6461,20,54.375235687391289387258690323856360559143838733136,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251219,20260120,True
baseline,training,10,20251219,1514,20,37.719396191707476484877643450557644845709726389087,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251222,20260121,True
baseline,training,10,20251219,1528,20,84.434425891407974148657631749440645689870912027498,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251222,20260121,True
baseline,training,10,20251219,1809,20,61.476702759701134581400117051927834742839120912687,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251222,20260121,True
baseline,training,10,20251219,2484,20,36.274225691444708562183630091379620589652920088074,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251222,20260121,True
baseline,training,10,20251219,5328,20,46.586931190284713177299080866307544538096879869711,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251222,20260121,True
baseline,training,10,20251222,4563,20,44.189481381097813662717086553073542641445762675580,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251223,20260122,True
baseline,training,10,20251222,7777,20,42.964867499857670510060474614150183425990717056644,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251223,20260122,True
baseline,training,10,20251223,1789,20,44.987884520154187740341654395216893871211182509631,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251224,20260123,True
baseline,training,10,20251223,2337,20,77.438759197424067725823208131886007848245530516037,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251224,20260123,True
baseline,training,10,20251223,5292,20,48.486014180917778907082505618974712160757662356241,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251224,20260123,True
baseline,training,10,20251223,6265,20,133.85178539921661779859813432144010214514025312244,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251224,20260123,True
baseline,training,10,20251223,6485,20,47.695118775271864811578412005495718896430574596880,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251224,20260123,True
baseline,training,10,20251223,8021,20,39.262695553099197785038534260050226304338291142637,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251224,20260123,True
baseline,training,10,20251224,5291,20,58.597189961075968969266474866449448125105767510795,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251226,20260126,True
baseline,training,10,20251226,1717,20,49.928212437137219322605147804239099143859859839589,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251229,20260127,True
baseline,training,10,20251226,3037,20,57.855679056417442419636484105851212780019006427274,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251229,20260127,True
baseline,training,10,20251226,4533,20,72.157697601064091486472470282869231490733521572453,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251229,20260127,True
baseline,training,10,20251229,8088,20,47.395331990916500982736182351816578234244478531491,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251230,20260128,True
baseline,training,10,20251230,2303,20,36.823718536974727548321467309490022285578939927139,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251231,20260129,True
baseline,training,10,20251230,2313,20,80.210831575850709299830017093630729913312946775976,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20251231,20260129,True
baseline,training,10,20251231,2431,20,37.634164169891972393433116458065168016096508762142,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260102,20260130,True
baseline,training,10,20251231,4540,20,36.816800911283996230886393672435090791454586878960,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260102,20260130,True
baseline,training,10,20260102,2485,20,49.407149888168538154807720676357868359266367105197,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260105,20260202,True
baseline,training,10,20260102,3693,20,34.549943080619600391874541499096292688086252760190,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260105,20260202,True
baseline,training,10,20260102,4534,20,49.158742732564466124344639742077587778336694352848,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260105,20260202,True
baseline,training,10,20260102,5340,20,41.115371590500250634632454322387370140363180998750,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260105,20260202,True
baseline,training,10,20260105,3049,20,50.916687353116908982274447321250746863174666401115,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260106,20260203,True
baseline,training,10,20260105,6515,20,44.772808938541886737766432730520669912918311890952,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260106,20260203,True
baseline,training,10,20260105,6715,20,39.400165166735304289289859851809074167213818211147,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260106,20260203,True
baseline,training,10,20260105,7780,20,-85.560848913125689668836355199349385148587765305869,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260106,20260203,True
baseline,training,10,20260106,3138,20,88.894283486268753416913442722818208904382261194957,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260107,20260204,True
baseline,training,10,20260106,4561,20,45.518559130162595224881466986467360933746334550189,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260107,20260204,True
baseline,training,10,20260107,3508,20,45.931964127691466234043062063133461390944477546070,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260108,20260205,True
baseline,training,10,20260108,5475,20,53.899405898247889319702894449789215656945051648508,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260109,20260206,True
baseline,training,10,20260108,6510,20,65.735276661687339113090938184874585097946266520326,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260109,20260206,True
baseline,training,10,20260109,2486,20,53.808322224715327426060701012889777088566739078951,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260112,20260209,True
baseline,training,10,20260109,6152,20,47.798560817418315692590888173032673722963644730787,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260112,20260209,True
baseline,training,10,20260109,6426,20,41.660112486559799139373246270917089999896999921964,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260112,20260209,True
baseline,training,10,20260109,6446,20,40.015005340666273836506255309460741719772600767183,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260112,20260209,True
baseline,training,10,20260113,3189,20,47.162941019774640803222560252312408562378054176264,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260114,20260211,True
baseline,training,10,20260113,3234,20,73.063790746332849862717062231726437972263698001782,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260114,20260211,True
baseline,training,10,20260114,4991,20,37.377660717286366121391594707504151930459826323605,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260115,20260223,True
baseline,training,10,20260116,5386,20,149.22135005422200029741764954360165329427242839585,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260119,20260225,True
baseline,training,10,20260116,6291,20,53.361442511853176655832870726647095321733961672050,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260119,20260225,True
baseline,training,10,20260116,6588,20,106.37177476641240777346826227171734823331298354390,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260119,20260225,True
baseline,training,10,20260120,1471,20,40.398276201616963307371101963455444664909527053040,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260121,20260302,True
baseline,training,10,20260120,5471,20,36.423649184527433023326375299813150875387188640802,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260121,20260302,True
baseline,training,10,20260121,3105,20,39.117449491005882824959994831637418370678313968802,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260122,20260303,True
baseline,training,10,20260121,4542,20,52.411962944378950365600112602200891448953923782714,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260122,20260303,True
baseline,training,10,20260121,6220,20,47.907121338107183277815127429427052464224494081947,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260122,20260303,True
baseline,training,10,20260122,3054,20,39.576738148730686483033456393029171311644211490744,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260123,20260304,True
baseline,training,10,20260122,3576,20,130.43187533416503297094991980039208697201924790590,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260123,20260304,True
baseline,training,10,20260122,7744,20,35.124376335150981280247076487433978009907310653747,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260123,20260304,True
baseline,training,10,20260122,8289,20,48.520201986963597049102001259755515382725048376546,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260123,20260304,True
baseline,training,10,20260126,4577,20,59.121923577150350696161123848838666544190888980696,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260127,20260306,True
baseline,training,10,20260130,2383,20,49.979487475590412626067051069562026332349551994117,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260202,20260312,True
baseline,training,10,20260130,3167,20,65.361999011548403664638030666440182879257198352488,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260202,20260312,True
baseline,training,10,20260130,3615,20,35.506758723082077088609997114211293830239556315307,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260202,20260312,True
baseline,training,10,20260130,4927,20,38.212231820428887627147539419145091046783274819496,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260202,20260312,True
baseline,training,10,20260130,6217,20,111.39059667455672221046511136740806883533909892483,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260202,20260312,True
baseline,training,10,20260130,6290,20,37.377660717286366121391594707504151930459826323605,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260202,20260312,True
baseline,training,10,20260130,6830,20,112.68659320380369266921399745385234571431533578154,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260202,20260312,True
baseline,training,10,20260130,7730,20,44.691749135104853206558276833135160019350048558427,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260202,20260312,True
baseline,training,10,20260130,7750,20,38.001171874167075240292544723699304636567279286926,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260202,20260312,True
baseline,training,10,20260130,8039,20,48.535690340197864344376617019679602866981904485041,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260202,20260312,True
baseline,training,10,20260202,2360,20,52.106528148899233030198108368529146175509126340264,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260203,20260313,True
baseline,training,10,20260202,3093,20,55.940210695774134153513305663352311994276264957985,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260203,20260313,True
baseline,training,10,20260202,5291,20,44.737178255712421449323287281120445783877317019512,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260203,20260313,True
baseline,training,10,20260203,3163,20,103.52246032190572758724680697408022508216270566460,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260204,20260316,True
baseline,training,10,20260204,5289,20,53.096738157711700876267527729591639513378518739588,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260205,20260317,True
baseline,training,10,20260205,6141,20,136.56848978583648189993504651949976671637285127483,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260206,20260318,True
baseline,training,10,20260206,2230,20,-50.824033433484297398568399601230143289104618048083,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260209,20260319,True
baseline,training,10,20260206,3363,20,50.629748190519545883606642479793693859105193408357,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260209,20260319,True
baseline,training,10,20260206,3693,20,50.243187673349692472442553576937080444582254503117,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260209,20260319,True
baseline,training,10,20260206,8096,20,35.481713747119878825236664998548618188100280548921,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260209,20260319,True
baseline,training,10,20260206,8271,20,68.871723072201675905683409276503403087306738888949,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260209,20260319,True
baseline,training,10,20260209,2338,20,42.220688101716984001654691530683398079723754730355,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260210,20260320,True
baseline,training,10,20260209,3563,20,43.666504741233253103837521043003230885498653928641,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260210,20260320,True
baseline,training,10,20260209,4908,20,58.664376146555521393304926072408387762639239201339,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260210,20260320,True
baseline,training,10,20260209,6187,20,110.51524951884685378446406287432307219395592557102,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260210,20260320,True
baseline,training,10,20260209,6451,20,56.523685271275988986010825579095966208124486026751,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260210,20260320,True
baseline,training,10,20260210,1308,20,34.881151309276078111982425924749782378851333933582,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260211,20260323,True
baseline,training,10,20260210,6568,20,36.383251302032755074548369266262717605954145351302,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260211,20260323,True
baseline,training,10,20260211,3221,20,37.049552077982359224113089341120704838621760279426,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260223,20260324,True
baseline,training,10,20260223,1538,20,-44.532116866992425227452125146532663065697979135307,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260224,20260325,True
baseline,training,10,20260223,2605,20,39.364789216698007864625285546741129252468504482146,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260224,20260325,True
baseline,training,10,20260223,2640,20,36.574282584436738249336673101027519463030236695982,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260224,20260325,True
baseline,training,10,20260223,3131,20,63.416563729059598915642289129187945433618878371870,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260224,20260325,True
baseline,training,10,20260224,6465,20,38.963848566933748862753043843183165732869754037181,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260225,20260326,True
baseline,training,10,20260226,1905,20,34.656195558564224170735712940969120645386122115450,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260302,20260330,True
baseline,training,10,20260226,2243,20,86.196014065335753176043557168784029038112522686025,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260302,20260330,True
baseline,training,10,20260226,2399,20,35.316314369717957105929245630171810365035019901835,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260302,20260330,True
baseline,training,10,20260226,3665,20,35.165460061613477778051955501264149483914579522903,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20260302,20260330,True
