profile,strategy,horizon,slippage_bps,partition,population,feature_name,outcome_group,samples,valid_samples,missing_samples,mean,median,q25,q75,minimum,maximum
full_available,baseline_4,20,0,all,primary,w8_max_positive_share1000,all_realized,13625,10079,3546,0.64039076161809682758155221597176883630604850553308,0.59948320413436692506459948320413436692506459948320,0.44888458176566716071903621783909094364002584273933,0.86111111111111111111111111111111111111111111111111,0.16666666666666666666666666666666666666666666666667,1
full_available,baseline_4,20,0,all,primary,w8_span_days,all_realized,13625,13625,0,47.724110091743119266055045871559633027522935779817,49.0,49.00,50.00,21,56
full_available,baseline_4,20,0,all,primary,w12_slope400_pp_per_week,all_realized,13625,11047,2578,0.0090723828725512383568191550837916910504597446333892,0.011790826897720851384441514409493313241665097005086,-0.057657245048656648900907067658686373706736965060163,0.084528673934575911365491519517853052296037709672944,-2.8026943854910283619525371406521319699016013891569,4.0407372453746963184451504391702485516725845636330
full_available,baseline_4,20,0,all,primary,w12_slope1000_pp_per_week,all_realized,13625,11047,2578,0.0092645849504358933106880442017560211720660598410157,0.00059799028289467453379677422409955771070302215234830,-0.047340012483734117622166033663764374808247728066185,0.068329674159208915712481338902040740093725723133250,-3.0140314489677792784101871502990546015820953115956,5.3365155958411090375899760063982937883231138363103
full_available,baseline_4,20,0,all,primary,w12_net400_pp,all_realized,13625,11047,2578,0.29336924051778763465194170362994478138861229293021,0.200,-0.4700,1.0600,-42.25,33.30
full_available,baseline_4,20,0,all,primary,w12_net1000_pp,all_realized,13625,11047,2578,0.26956458767086086720376572825201412148094505295555,0.030,-0.3900,0.9000,-47.15,47.44
full_available,baseline_4,20,0,all,primary,w12_last400_pp,all_realized,13625,11047,2578,0.25386168190458948130714221055490178328958088168734,0.060,0.0000,0.3500,-9.18,33.27
full_available,baseline_4,20,0,all,primary,w12_last1000_pp,all_realized,13625,11047,2578,0.21927491626685978093600072417851000271566941251018,0.010,0.0000,0.1800,-9.54,35.90
full_available,baseline_4,20,0,all,primary,w12_max_positive_share400,all_realized,13625,11017,2608,0.48561968112827482820494906138037871376864695130931,0.43689320388349514563106796116504854368932038834951,0.33333333333333333333333333333333333333333333333333,0.59241706161137440758293838862559241706161137440758,0.13333333333333333333333333333333333333333333333333,1
full_available,baseline_4,20,0,all,primary,w12_max_positive_share1000,all_realized,13625,9489,4136,0.55330976078142847621294701535839080018243092672936,0.50,0.35714285714285714285714285714285714285714285714286,0.72708757637474541751527494908350305498981670061100,0.1,1
full_available,baseline_4,20,0,all,primary,w12_span_days,all_realized,13625,13625,0,71.908403669724770642201834862385321100917431192661,77.0,77.00,78.00,21,84
full_available,baseline_4,20,0,all,primary,tdcc_400_change_sum,high,1933,1933,0,0.64666839110191412312467666839110191412312467666839,0.280,0.0300,0.8900,-8.94,18.83
full_available,baseline_4,20,0,all,primary,tdcc_1000_change_sum,high,1933,1933,0,0.61505431971029487842731505431971029487842731505432,0.120,0.000,0.8100,-4.71,21.69
full_available,baseline_4,20,0,all,primary,tdcc_400_up_weeks,high,1933,1933,0,1.7868598034143817899637868598034143817899637868598,2.0,1.00,2.00,0,3
full_available,baseline_4,20,0,all,primary,tdcc_1000_up_weeks,high,1933,1933,0,1.4071391619244697361614071391619244697361614071392,1.0,1.00,2.00,0,3
full_available,baseline_4,20,0,all,primary,return_5d,high,1933,1933,0,-1.5160059493016037247801345059493016037247801345059,-0.63690,-4.275100,2.533800,-79.4203,7.9926
full_available,baseline_4,20,0,all,primary,return_20d,high,1933,1933,0,-0.85459291257113295395757889291257113295395757889291,0.42020,-6.741600,8.008400,-90.3043,19.9507
full_available,baseline_4,20,0,all,primary,volume_ratio,high,1933,1933,0,0.86703285049146404552509053285049146404552509053285,0.76970,0.521000,1.130300,0.0077,2.4865
full_available,baseline_4,20,0,all,primary,history_gap_count,high,1933,1933,0,0.10346611484738748060010346611484738748060010346611,0.0,0.00,0.00,0,76
full_available,baseline_4,20,0,all,primary,w8_slope400_pp_per_week,high,1933,1807,126,0.037028329310650644147170218269123566948744602189714,0.020115151515151515151515151515151515151515151515152,-0.098524891774891774891774891774891774891774891774892,0.15834510767855513393139001839532971621254908856038,-2.6205952380952380952380952380952380952380952380952,3.2957936135243014792204742897393754402441887767081
full_available,baseline_4,20,0,all,primary,w8_slope1000_pp_per_week,high,1933,1807,126,0.029687095697623305665906082486228733980584269879252,0.0014243070362473347547974413646055437100213219616205,-0.079898848209547451606228474937255205529488949646106,0.12213216050160249681599977607031392142867139718128,-3.6658333333333333333333333333333333333333333333333,4.1947652030993190889880253580652735383892932613290
full_available,baseline_4,20,0,all,primary,w8_net400_pp,high,1933,1807,126,0.51112894299944659656889872717210846707249584947427,0.270,-0.4450,1.2750,-12.94,20.30
full_available,baseline_4,20,0,all,primary,w8_net1000_pp,high,1933,1807,126,0.44194244604316546762589928057553956834532374100719,0.050,-0.3250,1.1050,-13.53,18.61
full_available,baseline_4,20,0,all,primary,w8_last400_pp,high,1933,1807,126,0.33198118428334255672385168788046485888212506917543,0.110,-0.0250,0.5500,-9.18,8.64
full_available,baseline_4,20,0,all,primary,w8_last1000_pp,high,1933,1807,126,0.31409518539014941892639734366353071389042612064195,0.020,0.0000,0.4400,-9.54,9.94
full_available,baseline_4,20,0,all,primary,w8_max_positive_share400,high,1933,1798,135,0.59746815299103764706586912299137423600360647227002,0.55555555555555555555555555555555555555555555555556,0.43272539307812186579024518199632767053958555138947,0.7500,0.20792079207920792079207920792079207920792079207921,1
full_available,baseline_4,20,0,all,primary,w8_max_positive_share1000,high,1933,1546,387,0.63950000186199542645149649067966380413626609321627,0.59537385168922381473829572609922268193612074592326,0.45375295508274231678486997635933806146572104018912,0.84187306501547987616099071207430340557275541795665,0.18644067796610169491525423728813559322033898305085,1
full_available,baseline_4,20,0,all,primary,w8_span_days,high,1933,1933,0,49.168132436627004655975168132436627004655975168132,49.0,49.00,50.00,21,56
full_available,baseline_4,20,0,all,primary,w12_slope400_pp_per_week,high,1933,1717,216,0.018873880494979850064453054160269862511647621507471,0.016652798789712556732223903177004538577912254160363,-0.086155113957430777924279525334337916745149745714824,0.12447552447552447552447552447552447552447552447552,-2.0118275569787153889621397626671689583725748728574,2.2142832732105562939054490222137839377254604138979
full_available,baseline_4,20,0,all,primary,w12_slope1000_pp_per_week,high,1933,1717,216,0.0097915100185706655884820214606654382176901980928259,0.000,-0.079308797993440092610457264132741655411923596372757,0.10263875911044664548682489254344982246309101102598,-2.5400553633217993079584775086505190311418685121107,2.6186572052401746724890829694323144104803493449782
full_available,baseline_4,20,0,all,primary,w12_net400_pp,high,1933,1717,216,0.45827023878858474082702387885847408270238788584741,0.300,-0.7400,1.5300,-23.47,20.53
full_available,baseline_4,20,0,all,primary,w12_net1000_pp,high,1933,1717,216,0.34884682585905649388468258590564938846825859056494,0.020,-0.6700,1.3100,-38.26,21.07
full_available,baseline_4,20,0,all,primary,w12_last400_pp,high,1933,1717,216,0.31989516598718695398951659871869539895165987186954,0.100,-0.0300,0.5500,-9.18,8.64
full_available,baseline_4,20,0,all,primary,w12_last1000_pp,high,1933,1717,216,0.29966220151426907396622015142690739662201514269074,0.020,0.0000,0.4400,-9.54,9.94
full_available,baseline_4,20,0,all,primary,w12_max_positive_share400,high,1933,1716,217,0.48524989925949902691708650746067503517255448287710,0.44257291996731317645881627003318713206477327685406,0.34073254670599803343166175024582104228121927236972,0.58905054882689058287866475770356898708870229204556,0.14685314685314685314685314685314685314685314685315,1
full_available,baseline_4,20,0,all,primary,w12_max_positive_share1000,high,1933,1512,421,0.54388588056363139226362630766682653117059409167053,0.48936049801924165251839275608375778155065082059989,0.36487792297111416781292984869325997248968363136176,0.68421052631578947368421052631578947368421052631579,0.12643678160919540229885057471264367816091954022989,1
full_available,baseline_4,20,0,all,primary,w12_span_days,high,1933,1933,0,75.344024831867563372995344024831867563372995344025,77.0,77.00,84.00,21,84
full_available,baseline_4,20,0,all,primary,tdcc_400_change_sum,low,1873,1873,0,0.63822210357714895888948211425520555258942872397224,0.30,0.0300,0.900,-5.09,35.84
full_available,baseline_4,20,0,all,primary,tdcc_1000_change_sum,low,1873,1873,0,0.59467698878804057661505605979711692471970101441538,0.080,0.000,0.8100,-4.5,41.88
full_available,baseline_4,20,0,all,primary,tdcc_400_up_weeks,low,1873,1873,0,1.7682861719167111585691404164442071542979177789642,2.0,1.00,2.00,0,3
full_available,baseline_4,20,0,all,primary,tdcc_1000_up_weeks,low,1873,1873,0,1.3267485317672183662573411639081687132941804591564,1.0,1.00,2.00,0,3
full_available,baseline_4,20,0,all,primary,return_5d,low,1873,1873,0,-0.91578798718633208756006406833956219967965830218900,-0.25910,-3.767700,2.915500,-86.6780,7.9558
full_available,baseline_4,20,0,all,primary,return_20d,low,1873,1873,0,0.40583753336892685531233315536572343833422317138281,0.68180,-6.087000,8.730200,-84.7536,19.9643
full_available,baseline_4,20,0,all,primary,volume_ratio,low,1873,1873,0,0.86563619861185264281900694073678590496529631607048,0.75430,0.490000,1.151300,0.0200,2.4782
full_available,baseline_4,20,0,all,primary,history_gap_count,low,1873,1873,0,0.16444207154297917778964228510411105178857447944474,0.0,0.00,0.00,0,133
full_available,baseline_4,20,0,all,primary,w8_slope400_pp_per_week,low,1873,1653,220,0.017478241695961117596108467321818285748819048113931,0.018722466960352422907488986784140969162995594713656,-0.11739299610894941634241245136186770428015564202335,0.13731644482610562473164448261056247316444826105625,-2.6275,3.8925
full_available,baseline_4,20,0,all,primary,w8_slope1000_pp_per_week,low,1873,1653,220,0.023354864094143336644175522885951492085062548001835,0.000,-0.081278787878787878787878787878787878787878787878788,0.11785714285714285714285714285714285714285714285714,-2.9091666666666666666666666666666666666666666666667,2.2342857142857142857142857142857142857142857142857
full_available,baseline_4,20,0,all,primary,w8_net400_pp,low,1873,1653,220,0.37063520871143375680580762250453720508166969147005,0.230,-0.5200,1.2100,-31.53,22.82
full_available,baseline_4,20,0,all,primary,w8_net1000_pp,low,1873,1653,220,0.35383545069570477918935269207501512401693889897157,0.010,-0.3300,1.0400,-34.91,24.58
full_available,baseline_4,20,0,all,primary,w8_last400_pp,low,1873,1653,220,0.35283121597096188747731397459165154264972776769510,0.110,-0.0100,0.5700,-5.78,22.82
full_available,baseline_4,20,0,all,primary,w8_last1000_pp,low,1873,1653,220,0.28120992135511191772534785238959467634603750756201,0.000,-0.0100,0.2900,-5.60,24.58
full_available,baseline_4,20,0,all,primary,w8_max_positive_share400,low,1873,1643,230,0.60181320786146821258666995371257755803773353550138,0.55721393034825870646766169154228855721393034825871,0.43313027699600059250481410161457561842689971856021,0.7500,0.17880794701986754966887417218543046357615894039735,1
full_available,baseline_4,20,0,all,primary,w8_max_positive_share1000,low,1873,1365,508,0.65438184506731891110814545390822327187735056000069,0.60804490177736202057998129092609915809167446211413,0.46666666666666666666666666666666666666666666666667,0.86846846846846846846846846846846846846846846846847,0.16666666666666666666666666666666666666666666666667,1
full_available,baseline_4,20,0,all,primary,w8_span_days,low,1873,1873,0,47.169781099839829151094500800854244527495995728777,49.0,49.00,49.00,21,56
full_available,baseline_4,20,0,all,primary,w12_slope400_pp_per_week,low,1873,1415,458,0.013439580969135417229892787104765057612431762835370,0.012552447552447552447552447552447552447552447552448,-0.094561124801546310121226305154986667305028624473088,0.11899929522340141919601581422259028797994293720256,-2.2395505564539142014648530390944544849234281365928,2.6695367173044513323355057689361351074236013718165
full_available,baseline_4,20,0,all,primary,w12_slope1000_pp_per_week,low,1873,1415,458,0.014378444604992183350457708117312069793482964192223,0.000,-0.079597287113735517305691797396219426533188439189868,0.10022789425552614074933516628475594483352320723691,-2.4377751355464662798440026633691619899172453153239,3.0174125874125874125874125874125874125874125874126
full_available,baseline_4,20,0,all,primary,w12_net400_pp,low,1873,1415,458,0.43467844522968197879858657243816254416961130742049,0.310,-0.7650,1.5550,-18.95,22.82
full_available,baseline_4,20,0,all,primary,w12_net1000_pp,low,1873,1415,458,0.41221201413427561837455830388692579505300353356890,0.020,-0.5700,1.4000,-23.94,26.94
full_available,baseline_4,20,0,all,primary,w12_last400_pp,low,1873,1415,458,0.37279858657243816254416961130742049469964664310954,0.110,-0.0100,0.6000,-5.78,22.82
full_available,baseline_4,20,0,all,primary,w12_last1000_pp,low,1873,1415,458,0.29760424028268551236749116607773851590106007067138,0.000,-0.0100,0.3050,-5.60,24.58
full_available,baseline_4,20,0,all,primary,w12_max_positive_share400,low,1873,1413,460,0.48555525233104766164358774793004805157241804426482,0.44117647058823529411764705882352941176470588235294,0.33823529411764705882352941176470588235294117647059,0.59314775160599571734475374732334047109207708779443,0.15384615384615384615384615384615384615384615384615,1
full_available,baseline_4,20,0,all,primary,w12_max_positive_share1000,low,1873,1216,657,0.56205305910110705962188712058179742147348658441653,0.50,0.37098709503636408159267331096799471067904106570022,0.72070232748060432829726418946508779093507554103716,0.16564417177914110429447852760736196319018404907975,1
full_available,baseline_4,20,0,all,primary,w12_span_days,low,1873,1873,0,70.537106246663107314468766684463427656166577682862,77.0,76.00,77.00,21,84
full_available,baseline_4,20,0,all,primary,tdcc_400_change_sum,middle,9819,9819,0,0.36789591608106731846420205723597107648436704348712,0.130,0.0200,0.4900,-6.5,33.27
full_available,baseline_4,20,0,all,primary,tdcc_1000_change_sum,middle,9819,9819,0,0.31840716977288929626234850799470414502495162440167,0.040,0.000,0.3400,-7.26,35.9
full_available,baseline_4,20,0,all,primary,tdcc_400_up_weeks,middle,9819,9819,0,1.8001833180568285976168652612282309807516040329973,2.0,1.00,2.00,0,3
full_available,baseline_4,20,0,all,primary,tdcc_1000_up_weeks,middle,9819,9819,0,1.3512577655565739892046033200936958957123943375089,1.0,0.00,2.00,0,3
full_available,baseline_4,20,0,all,primary,return_5d,middle,9819,9819,0,-0.68760945106426316325491394235665546389652714125675,-0.37740,-2.573200,1.601800,-33.0325,7.9855
full_available,baseline_4,20,0,all,primary,return_20d,middle,9819,9819,0,-1.3395973928098584377227823607291984927181994093085,-0.90360,-5.363650,3.282550,-88.6003,19.9377
full_available,baseline_4,20,0,all,primary,volume_ratio,middle,9819,9819,0,0.85949885935431306650371728281902434056421224157246,0.75840,0.499300,1.115500,0.0061,2.4952
full_available,baseline_4,20,0,all,primary,history_gap_count,middle,9819,9819,0,0.17170791322945310113046135044301863733577757409105,0.0,0.00,0.00,0,163
full_available,baseline_4,20,0,all,primary,w8_slope400_pp_per_week,middle,9819,8733,1086,0.018127955925989097469988778060008582356652460350860,0.015476190476190476190476190476190476190476190476190,-0.047550721095086775849425568320703984355903202151063,0.091326226012793176972281449893390191897654584221748,-3.9373523028695442488545936821798890764408005787316,4.4130323054331864904552129221732745961820851688693
full_available,baseline_4,20,0,all,primary,w8_slope1000_pp_per_week,middle,9819,8733,1086,0.017360877210011045457140856864072810242075514615949,0.0014230194319880418535127055306427503736920777279522,-0.032023809523809523809523809523809523809523809523810,0.068514588859416445623342175066312997347480106100796,-6.0964950980392156862745098039215686274509803921569,6.7445301027900146842878120411160058737151248164464
full_available,baseline_4,20,0,all,primary,w8_net400_pp,middle,9819,8733,1086,0.27723119203023016145654414290621779457231192030230,0.160,-0.2100,0.7200,-26.29,33.29
full_available,baseline_4,20,0,all,primary,w8_net1000_pp,middle,9819,8733,1086,0.25455170044658193060803847475094469254551700446582,0.030,-0.1200,0.5500,-44.45,47.44
full_available,baseline_4,20,0,all,primary,w8_last400_pp,middle,9819,8733,1086,0.21308485056681552731020267949158364823084850566816,0.040,0.0000,0.2600,-6.54,33.27
full_available,baseline_4,20,0,all,primary,w8_last1000_pp,middle,9819,8733,1086,0.18351425626932325661284781861903126073514256269323,0.010,0.0000,0.1300,-5.70,35.90
full_available,baseline_4,20,0,all,primary,w8_max_positive_share400,middle,9819,8667,1152,0.59099106502711629287578109462386755568879408943603,0.54166666666666666666666666666666666666666666666667,0.41538461538461538461538461538461538461538461538462,0.7500,0.16417910447761194029850746268656716417910447761194,1
full_available,baseline_4,20,0,all,primary,w8_max_positive_share1000,middle,9819,7168,2651,0.63791856374906008401755478035769713920499609273931,0.59459459459459459459459459459459459459459459459459,0.44396866777117240035084299775850306987623038690186,0.86394348894348894348894348894348894348894348894348,0.16666666666666666666666666666666666666666666666667,1
full_available,baseline_4,20,0,all,primary,w8_span_days,middle,9819,9819,0,47.545574905794887463081780222018535492412669314594,49.0,49.00,50.00,21,56
full_available,baseline_4,20,0,all,primary,w12_slope400_pp_per_week,middle,9819,7915,1904,0.0061654016060475694487450433940898168768589877984344,0.010868280594738848646587876477316050324056423942051,-0.048227570656564175435696594674863832317130067797242,0.073979723556409028489619674439348877259233479497080,-2.8026943854910283619525371406521319699016013891569,4.0407372453746963184451504391702485516725845636330
full_available,baseline_4,20,0,all,primary,w12_slope1000_pp_per_week,middle,9819,7915,1904,0.0082360515640575541562665238740163777271334552882171,0.00090909090909090909090909090909090909090909090909091,-0.038365006840168523861865313780170618145634115932962,0.059176782778175667159987823197162648502557292601684,-3.0140314489677792784101871502990546015820953115956,5.3365155958411090375899760063982937883231138363103
full_available,baseline_4,20,0,all,primary,w12_net400_pp,middle,9819,7915,1904,0.23233480732785849652558433354390397978521794061908,0.190,-0.4000,0.9100,-42.25,33.30
full_available,baseline_4,20,0,all,primary,w12_net1000_pp,middle,9819,7915,1904,0.22686418193303853442830069488313329121920404295641,0.030,-0.3100,0.7700,-47.15,47.44
full_available,baseline_4,20,0,all,primary,w12_last400_pp,middle,9819,7915,1904,0.21827416298168035375868603916614024005053695514845,0.050,0.0000,0.2700,-6.54,33.27
full_available,baseline_4,20,0,all,primary,w12_last1000_pp,middle,9819,7915,1904,0.18783322804801010739102969046114971572962728995578,0.010,0.0000,0.1300,-5.70,35.90
full_available,baseline_4,20,0,all,primary,w12_max_positive_share400,middle,9819,7888,1931,0.48571166687590429845864780357504513594843474561544,0.43422036031783494610966879081110848871056565179766,0.33202680543470985877785958101867344889900274412690,0.59259259259259259259259259259259259259259259259259,0.13333333333333333333333333333333333333333333333333,1
full_available,baseline_4,20,0,all,primary,w12_max_positive_share1000,middle,9819,6761,3058,0.55384474911637597414314990577075327958724879610700,0.50,0.35106382978723404255319148936170212765957446808511,0.73684210526315789473684210526315789473684210526316,0.1,1
full_available,baseline_4,20,0,all,primary,w12_span_days,middle,9819,9819,0,71.493634789693451471636622874019757612791526632040,77.0,77.00,78.00,21,84
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,tdcc_400_change_sum,all_realized,13092,13092,0,0.42636266422242590895203177512985029025358997861289,0.160,0.0200,0.5800,-6.5,35.84
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,tdcc_1000_change_sum,all_realized,13092,13092,0,0.38144897647418270699663916895814237702413687748243,0.050,0.000,0.4200,-7.26,41.88
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,tdcc_400_up_weeks,all_realized,13092,13092,0,1.7950656889703635808127100519401161014359914451573,2.0,1.00,2.00,0,3
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,tdcc_1000_up_weeks,all_realized,13092,13092,0,1.3543385273449434769324778490681332111212954476016,1.0,0.00,2.00,0,3
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,return_5d,all_realized,13092,13092,0,-0.76273356248090436908035441490986862205927283837458,-0.37590,-2.807500,1.857000,-86.6780,7.9855
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,return_20d,all_realized,13092,13092,0,-1.1075332569508096547509929728078215704246868316529,-0.73940,-5.573325,4.195125,-90.3043,19.9643
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,volume_ratio,all_realized,13092,13092,0,0.86101468072105102352581729300336083104185762297586,0.75880,0.499475,1.127025,0.0061,2.4952
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,history_gap_count,all_realized,13092,13092,0,0.15612587839902230369691414604338527344943476932478,0.0,0.00,0.00,0,163
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,w8_slope400_pp_per_week,all_realized,13092,11690,1402,0.018645925925324687141814182583129825915502880353260,0.015940299378988106373292703894219280024135443959164,-0.058994607426876564518789725353258793688893120601218,0.10191694773339647624046136583204297446596544479548,-3.9373523028695442488545936821798890764408005787316,4.4130323054331864904552129221732745961820851688693
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,w8_slope1000_pp_per_week,all_realized,13092,11690,1402,0.018542154252332486011238443502081566427758048021240,0.00087446377750897581103150437480548398792316256565416,-0.039864344728264989009323125900098537103009171530357,0.077149130602455367773063447114836207135049529751043,-6.0964950980392156862745098039215686274509803921569,6.7445301027900146842878120411160058737151248164464
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,w8_net400_pp,all_realized,13092,11690,1402,0.30271514114627887082976903336184773310521813515825,0.170,-0.2600,0.8200,-31.53,33.29
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,w8_net1000_pp,all_realized,13092,11690,1402,0.27900940975192472198460222412318220701454234388366,0.030,-0.1600,0.6400,-44.45,47.44
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,w8_last400_pp,all_realized,13092,11690,1402,0.24246022241231822070145423438836612489307100085543,0.050,0.0000,0.3300,-6.54,33.27
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,w8_last1000_pp,all_realized,13092,11690,1402,0.20870915312232677502138579982891360136869118905047,0.010,0.0000,0.1600,-5.70,35.90
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,w8_max_positive_share400,all_realized,13092,11605,1487,0.59275657420427763569308092554583627242284375374815,0.54545454545454545454545454545454545454545454545455,0.4200,0.7500,0.16417910447761194029850746268656716417910447761194,1
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,w8_max_positive_share1000,all_realized,13092,9642,3450,0.63969694811530108318949286519669181920306559966559,0.59763463164224893018067091398739748472620469064572,0.44780006218905472636815920398009950248756218905473,0.86040260065016254063515878969742435608902225556390,0.16666666666666666666666666666666666666666666666667,1
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,w8_span_days,all_realized,13092,13092,0,47.646959975557592422853651084631836235869233119462,49.0,49.00,50.00,21,56
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,w12_slope400_pp_per_week,all_realized,13092,10564,2528,0.0071633547907468563582845140536716000440258790515047,0.011252268531677681925663914683616479513393313858518,-0.056622100451113106740723437796855909525586639649709,0.082219903453137697250562051767043555180510607643329,-2.8026943854910283619525371406521319699016013891569,4.0407372453746963184451504391702485516725845636330
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,w12_slope1000_pp_per_week,all_realized,13092,10564,2528,0.0084864352256420010480220724894204265899745945097874,0.00048938763321215706452525379097779109144144612526137,-0.046090771929563130004859524409071659514201036543874,0.066255553592516481779381270747514947509368345684982,-3.0140314489677792784101871502990546015820953115956,5.3365155958411090375899760063982937883231138363103
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,w12_net400_pp,all_realized,13092,10564,2528,0.26981446421809920484664899659219992427110942824688,0.200,-0.4600,1.0400,-42.25,33.30
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,w12_net1000_pp,all_realized,13092,10564,2528,0.25778398333964407421431276031806134040136312003029,0.030,-0.3800,0.8600,-47.15,47.44
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,w12_last400_pp,all_realized,13092,10564,2528,0.24613214691404770920106020446800454373343430518743,0.060,0.0000,0.3300,-6.54,33.27
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,w12_last1000_pp,all_realized,13092,10564,2528,0.21133188186293070806512684589170768648239303294207,0.010,0.0000,0.1600,-5.70,35.90
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,w12_max_positive_share400,all_realized,13092,10534,2558,0.48543203538882778118563733316044663940278709954450,0.43583211404746798565342932242234335953179422770650,0.33333333333333333333333333333333333333333333333333,0.59151143419657731334242011207027108889898530970771,0.13333333333333333333333333333333333333333333333333,1
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,w12_max_positive_share1000,all_realized,13092,9054,4038,0.55345414993122488669097258732529085789097987883370,0.50,0.35635029020143393649709798566063502902014339364971,0.72727272727272727272727272727272727272727272727273,0.1,1
full_available,baseline_4,20,0,all,immutable_prior_candidate_exclusion_sensitivity,w12_span_days,all_realized,13092,13092,0,71.721814848762603116406966086159486709440879926673,77.0,77.00,78.00,21,84
